name,params,relative_atr,atr_min,atr_max,asia_min,asia_max,lock_trigger,lock_profit,full_trades,full_wr,full_pf,full_net_r,full_return,full_dd,2023_H2_trades,2023_H2_pf,2023_H2_net_r,2023_H2_dd,2024_H1_trades,2024_H1_pf,2024_H1_net_r,2024_H1_dd,2024_H2_trades,2024_H2_pf,2024_H2_net_r,2024_H2_dd,2025_H1_trades,2025_H1_pf,2025_H1_net_r,2025_H1_dd,2025_H2_trades,2025_H2_pf,2025_H2_net_r,2025_H2_dd,2026_H1_trades,2026_H1_pf,2026_H1_net_r,2026_H1_dd,positive_folds,score
mss6_normal_lock0.5,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.5,0.15,169,61.53846153846154,0.7385859921869496,-14.2500000000009,-38.804546225418534,40.45028985432817,24,0.28468924320294314,-8.350000000000199,23.41986171920986,24,0.5559358933851348,-4.199999999999918,13.740167118435147,36,1.6288183229166302,6.149999999999599,5.910000000000002,40,0.619193251323278,-7.750000000000152,26.845881352199907,15,1.7536104931577319,3.199999999999793,9.866403329133755,30,0.6646295625437322,-3.300000000000024,18.314557550947633,2,-978.31
h1ema_4_12_fade,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""immediate"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 4, ""trend_filter_mode"": ""h1_ema"", ""trend_price_alignment"": true, ""trend_slow"": 12, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.5,1.6,0.4,1.2,0.3,0.15,135,65.92592592592592,0.6619429770688864,-12.300000000000736,-33.631852017074074,48.81279882413832,30,0.4596875246397601,-6.7499999999999165,19.472641908616243,33,0.19851193029179814,-13.900000000000432,35.464734634956976,26,1.3555556824559105,2.5499999999997076,7.32463590301426,18,4.961121349336114,7.800000000000112,2.999999999999998,13,0.8111737263914894,-0.3499999999999618,4.204913730612365,15,0.6554813445411146,-1.650000000000245,8.732700000000001,2,-978.65
mss12_broad,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 12, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.5,1.6,0.4,1.2,0.3,0.15,235,70.2127659574468,0.6625998310362072,-21.20000000000084,-49.9517735712842,50.17598165384186,40,0.31686940794457435,-10.550000000000162,29.538273854880742,38,0.5282276419826286,-5.549999999999817,24.84836581101192,50,1.630748294571669,7.099999999999718,7.078766318694132,47,0.7425032653283828,-3.950000000000314,18.75934751173504,22,0.387839025270578,-3.600000000000211,14.043248692326179,38,0.47973796560844395,-4.650000000000057,13.404784000850203,1,-987.65
mss6_broad,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.5,1.6,0.4,1.2,0.3,0.15,235,68.93617021276596,0.6573625115504176,-22.800000000000892,-52.44348783216157,52.656533431718756,40,0.2858627318943989,-11.700000000000133,31.958313229700575,38,0.6727246733953102,-3.699999999999903,20.69613515149107,50,1.630748294571669,7.099999999999718,7.078766318694132,47,0.6553956631342852,-6.250000000000306,24.24400806008757,22,0.387839025270578,-3.600000000000211,14.043248692326179,38,0.47973796560844395,-4.650000000000057,13.404784000850203,1,-987.65
mss3_broad,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 3, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.5,1.6,0.4,1.2,0.3,0.15,229,69.43231441048034,0.6763555047189784,-20.250000000000085,-48.59031183719065,48.87024559890435,37,0.28879521215136755,-11.000000000000066,30.16817437992982,36,0.5058522232133036,-5.84999999999968,25.185033161783487,50,1.9913459800314643,10.100000000000101,7.078766318694118,47,0.6140876921601292,-7.400000000000234,25.63319338044315,21,0.4670722997788908,-2.600000000000227,11.384792466315657,38,0.5537440050614258,-3.4999999999999805,10.41180537608442,1,-987.71
mss6_normal_lock99.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,99.0,0.15,169,30.76923076923077,0.8421191891628791,-13.622479115686485,-42.392557640708894,48.45717763352895,24,0.5238222990958108,-9.0,29.223935162540478,24,0.9536358566681328,0.0,21.6256640562304,36,1.0801293915634893,3.0,12.404000537125684,40,0.9061593043063962,-1.6224791156864853,20.098469024904382,15,0.9547446581337432,0.0,16.923203899604218,30,0.6886080218346764,-6.0,24.578770171905777,1,-988.31
mss6_normal_rr3.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 3.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,68.63905325443787,0.6834394637883262,-15.650000000001155,-40.64859833402088,40.91448315980167,24,0.461026441050984,-5.050000000000115,18.759347511735147,24,0.5351306289635763,-3.9000000000000536,15.253492054307916,36,1.1857140590230424,1.8999999999995285,8.876744461344295,40,0.8642500872990658,-1.5500000000002097,24.244008060087555,15,0.4021421648807206,-2.3500000000002297,9.866403329133759,30,0.4106617195000707,-4.700000000000076,13.488751831560217,1,-988.31
mss6_normal_rr1.5,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 1.5, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,68.63905325443787,0.6620879182112724,-16.70000000000121,-41.73282359036025,41.99385125969153,24,0.45257995906619514,-5.200000000000218,18.759347511735147,24,0.5192536332316559,-4.049999999999946,16.61461679959477,36,1.0025670875974493,0.2499999999995348,6.570025551362551,40,0.7632856438850064,-3.3500000000001755,24.503542921296432,15,0.725616125869238,-1.0000000000002516,7.495038644793023,30,0.575706890176775,-3.3500000000001537,12.091737041276616,1,-988.31
mss12_normal,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 12, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,70.41420118343196,0.6309310141116393,-17.350000000001064,-42.78932184291002,43.045616568352386,24,0.4342590680361573,-4.900000000000145,15.869860387152698,24,0.23537025661514796,-6.749999999999968,21.901039237203797,36,1.1785893713097921,1.7499999999995897,6.570025551362554,40,0.9390096630227958,-0.4000000000002357,18.759347511735026,15,0.4021421648807206,-2.3500000000002297,9.866403329133759,30,0.4106617195000707,-4.700000000000076,13.488751831560217,1,-988.31
mss6_normal,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,68.63905325443787,0.6249631996412187,-18.95000000000111,-45.6376278231733,45.88116259151139,24,0.37221876979655166,-6.050000000000115,18.759347511735147,24,0.43231224267672597,-4.900000000000054,17.585964750060917,36,1.1785893713097921,1.7499999999995897,6.570025551362554,40,0.8014518358274573,-2.700000000000228,24.244008060087594,15,0.4021421648807206,-2.3500000000002297,9.866403329133759,30,0.4106617195000707,-4.700000000000076,13.488751831560217,1,-988.31
mss6_normal_rr2.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,68.63905325443787,0.6249631996412187,-18.95000000000111,-45.6376278231733,45.88116259151139,24,0.37221876979655166,-6.050000000000115,18.759347511735147,24,0.43231224267672597,-4.900000000000054,17.585964750060917,36,1.1785893713097921,1.7499999999995897,6.570025551362554,40,0.8014518358274573,-2.700000000000228,24.244008060087594,15,0.4021421648807206,-2.3500000000002297,9.866403329133759,30,0.4106617195000707,-4.700000000000076,13.488751831560217,1,-988.31
mss3_normal,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 3, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,166,68.67469879518072,0.5856240349687598,-20.10000000000049,-47.36545671222575,47.601251082355056,23,0.35861793532731495,-6.200000000000165,18.759347511735147,23,0.22011025854224706,-6.8999999999998725,22.25091014156641,36,1.178589371309839,1.7499999999999714,6.570025551362198,40,0.7427476318977253,-3.8500000000001684,24.24400806008764,14,0.5374427987459669,-1.3500000000002452,7.0787663186946,30,0.4861330021326751,-3.55000000000001,10.411805376084612,1,-988.34
mss6_normal_rr1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 1.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.2,0.5,1.1,0.3,0.15,169,68.63905325443787,0.6704778716181545,-16.050000000001045,-40.36481028891754,40.63196643993771,24,0.44567730347656287,-5.350000000000082,16.696991475447515,24,0.4142125240403321,-5.050000000000081,17.88550579311935,36,0.9279168082419287,-0.4000000000004192,5.910000000000004,40,0.8756177852690069,-1.6000000000001715,20.34894061932539,15,0.8147093913118252,-0.6500000000001056,5.232097464721504,30,0.6182355807758874,-3.0000000000001847,11.384792466314956,0,-998.31
mss6_calm,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 6, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.6,1.0,0.3,0.15,91,63.73626373626373,0.49091044889838675,-16.900000000000603,-41.11732785886634,41.38111285103657,12,0.7284984585282462,-0.9500000000001433,9.460802144114387,17,0.45596654663825387,-3.6499999999999595,13.58126848410286,18,0.38078963556397455,-3.050000000000151,10.18309571569256,19,0.6610609089981517,-2.6499999999999173,15.951437934353944,6,0.7376349212524124,-0.25000000000033606,3.000000000000001,19,0.20540085060310243,-6.350000000000095,17.65765593045031,0,-999.09
mss12_calm,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 12, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.6,1.0,0.3,0.15,91,65.93406593406593,0.46255831147985,-16.450000000000465,-40.16049396397335,40.42856541958517,12,0.7284984585282538,-0.9500000000001131,9.46080214411439,17,0.20380905897647789,-5.499999999999895,18.10602282290676,18,0.38078963556397455,-3.050000000000151,10.18309571569256,19,0.911260300253971,-0.34999999999987397,9.866403329132932,6,0.7376349212524124,-0.25000000000033606,3.000000000000001,19,0.20540085060310243,-6.350000000000095,17.65765593045031,0,-999.09
mss3_calm,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_confirmation_mode"": ""mss"", ""fade_mss_lookahead_bars"": 3, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.6,1.0,0.3,0.15,90,64.44444444444444,0.4398361443200015,-17.750000000000444,-42.47457287904199,42.7322776297082,12,0.7284984585282462,-0.9500000000001433,9.460802144114387,16,0.18387100430700057,-5.649999999999965,18.47289479632341,18,0.3807896355639984,-3.050000000000032,10.183095715692252,19,0.6610609089981491,-2.6499999999999395,15.951437934353976,6,0.7376349212524124,-0.25000000000033606,3.000000000000001,19,0.25318357557180354,-5.200000000000029,14.728984930038362,0,-999.1
