slug,orb_minutes,cutoff_minutes,reward_risk,require_bullish_breakout,direction,training_initial_balance,training_final_balance,training_return_pct,training_profit_factor,training_win_rate_pct,training_max_drawdown_pct,training_trades,training_wins,training_losses,training_gross_profit,training_gross_loss,validation_initial_balance,validation_final_balance,validation_return_pct,validation_profit_factor,validation_win_rate_pct,validation_max_drawdown_pct,validation_trades,validation_wins,validation_losses,validation_gross_profit,validation_gross_loss,locked_initial_balance,locked_final_balance,locked_return_pct,locked_profit_factor,locked_win_rate_pct,locked_max_drawdown_pct,locked_trades,locked_wins,locked_losses,locked_gross_profit,locked_gross_loss,full_initial_balance,full_final_balance,full_return_pct,full_profit_factor,full_win_rate_pct,full_max_drawdown_pct,full_trades,full_wins,full_losses,full_gross_profit,full_gross_loss,eligible,score
orb30-cut180-rr1-bull1-long,30,180,1.0,True,long,10000.0,11390.043187793399,13.900431877933993,1.0698119629156748,54.632587859424916,11.628482190702002,626,342,284,21301.28948053019,-19911.24629273678,10000.0,10992.928459234756,9.929284592347564,1.1273742138966638,54.377880184331794,8.29316619155258,217,118,99,8788.293226237865,-7795.364767003097,10000.0,10900.098294985046,9.000982949850457,1.2033039718231662,58.97435897435898,5.610818515471996,156,92,64,5327.4505346547885,-4427.35223966974,10000.0,13648.00543538166,36.480054353816605,1.1062514969911763,55.25525525525525,11.628482190702002,999,552,447,37981.69050039921,-34333.685065017504,True,5.881919861831785
orb30-cut180-rr1-bull0-long,30,180,1.0,False,long,10000.0,11390.03967394111,13.900396739411104,1.069811796689903,54.632587859424916,11.628482190701924,626,342,284,21301.28304324654,-19911.24336930541,10000.0,10992.928459234756,9.929284592347564,1.1273742138966638,54.377880184331794,8.29316619155258,217,118,99,8788.293226237865,-7795.364767003097,10000.0,10900.098294985046,9.000982949850457,1.2033039718231662,58.97435897435898,5.610818515471996,156,92,64,5327.4505346547885,-4427.35223966974,10000.0,13648.001224943277,36.48001224943276,1.1062513971746302,55.25525525525525,11.628482190701924,999,552,447,37981.6789171767,-34333.67769223346,True,5.881913209403535
orb30-cut180-rr0.75-bull1-long,30,180,0.75,True,long,10000.0,11223.06183845992,12.2306183845992,1.062604631914144,56.86900958466453,8.380411496391531,626,356,270,20759.3453539865,-19536.283515526597,10000.0,10789.68279609298,7.896827960929809,1.106109888133785,58.06451612903226,7.428769443445113,217,126,91,8231.805391654756,-7442.122595561782,10000.0,11089.289473831792,10.892894738317915,1.251620762090985,60.89743589743589,5.6108185154720065,156,95,61,5418.381655175394,-4329.092181343594,10000.0,13428.384046262467,34.28384046262467,1.1034800697129337,57.75775775775776,8.380411496391531,999,577,422,36559.247368767494,-33130.863322505,True,5.660726470733228
orb30-cut180-rr0.75-bull0-long,30,180,0.75,False,long,10000.0,11223.058376121724,12.23058376121724,1.0626044636403094,56.86900958466453,8.380411496391533,626,356,270,20759.33909803172,-19536.280721910025,10000.0,10789.68279609298,7.896827960929809,1.106109888133785,58.06451612903226,7.428769443445113,217,126,91,8231.805391654756,-7442.122595561782,10000.0,11089.289473831792,10.892894738317915,1.251620762090985,60.89743589743589,5.6108185154720065,156,95,61,5418.381655175394,-4329.092181343594,10000.0,13428.379903577736,34.28379903577736,1.103479966497665,57.75775775775776,8.380411496391533,999,577,422,36559.236238509686,-33130.85633493197,True,5.6607197353077074
orb30-cut60-rr1.5-bull1-long,30,60,1.5,True,long,10000.0,11952.747424647096,19.527474246470966,1.1284058235985797,54.52261306532663,9.136572712001549,398,217,181,17160.370956985884,-15207.623532338781,10000.0,10639.741035613502,6.397410356135014,1.1101450988573813,54.19354838709678,6.894595428180509,155,84,71,6447.907193254709,-5808.16615764122,10000.0,10507.26413736885,5.072641373688502,1.170355520973085,60.416666666666664,6.036925642176496,96,58,38,3484.9436071701234,-2977.679469801269,10000.0,13362.522516574205,33.625225165742044,1.1296428410642603,55.31587057010786,9.267556540577093,649,359,290,29299.33853333746,-25936.816016763263,True,5.636659737170062
orb30-cut60-rr1.5-bull0-long,30,60,1.5,False,long,10000.0,11833.191051108019,18.331910511080185,1.1209304266844522,54.385964912280706,9.136572712001545,399,217,182,16992.246562351924,-15159.055511243901,10000.0,10639.741035613502,6.397410356135014,1.1101450988573813,54.19354838709678,6.894595428180509,155,84,71,6447.907193254709,-5808.16615764122,10000.0,10507.26413736885,5.072641373688502,1.170355520973085,60.416666666666664,6.036925642176496,96,58,38,3484.9436071701234,-2977.679469801269,10000.0,13228.864983568732,32.28864983568731,1.1252423774979299,55.230769230769226,9.26755654057712,650,359,291,29009.79511340525,-25780.93012983651,True,5.528977028774203
orb30-cut180-rr1.25-bull1-long,30,180,1.25,True,long,10000.0,11683.712173862432,16.837121738624326,1.0807118804623423,53.674121405750796,11.999333900947232,626,336,290,22544.48464276821,-20860.772468905765,10000.0,10805.574722721405,8.055747227214049,1.0992952040797186,52.995391705069125,7.838609758686478,217,115,102,8918.501527067934,-8112.926804346526,10000.0,10659.640222559903,6.59640222559903,1.1476040245275143,58.333333333333336,5.610818515472008,156,91,65,5128.625568125055,-4468.985345565154,10000.0,13457.713161675107,34.57713161675107,1.096096324684905,54.25425425425425,11.999333900947232,999,542,457,39439.45515870574,-35981.74199703061,True,5.399223722315074
orb30-cut180-rr1.25-bull0-long,30,180,1.25,False,long,10000.0,11683.708569412633,16.83708569412632,1.0807117201948326,53.674121405750796,11.999333900947278,626,336,290,22544.47780278147,-20860.769233368832,10000.0,10805.574722721405,8.055747227214049,1.0992952040797186,52.995391705069125,7.838609758686478,217,115,102,8918.501527067934,-8112.926804346526,10000.0,10659.640222559903,6.59640222559903,1.1476040245275143,58.333333333333336,5.610818515472008,156,91,65,5128.625568125055,-4468.985345565154,10000.0,13457.70900994229,34.57709009942289,1.0960962303999928,54.25425425425425,11.999333900947278,999,542,457,39439.44310658503,-35981.734096642766,True,5.399219581431002
orb30-cut90-rr1.25-bull1-long,30,90,1.25,True,long,10000.0,11519.637313666644,15.196373136666441,1.0864631097743886,54.34343434343434,10.652820542771709,495,269,226,19095.194307069985,-17575.55699340333,10000.0,10702.927309633116,7.029273096331168,1.100016501290226,53.00546448087432,8.761424887811154,183,97,86,7731.040676580082,-7028.113366946975,10000.0,10475.742602493212,4.757426024932121,1.1292347882758413,58.67768595041323,6.666183179760568,121,71,50,4156.9696841500445,-3681.2270816568307,10000.0,12915.945407094096,29.15945407094096,1.0965211968108695,54.69336670838548,10.652820542771709,799,437,362,33126.36035675371,-30210.41494965958,True,5.088077112471588
orb30-cut90-rr1.25-bull0-long,30,90,1.25,False,long,10000.0,11519.633759834282,15.196337598342824,1.086462918502219,54.34343434343434,10.652820542771765,495,269,226,19095.188531273907,-17575.554771439634,10000.0,10702.927309633116,7.029273096331168,1.100016501290226,53.00546448087432,8.761424887811154,183,97,86,7731.040676580082,-7028.113366946975,10000.0,10475.742602493212,4.757426024932121,1.1292347882758413,58.67768595041323,6.666183179760568,121,71,50,4156.9696841500445,-3681.2270816568307,10000.0,12915.941422497734,29.159414224977343,1.0965210844687374,54.69336670838548,10.652820542771765,799,437,362,33126.35025231334,-30210.40882981562,True,5.088072901305696
orb30-cut120-rr1-bull1-long,30,120,1.0,True,long,10000.0,11710.362925069812,17.103629250698127,1.0921752010250882,55.080213903743314,11.007967645820948,561,309,252,20265.927828088305,-18555.5649030185,10000.0,10626.071760316116,6.260717603161159,1.0868511807927779,53.57142857142857,8.986705492787454,196,105,91,7834.629601456788,-7208.557841140681,10000.0,10633.839458318123,6.338394583181239,1.1513945027959738,57.85714285714286,6.050410110092313,140,81,59,4820.513654621755,-4186.674196303634,10000.0,13232.234801812569,32.32234801812568,1.1003589486485372,55.18394648829431,11.007967645820948,897,495,402,35438.97715352838,-32206.742351715857,True,4.753745157694124
orb30-cut120-rr1-bull0-long,30,120,1.0,False,long,10000.0,11710.359312398188,17.103593123981888,1.0921750187738095,55.080213903743314,11.007967645820877,561,309,252,20265.921710440958,-18555.56239804277,10000.0,10626.071760316116,6.260717603161159,1.0868511807927779,53.57142857142857,8.986705492787454,196,105,91,7834.629601456788,-7208.557841140681,10000.0,10633.839458318123,6.338394583181239,1.1513945027959738,57.85714285714286,6.050410110092313,140,81,59,4820.513654621755,-4186.674196303634,10000.0,13232.230719640285,32.32230719640285,1.1003588428283717,55.18394648829431,11.007967645820877,897,495,402,35438.96635496341,-32206.735635323104,True,4.753742070477301
orb30-cut90-rr0.75-bull1-long,30,90,0.75,True,long,10000.0,11459.563575720145,14.595635757201464,1.0890289264096054,58.18181818181818,8.436054873143895,495,288,207,17853.82591923013,-16394.262343510014,10000.0,10546.904697594373,5.4690469759437255,1.0853648091910986,57.92349726775956,7.900877522636764,183,106,77,6953.580970601189,-6406.676273006823,10000.0,10889.669403823522,8.896694038235209,1.2540302944723676,61.98347107438017,6.666183179760566,121,75,46,4391.887143921852,-3502.2177400983246,10000.0,13161.57295439726,31.615729543972606,1.11303880681623,58.69837296620776,8.436054873143895,799,469,330,31130.489501234977,-27968.91654683773,True,4.69215070955684
orb30-cut90-rr0.75-bull0-long,30,90,0.75,False,long,10000.0,11459.56004042062,14.595600404206198,1.0890287206728866,58.18181818181818,8.436054873143949,495,288,207,17853.820559825577,-16394.260519404943,10000.0,10546.904697594373,5.4690469759437255,1.0853648091910986,57.92349726775956,7.900877522636764,183,106,77,6953.580970601189,-6406.676273006823,10000.0,10889.669403823522,8.896694038235209,1.2540302944723676,61.98347107438017,6.666183179760566,121,75,46,4391.887143921852,-3502.2177400983246,10000.0,13161.568894024263,31.615688940242627,1.1130386834457244,58.69837296620776,8.436054873143949,799,469,330,31130.48004595173,-27968.911151927416,True,4.6921471685286615
orb30-cut330-rr1.25-bull0-long,30,330,1.25,False,long,10000.0,11143.772125189977,11.437721251899768,1.052499675295261,53.023909985935305,14.188478828662065,711,377,334,22930.042587956777,-21786.270462766788,10000.0,10771.19631202206,7.7119631202206,1.0881724337545098,51.39442231075697,8.4452479302419,251,129,122,9517.652309474093,-8746.45599745202,10000.0,10876.950737254945,8.769507372549445,1.186078900992986,58.620689655172406,5.610818515471978,174,102,72,5589.740487061089,-4712.789749806151,10000.0,13055.795101539343,30.557951015393424,1.082167192516744,53.52112676056338,14.188478828662065,1136,608,528,40245.76116879521,-37189.966067255824,True,4.075905587367912
orb30-cut330-rr1.25-bull1-long,30,330,1.25,True,long,10000.0,11142.64769707558,11.426476970755783,1.0524508412322169,53.023909985935305,14.197137376760537,711,377,334,22927.764393616068,-21785.116696540506,10000.0,10771.19631202206,7.7119631202206,1.0881724337545098,51.39442231075697,8.4452479302419,251,129,122,9517.652309474093,-8746.45599745202,10000.0,10876.950737254945,8.769507372549445,1.186078900992986,58.620689655172406,5.610818515471978,174,102,72,5589.740487061089,-4712.789749806151,10000.0,13054.477746616543,30.544777466165442,1.0821377511474806,53.52112676056338,14.197137376760537,1136,608,528,40241.73578503114,-37187.258038414686,True,4.072738545886071
orb30-cut120-rr1.25-bull1-long,30,120,1.25,True,long,10000.0,11989.273073614451,19.892730736144504,1.1020726311135252,54.01069518716578,11.299377262935234,561,303,258,21478.072881292293,-19488.799807677853,10000.0,10401.697285477756,4.016972854777556,1.0536875045542042,52.04081632653062,8.761424887811152,196,102,94,7883.83468063623,-7482.1373951584765,10000.0,10454.5434415665,4.545434415664995,1.107193599450288,57.14285714285714,6.050410110092314,140,80,60,4694.94066581781,-4240.397224251304,10000.0,13037.734540762609,30.377345407626088,1.090013652550889,54.06911928651059,11.299377262935234,897,485,412,36785.221223910215,-33747.48668314761,True,3.381763419894276
orb30-cut120-rr1.25-bull0-long,30,120,1.25,False,long,10000.0,11989.26937489848,19.89269374898481,1.10207245605567,54.01069518716578,11.299377262935213,561,303,258,21478.066370373206,-19488.796995474735,10000.0,10401.697285477756,4.016972854777556,1.0536875045542042,52.04081632653062,8.761424887811152,196,102,94,7883.83468063623,-7482.1373951584765,10000.0,10454.5434415665,4.545434415664995,1.107193599450288,57.14285714285714,6.050410110092314,140,80,60,4694.94066581781,-4240.397224251304,10000.0,13037.730518594077,30.377305185940774,1.0900135526004107,54.06911928651059,11.299377262935213,897,485,412,36785.20999070364,-33747.47947210962,True,3.3817620949154072
orb30-cut60-rr0.5-bull1-long,30,60,0.5,True,long,10000.0,10751.974309631734,7.519743096317333,1.062990072299984,64.57286432160804,8.01369866664006,398,257,141,12689.955679942419,-11937.981370310685,10000.0,10310.881150181545,3.108811501815456,1.0688792126376059,65.16129032258064,6.733613834802256,155,101,54,4824.306003296301,-4513.424853114755,10000.0,10283.386271833706,2.8338627183370546,1.1141424607842338,65.625,4.2346455908658,96,63,33,2766.1281882656203,-2482.7419164319167,10000.0,11400.401545332928,14.004015453329277,1.0716566077976326,64.86902927580893,8.01369866664006,649,421,228,20943.631240043233,-19543.229694710328,True,2.603030205807226
orb30-cut60-rr0.5-bull0-long,30,60,0.5,False,long,10000.0,10644.428570465985,6.444285704659847,1.0540513243864325,64.41102756892231,8.013698666640098,399,257,142,12566.959198184433,-11922.530627718446,10000.0,10310.881150181545,3.108811501815456,1.0688792126376059,65.16129032258064,6.733613834802256,155,101,54,4824.306003296301,-4513.424853114755,10000.0,10283.386271833706,2.8338627183370546,1.1141424607842338,65.625,4.2346455908658,96,63,33,2766.1281882656203,-2482.7419164319167,10000.0,11286.36996604603,12.863699660460304,1.066131465714638,64.76923076923077,8.013698666640098,650,421,229,20738.07804698895,-19451.708080942928,True,2.4714240941666503
orb15-cut90-rr1.5-bull1-long,15,90,1.5,True,long,10000.0,11190.847091118725,11.908470911187251,1.0421286831388432,50.32258064516129,18.385238466424727,620,312,308,29457.7427639331,-28266.895672814368,10000.0,11944.293709460058,19.442937094600587,1.2027029950105386,50.970873786407765,9.346988152913449,206,105,101,11536.128844204673,-9591.835134744626,10000.0,10600.591655948834,6.005916559488345,1.0912758186186986,55.06329113924051,10.36688994725566,158,87,71,7180.556262541821,-6579.964606592983,10000.0,14169.467885845608,41.69467885845608,1.0872343011350611,51.21951219512195,18.385238466424727,984,504,480,51965.665386072505,-47796.19750022686,False,5.8255661855381575
orb15-cut90-rr1.5-bull0-long,15,90,1.5,False,long,10000.0,11078.886129478069,10.788861294780695,1.0384070617196535,50.24154589371981,18.38525035483064,621,312,309,29169.7132110503,-28090.827081572243,10000.0,11944.293709460058,19.442937094600587,1.2027029950105386,50.970873786407765,9.346988152913449,206,105,101,11536.128844204673,-9591.835134744626,10000.0,10600.591655948834,6.005916559488345,1.0912758186186986,55.06329113924051,10.36688994725566,158,87,71,7180.556262541821,-6579.964606592983,10000.0,14027.706745020556,40.277067450205564,1.0849283808580186,51.16751269035533,18.38525035483064,985,504,481,51452.45103343417,-47424.74428841363,False,5.463535602058828
orb15-cut120-rr1.5-bull1-long,15,120,1.5,True,long,10000.0,11339.849766945665,13.398497669456644,1.0442543136443814,49.8502994011976,19.471750771735383,668,333,335,31615.989121685838,-30276.13935474017,10000.0,11418.441812598507,14.184418125985076,1.141784785644556,49.76958525345622,10.25369183640793,217,108,109,11422.630951441888,-10004.189138843383,10000.0,10692.915274461324,6.929152744613232,1.0980819190095135,54.437869822485204,9.688846539412788,169,92,77,7757.573893081126,-7064.658618619797,10000.0,13845.551831288567,38.45551831288567,1.0757471054514014,50.56925996204934,19.471750771735383,1054,533,521,54613.852591716066,-50768.3007604275,False,5.105599929397293
orb15-cut120-rr1.5-bull0-long,15,120,1.5,False,long,10000.0,11226.398079648863,12.263980796488628,1.0407712546944599,49.775784753363226,19.471750771735437,669,333,336,31306.367137249224,-30079.969057600327,10000.0,11418.441812598507,14.184418125985076,1.141784785644556,49.76958525345622,10.25369183640793,217,108,109,11422.630951441888,-10004.189138843383,10000.0,10692.915274461324,6.929152744613232,1.0980819190095135,54.437869822485204,9.688846539412788,169,92,77,7757.573893081126,-7064.658618619797,10000.0,13707.031370339115,37.07031370339116,1.0736002357364494,50.52132701421801,19.471750771735437,1055,533,522,54074.144100974765,-50367.112730635665,False,4.865611507227441
orb15-cut330-rr1.5-bull1-long,15,330,1.5,True,long,10000.0,11055.390278260298,10.553902782602975,1.0326588493254258,49.80744544287548,16.64059338813354,779,388,391,33370.98926780024,-32315.598989539976,10000.0,11362.856134596217,13.628561345962176,1.1210921274868966,48.87218045112782,10.242425334815703,266,130,136,12617.560820032666,-11254.704685436427,10000.0,11167.430663673982,11.674306636739828,1.151916711056252,55.38461538461539,8.872636835294054,195,108,87,8852.106401827114,-7684.675738153116,10000.0,14028.616771434752,40.28616771434752,1.0740395775209046,50.483870967741936,16.64059338813354,1240,626,614,58440.282887402296,-54411.666115967535,False,4.804494926867256
orb15-cut330-rr1.5-bull0-long,15,330,1.5,False,long,10000.0,10946.037327312388,9.460373273123878,1.0294695049894627,49.743589743589745,16.640593388133457,780,388,392,33048.28429924686,-32102.246971934474,10000.0,11362.856134596217,13.628561345962176,1.1210921274868966,48.87218045112782,10.242425334815703,266,130,136,12617.560820032666,-11254.704685436427,10000.0,11167.430663673982,11.674306636739828,1.151916711056252,55.38461538461539,8.872636835294054,195,108,87,8852.106401827114,-7684.675738153116,10000.0,13889.854538436972,38.89854538436972,1.0720613613340593,50.443190975020144,16.640593388133457,1241,626,615,57869.60827087787,-53979.753732440906,False,4.503683766700315
orb15-cut60-rr1.25-bull1-long,15,60,1.25,True,long,10000.0,10655.003723099899,6.550037230998984,1.0256838170987146,51.35623869801085,18.5454185628361,553,284,269,26157.588505666477,-25502.584782566577,10000.0,12823.542057896591,28.235420578965908,1.3554283413531507,55.080213903743314,8.061933828541262,187,103,84,10767.596398490481,-7944.054340593895,10000.0,10594.783614003796,5.947836140037954,1.1006487625395973,56.55172413793104,8.271819429651668,145,82,63,6504.281147764163,-5909.497533760378,10000.0,14476.17076406006,44.76170764060059,1.1064705119261236,52.99435028248588,18.5454185628361,885,469,416,46517.583762674396,-42041.412998614345,False,4.392167755215228
orb30-cut330-rr0.75-bull0-long,30,330,0.75,False,long,10000.0,10751.279444053378,7.512794440533788,1.036576405907341,55.9774964838256,8.693613985812867,711,398,313,21291.281268087656,-20540.001824034254,10000.0,10663.697931856983,6.636979318569836,1.0825180913695291,55.77689243027888,8.038105325818643,251,140,111,8706.75759116022,-8043.05965930326,10000.0,11267.66684952099,12.676668495209897,1.2776924899239108,60.91954022988506,5.610818515472011,174,106,68,5832.669129086899,-4565.002279565912,10000.0,12918.199351556776,29.18199351556776,1.0847795674828669,56.690140845070424,8.693613985812867,1136,644,492,37339.221281711645,-34421.02193015484,False,3.9937184165337776
orb30-cut330-rr0.75-bull1-long,30,330,0.75,True,long,10000.0,10750.194619208025,7.501946192080244,1.0365253996296104,55.9774964838256,8.70282697637872,711,398,313,21289.179183797547,-20538.984564589515,10000.0,10663.697931856983,6.636979318569836,1.0825180913695291,55.77689243027888,8.038105325818643,251,140,111,8706.75759116022,-8043.05965930326,10000.0,11267.66684952099,12.676668495209897,1.2776924899239108,60.91954022988506,5.610818515472011,174,106,68,5832.669129086899,-4565.002279565912,10000.0,12916.8958803107,29.168958803106992,1.0847476520592987,56.690140845070424,8.70282697637872,1136,644,492,37335.49992930238,-34418.60404899166,False,3.98894729587917
orb30-cut330-rr1-bull0-long,30,330,1.0,False,long,10000.0,10783.40126909119,7.834012690911885,1.0376435556657773,53.867791842475384,13.584529356436233,711,383,328,21594.434000608428,-20811.032731517247,10000.0,10972.809494477115,9.728094944771136,1.115101519019774,52.589641434262944,8.896812315325533,251,132,119,9424.561502285136,-8451.75200780801,10000.0,11102.914924840321,11.029149248403215,1.236226713237816,59.195402298850574,5.610818515471994,174,103,71,5771.79809102984,-4668.883166189522,10000.0,13137.436130660772,31.37436130660771,1.088504844822368,54.401408450704224,13.584529356436233,1136,618,518,38586.751215701945,-35449.31508504115,False,3.958398548747327
orb30-cut330-rr1-bull1-long,30,330,1.0,True,long,10000.0,10782.313203091675,7.823132030916757,1.037593167772398,53.867791842475384,13.59324884420195,711,383,328,21592.29675723314,-20809.983554141458,10000.0,10972.809494477115,9.728094944771136,1.115101519019774,52.589641434262944,8.896812315325533,251,132,119,9424.561502285136,-8451.75200780801,10000.0,11102.914924840321,11.029149248403215,1.236226713237816,59.195402298850574,5.610818515471994,174,103,71,5771.79809102984,-4668.883166189522,10000.0,13136.11053800055,31.361105380005494,1.0884737556597082,54.401408450704224,13.59324884420195,1136,618,518,38582.89941472528,-35446.788876724684,False,3.9537934771115633
