Date,xau_literal,xau_optimized,us100_literal,us100_optimized,btc_literal,btc_optimized,eth_literal,eth_optimized
2025-09-24,10265.474410489813,10144.160471284282,10099.929080858723,10119.98256925412,9816.887002442005,9883.313736958526,9963.834828321535,9987.030078473905
2025-09-25,10269.142784861786,10148.082793235035,10088.61657282427,10077.284052880099,9787.565098781088,9883.313736958526,10031.207806447566,9975.897776315951
2025-09-26,10298.491085972893,10179.462765395156,10098.64356858208,10092.828962261698,9797.028329440242,9883.313736958526,9991.617440837706,10000.413599699621
2025-09-27,,,,,9796.546151486942,9883.313736958526,9995.688556677818,9997.842615319076
2025-09-28,,,,,9834.653091080334,9883.313736958526,9966.668509081852,10016.169308054463
2025-09-29,10333.34194864196,10216.726220481405,10110.058917598664,10114.249288676026,9870.215819252035,9883.313736958526,9948.742746812717,10027.4897559644
2025-09-30,10348.551148206245,10232.988294974171,10116.640740455072,10126.599747149154,9864.840260840207,9883.313736958526,9965.609729376733,10016.837946872714
2025-10-01,10368.957273661075,10254.80705873308,10128.54458413678,10148.936709153286,9936.549014672271,9883.313736958526,9917.134878710503,10047.450704850315
2025-10-02,10347.710370234723,10232.089313147615,10138.057374983931,10166.786981165225,9968.280056517884,9883.313736958526,9911.95827794867,10067.865427579542
2025-10-03,10379.122178577756,10265.675641281967,10125.922139092429,10144.0158233554,9993.03116691353,9914.361768559482,9905.781886033052,10071.886368024447
2025-10-04,,,,,9995.512071895108,9917.571263464568,9910.847775706941,10068.055447197936
2025-10-05,,,,,10012.499909880478,9939.548074292607,9905.672916269055,10071.968773004663
2025-10-06,10430.863610163386,10298.472537746862,10145.744738398253,10181.211930710011,10031.84545534355,9964.575001990721,9871.66490778291,10097.686267139841
2025-10-07,10452.339833635679,10306.342906438806,10130.781375498136,10153.133935275011,9980.304132896472,9897.897070742387,9918.354934947713,10062.378392517565
2025-10-08,10503.31698946202,10338.7267450645,10160.785232034967,10209.434658080241,10010.023518074784,9936.344417988803,9903.260647497013,10073.792975913302
2025-10-09,10429.182240811106,10291.631772856832,10156.491621030982,10201.377913685663,9984.273044165,9903.031568270373,9934.53689672711,10050.141289385612
2025-10-10,10451.804691331567,10306.002950987444,10073.361533108255,10099.82613799628,9898.92354483647,9849.432177204608,10038.354346754095,9998.229171197801
2025-10-11,,,,,9878.963297954764,9819.641498903404,10056.586260066357,9998.229171197801
2025-10-12,,,,,9913.837982812038,9818.89145899523,9974.93163175242,9998.229171197801
2025-10-13,10553.224233861665,10370.430909855428,10110.310240545905,10155.394805900849,9914.64800950498,9819.325878626976,9958.940728365602,9998.229171197801
2025-10-14,10576.229008852533,10385.044964108718,10094.635661078295,10131.821166621337,9897.438752553615,9796.124445535168,9982.630234778391,9998.229171197801
2025-10-15,10605.424118948413,10403.591501644572,10110.531009270802,10155.726828989293,9878.765663434679,9770.949481326385,10009.851190138806,9998.229171197801
2025-10-16,10684.374028791755,10453.745361710626,10101.38137211678,10141.96631654601,9858.00079656334,9770.22229630735,10028.14385096318,9998.229171197801
2025-10-17,10615.359703819155,10409.903198950755,10116.614414134601,10164.875909648634,9844.262823804354,9770.22229630735,10040.416341806413,9998.229171197801
2025-10-18,,,,,9850.103223697677,9770.22229630735,10029.01368211204,9998.229171197801
2025-10-19,,,,,9861.843925982666,9770.22229630735,10010.405625600271,10005.71465195954
2025-10-20,10727.326102554814,10481.031172439656,10147.889983494855,10211.912513844843,9847.83391500616,9770.22229630735,10011.173086833795,10005.473051299923
2025-10-21,10537.250758538094,10360.283571527409,10146.859729445341,10210.36307276544,9832.887027116769,9770.22229630735,10031.693702408525,10005.473051299923
2025-10-22,10516.428838855021,10339.26074063925,10121.790214240493,10172.66000649993,9837.323828894227,9770.22229630735,10045.238181602139,10005.473051299923
2025-10-23,10530.94223477905,10378.636068939873,10142.861362538893,10204.349765719178,9821.920870188771,9770.22229630735,10035.785704925496,10005.473051299923
2025-10-24,10528.706006145008,10375.18886376675,10167.90634788542,10242.015940530418,9815.683749866475,9770.22229630735,10020.287911399097,10005.473051299923
2025-10-25,,,,,9811.752024707428,9770.22229630735,10016.55784072868,10005.473051299923
2025-10-26,,,,,9793.440865947954,9770.22229630735,9976.202078532313,10005.473051299923
2025-10-27,10492.013463523905,10318.626345599809,10212.501630314397,10309.084604396074,9795.72508612384,9770.22229630735,9983.674070696286,10005.473051299923
2025-10-28,10480.769498030812,10290.70189939399,10232.10098711349,10338.560876359032,9803.24928181151,9770.22229630735,10010.876671733055,10005.473051299923
2025-10-29,10486.281253360163,10294.449829605037,10241.81481100891,10353.16989225056,9822.014161421866,9770.22229630735,10026.447159942863,10005.473051299923
2025-10-30,10491.824535191814,10298.219197474938,10204.553956218144,10297.131773212095,9833.332874414924,9770.22229630735,10045.9775573483,10005.473051299923
2025-10-31,10485.808817189074,10294.128578444092,10216.450937504202,10315.02412853379,9843.847749598717,9770.22229630735,10037.55094765853,10005.473051299923
2025-11-01,,,,,9848.524110478182,9770.22229630735,10032.20203527753,10005.473051299923
2025-11-02,,,,,9853.82439379296,9770.22229630735,10024.925774391682,10005.473051299923
2025-11-03,10491.509577744424,10298.005030034306,10226.189291257944,10329.670035879592,9816.14380939647,9770.22229630735,10085.849651803499,10005.473051299923
2025-11-04,10474.94278525407,10286.739801742311,10174.382230482366,10251.755284458104,9863.584308425716,9770.22229630735,10146.966610919158,10005.473051299923
2025-11-05,10485.210428796594,10293.721681221681,10191.160653574458,10208.343548127208,9840.94057494374,9770.22229630735,10120.802498477646,10005.473051299923
2025-11-06,10485.084399681293,10293.635982873244,10141.904698064345,10148.225824167293,9816.684432296539,9770.22229630735,10143.08267224423,10005.473051299923
2025-11-07,10491.226069905426,10297.812247965556,10105.372808374581,10105.34349990539,9835.115712715393,9770.22229630735,10118.803659641333,10005.473051299923
2025-11-08,,,,,9825.413015267934,9770.22229630735,10125.69510599367,10005.473051299923
2025-11-09,,,,,9804.00724201672,9770.22229630735,10089.734264915514,10005.473051299923
2025-11-10,10526.627256234662,10321.884647377727,10135.292693837118,10150.223197934869,9793.375368887991,9770.22229630735,10092.528602298635,10005.473051299923
2025-11-11,10525.052468997705,10320.81381017457,10129.634068700032,10141.735284846683,9767.322424261542,9770.22229630735,10122.753789499166,10005.473051299923
2025-11-12,10555.792346620672,10341.716573294976,10128.329707651483,10139.778748948389,9756.205020877713,9770.22229630735,10123.18552558446,10005.473051299923
2025-11-13,10550.280591291323,10337.968643083928,10087.74106090546,10078.895955407368,9771.301546395458,9770.22229630735,10158.769838070486,10005.473051299923
2025-11-14,10519.005378280477,10316.701858058816,10087.683515565082,10041.680441724457,9814.22005526204,9770.22229630735,10184.218613630661,10005.473051299923
2025-11-15,,,,,9804.89601835298,9770.22229630735,10171.817835218233,10005.473051299923
2025-11-16,,,,,9816.007435442518,9770.22229630735,10186.376956838589,10005.473051299923
2025-11-17,10512.926684167041,10312.568415997237,10071.187184656965,10014.399336206901,9832.877809062024,9770.22229630735,10199.855678415997,10005.473051299923
2025-11-18,10490.246994866156,10311.069243912818,10049.454227774524,9985.460176474591,9825.953774976448,9770.22229630735,10180.431360329889,10005.473051299923
2025-11-19,10472.463511022528,10314.581569024382,10059.121844957886,9980.511896881973,9837.962583325761,9770.22229630735,10200.145349145843,10005.473051299923
2025-11-20,10461.907068734721,10310.041229740393,10026.897597786292,9902.052307248046,9877.110454551335,9770.22229630735,10237.891521547475,10005.473051299923
2025-11-21,10471.965564484717,10314.367401583751,10037.694109384214,9899.703508681094,9889.591620708425,9770.22229630735,10250.930172924129,10005.473051299923
2025-11-22,,,,,9893.173720140598,9770.22229630735,10250.553644332,10005.473051299923
2025-11-23,,,,,9875.708565413286,9770.22229630735,10243.831192644606,10005.473051299923
2025-11-24,10479.534327545656,10317.622736223953,10073.859062752092,9899.703508681094,9863.840085167058,9770.22229630735,10214.028347584197,10005.473051299923
2025-11-25,10503.087344666912,10327.75291891018,10081.581567380237,9899.703508681094,9871.360735128244,9770.22229630735,10212.9977595377,10005.473051299923
2025-11-26,10516.03395465001,10333.321272366597,10093.777216765671,9899.703508681094,9845.636721103941,9770.22229630735,10199.209808554857,10005.473051299923
2025-11-27,,,,,9839.425272872768,9770.22229630735,10201.828214205829,10005.473051299923
2025-11-28,10542.474721297433,10344.693479804962,10103.891025194882,9899.703508681094,9842.390131108497,9770.22229630735,10198.323357349154,10005.473051299923
2025-11-29,,,,,9842.936828646267,9770.22229630735,10206.338367718154,10005.473051299923
2025-11-30,,,,,9846.641351378474,9770.22229630735,10206.254063081993,10005.473051299923
2025-12-01,10552.931598591473,10349.19099605822,10098.78488825496,9891.515448068307,9879.623580300122,9770.22229630735,10244.12462095252,10005.473051299923
2025-12-02,10526.689961931583,10337.904434681317,10110.868005696813,9892.931186257973,9838.900276209371,9770.22229630735,10205.104244192928,10005.473051299923
2025-12-03,10533.013737079014,10340.624298432967,10113.765703243987,9896.68971909615,9821.265437094107,9770.22229630735,10166.896564125915,10005.473051299923
2025-12-04,10539.238068801658,10343.301391440858,10111.810460724293,9893.627973479486,9832.491115930343,9770.22229630735,10178.194252504749,10005.473051299923
2025-12-05,10539.785858620842,10341.427269552847,10117.957518142324,9903.253749267125,9805.54700865294,9770.22229630735,10199.876585965765,10005.473051299923
2025-12-06,,,,,9805.680813081175,9770.22229630735,10196.763866102428,10005.473051299923
2025-12-07,,,,,9794.4613775165,9770.22229630735,10192.60157760594,10005.473051299923
2025-12-08,10526.988778481862,10332.074676100941,10114.13143206062,9897.262419715093,9795.337604884462,9770.22229630735,10179.993506136714,10005.473051299923
2025-12-09,10536.698735969185,10341.499195704258,10116.142940552105,9900.412273119287,9815.691098461873,9770.22229630735,10147.07784937425,10005.473051299923
2025-12-10,10531.569740746952,10342.102149735467,10121.671072280451,9909.068863244098,9809.036274260277,9770.22229630735,10147.423428009017,10005.473051299923
2025-12-11,10575.936825893545,10342.102149735467,10116.916597664214,9901.623755197823,9813.901555481994,9770.22229630735,10129.415341811371,10005.473051299923
2025-12-12,10583.206893973183,10342.102149735467,10088.783611769328,9857.569861432878,9791.668840250599,9770.22229630735,10098.24754051575,10005.473051299923
2025-12-13,,,,,9791.949580231245,9770.22229630735,10104.877792017622,10005.473051299923
2025-12-14,,,,,9770.881525118337,9770.22229630735,10093.44082841713,10005.473051299923
2025-12-15,10586.49338975033,10342.102149735467,10082.017628661608,9846.974899982408,9753.465802591832,9770.22229630735,10110.473450632799,10005.473051299923
2025-12-16,10585.397810111963,10342.102149735467,10084.591796870991,9835.493007624847,9767.595658194134,9770.22229630735,10110.473860238304,10005.473051299923
2025-12-17,10606.809511237854,10342.102149735467,10058.13272363685,9772.727669277536,9750.727308871195,9770.22229630735,10135.225683746256,10005.473051299923
2025-12-18,10602.825938935363,10345.369582445957,10078.360340495274,9825.600338230674,9756.333771264295,9770.22229630735,10136.033698872614,10005.473051299923
2025-12-19,10613.730919485843,10355.016885324318,10084.242332436826,9840.975190092242,9730.715037172158,9770.22229630735,10107.903221600134,10005.473051299923
2025-12-20,,,,,9731.992731449645,9770.22229630735,10107.975585239366,10005.473051299923
2025-12-21,,,,,9734.593176817612,9770.22229630735,10103.495775342013,10005.473051299923
2025-12-22,10655.160168686938,10391.668075412728,10115.720945763682,9923.256672541895,9733.359808517807,9770.22229630735,10103.540555634487,10005.473051299923
2025-12-23,10674.181580548562,10408.49573691599,10122.472862378454,9940.905407658382,9723.285569641512,9770.22229630735,10111.6639730499,10005.473051299923
2025-12-24,10673.08624404815,10407.526726203474,10126.313014953106,9950.943125755883,9719.925869390174,9770.22229630735,10115.444009751045,10005.473051299923
2025-12-25,,,,,9714.710246954399,9770.22229630735,10124.373834649426,10005.473051299923
2025-12-26,10697.236651132007,10428.891852963228,10125.342426939733,9948.406120082887,9715.44466431613,9770.22229630735,10119.662242384487,10005.473051299923
2025-12-27,,,,,9720.9590752774,9770.22229630735,10114.93222762358,10005.473051299923
2025-12-28,,,,,9721.329983577121,9770.22229630735,10114.811106199375,10005.473051299923
2025-12-29,10614.457610292613,10339.026165149004,10118.393579423697,9930.242630192171,9713.646391439193,9770.22229630735,10117.793267194804,10005.473051299923
2025-12-30,10626.445469863535,10358.849478637436,10114.764424243256,9920.75643506706,9695.374209061012,9770.22229630735,10109.954417318293,10005.473051299923
2025-12-31,10602.85524712548,10331.4153335017,10102.47030940719,9888.621029875792,9681.873485461565,9750.853014279717,10110.885246361118,10005.473051299923
2026-01-01,,,,,9662.7986216507,9775.181705712082,10103.794972553223,10005.473051299923
2026-01-02,10596.917829100052,10318.000476435214,10098.447292424222,9878.10532520222,9680.795760079493,9799.302638908552,10077.431602405695,10005.473051299923
2026-01-03,,,,,9691.470753068088,9812.400109685741,10077.113853270988,10005.473051299923
2026-01-04,,,,,9704.606819101808,9828.517145189902,10073.96947052232,10005.473051299923
2026-01-05,10661.857206300312,10362.071673786424,10109.278491993753,9906.416837784915,9744.63345172743,9877.627027667897,10106.690584273696,10005.473051299923
2026-01-06,10685.871678238107,10378.369128084329,10123.021455603404,9942.339367386596,9742.144642216843,9874.57343223512,10135.017336421244,10025.519645144952
2026-01-07,10668.430609855799,10366.532723119706,10123.963910630884,9944.802836663272,9702.89754358632,9826.419983520736,10082.63620227552,9987.127079598211
2026-01-08,10668.642863878855,10366.676769603395,10115.45368239768,9922.558076776868,9698.343317277671,9825.36183362462,10057.293601274943,9986.444558678286
2026-01-09,10690.165421816702,10381.283083049499,10129.562374823965,9959.436579530691,9690.010345838604,9825.36183362462,10063.175401574803,9986.444558678286
2026-01-10,,,,,9687.960380404867,9825.36183362462,10063.410509783493,9986.444558678286
2026-01-11,,,,,9695.106509753266,9834.342350439127,10050.23492940445,9986.444558678286
2026-01-12,10750.59880141531,10422.296278951848,10130.603295302077,9962.157426194482,9701.032234621282,9833.04351241914,10059.825263871438,9986.444558678286
2026-01-13,10742.594236282415,10416.863969852322,10127.747797233746,9954.693481968136,9767.965138504183,9833.04351241914,9976.859570426028,10049.929240431778
2026-01-14,10762.261383443112,10430.211106231249,10112.274654991557,9914.248463992855,9794.025510890096,9867.087328966145,9985.693294019826,10059.023266259443
2026-01-15,10756.960209794112,10426.613457467884,10116.480536382844,9925.2421552425,9771.68410458575,9836.803108284186,9973.459239879563,10048.53724701411
2026-01-16,10742.169987082674,10416.576052551387,10115.538081355366,9922.778685965823,9771.261471776386,9836.23022110368,9966.428928048517,10042.511445238522
2026-01-17,,,,,9764.368516831919,9826.886683555264,9970.780636450305,10046.241369720468
2026-01-18,,,,,9740.61103098262,9794.682938880125,9961.770766899554,10038.518854810536
2026-01-19,,,,,9723.089310491996,9793.914896557093,9931.028475276087,10012.169105339644
2026-01-20,10832.926183492114,10478.167869646757,10084.04320364604,9874.316259570465,9679.726959298103,9793.914896557093,9881.373965778233,9940.038495536122
2026-01-21,10871.200501930078,10504.142788318379,10081.595883101298,9918.92378086139,9693.644256877533,9793.914896557093,9868.710599283504,9948.66200262109
2026-01-22,10912.019539027384,10531.84468379628,10092.426925143767,9945.212837962354,9694.837110255025,9793.914896557093,9876.906559844578,9942.478538375599
2026-01-23,10947.749656498745,10556.092976994509,10099.363199359585,9956.444477845276,9695.415060415628,9793.914896557093,9875.891986603394,9943.243985856043
2026-01-24,,,,,9689.929657175,9793.914896557093,9877.156511311543,9942.289961826507
2026-01-25,,,,,9654.510316231148,9739.650674917333,9914.355661444119,9914.22496406408
2026-01-26,11002.616803765903,10593.328641695327,10108.922252263257,9971.923081558927,9631.094860690877,9738.441270843223,9883.396683684574,9913.750580476812
2026-01-27,11002.722671931062,10593.400489270727,10128.387171781394,10003.441870980376,9620.31624583065,9753.917803498918,9856.582415370684,9931.271469360821
2026-01-28,11120.249795267957,10640.497711338689,10135.605232137228,10015.129796233541,9619.986824261337,9755.519890070487,9860.951917054681,9928.357360432794
2026-01-29,11129.15566345973,10608.635273267279,10121.992793988687,9993.087702963308,9555.172681037084,9754.187019280347,9913.703093951726,9893.1765350946
2026-01-30,10988.591810254733,10533.244778782831,10093.445690419216,9946.862485070158,9559.451221289864,9754.187019280347,9946.14701313974,9892.763652282707
2026-01-31,,,,,9630.913664424012,9754.187019280347,10018.194908185307,9846.389953323043
2026-02-01,,,,,9652.279866986064,9754.187019280347,10067.796327414253,9846.057894381907
2026-02-02,10947.00323181836,10503.345860597761,10109.052307404803,9904.715911095249,9630.035899861092,9754.187019280347,10046.404077970885,9846.057894381907
2026-02-03,11009.742412877073,10548.45039919945,10074.544343181113,9858.45630875874,9669.678541285255,9754.187019280347,10079.111348649805,9846.057894381907
2026-02-04,11013.46832047076,10551.129033826965,10033.493597100627,9804.845311883995,9703.594171882913,9754.187019280347,10102.649447845264,9846.057894381907
2026-02-05,11000.30470343148,10541.665428104565,10006.584921751532,9804.845311883995,9837.469081479365,9754.187019280347,10192.7700098729,9846.057894381907
2026-02-06,11020.340240154457,10556.069403806468,10039.838627264504,9804.845311883995,9735.569576850095,9754.187019280347,10125.084916499361,9846.057894381907
2026-02-07,,,,,9752.092716730771,9754.187019280347,10117.478556991655,9846.057894381907
2026-02-08,,,,,9739.341055145907,9754.187019280347,10117.97880176293,9846.057894381907
2026-02-09,11042.584456464418,10572.06124648414,10052.22153468588,9804.845311883995,9741.208801083289,9754.187019280347,10113.832998437772,9846.057894381907
2026-02-10,11032.075852260019,10564.506386251847,10043.409059286394,9804.845311883995,9758.424806281848,9754.187019280347,10137.375438967518,9846.057894381907
2026-02-11,11047.202921612417,10575.381559819974,10047.969474732537,9804.845311883995,9781.806349792669,9754.187019280347,10159.463361592534,9846.057894381907
2026-02-12,11014.204655941234,10551.658401139248,10014.180204416281,9804.845311883995,9791.799018640615,9754.187019280347,10157.693738022803,9846.057894381907
2026-02-13,11036.136537024999,10567.425699345205,10016.468526757584,9804.845311883995,9757.59590215539,9754.187019280347,10129.246102505065,9846.057894381907
2026-02-14,,,,,9745.791139609933,9754.187019280347,10118.749781711775,9846.057894381907
2026-02-15,,,,,9758.499718859743,9754.187019280347,10152.344462139385,9846.057894381907
2026-02-16,,,,,9757.786478131633,9754.187019280347,10143.41847374345,9846.057894381907
2026-02-17,11005.101614725456,10545.114030189845,10014.163975179817,9804.845311883995,9775.289462366758,9754.187019280347,10145.02121232115,9846.057894381907
2026-02-18,11028.216055586112,10561.731495902066,10026.384590236561,9804.845311883995,9789.158831778248,9754.187019280347,10155.724139606007,9846.057894381907
2026-02-19,11025.85104497381,10560.031239209902,10020.0714172524,9797.622454743203,9782.25329100504,9754.187019280347,10157.340790963664,9846.057894381907
2026-02-20,11044.458576763069,10573.408591634783,10033.622829699121,9795.604296191308,9768.656404691497,9754.187019280347,10151.510139730437,9846.057894381907
2026-02-21,,,,,9768.677895173925,9754.187019280347,10150.189827167516,9846.057894381907
2026-02-22,,,,,9773.146293595624,9754.187019280347,10154.651112178757,9846.057894381907
2026-02-23,11076.899170992714,10596.730828393396,10013.839390450556,9795.604296191308,9812.625881052878,9754.187019280347,10183.299372034518,9846.057894381907
2026-02-24,11065.988899547652,10588.887200994304,10031.107298047335,9795.604296191308,9819.589709691161,9754.187019280347,10184.008787077453,9846.057894381907
2026-02-25,11077.278396288279,10597.003461566062,10054.03920916975,9795.604296191308,9769.244149111846,9754.187019280347,10106.633875813228,9846.057894381907
2026-02-26,11070.607364695652,10592.207514330137,10034.49920846813,9795.604296191308,9762.146634942803,9754.187019280347,10097.37743220876,9846.057894381907
2026-02-27,11082.65542096889,10600.86911956759,10029.549291346873,9795.604296191308,9742.893330081191,9754.187019280347,10127.390999955172,9846.057894381907
2026-02-28,,,,,9756.538180430154,9754.187019280347,10116.309579754263,9846.057894381907
2026-03-01,,,,,9741.133374033025,9754.187019280347,10124.707051759495,9846.057894381907
2026-03-02,11096.912265770592,10611.118670101168,10030.88008873685,9795.604296191308,9704.777894988842,9754.187019280347,10096.20184368942,9846.057894381907
2026-03-03,11055.190293120675,10581.123851964066,10013.384971829588,9795.604296191308,9698.317329842499,9754.187019280347,10110.583352825355,9846.057894381907
2026-03-04,11058.046194046628,10583.177020197752,10037.566534159665,9795.604296191308,9747.017618036944,9754.187019280347,10064.13060964219,9846.057894381907
2026-03-05,11045.797249682319,10574.370992216722,10032.454324673776,9784.686689531638,9726.405357395539,9754.187019280347,10048.859758964452,9846.057894381907
2026-03-06,11063.824777026422,10587.331367045717,10007.834572959193,9747.308586825377,9696.584552730783,9754.187019280347,10072.066351685935,9846.057894381907
2026-03-07,,,,,9687.059360831974,9754.187019280347,10074.448266333977,9846.057894381907
2026-03-08,,,,,9672.694779844216,9754.187019280347,10082.865807754031,9846.057894381907
2026-03-09,11051.642831672963,10578.573506086,10028.656683341402,9696.919134711727,9699.516215895434,9754.187019280347,10068.431125354102,9846.057894381907
2026-03-10,11082.476974822916,10600.740830818142,10028.104889301654,9696.668669877517,9716.325514879196,9754.187019280347,10057.110032136325,9846.057894381907
2026-03-11,11068.577022313162,10590.747857783457,10028.169806247506,9696.759839997989,9719.390263181927,9754.187019280347,10053.406711778296,9846.057894381907
2026-03-12,11057.064413419328,10582.47119711471,10000.677479678949,9658.149293978911,9722.572074722619,9754.187019280347,10058.300076769076,9846.057894381907
2026-03-13,11042.941457697847,10572.317902303395,9989.917495903888,9658.451518369764,9727.80718751664,9754.187019280347,10063.528677571883,9846.057894381907
2026-03-14,,,,,9730.523502561422,9754.187019280347,10064.746038607818,9846.057894381907
2026-03-15,,,,,9747.892362099852,9754.187019280347,10086.381909092463,9846.057894381907
2026-03-16,11029.889396735172,10562.93449662949,10008.191616161383,9693.424453822081,9770.728738123265,9754.187019280347,10133.131017187772,9846.057894381907
2026-03-17,11031.45118180763,10564.057297308418,10015.965420427226,9704.243184342924,9760.379796596333,9737.681226786108,10124.216493965152,9846.057894381907
2026-03-18,10997.549679945096,10541.048936823981,9992.530402974453,9671.628890246686,9730.86478626179,9692.490660480267,10093.43205049214,9846.057894381907
2026-03-19,10908.637777145808,10541.048936823981,9987.953758291847,9668.15876888048,9716.169688979659,9691.849548410393,10075.602281265477,9846.057894381907
2026-03-20,10941.929595331481,10541.048936823981,9983.265410817648,9656.764175715418,9722.893201838968,9691.849548410393,10078.044231151565,9846.057894381907
2026-03-21,,,,,9702.924745936725,9691.849548410393,10059.256513711867,9846.057894381907
