time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.546,5080.125,0.0,no_tp|risk=102.8400|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,PD.VAL=5130.980;PW.VAL=5143.504;PD.POC=5163.068;PD.VAH=5176.373;PW.POC=5186.045;PW.VAH=5202.181
2026.03.27 08:30:00,trail,18,-1,4454.679,4472.641,0.0,done,0.5636928571428566,4443.336,4472.077,4434.006,4447.224,4476.723,2026.03.27 08:15:00,9224.97,9327.73,PD.VAL=4387.367;PD.POC=4443.336;PD.VAH=4472.077;PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.04.05 22:15:00,entry,20,-1,4630.573,4678.549,0.0,no_tp|risk=95.9500|volume=0.0200|PD=2026.04.05 00:00:00|PW=2026.03.29 00:00:00,0.6767785714285798,0.0,0.0,0.0,0.0,0.0,,9134.75,9134.37,PW.VAL=4334.781;PW.POC=4417.490;PW.VAH=4508.076;PD.VAL=4607.537;PD.POC=4666.860;PD.VAH=4703.220
2026.04.06 00:30:00,trail,20,-1,4630.573,4667.537,0.0,done,0.6767785714285798,4607.537,4666.86,4603.405,4626.223,4678.549,2026.04.06 00:15:00,9134.75,9189.16,PW.VAL=4334.781;PW.POC=4417.490;PW.VAH=4508.076;PD.VAL=4607.537;PD.POC=4666.860;PD.VAH=4703.220
2026.04.06 02:45:00,entry,22,-1,4651.391,4674.247,0.0,no_tp|risk=91.4300|volume=0.0400|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.9661785714285771,0.0,0.0,0.0,0.0,0.0,,9060.57,9060.28,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 03:30:00,trail,22,-1,4651.391,4653.098,0.0,done,0.9661785714285771,4632.719,4652.131,4630.526,4633.374,4674.247,2026.04.06 03:15:00,9060.57,9143.66,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.09 12:15:00,entry,24,-1,4742.777,4760.999,0.0,no_tp|risk=91.1100|volume=0.0500|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9053.4,9053.05,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.09 16:15:00,entry,26,-1,4788.398,4802.976,0.0,no_tp|risk=102.0400|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,8961.22,8960.73,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.10 02:15:00,trail,26,-1,4788.398,4800.292,0.0,done,0.7479607142857114,4753.925,4799.544,4752.438,4764.682,4802.976,2026.04.10 02:00:00,8961.22,9212.12,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.12 22:15:00,trail,26,-1,4788.398,4754.673,0.0,done,0.7479607142857114,4704.999,4753.925,4676.97,4749.539,4800.292,2026.04.12 22:00:00,8961.22,9741.22,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.12 22:30:00,trail,26,-1,4788.398,4705.747,0.0,done,0.7479607142857114,4666.23,4704.999,4647.723,4676.97,4754.673,2026.04.12 22:15:00,8961.22,9945.07,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.14 01:00:00,entry,28,-1,4769.791,4776.751,0.0,no_tp|risk=97.4400|volume=0.1400|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3579928571428517,0.0,0.0,0.0,0.0,0.0,,9538.88,9538.08,PW.VAL=4624.753;PW.POC=4658.862;PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960;PW.VAH=4769.212
2026.04.14 05:45:00,entry,30,-1,4761.209,4768.981,0.0,no_tp|risk=101.0300|volume=0.1300|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3162142857142726,0.0,0.0,0.0,0.0,0.0,,9437.37,9436.45,PW.VAL=4624.753;PW.POC=4658.862;PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960;PW.VAH=4769.212
2026.04.16 14:00:00,entry,32,-1,4794.764,4825.196,0.0,no_tp|risk=121.7200|volume=0.0400|PD=2026.04.16 00:00:00|PW=2026.04.12 00:00:00,0.4602142857142975,0.0,0.0,0.0,0.0,0.0,,9333.02,9332.56,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4792.860;PD.POC=4800.175;PD.VAH=4824.779
2026.04.16 14:45:00,trail,32,-1,4794.764,4800.636,0.0,done,0.4602142857142975,4792.86,4800.175,4787.566,4799.104,4825.196,2026.04.16 14:30:00,9333.02,9361.76,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4792.860;PD.POC=4800.175;PD.VAH=4824.779
2026.04.17 00:15:01,entry,34,-1,4790.05,4797.243,0.0,no_tp|risk=93.5100|volume=0.1300|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.223671428571434,0.0,0.0,0.0,0.0,0.0,,9307.49,9305.99,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 01:15:00,entry,36,-1,4778.899,4802.115,0.0,no_tp|risk=92.8600|volume=0.0400|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.32441071428571444,0.0,0.0,0.0,0.0,0.0,,9212.88,9212.42,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.21 01:15:00,entry,38,-1,4814.991,4827.058,0.0,no_tp|risk=96.5300|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3433642857142916,0.0,0.0,0.0,0.0,0.0,,9119.24,9118.32,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 04:30:00,trail,38,-1,4814.991,4815.65,0.0,done,0.3433642857142916,4793.987,4815.306,4792.409,4794.424,4827.058,2026.04.21 04:15:00,9119.24,9299.16,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 05:00:00,trail,38,-1,4814.991,4794.331,0.0,done,0.3433642857142916,4792.021,4793.987,4789.12,4791.866,4815.65,2026.04.21 04:45:00,9119.24,9326.05,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 06:00:00,entry,40,-1,4784.318,4797.648,0.0,no_tp|risk=93.3100|volume=0.0700|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3325749999999971,0.0,0.0,0.0,0.0,0.0,,9283.85,9283.36,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 12:15:00,entry,42,-1,4791.405,4799.007,0.0,no_tp|risk=98.8200|volume=0.1300|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.33266785714285046,0.0,0.0,0.0,0.0,0.0,,9188.92,9188.0,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 12:30:00,trail,42,-1,4791.405,4792.354,0.0,done,0.33266785714285046,4786.423,4792.021,4781.163,4791.378,4799.007,2026.04.21 12:15:00,9188.92,9319.17,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 14:00:00,entry,44,-1,4779.224,4795.783,0.0,no_tp|risk=99.3600|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.6120392857142861,0.0,0.0,0.0,0.0,0.0,,9176.06,9175.37,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 14:45:00,trail,44,-1,4779.224,4787.036,0.0,done,0.6120392857142861,4759.41,4786.423,4744.923,4774.374,4795.783,2026.04.21 14:30:00,9176.06,9380.74,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
