policy,bot,symbol,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,XAUUSD,6,1,3,1,1,16.67,5.66,0.944,2.89,5.5
dynamic_balanced,LTA,AUDUSD,1,0,1,0,0,0.0,-1.03,-1.034,0.0,4.0
dynamic_balanced,LTA,BTCUSD,4,1,1,1,1,25.0,6.08,1.519,7.08,4.0
dynamic_balanced,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,3.0
dynamic_balanced,LTA,EURUSD,4,0,3,1,0,0.0,-3.18,-0.795,0.0,3.75
dynamic_balanced,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,4.0
dynamic_balanced,LTA,NZDUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,3.0
dynamic_balanced,LTA,USDCAD,3,0,1,2,0,0.0,0.76,0.253,1.65,4.33
dynamic_balanced,LTA,USDCHF,1,0,1,0,0,0.0,-1.06,-1.062,0.0,4.0
dynamic_balanced,LTA,USDJPY,2,0,0,1,1,0.0,0.35,0.173,11.38,3.5
dynamic_balanced,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,4.0
dynamic_balanced,LTA,XAUUSD,6,2,3,0,1,33.33,4.66,0.777,2.55,3.83
dynamic_capped,LTA,AUDUSD,1,0,1,0,0,0.0,-1.06,-1.062,0.0,4.0
dynamic_capped,LTA,BTCUSD,4,1,1,1,1,25.0,6.96,1.739,7.96,4.0
dynamic_capped,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,3.0
dynamic_capped,LTA,EURUSD,4,0,3,1,0,0.0,-3.24,-0.81,0.0,3.75
dynamic_capped,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,4.0
dynamic_capped,LTA,NZDUSD,1,0,0,0,1,0.0,-0.27,-0.271,0.0,3.0
dynamic_capped,LTA,USDCHF,1,0,1,0,0,0.0,-1.09,-1.092,0.0,4.0
dynamic_capped,LTA,USDJPY,2,0,0,1,1,0.0,0.32,0.159,6.25,3.5
dynamic_capped,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,4.0
dynamic_capped,LTA,XAUUSD,6,2,3,1,0,33.33,6.0,1.0,3.0,3.83
dynamic_conservative,LTA,AUDUSD,1,0,1,0,0,0.0,-1.03,-1.034,0.0,3.0
dynamic_conservative,LTA,BTCUSD,4,2,1,0,1,50.0,6.08,1.519,7.08,2.75
dynamic_conservative,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,2.0
dynamic_conservative,LTA,EURUSD,4,0,3,1,0,0.0,-3.18,-0.795,0.0,2.5
dynamic_conservative,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,2.0
dynamic_conservative,LTA,NZDUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,2.0
dynamic_conservative,LTA,USDCAD,3,1,1,1,0,33.33,1.76,0.586,2.52,3.0
dynamic_conservative,LTA,USDCHF,1,0,1,0,0,0.0,-1.06,-1.062,0.0,3.0
dynamic_conservative,LTA,USDJPY,2,0,0,1,1,0.0,0.35,0.173,11.38,2.5
dynamic_conservative,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,3.0
dynamic_conservative,LTA,XAUUSD,6,2,3,0,1,33.33,2.66,0.444,1.89,2.83
dynamic_score,LTA,AUDUSD,1,0,1,0,0,0.0,-1.03,-1.034,0.0,6.0
dynamic_score,LTA,BTCUSD,4,2,1,0,1,50.0,6.08,1.519,7.08,3.75
dynamic_score,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,2.0
dynamic_score,LTA,EURUSD,4,0,3,1,0,0.0,-3.18,-0.795,0.0,3.5
dynamic_score,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,6.0
dynamic_score,LTA,NZDUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,2.0
dynamic_score,LTA,USDCAD,3,0,1,2,0,0.0,0.76,0.253,1.65,5.33
dynamic_score,LTA,USDCHF,1,0,1,0,0,0.0,-1.06,-1.062,0.0,6.0
dynamic_score,LTA,USDJPY,2,0,0,1,1,0.0,0.35,0.173,11.38,4.0
dynamic_score,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,5.0
dynamic_score,LTA,XAUUSD,6,2,3,0,1,33.33,5.66,0.944,2.89,4.67
fixed_current,LTA,AUDUSD,1,0,1,0,0,0.0,-1.03,-1.034,0.0,1.0
fixed_current,LTA,BTCUSD,4,3,1,0,0,75.0,2.0,0.5,3.0,1.0
fixed_current,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,1.0
fixed_current,LTA,EURUSD,4,1,3,0,0,25.0,-2.18,-0.545,0.3,1.0
fixed_current,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,1.0
fixed_current,LTA,NZDUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,1.0
fixed_current,LTA,USDCAD,3,2,1,0,0,66.67,0.76,0.253,1.69,1.0
fixed_current,LTA,USDCHF,1,0,1,0,0,0.0,-1.06,-1.062,0.0,1.0
fixed_current,LTA,USDJPY,2,1,0,0,1,50.0,1.35,0.673,1.35,1.0
fixed_current,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,1.0
fixed_current,LTA,XAUUSD,6,1,3,1,1,16.67,5.66,0.944,2.89,6.0
production_current,LTA,AUDUSD,1,0,1,0,0,0.0,-1.03,-1.034,0.0,1.0
production_current,LTA,BTCUSD,4,3,1,0,0,75.0,2.0,0.5,3.0,1.0
production_current,LTA,ETHUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,1.0
production_current,LTA,EURUSD,4,1,3,0,0,25.0,-2.18,-0.545,0.3,1.0
production_current,LTA,GBPUSD,1,0,1,0,0,0.0,-1.08,-1.077,0.0,1.0
production_current,LTA,NZDUSD,1,0,0,0,1,0.0,-0.24,-0.241,0.0,1.0
production_current,LTA,USDCAD,3,2,1,0,0,66.67,0.76,0.253,1.69,1.0
production_current,LTA,USDCHF,1,0,1,0,0,0.0,-1.06,-1.062,0.0,1.0
production_current,LTA,USDJPY,2,1,0,0,1,50.0,1.35,0.673,1.35,1.0
production_current,LTA,XAGUSD,1,0,1,0,0,0.0,-1.0,-1.001,0.0,1.0
production_current,LTA,XAUUSD,6,1,3,1,1,16.67,5.66,0.944,2.89,6.0
