symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
usdjpy,h4,be075,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--be075--trailing.htm
usdjpy,h4,be100,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--be100--trailing.htm
usdjpy,h4,dynamic5020,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--dynamic5020--trailing.htm
usdjpy,h4,dynamic5020-trail,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--dynamic5020-trail--trailing.htm
usdjpy,h4,none,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--none--trailing.htm
usdjpy,h4,trail075-atr15,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--trail075-atr15--trailing.htm
usdjpy,h4,trail100-atr20,5.464700000000001,1.22,70.37,3.97,81,1.45,1.36,5.4121999999999995,100%,-41.68,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\usdjpy--h4--trail100-atr20--trailing.htm
xagusd,h4,be100,-2.2282,0.91,26.0,9.83,50,-0.32,-0.22,-10.6607,98%,-81.82,-250.1,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--be100--trailing.htm
xagusd,h4,be075,-2.6267,0.9,30.19,11.29,53,-0.38,-0.22,-12.284199999999998,98%,-86.11,-256.66,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--be075--trailing.htm
xagusd,h4,dynamic5020,-3.0733,0.88,53.12,11.55,64,-0.54,-0.25,-13.2058,98%,-103.24,-194.34,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--dynamic5020--trailing.htm
xagusd,h4,none,-4.992900000000001,0.82,20.51,10.81,39,-0.62,-0.45,-15.210400000000002,98%,-62.79,-295.2,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--none--trailing.htm
xagusd,h4,trail075-atr15,-4.6992,0.87,43.06,12.59,72,-0.88,-0.35,-15.881699999999999,98%,-117.53,-165.64,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--trail075-atr15--trailing.htm
xagusd,h4,trail100-atr20,-5.773200000000001,0.82,42.42,11.36,66,-0.93,-0.5,-16.558200000000003,98%,-104.2,-201.72,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--trail100-atr20--trailing.htm
xagusd,h4,dynamic5020-trail,-6.909999999999999,0.78,52.0,13.82,75,-1.34,-0.48,-20.145000000000003,98%,-118.94999999999999,-166.04999999999998,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Trend Progression Research 2026-09-02\Backtest Reports\extension-trailing\xagusd--h4--dynamic5020-trail--trailing.htm
