strategy,side,entry_time,entry,stop,target,volume,risk_cash,exit_time,exit,pnl,exit_reason,spread_cost,slippage_cost,mae,mfe,holding_minutes,metadata
B2,SELL,2025-12-04 16:09:00+00:00,25662.45,25763.45,25363.45,0.53,53.0,2025-12-04 20:55:00+00:00,25555.75,56.551000000000386,time_exit,0.901,0.53,25.900000000001455,200.0,286.0,{'pending_minutes': 69.0}
B2,SELL,2025-12-16 15:30:00+00:00,25078.35,25179.35,24779.35,0.54,54.0,2025-12-16 20:55:00+00:00,25049.15,15.767999999998429,time_exit,0.918,0.54,67.60000000000218,162.5,325.0,{'pending_minutes': 30.0}
B2,SELL,2025-12-18 15:30:00+00:00,24909.15,25010.15,24610.15,0.54,54.0,2025-12-18 15:40:00+00:00,25011.15,-55.080000000000005,stop,0.918,0.54,101.59999999999854,34.04999999999927,10.0,{'pending_minutes': 30.0}
B2,SELL,2025-12-19 15:37:00+00:00,25092.2,25193.2,24793.2,0.53,53.0,2025-12-19 16:31:00+00:00,25194.2,-54.06,stop,0.901,0.53,101.94999999999709,29.049999999999272,54.0,{'pending_minutes': 37.0}
B2,SELL,2026-01-13 15:30:00+00:00,25777.75,25878.75,25478.75,0.53,53.0,2026-01-13 15:32:00+00:00,25879.75,-54.06,stop,0.901,0.53,103.0,31.5,2.0,{'pending_minutes': 30.0}
B2,SELL,2026-01-16 16:30:00+00:00,25723.4,25824.4,25424.4,0.53,53.0,2026-01-16 20:55:00+00:00,25566.25,83.28950000000077,time_exit,0.42400000000000004,0.53,11.849999999998545,286.65000000000146,265.0,{'pending_minutes': 90.0}
B2,SELL,2026-01-20 16:30:00+00:00,25153.05,25254.05,24854.05,0.53,53.0,2026-01-20 17:41:00+00:00,25255.05,-54.06,stop,0.42400000000000004,0.53,101.90000000000146,71.09999999999854,71.0,{'pending_minutes': 90.0}
B2,SELL,2026-01-27 16:55:00+00:00,25923.25,26024.25,25624.25,0.53,53.0,2026-01-27 20:55:00+00:00,25960.35,-19.66299999999923,time_exit,0.42400000000000004,0.53,54.5,29.549999999999272,240.0,{'pending_minutes': 115.0}
B2,SELL,2026-01-30 16:30:00+00:00,25772.95,25873.95,25473.95,0.53,53.0,2026-01-30 20:21:00+00:00,25474.95,157.94,target,0.42400000000000004,0.53,45.39999999999782,307.7000000000007,231.0,{'pending_minutes': 90.0}
B2,SELL,2026-02-02 15:57:00+00:00,25426.65,25527.65,25127.65,0.54,54.0,2026-02-02 16:32:00+00:00,25528.65,-55.080000000000005,stop,0.918,0.54,130.99999999999636,16.799999999999272,35.0,{'pending_minutes': 57.0}
B2,SELL,2026-02-06 15:21:00+00:00,24733.85,24834.85,24434.85,0.53,53.0,2026-02-06 16:45:00+00:00,24835.85,-54.06,stop,0.901,0.53,112.60000000000218,128.79999999999927,84.0,{'pending_minutes': 21.0}
B2,SELL,2026-02-10 16:16:00+00:00,25300.35,25401.35,25001.35,0.53,53.0,2026-02-10 20:55:00+00:00,25200.7,52.814499999998844,time_exit,0.901,0.53,60.400000000001455,129.89999999999782,279.0,{'pending_minutes': 76.0}
B2,SELL,2026-02-12 15:41:00+00:00,25324.2,25425.2,25025.2,0.53,53.0,2026-02-12 17:41:00+00:00,25026.2,157.94,target,0.901,0.53,15.849999999998545,308.8500000000022,120.0,{'pending_minutes': 41.0}
B2,SELL,2026-02-13 15:30:00+00:00,24670.15,24771.15,24371.15,0.54,54.0,2026-02-13 16:48:00+00:00,24772.15,-55.080000000000005,stop,0.918,0.54,105.59999999999854,164.3000000000029,78.0,{'pending_minutes': 30.0}
B2,SELL,2026-02-17 15:50:00+00:00,24565.25,24666.25,24266.25,0.54,54.0,2026-02-17 16:34:00+00:00,24667.25,-55.080000000000005,stop,0.918,0.54,128.39999999999782,53.89999999999782,44.0,{'pending_minutes': 50.0}
B2,SELL,2026-02-19 16:57:00+00:00,24849.8,24950.8,24550.8,0.54,54.0,2026-02-19 20:55:00+00:00,24748.45,54.72899999999922,time_exit,0.43200000000000005,0.54,42.900000000001455,166.04999999999927,238.0,{'pending_minutes': 117.0}
B2,SELL,2026-02-23 16:14:00+00:00,24896.15,24997.15,24597.15,0.54,54.0,2026-02-23 20:55:00+00:00,24685.5,113.75100000000079,time_exit,0.918,0.54,86.49999999999636,284.6000000000022,281.0,{'pending_minutes': 74.0}
B2,SELL,2026-03-02 15:21:00+00:00,24638.85,24739.85,24339.85,0.55,55.00000000000001,2026-03-02 16:32:00+00:00,24740.85,-56.1,stop,0.935,0.55,105.60000000000218,80.99999999999636,71.0,{'pending_minutes': 21.0}
B2,SELL,2026-03-05 16:38:00+00:00,25082.75,25183.75,24783.75,0.54,54.0,2026-03-05 19:49:00+00:00,24784.75,160.92000000000002,target,0.43200000000000005,0.54,90.09999999999854,306.90000000000146,191.0,{'pending_minutes': 98.0}
B2,SELL,2026-03-09 14:37:00+00:00,24395.45,24496.45,24096.45,0.55,55.00000000000001,2026-03-09 16:31:00+00:00,24497.45,-56.1,stop,0.935,0.55,107.34999999999854,67.0,114.0,{'pending_minutes': 37.0}
B2,SELL,2026-03-20 14:05:00+00:00,24237.65,24338.65,23938.65,0.55,55.00000000000001,2026-03-20 19:55:00+00:00,24065.3,94.79250000000121,time_exit,0.935,0.55,73.29999999999927,222.00000000000364,350.0,{'pending_minutes': 5.0}
B2,SELL,2026-04-07 14:26:00+00:00,24082.85,24183.85,23783.85,0.55,55.00000000000001,2026-04-07 18:05:00+00:00,23784.85,163.9,target,0.935,0.55,50.150000000001455,307.8999999999978,219.0,{'pending_minutes': 26.0}
B2,SELL,2026-04-08 15:06:00+00:00,25082.95,25183.95,24783.95,0.56,56.00000000000001,2026-04-08 17:56:00+00:00,24784.95,166.88000000000002,target,0.9520000000000001,0.56,5.0,322.0,170.0,{'pending_minutes': 66.0}
B2,SELL,2026-04-09 14:40:00+00:00,24860.6,24961.6,24561.6,0.57,56.99999999999999,2026-04-09 18:32:00+00:00,24962.6,-58.13999999999999,stop,0.9689999999999999,0.57,112.15000000000146,71.09999999999854,232.0,{'pending_minutes': 40.0}
B2,SELL,2026-04-22 15:12:00+00:00,26722.6,26823.6,26423.6,0.57,56.99999999999999,2026-04-22 17:22:00+00:00,26824.6,-58.13999999999999,stop,0.9689999999999999,0.57,103.25,61.349999999998545,130.0,{'pending_minutes': 72.0}
B2,SELL,2026-04-24 14:04:00+00:00,27078.05,27179.05,26779.05,0.56,56.00000000000001,2026-04-24 14:22:00+00:00,27180.05,-57.120000000000005,stop,0.9520000000000001,0.56,105.60000000000218,39.099999999998545,18.0,{'pending_minutes': 4.0}
B2,SELL,2026-04-30 14:09:00+00:00,27292.85,27393.85,26993.85,0.56,56.00000000000001,2026-04-30 15:21:00+00:00,27394.85,-57.120000000000005,stop,0.9520000000000001,0.56,109.00000000000364,25.899999999997817,72.0,{'pending_minutes': 9.0}
B2,SELL,2026-05-04 15:12:00+00:00,27745.05,27846.05,27446.05,0.56,56.00000000000001,2026-05-04 19:55:00+00:00,27591.65,85.90399999999879,time_exit,0.9520000000000001,0.56,77.79999999999927,245.40000000000146,283.0,{'pending_minutes': 72.0}
B2,SELL,2026-05-08 14:51:00+00:00,28796.85,28897.85,28497.85,0.56,56.00000000000001,2026-05-08 16:45:00+00:00,28898.85,-57.120000000000005,stop,0.9520000000000001,0.56,138.40000000000146,48.04999999999927,114.0,{'pending_minutes': 51.0}
B2,SELL,2026-05-20 15:26:00+00:00,29064.2,29165.2,28765.2,0.56,56.00000000000001,2026-05-20 17:31:00+00:00,29166.2,-57.120000000000005,stop,0.9520000000000001,0.56,107.25,147.35000000000218,125.0,{'pending_minutes': 86.0}
B2,SELL,2026-05-26 15:33:00+00:00,29829.9,29930.9,29530.9,0.56,56.00000000000001,2026-05-26 16:59:00+00:00,29931.9,-57.120000000000005,stop,0.9520000000000001,0.56,101.19999999999709,75.55000000000291,86.0,{'pending_minutes': 93.0}
B2,SELL,2026-05-28 14:41:00+00:00,29865.1,29966.1,29566.1,0.55,55.00000000000001,2026-05-28 15:46:00+00:00,29967.1,-56.1,stop,0.935,0.55,103.70000000000073,17.549999999999272,65.0,{'pending_minutes': 41.0}
B2,SELL,2026-06-04 15:37:00+00:00,30238.15,30339.15,29939.15,0.55,55.00000000000001,2026-06-04 18:07:00+00:00,30340.15,-56.1,stop,0.935,0.55,112.69999999999709,139.70000000000073,150.0,{'pending_minutes': 97.0}
B2,SELL,2026-06-08 14:10:00+00:00,29248.7,29349.7,28949.7,0.55,55.00000000000001,2026-06-08 14:21:00+00:00,29350.7,-56.1,stop,0.935,0.55,117.84999999999854,23.549999999999272,11.0,{'pending_minutes': 10.0}
B2,SELL,2026-06-12 14:16:00+00:00,29566.95,29667.95,29267.95,0.54,54.0,2026-06-12 16:42:00+00:00,29268.95,160.92000000000002,target,0.918,0.54,62.04999999999927,330.8000000000029,146.0,{'pending_minutes': 16.0}
B2,SELL,2026-06-17 15:37:00+00:00,30176.2,30277.2,29877.2,0.55,55.00000000000001,2026-06-17 19:55:00+00:00,30079.25,53.3225000000004,time_exit,0.935,0.55,37.25,211.45000000000073,258.0,{'pending_minutes': 97.0}
B2,SELL,2026-06-24 14:49:00+00:00,29533.9,29634.9,29234.9,0.56,56.00000000000001,2026-06-24 17:20:00+00:00,29235.9,166.88000000000002,target,0.9520000000000001,0.56,31.450000000000728,315.3500000000022,151.0,{'pending_minutes': 49.0}
B2,SELL,2026-07-08 14:43:00+00:00,28835.75,28936.75,28536.75,0.56,56.00000000000001,2026-07-08 15:07:00+00:00,28937.75,-57.120000000000005,stop,0.9520000000000001,0.56,113.0,64.79999999999927,24.0,{'pending_minutes': 43.0}
B2,SELL,2026-07-09 14:31:00+00:00,29431.65,29532.65,29132.65,0.56,56.00000000000001,2026-07-09 15:25:00+00:00,29533.65,-57.120000000000005,stop,0.9520000000000001,0.56,101.64999999999782,16.600000000002183,54.0,{'pending_minutes': 31.0}
B2,SELL,2026-07-24 14:59:00+00:00,28524.35,28625.35,28225.35,0.56,56.00000000000001,2026-07-24 16:51:00+00:00,28226.35,166.88000000000002,target,0.9520000000000001,0.56,12.000000000003638,302.2000000000007,112.0,{'pending_minutes': 59.0}
B2,SELL,2026-07-29 14:10:00+00:00,27848.45,27949.45,27549.45,0.57,56.99999999999999,2026-07-29 16:56:00+00:00,27550.45,169.85999999999999,target,0.9689999999999999,0.57,27.0,311.40000000000146,166.0,{'pending_minutes': 10.0}
