strategy,side,entry_time,entry,stop,target,volume,risk_cash,exit_time,exit,pnl,exit_reason,spread_cost,slippage_cost,mae,mfe,holding_minutes,metadata
B2,SELL,2026-06-17 15:37:00+00:00,30176.2,30277.2,29877.2,0.49,49.0,2026-06-17 19:55:00+00:00,30079.25,47.50550000000035,time_exit,0.833,0.49,37.25,211.45000000000073,258.0,"{'pending_minutes': 97.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-06-18 13:30:00+00:00,30156.75,30216.75,30036.75,0.4,24.0,2026-06-18 15:58:00+00:00,30217.75,-24.400000000000002,stop,0.68,0.4,63.75,112.29999999999927,148.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-18 13:30:00+00:00,30156.75,30131.45,,0.49,24.5,2026-06-18 14:02:00+00:00,30132.45,11.906999999999643,stop,0.833,0.49,13.5,50.0,32.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-06-18 14:00:00+00:00,30117.4,30183.55,30018.18,0.72,47.62799999999843,2026-06-18 15:49:00+00:00,30184.55,-48.34799999999843,stop,1.224,0.72,68.5,72.95000000000073,109.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-06-22 13:30:00+00:00,30425.85,30485.85,30305.85,0.4,24.0,2026-06-22 14:05:00+00:00,30486.85,-24.400000000000002,stop,0.68,0.4,86.00000000000364,35.44999999999709,35.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-22 13:30:00+00:00,30425.85,30428.3,,0.49,24.5,2026-06-22 14:02:00+00:00,30429.3,-1.6905000000003565,stop,0.833,0.49,6.250000000003638,35.44999999999709,32.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-06-22 14:00:00+00:00,30405.45,30469.1,30309.98,0.74,47.100999999998386,2026-06-22 14:05:00+00:00,30470.1,-47.84099999999838,stop,1.258,0.74,106.40000000000146,0.0,5.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-06-23 13:30:00+00:00,29512.35,29572.35,29392.35,0.4,24.0,2026-06-23 14:54:00+00:00,29573.35,-24.400000000000002,stop,0.68,0.4,61.60000000000218,69.39999999999782,84.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-23 13:30:00+00:00,29512.35,29520.95,,0.49,24.5,2026-06-23 14:00:00+00:00,29521.95,-4.704000000001069,stop,0.833,0.49,15.200000000000728,69.39999999999782,30.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-06-24 13:30:00+00:00,29507.85,29567.85,29387.85,0.4,24.0,2026-06-24 16:24:00+00:00,29388.85,47.6,target,0.68,0.4,57.50000000000364,122.29999999999927,174.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-24 13:30:00+00:00,29507.85,29519.05,,0.49,24.5,2026-06-24 13:31:00+00:00,29520.05,-5.978000000000357,stop,0.833,0.49,17.05000000000291,2.7999999999992724,1.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-06-24 14:49:00+00:00,29533.9,29634.9,29234.9,0.49,49.0,2026-06-24 17:20:00+00:00,29235.9,146.02,target,0.833,0.49,31.450000000000728,315.3500000000022,151.0,"{'pending_minutes': 49.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-06-25 13:30:00+00:00,29856.9,29916.9,29736.9,0.4,24.0,2026-06-25 15:30:00+00:00,29917.9,-24.400000000000002,stop,0.68,0.4,100.75,61.79999999999927,120.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-25 13:30:00+00:00,29856.9,29869.9,,0.49,24.5,2026-06-25 13:31:00+00:00,29870.9,-6.859999999999999,stop,0.833,0.49,13.0,0.0,1.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-06-25 14:00:00+00:00,29853.5,29914.05,29762.68,0.78,47.22899999999943,2026-06-25 15:30:00+00:00,29915.05,-48.00899999999943,stop,1.326,0.78,104.15000000000146,58.39999999999782,90.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-06-26 13:30:00+00:00,29070.85,29130.85,28950.85,0.4,24.0,2026-06-26 15:13:00+00:00,29131.85,-24.400000000000002,stop,0.68,0.4,69.10000000000218,63.79999999999927,103.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-26 13:30:00+00:00,29070.85,29081.05,,0.49,24.5,2026-06-26 14:02:00+00:00,29082.05,-5.488000000000357,stop,0.833,0.49,18.600000000002183,27.599999999998545,32.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-06-26 14:00:00+00:00,29063.65,29261.15,28767.4,0.23,45.425000000000004,2026-06-26 17:06:00+00:00,29262.15,-45.655,stop,0.391,0.23,214.89999999999782,178.40000000000146,186.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-06-29 13:30:00+00:00,29424.8,29484.8,29304.8,0.4,24.0,2026-06-29 16:30:00+00:00,29305.8,47.6,target,0.68,0.4,42.650000000001455,156.25,180.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-29 13:30:00+00:00,29424.8,29433.4,,0.49,24.5,2026-06-29 13:34:00+00:00,29434.4,-4.704000000001069,stop,0.833,0.49,13.100000000002183,4.94999999999709,4.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-06-30 13:30:00+00:00,29835.3,29895.3,29715.3,0.4,24.0,2026-06-30 14:51:00+00:00,29896.3,-24.400000000000002,stop,0.68,0.4,62.20000000000073,25.799999999999272,81.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-06-30 13:30:00+00:00,29835.3,29845.1,,0.49,24.5,2026-06-30 13:52:00+00:00,29846.1,-5.291999999999644,stop,0.833,0.49,12.900000000001455,25.799999999999272,22.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-06-30 14:00:00+00:00,29860.85,29939.5,29742.87,0.59,46.403500000000854,2026-06-30 15:31:00+00:00,29743.87,69.01819999999974,target,1.003,0.59,36.650000000001455,119.89999999999782,91.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-01 13:30:00+00:00,30126.95,30186.95,30006.95,0.4,24.0,2026-07-01 15:39:00+00:00,30007.95,47.6,target,0.68,0.4,43.150000000001455,129.29999999999927,129.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-01 13:30:00+00:00,30126.95,30135.7,,0.49,24.5,2026-07-01 13:51:00+00:00,30136.7,-4.7775,stop,0.833,0.49,10.25,27.599999999998545,21.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-01 14:00:00+00:00,30139.4,30203.35,30043.48,0.74,47.32299999999785,2026-07-01 15:34:00+00:00,30044.48,70.2408000000014,target,1.258,0.74,30.700000000000728,106.04999999999927,94.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-06 13:30:00+00:00,29620.5,29680.5,29500.5,0.4,24.0,2026-07-06 15:07:00+00:00,29681.5,-24.400000000000002,stop,0.68,0.4,63.04999999999927,18.399999999997817,97.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-06 13:30:00+00:00,29620.5,29649.35,,0.49,24.5,2026-07-06 14:00:00+00:00,29650.35,-14.626499999999286,stop,0.833,0.49,35.150000000001455,12.899999999997817,30.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-07 13:30:00+00:00,29433.75,29493.75,29313.75,0.4,24.0,2026-07-07 16:34:00+00:00,29314.75,47.6,target,0.68,0.4,45.10000000000218,154.79999999999927,184.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-07 13:30:00+00:00,29433.75,29400.55,,0.49,24.5,2026-07-07 14:50:00+00:00,29401.55,15.778000000000356,stop,0.833,0.49,2.7000000000007276,78.84999999999854,80.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-07 14:00:00+00:00,29419.1,29507.25,29286.87,0.54,47.60100000000079,2026-07-07 16:34:00+00:00,29287.87,70.86419999999977,target,0.918,0.54,59.75000000000364,140.14999999999782,154.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-08 13:30:00+00:00,28786.85,28846.85,28666.85,0.4,24.0,2026-07-08 14:43:00+00:00,28847.85,-24.400000000000002,stop,0.68,0.4,92.50000000000364,43.349999999998545,73.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-08 13:30:00+00:00,28786.85,28796.45,,0.49,24.5,2026-07-08 13:31:00+00:00,28797.45,-5.194000000001069,stop,0.833,0.49,17.700000000000728,21.899999999997817,1.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-07-08 14:43:00+00:00,28835.75,28936.75,28536.75,0.5,50.0,2026-07-08 15:07:00+00:00,28937.75,-51.0,stop,0.85,0.5,113.0,64.79999999999927,24.0,"{'pending_minutes': 43.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-07-09 13:30:00+00:00,29431.35,29491.35,29311.35,0.4,24.0,2026-07-09 14:50:00+00:00,29492.35,-24.400000000000002,stop,0.68,0.4,64.50000000000364,83.39999999999782,80.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-09 13:30:00+00:00,29431.35,29414.8,,0.49,24.5,2026-07-09 14:20:00+00:00,29415.8,7.619499999999643,stop,0.833,0.49,12.200000000000728,83.39999999999782,50.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-07-09 14:31:00+00:00,29431.65,29532.65,29132.65,0.5,50.0,2026-07-09 15:25:00+00:00,29533.65,-51.0,stop,0.85,0.5,101.64999999999782,16.600000000002183,54.0,"{'pending_minutes': 31.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
A_FIXED,SELL,2026-07-10 13:30:00+00:00,29625.35,29685.35,29505.35,0.4,24.0,2026-07-10 16:32:00+00:00,29686.35,-24.400000000000002,stop,0.68,0.4,79.0,63.79999999999927,182.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-10 13:30:00+00:00,29625.35,29656.55,,0.49,24.5,2026-07-10 14:02:00+00:00,29657.55,-15.778000000000356,stop,0.833,0.49,34.45000000000073,0.8999999999978172,32.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-13 13:30:00+00:00,29528.15,29588.15,29408.15,0.4,24.0,2026-07-13 14:06:00+00:00,29589.15,-24.400000000000002,stop,0.68,0.4,60.89999999999782,2.0499999999992724,36.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-13 13:30:00+00:00,29528.15,29551.3,,0.49,24.5,2026-07-13 13:49:00+00:00,29552.3,-11.83349999999893,stop,0.833,0.49,25.299999999999272,2.0499999999992724,19.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-13 14:00:00+00:00,29543.35,29567.9,29506.52,1.95,47.87250000000567,2026-07-13 14:00:00+00:00,29568.9,-49.822500000005675,stop,3.315,1.95,36.650000000001455,0.0,0.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-14 13:30:00+00:00,29387.65,29447.65,29267.65,0.4,24.0,2026-07-14 14:24:00+00:00,29448.65,-24.400000000000002,stop,0.68,0.4,66.5,38.60000000000218,54.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-14 13:30:00+00:00,29387.65,29407.65,,0.49,24.5,2026-07-14 13:37:00+00:00,29408.65,-10.29,stop,0.833,0.49,35.25,15.049999999999272,7.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-14 14:00:00+00:00,29397.6,29443.9,29328.15,1.03,47.689000000003,2026-07-14 14:24:00+00:00,29444.9,-48.719000000003,stop,1.751,1.03,56.55000000000291,48.54999999999927,24.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-15 13:30:00+00:00,29694.95,29754.95,29574.95,0.4,24.0,2026-07-15 15:35:00+00:00,29755.95,-24.400000000000002,stop,0.68,0.4,63.70000000000073,38.45000000000073,125.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-15 13:30:00+00:00,29694.95,29726.4,,0.49,24.5,2026-07-15 13:55:00+00:00,29727.4,-15.900500000000356,stop,0.833,0.49,31.799999999999272,4.849999999998545,25.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-15 14:00:00+00:00,29723.75,29862.8,29515.18,0.34,47.27699999999976,2026-07-15 17:23:00+00:00,29516.18,70.5737999999999,target,0.5780000000000001,0.34,75.40000000000146,228.29999999999927,203.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-16 13:30:00+00:00,29338.85,29398.85,29218.85,0.4,24.0,2026-07-16 14:49:00+00:00,29219.85,47.6,target,0.68,0.4,19.700000000000728,172.1999999999971,79.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-16 13:30:00+00:00,29338.85,29231.45,,0.49,24.5,2026-07-16 16:01:00+00:00,29232.45,52.13599999999893,stop,0.833,0.49,19.700000000000728,172.1999999999971,151.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-17 13:30:00+00:00,28577.05,28637.05,28457.05,0.4,24.0,2026-07-17 15:50:00+00:00,28458.05,47.6,target,0.68,0.4,53.70000000000073,123.69999999999709,140.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-17 13:30:00+00:00,28577.05,28598.35,,0.49,24.5,2026-07-17 13:35:00+00:00,28599.35,-10.926999999999643,stop,0.833,0.49,31.700000000000728,6.899999999997817,5.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-20 13:30:00+00:00,28778.3,28838.3,28658.3,0.4,24.0,2026-07-20 14:13:00+00:00,28839.3,-24.400000000000002,stop,0.68,0.4,70.95000000000073,6.19999999999709,43.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-20 13:30:00+00:00,28778.3,28792.0,,0.49,24.5,2026-07-20 13:30:00+00:00,28793.0,-7.2030000000003565,stop,0.833,0.49,21.100000000002183,0.0,0.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-21 13:30:00+00:00,28999.4,29059.4,28879.4,0.4,24.0,2026-07-21 16:30:00+00:00,29060.4,-24.400000000000002,stop,0.68,0.4,73.69999999999709,59.650000000001455,180.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-21 13:30:00+00:00,28999.4,29019.8,,0.49,24.5,2026-07-21 13:36:00+00:00,29020.8,-10.48599999999893,stop,0.833,0.49,31.75,1.2999999999992724,6.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-22 13:30:00+00:00,28992.7,29052.7,28872.7,0.4,24.0,2026-07-22 14:43:00+00:00,28873.7,47.6,target,0.68,0.4,14.25,140.84999999999854,73.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-22 13:30:00+00:00,28992.7,29005.85,,0.49,24.5,2026-07-22 13:50:00+00:00,29006.85,-6.93349999999893,stop,0.833,0.49,14.25,25.25,20.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B1,SELL,2026-07-22 14:00:00+00:00,28985.25,29070.75,28857.0,0.56,47.88,2026-07-22 14:43:00+00:00,28858.0,71.26,target,0.9520000000000001,0.56,13.650000000001455,133.39999999999782,43.0,"{'walk_forward_fold': 2, 'selected_variant': 'london_1.5R'}"
A_FIXED,SELL,2026-07-23 13:30:00+00:00,28886.85,28946.85,28766.85,0.4,24.0,2026-07-23 13:36:00+00:00,28947.85,-24.400000000000002,stop,0.68,0.4,64.30000000000291,4.099999999998545,6.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-23 13:30:00+00:00,28886.85,28936.85,,0.49,24.5,2026-07-23 13:33:00+00:00,28937.85,-24.99,stop,0.833,0.49,53.20000000000073,4.099999999998545,3.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
A_FIXED,SELL,2026-07-24 13:30:00+00:00,28502.5,28562.5,28382.5,0.4,24.0,2026-07-24 16:29:00+00:00,28383.5,47.6,target,0.68,0.4,33.85000000000218,125.75,179.0,"{'walk_forward_fold': 2, 'selected_variant': 'wide_60_120'}"
A_RUNNER,SELL,2026-07-24 13:30:00+00:00,28502.5,28521.45,,0.49,24.5,2026-07-24 13:31:00+00:00,28522.45,-9.775500000000356,stop,0.833,0.49,20.5,0.0,1.0,"{'walk_forward_fold': 2, 'selected_variant': 'prev_m15_buffer5'}"
B2,SELL,2026-07-24 14:59:00+00:00,28524.35,28625.35,28225.35,0.49,49.0,2026-07-24 16:51:00+00:00,28226.35,146.02,target,0.833,0.49,12.000000000003638,302.2000000000007,112.0,"{'pending_minutes': 59.0, 'walk_forward_fold': 2, 'selected_variant': 'baseline_3R'}"
