strategy,side,entry_time,entry,stop,target,volume,risk_cash,exit_time,exit,pnl,exit_reason,spread_cost,slippage_cost,mae,mfe,holding_minutes,metadata
A_RUNNER,SELL,2025-08-14 13:30:00+00:00,23829.35,23836.35,,0.49,24.5,2025-08-14 13:31:00+00:00,23837.35,-3.92,stop,0.833,0.49,7.000000000003638,0.0,1.0,{}
B1,SELL,2025-08-14 14:00:00+00:00,23836.7,23847.05,23816.0,4.73,48.95549999999312,2025-08-14 14:21:00+00:00,23848.05,-53.68549999999312,stop,8.041,4.73,13.400000000001455,5.200000000000728,21.0,{}
A_FIXED,SELL,2025-08-15 13:30:00+00:00,23798.95,23848.95,23698.95,0.48,24.0,2025-08-15 16:49:00+00:00,23699.95,47.519999999999996,target,0.816,0.48,35.900000000001455,114.70000000000073,199.0,{}
A_RUNNER,SELL,2025-08-15 13:30:00+00:00,23798.95,23817.2,,0.48,24.0,2025-08-15 13:56:00+00:00,23818.2,-9.24,stop,0.816,0.48,27.950000000000728,0.0,26.0,{}
A_FIXED,SELL,2025-08-18 13:30:00+00:00,23675.6,23725.6,23575.6,0.49,24.5,2025-08-18 16:34:00+00:00,23726.6,-24.99,stop,0.833,0.49,54.04999999999927,15.44999999999709,184.0,{}
A_RUNNER,SELL,2025-08-18 13:30:00+00:00,23675.6,23701.45,,0.49,24.5,2025-08-18 13:46:00+00:00,23702.45,-13.156500000001069,stop,0.833,0.49,26.500000000003638,0.0,16.0,{}
A_FIXED,SELL,2025-08-19 13:30:00+00:00,23692.6,23742.6,23592.6,0.48,24.0,2025-08-19 16:33:00+00:00,23593.6,47.519999999999996,target,0.816,0.48,6.450000000000728,101.54999999999927,183.0,{}
A_RUNNER,SELL,2025-08-19 13:30:00+00:00,23692.6,23685.4,,0.48,24.0,2025-08-19 14:45:00+00:00,23686.4,2.975999999998603,stop,0.816,0.48,4.150000000001455,24.999999999996362,75.0,{}
A_FIXED,SELL,2025-08-20 13:30:00+00:00,23346.45,23396.45,23246.45,0.49,24.5,2025-08-20 16:44:00+00:00,23247.45,48.51,target,0.833,0.49,26.799999999999272,102.80000000000291,194.0,{}
A_RUNNER,SELL,2025-08-20 13:30:00+00:00,23346.45,23348.85,,0.49,24.5,2025-08-20 14:00:00+00:00,23349.85,-1.6659999999989303,stop,0.833,0.49,5.549999999999272,21.450000000000728,30.0,{}
B1,SELL,2025-08-20 14:00:00+00:00,23343.45,23363.2,23303.95,2.49,49.1775,2025-08-20 14:02:00+00:00,23364.2,-51.667500000000004,stop,4.2330000000000005,2.49,28.200000000000728,1.3499999999985448,2.0,{}
A_FIXED,SELL,2025-08-21 13:30:00+00:00,23221.8,23271.8,23121.8,0.49,24.5,2025-08-21 16:45:00+00:00,23122.8,48.51,target,0.833,0.49,34.650000000001455,105.45000000000073,195.0,{}
A_RUNNER,SELL,2025-08-21 13:30:00+00:00,23221.8,23228.2,,0.49,24.5,2025-08-21 13:42:00+00:00,23229.2,-3.626000000000713,stop,0.833,0.49,7.5,7.69999999999709,12.0,{}
B1,SELL,2025-08-21 14:00:00+00:00,23231.8,23291.0,23113.4,0.83,49.1360000000006,2025-08-21 16:46:00+00:00,23114.4,97.44199999999819,target,1.4109999999999998,0.83,24.650000000001455,132.04999999999927,166.0,{}
A_FIXED,SELL,2025-08-22 13:30:00+00:00,23190.85,23240.85,23090.85,0.49,24.5,2025-08-22 16:42:00+00:00,23241.85,-24.99,stop,0.833,0.49,55.79999999999927,58.20000000000073,192.0,{}
A_RUNNER,SELL,2025-08-22 13:30:00+00:00,23190.85,23195.85,,0.49,24.5,2025-08-22 13:32:00+00:00,23196.85,-2.94,stop,0.833,0.49,9.400000000001455,0.0,2.0,{}
A_FIXED,SELL,2025-08-25 13:30:00+00:00,23406.9,23456.9,23306.9,0.49,24.5,2025-08-25 17:00:00+00:00,23457.9,-24.99,stop,0.833,0.49,63.14999999999782,30.350000000002183,210.0,{}
A_RUNNER,SELL,2025-08-25 13:30:00+00:00,23406.9,23422.45,,0.49,24.5,2025-08-25 13:45:00+00:00,23423.45,-8.109499999999644,stop,0.833,0.49,15.950000000000728,12.600000000002183,15.0,{}
A_FIXED,SELL,2025-08-26 13:30:00+00:00,23428.8,23478.8,23328.8,0.49,24.5,2025-08-26 17:23:00+00:00,23479.8,-24.99,stop,0.833,0.49,50.849999999998545,67.15000000000146,233.0,{}
A_RUNNER,SELL,2025-08-26 13:30:00+00:00,23428.8,23432.1,,0.49,24.5,2025-08-26 13:30:00+00:00,23433.1,-2.1069999999996436,stop,0.833,0.49,3.400000000001455,1.2999999999992724,0.0,{}
A_FIXED,SELL,2025-08-27 13:30:00+00:00,23537.15,23587.15,23437.15,0.49,24.5,2025-08-27 16:45:00+00:00,23438.15,48.51,target,0.833,0.49,20.549999999999272,103.90000000000146,195.0,{}
A_RUNNER,SELL,2025-08-27 13:30:00+00:00,23537.15,23542.15,,0.49,24.5,2025-08-27 14:00:00+00:00,23543.15,-2.94,stop,0.833,0.49,6.0,3.7999999999992724,30.0,{}
A_FIXED,SELL,2025-08-28 13:30:00+00:00,23558.75,23608.75,23458.75,0.49,24.5,2025-08-28 16:30:00+00:00,23609.75,-24.99,stop,0.833,0.49,89.20000000000073,33.45000000000073,180.0,{}
A_RUNNER,SELL,2025-08-28 13:30:00+00:00,23558.75,23567.1,,0.49,24.5,2025-08-28 13:38:00+00:00,23568.1,-4.581499999999287,stop,0.833,0.49,8.549999999999272,1.7999999999992724,8.0,{}
B1,SELL,2025-08-28 14:00:00+00:00,23551.35,23604.1,23445.85,0.94,49.584999999999994,2025-08-28 16:30:00+00:00,23605.1,-50.525,stop,1.5979999999999999,0.94,96.60000000000218,26.049999999999272,150.0,{}
A_FIXED,SELL,2025-08-29 13:30:00+00:00,23594.65,23644.65,23494.65,0.49,24.5,2025-08-29 16:47:00+00:00,23495.65,48.51,target,0.833,0.49,34.599999999998545,105.10000000000218,197.0,{}
A_RUNNER,SELL,2025-08-29 13:30:00+00:00,23594.65,23590.95,,0.49,24.5,2025-08-29 14:00:00+00:00,23591.95,1.3230000000003566,stop,0.833,0.49,2.7000000000007276,22.950000000000728,30.0,{}
A_FIXED,SELL,2025-09-02 13:30:00+00:00,23207.15,23257.15,23107.15,0.49,24.5,2025-09-02 15:32:00+00:00,23108.15,48.51,target,0.833,0.49,13.049999999999272,101.25,122.0,{}
A_RUNNER,SELL,2025-09-02 13:30:00+00:00,23207.15,23216.35,,0.49,24.5,2025-09-02 14:00:00+00:00,23217.35,-4.997999999998574,stop,0.833,0.49,13.049999999999272,19.600000000002183,30.0,{}
A_FIXED,SELL,2025-09-03 13:30:00+00:00,23395.3,23445.3,23295.3,0.49,24.5,2025-09-03 17:40:00+00:00,23446.3,-24.99,stop,0.833,0.49,52.150000000001455,67.95000000000073,250.0,{}
A_RUNNER,SELL,2025-09-03 13:30:00+00:00,23395.3,23401.75,,0.49,24.5,2025-09-03 14:01:00+00:00,23402.75,-3.6505000000003562,stop,0.833,0.49,11.5,9.299999999999272,31.0,{}
B1,SELL,2025-09-03 14:00:00+00:00,23395.2,23406.05,23373.5,4.58,49.69299999999333,2025-09-03 14:01:00+00:00,23407.05,-54.27299999999334,stop,7.786,4.58,11.599999999998545,0.0,1.0,{}
A_FIXED,SELL,2025-09-04 13:30:00+00:00,23460.8,23510.8,23360.8,0.49,24.5,2025-09-04 18:27:00+00:00,23511.8,-24.99,stop,0.833,0.49,51.04999999999927,91.34999999999854,297.0,{}
A_RUNNER,SELL,2025-09-04 13:30:00+00:00,23460.8,23475.9,,0.49,24.5,2025-09-04 14:02:00+00:00,23476.9,-7.88900000000107,stop,0.833,0.49,18.700000000000728,0.0,32.0,{}
A_FIXED,SELL,2025-09-05 13:30:00+00:00,23744.85,23794.85,23644.85,0.49,24.5,2025-09-05 15:35:00+00:00,23795.85,-24.99,stop,0.833,0.49,61.20000000000073,54.99999999999636,125.0,{}
A_RUNNER,SELL,2025-09-05 13:30:00+00:00,23744.85,23750.9,,0.49,24.5,2025-09-05 13:39:00+00:00,23751.9,-3.454500000001426,stop,0.833,0.49,6.80000000000291,0.0,9.0,{}
B2,SELL,2025-09-05 15:32:00+00:00,23787.15,23888.15,23588.15,0.49,49.0,2025-09-05 17:35:00+00:00,23589.15,97.02,target,0.833,0.49,77.09999999999854,203.40000000000146,123.0,{'pending_minutes': 92.0}
A_FIXED,SELL,2025-09-08 13:30:00+00:00,23745.45,23795.45,23645.45,0.49,24.5,2025-09-08 16:36:00+00:00,23796.45,-24.99,stop,0.833,0.49,59.099999999998545,33.54999999999927,186.0,{}
A_RUNNER,SELL,2025-09-08 13:30:00+00:00,23745.45,23754.15,,0.49,24.5,2025-09-08 13:34:00+00:00,23755.15,-4.753000000000356,stop,0.833,0.49,8.849999999998545,0.0,4.0,{}
A_FIXED,SELL,2025-09-09 13:30:00+00:00,23812.15,23862.15,23712.15,0.49,24.5,2025-09-09 17:35:00+00:00,23713.15,48.51,target,0.833,0.49,12.399999999997817,101.80000000000291,245.0,{}
A_RUNNER,SELL,2025-09-09 13:30:00+00:00,23812.15,23823.5,,0.49,24.5,2025-09-09 13:40:00+00:00,23824.5,-6.051499999999287,stop,0.833,0.49,11.450000000000728,3.650000000001455,10.0,{}
A_FIXED,SELL,2025-09-10 13:30:00+00:00,23887.5,23937.5,23787.5,0.49,24.5,2025-09-10 15:30:00+00:00,23938.5,-24.99,stop,0.833,0.49,123.54999999999927,0.0,120.0,{}
A_RUNNER,SELL,2025-09-10 13:30:00+00:00,23887.5,23897.15,,0.49,24.5,2025-09-10 13:56:00+00:00,23898.15,-5.218500000000713,stop,0.833,0.49,9.950000000000728,0.0,26.0,{}
A_FIXED,SELL,2025-09-11 13:30:00+00:00,23908.45,23958.45,23808.45,0.49,24.5,2025-09-11 16:30:00+00:00,23959.45,-24.99,stop,0.833,0.49,60.69999999999709,75.40000000000146,180.0,{}
A_RUNNER,SELL,2025-09-11 13:30:00+00:00,23908.45,23912.6,,0.49,24.5,2025-09-11 13:31:00+00:00,23913.6,-2.5234999999989305,stop,0.833,0.49,4.200000000000728,0.0,1.0,{}
A_FIXED,SELL,2025-09-12 13:30:00+00:00,23994.4,24044.4,23894.4,0.49,24.5,2025-09-12 17:21:00+00:00,24045.4,-24.99,stop,0.833,0.49,58.24999999999636,10.650000000001455,231.0,{}
A_RUNNER,SELL,2025-09-12 13:30:00+00:00,23994.4,24003.35,,0.49,24.5,2025-09-12 13:48:00+00:00,24004.35,-4.875499999998574,stop,0.833,0.49,9.200000000000728,0.5,18.0,{}
B1,SELL,2025-09-12 14:00:00+00:00,24001.15,24021.65,23960.15,2.4,49.199999999999996,2025-09-12 14:57:00+00:00,24022.65,-51.6,stop,4.08,2.4,22.200000000000728,9.799999999999272,57.0,{}
A_FIXED,SELL,2025-09-15 13:30:00+00:00,24101.95,24151.95,24001.95,0.48,24.0,2025-09-15 15:23:00+00:00,24152.95,-24.48,stop,0.816,0.48,51.79999999999927,4.049999999999272,113.0,{}
A_RUNNER,SELL,2025-09-15 13:30:00+00:00,24101.95,24115.2,,0.48,24.0,2025-09-15 14:01:00+00:00,24116.2,-6.84,stop,0.816,0.48,15.299999999999272,4.049999999999272,31.0,{}
B1,SELL,2025-09-15 14:00:00+00:00,24107.6,24141.25,24040.3,1.45,48.79250000000211,2025-09-15 15:15:00+00:00,24142.25,-50.24250000000211,stop,2.465,1.45,35.05000000000291,0.0,75.0,{}
A_FIXED,SELL,2025-09-16 13:30:00+00:00,24366.7,24416.7,24266.7,0.48,24.0,2025-09-16 18:01:00+00:00,24267.7,47.519999999999996,target,0.816,0.48,5.25,102.95000000000073,271.0,{}
A_RUNNER,SELL,2025-09-16 13:30:00+00:00,24366.7,24370.1,,0.48,24.0,2025-09-16 13:52:00+00:00,24371.1,-2.111999999998952,stop,0.816,0.48,4.950000000000728,6.349999999998545,22.0,{}
B1,SELL,2025-09-16 14:00:00+00:00,24363.25,24389.55,24310.65,1.84,48.39199999999866,2025-09-16 16:33:00+00:00,24311.65,94.94399999999733,target,3.128,1.84,3.400000000001455,53.79999999999927,153.0,{}
A_FIXED,SELL,2025-09-17 13:30:00+00:00,24250.1,24300.1,24150.1,0.49,24.5,2025-09-17 19:10:00+00:00,24151.1,48.51,target,0.833,0.49,41.0,104.14999999999782,340.0,{}
A_RUNNER,SELL,2025-09-17 13:30:00+00:00,24250.1,24257.6,,0.49,24.5,2025-09-17 14:11:00+00:00,24258.6,-4.165,stop,0.833,0.49,13.450000000000728,11.94999999999709,41.0,{}
A_FIXED,SELL,2025-09-18 13:30:00+00:00,24460.95,24510.95,24360.95,0.49,24.5,2025-09-18 15:26:00+00:00,24511.95,-24.99,stop,0.833,0.49,51.95000000000073,13.75,116.0,{}
A_RUNNER,SELL,2025-09-18 13:30:00+00:00,24460.95,24463.95,,0.49,24.5,2025-09-18 14:00:00+00:00,24464.95,-1.96,stop,0.833,0.49,29.349999999998545,13.75,30.0,{}
B1,SELL,2025-09-18 14:00:00+00:00,24456.2,24486.55,24395.5,1.62,49.16699999999764,2025-09-18 14:00:00+00:00,24487.55,-50.78699999999765,stop,2.754,1.62,34.099999999998545,1.5,0.0,{}
A_FIXED,SELL,2025-09-19 13:30:00+00:00,24476.9,24526.9,24376.9,0.49,24.5,2025-09-19 16:25:00+00:00,24527.9,-24.99,stop,0.833,0.49,57.70000000000073,8.5,175.0,{}
A_RUNNER,SELL,2025-09-19 13:30:00+00:00,24476.9,24484.35,,0.49,24.5,2025-09-19 13:36:00+00:00,24485.35,-4.140499999998574,stop,0.833,0.49,8.75,1.2000000000007276,6.0,{}
A_FIXED,SELL,2025-09-22 13:30:00+00:00,24549.75,24599.75,24449.75,0.48,24.0,2025-09-22 16:32:00+00:00,24600.75,-24.48,stop,0.816,0.48,53.0,31.599999999998545,182.0,{}
A_RUNNER,SELL,2025-09-22 13:30:00+00:00,24549.75,24536.95,,0.48,24.0,2025-09-22 14:34:00+00:00,24537.95,5.663999999999651,stop,0.816,0.48,8.450000000000728,29.450000000000728,64.0,{}
A_FIXED,SELL,2025-09-23 13:30:00+00:00,24755.25,24805.25,24655.25,0.48,24.0,2025-09-23 19:55:00+00:00,24683.85,34.272000000000695,time_exit,0.816,0.48,14.350000000002183,81.60000000000218,385.0,{}
A_RUNNER,SELL,2025-09-23 13:30:00+00:00,24755.25,24761.15,,0.48,24.0,2025-09-23 13:50:00+00:00,24762.15,-3.3120000000006984,stop,0.816,0.48,6.700000000000728,8.599999999998545,20.0,{}
B1,SELL,2025-09-23 14:00:00+00:00,24756.75,24785.4,24699.45,1.7,48.70500000000247,2025-09-23 16:55:00+00:00,24700.45,95.70999999999876,target,2.8899999999999997,1.7,12.850000000002183,60.0,175.0,{}
A_FIXED,SELL,2025-09-24 13:30:00+00:00,24644.7,24694.7,24544.7,0.49,24.5,2025-09-24 18:10:00+00:00,24545.7,48.51,target,0.833,0.49,29.099999999998545,104.35000000000218,280.0,{}
A_RUNNER,SELL,2025-09-24 13:30:00+00:00,24644.7,24656.8,,0.49,24.5,2025-09-24 13:48:00+00:00,24657.8,-6.418999999999287,stop,0.833,0.49,13.349999999998545,0.0,18.0,{}
B1,SELL,2025-09-24 14:00:00+00:00,24662.75,24673.5,24641.25,4.59,49.3425,2025-09-24 14:10:00+00:00,24674.5,-53.9325,stop,7.803,4.59,11.049999999999272,1.8499999999985448,10.0,{}
A_FIXED,SELL,2025-09-25 13:30:00+00:00,24445.7,24495.7,24345.7,0.49,24.5,2025-09-25 15:37:00+00:00,24346.7,48.51,target,0.833,0.49,25.900000000001455,104.45000000000073,127.0,{}
A_RUNNER,SELL,2025-09-25 13:30:00+00:00,24445.7,24451.9,,0.49,24.5,2025-09-25 14:00:00+00:00,24452.9,-3.5280000000003566,stop,0.833,0.49,25.900000000001455,13.349999999998545,30.0,{}
B1,SELL,2025-09-25 14:00:00+00:00,24448.45,24549.85,24245.65,0.48,48.67199999999895,2025-09-25 16:36:00+00:00,24246.65,96.86399999999965,target,0.816,0.48,4.700000000000728,207.0,156.0,{}
A_FIXED,SELL,2025-09-26 13:30:00+00:00,24362.6,24412.6,24262.6,0.5,25.0,2025-09-26 14:50:00+00:00,24413.6,-25.5,stop,0.85,0.5,50.900000000001455,6.649999999997817,80.0,{}
A_RUNNER,SELL,2025-09-26 13:30:00+00:00,24362.6,24369.55,,0.5,25.0,2025-09-26 13:56:00+00:00,24370.55,-3.975000000000364,stop,0.85,0.5,8.100000000002183,6.649999999997817,26.0,{}
B1,SELL,2025-09-26 14:00:00+00:00,24368.1,24443.35,24217.6,0.66,49.665,2025-09-26 15:30:00+00:00,24444.35,-50.325,stop,1.122,0.66,83.05000000000291,5.799999999999272,90.0,{}
A_FIXED,SELL,2025-09-29 13:30:00+00:00,24672.65,24722.65,24572.65,0.49,24.5,2025-09-29 16:49:00+00:00,24723.65,-24.99,stop,0.833,0.49,51.49999999999636,48.75,199.0,{}
A_RUNNER,SELL,2025-09-29 13:30:00+00:00,24672.65,24644.9,,0.49,24.5,2025-09-29 14:50:00+00:00,24645.9,13.1075,stop,0.833,0.49,3.7000000000007276,40.70000000000073,80.0,{}
A_FIXED,SELL,2025-09-30 13:30:00+00:00,24564.2,24614.2,24464.2,0.49,24.5,2025-09-30 15:41:00+00:00,24615.2,-24.99,stop,0.833,0.49,50.099999999998545,13.150000000001455,131.0,{}
A_RUNNER,SELL,2025-09-30 13:30:00+00:00,24564.2,24574.1,,0.49,24.5,2025-09-30 13:45:00+00:00,24575.1,-5.34099999999893,stop,0.833,0.49,15.549999999999272,13.150000000001455,15.0,{}
B1,SELL,2025-09-30 14:00:00+00:00,24582.4,24633.05,24481.1,0.97,49.13049999999788,2025-09-30 18:00:00+00:00,24634.05,-50.10049999999788,stop,1.649,0.97,52.94999999999709,82.95000000000073,240.0,{}
A_FIXED,SELL,2025-10-01 13:30:00+00:00,24519.25,24569.25,24419.25,0.49,24.5,2025-10-01 14:35:00+00:00,24570.25,-24.99,stop,0.833,0.49,52.150000000001455,17.599999999998545,65.0,{}
A_RUNNER,SELL,2025-10-01 13:30:00+00:00,24519.25,24518.15,,0.49,24.5,2025-10-01 14:02:00+00:00,24519.15,0.048999999999286954,stop,0.833,0.49,12.350000000002183,17.599999999998545,32.0,{}
B1,SELL,2025-10-01 14:00:00+00:00,24509.45,24560.5,24407.35,0.96,49.0079999999993,2025-10-01 14:30:00+00:00,24561.5,-49.9679999999993,stop,1.632,0.96,51.79999999999927,0.0,30.0,{}
A_FIXED,SELL,2025-10-02 13:30:00+00:00,24891.85,24941.85,24791.85,0.48,24.0,2025-10-02 15:07:00+00:00,24942.85,-24.48,stop,0.816,0.48,51.30000000000291,0.8499999999985448,97.0,{}
A_RUNNER,SELL,2025-10-02 13:30:00+00:00,24891.85,24897.5,,0.48,24.0,2025-10-02 13:39:00+00:00,24898.5,-3.1920000000006983,stop,0.816,0.48,12.55000000000291,0.8499999999985448,9.0,{}
A_FIXED,SELL,2025-10-03 13:30:00+00:00,24968.15,25018.15,24868.15,0.48,24.0,2025-10-03 17:01:00+00:00,24869.15,47.519999999999996,target,0.816,0.48,5.599999999998545,108.00000000000364,211.0,{}
A_RUNNER,SELL,2025-10-03 13:30:00+00:00,24968.15,24954.55,,0.48,24.0,2025-10-03 14:50:00+00:00,24955.55,6.048000000001047,stop,0.816,0.48,5.599999999998545,43.85000000000218,80.0,{}
A_FIXED,SELL,2025-10-06 13:30:00+00:00,24928.35,24978.35,24828.35,0.48,24.0,2025-10-06 13:54:00+00:00,24979.35,-24.48,stop,0.816,0.48,52.20000000000073,0.0,24.0,{}
A_RUNNER,SELL,2025-10-06 13:30:00+00:00,24928.35,24978.35,,0.48,24.0,2025-10-06 13:54:00+00:00,24979.35,-24.48,stop,0.816,0.48,52.20000000000073,0.0,24.0,{}
B1,SELL,2025-10-06 14:00:00+00:00,24964.65,24981.85,24930.25,2.84,48.847999999991735,2025-10-06 14:21:00+00:00,24931.25,94.85600000000413,target,4.827999999999999,2.84,3.5,39.0,21.0,{}
A_FIXED,SELL,2025-10-07 13:30:00+00:00,24979.35,25029.35,24879.35,0.49,24.5,2025-10-07 15:49:00+00:00,25030.35,-24.99,stop,0.833,0.49,50.60000000000218,14.599999999998545,139.0,{}
A_RUNNER,SELL,2025-10-07 13:30:00+00:00,24979.35,24985.0,,0.49,24.5,2025-10-07 13:30:00+00:00,24986.0,-3.258500000000713,stop,0.833,0.49,5.900000000001455,0.0,0.0,{}
B2,SELL,2025-10-07 15:40:00+00:00,25016.2,25117.2,24817.2,0.49,49.0,2025-10-07 18:38:00+00:00,24818.2,97.02,target,0.833,0.49,53.20000000000073,203.25,178.0,{'pending_minutes': 100.0}
A_FIXED,SELL,2025-10-08 13:30:00+00:00,24882.6,24932.6,24782.6,0.49,24.5,2025-10-08 16:33:00+00:00,24933.6,-24.99,stop,0.833,0.49,53.95000000000073,37.349999999998545,183.0,{}
A_RUNNER,SELL,2025-10-08 13:30:00+00:00,24882.6,24889.05,,0.49,24.5,2025-10-08 13:32:00+00:00,24890.05,-3.6505000000003562,stop,0.833,0.49,9.900000000001455,0.0,2.0,{}
B1,SELL,2025-10-08 14:00:00+00:00,24897.1,24913.75,24863.8,2.97,49.450500000004325,2025-10-08 14:29:00+00:00,24864.8,95.93099999999785,target,5.049,2.97,9.600000000002183,35.99999999999636,29.0,{}
A_FIXED,SELL,2025-10-09 13:30:00+00:00,25107.8,25157.8,25007.8,0.49,24.5,2025-10-09 17:42:00+00:00,25008.8,48.51,target,0.833,0.49,34.95000000000073,101.15000000000146,252.0,{}
