time,balance,equity,margin,free_margin,margin_level,total_lots,legs,basket,bid,ask,running_max_equity_dd_pct
2026.03.05 00:16:00,2999.89,3014.18,5.17,3009.01,58301.35396518375,0.02,1,1,5172.284,5172.399,0.4403525485153857
2026.03.05 00:17:00,2999.89,3015.1,5.17,3009.93,58319.14893617021,0.02,1,1,5172.745,5172.86,0.4403525485153857
2026.03.05 00:18:00,2999.89,3018.69,5.17,3013.52,58388.58800773695,0.02,1,1,5174.54,5174.655,0.4403525485153857
2026.03.05 00:19:01,3019.83,3018.96,5.18,3013.78,58281.08108108108,0.02,1,2,5174.913,5175.01,0.4403525485153857
2026.03.05 00:20:00,3019.83,3024.39,5.18,3019.21,58385.90733590734,0.02,1,2,5177.632,5177.747,0.4403525485153857
2026.03.05 00:21:00,3019.83,3022.59,5.18,3017.41,58351.158301158306,0.02,1,2,5176.728,5176.843,0.4403525485153857
2026.03.05 00:22:00,3019.83,3027.44,5.18,3022.26,58444.787644787655,0.02,1,2,5179.154,5179.269,0.4403525485153857
2026.03.05 00:23:00,3019.83,3026.64,5.18,3021.46,58429.34362934363,0.02,1,2,5178.756,5178.871,0.4403525485153857
2026.03.05 00:24:00,3019.83,3026.88,5.18,3021.7,58433.97683397684,0.02,1,2,5178.873,5178.988,0.4403525485153857
2026.03.05 00:25:00,3019.83,3023.64,5.18,3018.46,58371.428571428565,0.02,1,2,5177.253,5177.368,0.4403525485153857
2026.03.05 00:26:00,3019.83,3023.49,5.18,3018.31,58368.532818532825,0.02,1,2,5177.178,5177.37,0.4403525485153857
2026.03.05 00:27:00,3019.83,3017.53,5.18,3012.35,58253.47490347491,0.02,1,2,5174.201,5174.316,0.4403525485153857
2026.03.05 00:28:00,3019.83,3018.79,5.18,3013.61,58277.79922779923,0.02,1,2,5174.83,5174.945,0.48930430964180954
2026.03.05 00:29:00,3019.83,3017.41,5.18,3012.23,58251.158301158306,0.02,1,2,5174.139,5174.254,0.48930430964180954
2026.03.05 00:30:00,3019.83,3016.07,5.18,3010.89,58225.289575289586,0.02,1,2,5173.468,5173.565,0.48930430964180954
2026.03.05 00:31:00,3019.83,3013.25,5.18,3008.07,58170.84942084942,0.02,1,2,5172.061,5172.176,0.627643382340795
2026.03.05 00:32:00,3019.83,3011.13,5.18,3005.95,58129.92277992279,0.02,1,2,5170.999,5171.114,0.627643382340795
2026.03.05 00:33:00,3019.83,3014.23,5.18,3009.05,58189.76833976834,0.02,1,2,5172.548,5172.663,0.6319355254078319
2026.03.05 00:34:00,3019.83,3013.55,5.18,3008.37,58176.64092664094,0.02,1,2,5172.21,5172.325,0.6319355254078319
2026.03.05 00:35:00,3019.83,3013.2,5.18,3008.02,58169.884169884164,0.02,1,2,5172.034,5172.149,0.6319355254078319
2026.03.05 00:36:00,3019.83,3012.5,5.18,3007.32,58156.37065637065,0.02,1,2,5171.683,5171.798,0.6319355254078319
2026.03.05 00:37:00,3019.83,3010.29,5.18,3005.11,58113.70656370657,0.02,1,2,5170.58,5170.695,0.6675933293493376
2026.03.05 00:38:00,3019.83,3009.79,5.18,3004.61,58104.05405405405,0.02,1,2,5170.332,5170.447,0.6675933293493376
2026.03.05 00:39:00,3019.83,3007.74,5.18,3002.56,58064.47876447876,0.02,1,2,5169.307,5169.422,0.7148069030867142
2026.03.05 00:40:00,3019.83,3010.01,5.18,3004.83,58108.30115830116,0.02,1,2,5170.441,5170.556,0.7531060258386995
2026.03.05 00:41:00,3019.83,3017.27,5.18,3012.09,58248.4555984556,0.02,1,2,5174.069,5174.166,0.7531060258386995
2026.03.05 00:42:00,3019.83,3016.93,5.18,3011.75,58241.89189189189,0.02,1,2,5173.898,5174.013,0.7531060258386995
2026.03.05 00:43:00,3019.83,3021.61,5.18,3016.43,58332.23938223939,0.02,1,2,5176.24,5176.355,0.7531060258386995
2026.03.05 00:44:00,3019.83,3018.79,5.18,3013.61,58277.79922779923,0.02,1,2,5174.832,5174.947,0.7531060258386995
2026.03.05 00:45:00,3019.83,3012.46,5.18,3007.28,58155.59845559846,0.02,1,2,5171.667,5171.782,0.7531060258386995
2026.03.05 00:46:00,3019.83,3010.52,5.18,3005.34,58118.146718146716,0.02,1,2,5170.695,5170.81,0.7531060258386995
2026.03.05 00:47:00,3019.83,3010.64,5.18,3005.46,58120.46332046332,0.02,1,2,5170.757,5170.872,0.7531060258386995
2026.03.05 00:48:00,3019.83,3007.28,5.18,3002.1,58055.59845559846,0.02,1,2,5169.076,5169.191,0.7531060258386995
2026.03.05 00:49:00,3019.83,3015.8,5.18,3010.62,58220.077220077226,0.02,1,2,5173.335,5173.45,0.8921054282403198
2026.03.05 00:50:00,3019.83,3021.98,5.18,3016.8,58339.38223938225,0.02,1,2,5176.423,5176.538,0.8921054282403198
2026.03.05 00:51:00,3019.83,3017.46,5.18,3012.28,58252.12355212356,0.02,1,2,5174.163,5174.26,0.8921054282403198
2026.03.05 00:52:00,3019.83,3014.61,5.18,3009.43,58197.10424710425,0.02,1,2,5172.738,5172.853,0.8921054282403198
2026.03.05 00:53:00,3019.83,3015.93,5.18,3010.75,58222.58687258687,0.02,1,2,5173.399,5173.514,0.8921054282403198
2026.03.05 00:54:00,3019.83,3011.94,5.18,3006.76,58145.55984555985,0.02,1,2,5171.403,5171.518,0.8921054282403198
2026.03.05 00:55:00,3019.83,3009.98,5.18,3004.8,58107.72200772201,0.02,1,2,5170.427,5170.542,0.8921054282403198
2026.03.05 00:56:00,3019.83,3012.64,5.18,3007.46,58159.073359073365,0.02,1,2,5171.756,5171.948,0.8921054282403198
2026.03.05 00:57:00,3019.83,3010.04,5.18,3004.86,58108.88030888032,0.02,1,2,5170.456,5170.571,0.8921054282403198
2026.03.05 00:58:00,3019.83,3008.74,5.18,3003.56,58083.78378378378,0.02,1,2,5169.804,5169.901,0.8921054282403198
2026.03.05 00:59:00,3019.83,3004.16,5.18,2998.98,57995.3667953668,0.02,1,2,5167.515,5167.63,0.8921054282403198
2026.03.05 01:00:00,3019.83,3014.29,5.18,3009.11,58190.92664092665,0.02,1,2,5172.578,5172.77,0.8921054282403198
2026.03.05 01:01:00,3019.83,3018.89,5.18,3013.71,58279.72972972973,0.02,1,2,5174.878,5174.993,0.8921054282403198
2026.03.05 01:02:00,3019.83,3018.16,5.18,3012.98,58265.637065637064,0.02,1,2,5174.517,5174.632,0.8921054282403198
2026.03.05 01:03:00,3019.83,3018.32,5.18,3013.14,58268.72586872588,0.02,1,2,5174.594,5174.709,0.8921054282403198
2026.03.05 01:04:00,3019.83,3022.28,5.18,3017.1,58345.17374517375,0.02,1,2,5176.573,5176.688,0.8921054282403198
2026.03.05 01:05:00,3019.83,3017.67,5.18,3012.49,58256.1776061776,0.02,1,2,5174.269,5174.384,0.8921054282403198
2026.03.05 01:06:00,3019.83,3021.66,5.18,3016.48,58333.20463320464,0.02,1,2,5176.265,5176.38,0.8921054282403198
2026.03.05 01:07:00,3019.83,3029.26,5.18,3024.08,58479.92277992279,0.02,1,2,5180.066,5180.163,0.8921054282403198
2026.03.05 01:08:00,3019.83,3028.46,5.18,3023.28,58464.47876447877,0.02,1,2,5179.663,5179.778,0.8921054282403198
2026.03.05 01:09:00,3019.83,3030.08,5.18,3024.9,58495.7528957529,0.02,1,2,5180.474,5180.589,0.8921054282403198
2026.03.05 01:10:00,3019.83,3030.59,5.18,3025.41,58505.59845559846,0.02,1,2,5180.732,5180.847,0.8921054282403198
2026.03.05 01:11:00,3040.08,3036.12,5.19,3030.93,58499.42196531791,0.02,1,3,5183.538,5183.653,0.8921054282403198
2026.03.05 01:12:00,3040.08,3037.87,5.19,3032.68,58533.14065510597,0.02,1,3,5184.416,5184.531,0.8921054282403198
2026.03.05 01:13:00,3040.08,3032.5,5.19,3027.31,58429.67244701348,0.02,1,3,5181.729,5181.844,0.8921054282403198
2026.03.05 01:14:00,3040.08,3029.42,5.19,3024.23,58370.327552986506,0.02,1,3,5180.192,5180.307,0.8921054282403198
2026.03.05 01:15:00,3040.08,3022.56,5.19,3017.37,58238.150289017336,0.02,1,3,5176.762,5176.877,0.8921054282403198
2026.03.05 01:16:00,3040.08,3023.37,5.19,3018.18,58253.75722543352,0.02,1,3,5177.165,5177.262,0.8921054282403198
2026.03.05 01:17:00,3040.08,3029.68,5.19,3024.49,58375.33718689788,0.02,1,3,5180.319,5180.434,0.8921054282403198
2026.03.05 01:18:00,3040.08,3028.31,5.19,3023.12,58348.94026974952,0.02,1,3,5179.634,5179.749,0.8921054282403198
2026.03.05 01:19:00,3040.08,3030.57,5.19,3025.38,58392.48554913295,0.02,1,3,5180.766,5180.881,0.8921054282403198
2026.03.05 01:20:00,3040.08,3028.62,5.19,3023.43,58354.913294797676,0.02,1,3,5179.79,5179.905,0.8921054282403198
2026.03.05 01:21:00,3039.86,3030.92,15.54,3015.38,19503.989703989704,0.06,2,3,5177.354,5177.451,1.1063270336893953
2026.03.05 01:22:00,3039.86,3027.32,15.54,3011.78,19480.823680823683,0.06,2,3,5176.754,5176.869,1.1063270336893953
2026.03.05 01:23:00,3039.86,3020.05,15.54,3004.51,19434.041184041187,0.06,2,3,5175.543,5175.658,1.1063270336893953
2026.03.05 01:24:00,3039.86,3031.22,15.54,3015.68,19505.920205920203,0.06,2,3,5177.406,5177.503,1.1063270336893953
2026.03.05 01:25:00,3039.86,3011.23,15.54,2995.69,19377.284427284427,0.06,2,3,5174.073,5174.17,1.1267050123253968
2026.03.05 01:26:01,3039.86,3028.01,15.54,3012.47,19485.263835263835,0.06,2,3,5176.871,5176.986,1.3081347576006632
2026.03.05 01:27:00,3039.86,3034.86,15.54,3019.32,19529.34362934363,0.06,2,3,5178.012,5178.127,1.3081347576006632
2026.03.05 01:28:00,3039.86,3024.59,15.54,3009.05,19463.256113256117,0.06,2,3,5176.299,5176.414,1.3081347576006632
2026.03.05 01:29:00,3039.86,3028.61,15.54,3013.07,19489.12483912484,0.06,2,3,5176.97,5177.085,1.3081347576006632
2026.03.05 01:30:00,3039.86,3033.83,15.54,3018.29,19522.715572715573,0.06,2,3,5177.84,5177.955,1.3081347576006632
2026.03.05 01:31:00,3039.86,3020.03,15.54,3004.49,19433.912483912485,0.06,2,3,5175.539,5175.654,1.3081347576006632
2026.03.05 01:32:00,3039.86,3036.11,15.54,3020.57,19537.38738738739,0.06,2,3,5178.219,5178.316,1.3081347576006632
2026.03.05 01:33:00,3039.86,3011.9,15.54,2996.36,19381.595881595884,0.06,2,3,5174.185,5174.3,1.3081347576006632
2026.03.05 01:34:00,3039.86,3021.13,15.54,3005.59,19440.99099099099,0.06,2,3,5175.723,5175.838,1.3081347576006632
2026.03.05 01:35:00,3039.86,3022.79,15.54,3007.25,19451.673101673103,0.06,2,3,5175.999,5176.114,1.3081347576006632
2026.03.05 01:36:00,3039.86,3004.82,15.54,2989.28,19336.03603603604,0.06,2,3,5173.004,5173.119,1.7413311421528355
2026.03.05 01:37:00,3039.86,3007.97,15.54,2992.43,19356.306306306305,0.06,2,3,5173.531,5173.646,1.7413311421528355
2026.03.05 01:38:00,3039.86,2998.58,15.54,2983.04,19295.881595881598,0.06,2,3,5171.966,5172.081,1.7413311421528355
2026.03.05 01:39:00,3039.86,3011.46,15.54,2995.92,19378.764478764482,0.06,2,3,5174.112,5174.227,1.7413311421528355
2026.03.05 01:40:00,3039.86,3015.17,15.54,2999.63,19402.638352638354,0.06,2,3,5174.73,5174.845,1.7413311421528355
2026.03.05 01:41:00,3039.86,3025.34,15.54,3009.8,19468.08236808237,0.06,2,3,5176.426,5176.541,1.7413311421528355
2026.03.05 01:42:00,3039.86,2996.36,15.54,2980.82,19281.595881595884,0.06,2,3,5171.596,5171.711,2.0470008216926936
2026.03.05 01:43:00,3039.86,3007.24,15.54,2991.7,19351.60875160875,0.06,2,3,5173.408,5173.6,2.3608874281018877
2026.03.05 01:44:00,3039.86,3013.04,15.54,2997.5,19388.93178893179,0.06,2,3,5174.376,5174.491,2.3608874281018877
2026.03.05 01:45:00,3039.86,3002.6,15.54,2987.06,19321.750321750325,0.06,2,3,5172.636,5172.733,2.3608874281018877
2026.03.05 01:46:00,3039.86,2996.8,15.54,2981.26,19284.427284427285,0.06,2,3,5171.668,5171.783,2.3608874281018877
2026.03.05 01:47:00,3039.86,3007.37,15.54,2991.83,19352.445302445303,0.06,2,3,5173.431,5173.546,2.3608874281018877
2026.03.05 01:48:00,3039.86,3022.22,15.54,3006.68,19448.005148005148,0.06,2,3,5175.906,5176.021,2.3608874281018877
2026.03.05 01:49:00,3039.86,3010.84,15.54,2995.3,19374.774774774778,0.06,2,3,5174.008,5174.123,2.3608874281018877
2026.03.05 01:50:00,3039.86,3020.2,15.54,3004.66,19435.006435006435,0.06,2,3,5175.568,5175.683,2.3608874281018877
2026.03.05 01:51:00,3039.86,3015.56,15.54,3000.02,19405.148005148007,0.06,2,3,5174.796,5174.911,2.3608874281018877
2026.03.05 01:52:00,3039.86,3032.27,15.54,3016.73,19512.676962676964,0.06,2,3,5177.579,5177.694,2.3608874281018877
2026.03.05 01:53:00,3039.86,3038.47,15.54,3022.93,19552.574002574,0.06,2,3,5178.613,5178.728,2.3608874281018877
2026.03.05 01:54:00,3039.86,3040.74,15.54,3025.2,19567.181467181468,0.06,2,3,5178.992,5179.089,2.3608874281018877
2026.03.05 01:55:00,3039.86,3012.62,15.54,2997.08,19386.229086229087,0.06,2,3,5174.304,5174.401,2.3608874281018877
2026.03.05 01:56:00,3039.86,2993.98,15.54,2978.44,19266.28056628057,0.06,2,3,5171.198,5171.313,2.3608874281018877
2026.03.05 01:57:00,3039.86,2994.41,15.54,2978.87,19269.047619047622,0.06,2,3,5171.269,5171.384,2.3608874281018877
2026.03.05 01:58:00,3039.86,3002.59,15.54,2987.05,19321.685971685976,0.06,2,3,5172.633,5172.825,2.3608874281018877
2026.03.05 01:59:00,3039.86,3010.19,15.54,2994.65,19370.592020592023,0.06,2,3,5173.899,5174.066,2.3608874281018877
2026.03.05 02:00:00,3039.86,3001.52,15.54,2985.98,19314.800514800514,0.06,2,3,5172.454,5172.569,2.3608874281018877
2026.03.05 02:01:00,3039.86,3021.95,15.54,3006.41,19446.267696267696,0.06,2,3,5175.861,5175.976,2.3608874281018877
2026.03.05 02:02:00,3039.86,3021.17,15.54,3005.63,19441.248391248395,0.06,2,3,5175.731,5175.846,2.3608874281018877
2026.03.05 02:03:00,3039.86,3026.81,15.54,3011.27,19477.541827541827,0.06,2,3,5176.669,5176.784,2.3608874281018877
2026.03.05 02:04:00,3039.86,3029.29,15.54,3013.75,19493.500643500643,0.06,2,3,5177.083,5177.198,2.3608874281018877
2026.03.05 02:05:00,3039.86,3030.83,15.54,3015.29,19503.410553410555,0.06,2,3,5177.341,5177.438,2.3608874281018877
2026.03.05 02:06:00,3039.86,3050.54,15.54,3035.0,19630.24453024453,0.06,2,3,5180.625,5180.74,2.3608874281018877
2026.03.05 02:07:00,3039.86,3045.29,15.54,3029.75,19596.460746460747,0.06,2,3,5179.751,5179.866,2.3608874281018877
2026.03.05 02:08:00,3039.86,3028.79,15.54,3013.25,19490.283140283143,0.06,2,3,5176.999,5177.114,2.3608874281018877
2026.03.05 02:09:00,3039.86,3040.7,15.54,3025.16,19566.924066924068,0.06,2,3,5178.986,5179.101,2.3608874281018877
2026.03.05 02:10:00,3039.86,3015.73,15.54,3000.19,19406.241956241956,0.06,2,3,5174.823,5175.015,2.3608874281018877
2026.03.05 02:11:00,3039.86,3024.65,15.54,3009.11,19463.642213642215,0.06,2,3,5176.31,5176.425,2.3608874281018877
2026.03.05 02:12:00,3039.86,3036.57,15.54,3021.03,19540.347490347493,0.06,2,3,5178.297,5178.412,2.3608874281018877
2026.03.05 02:13:00,3039.86,3029.58,15.54,3014.04,19495.366795366794,0.06,2,3,5177.132,5177.247,2.3608874281018877
2026.03.05 02:14:00,3039.86,3037.29,15.54,3021.75,19544.980694980695,0.06,2,3,5178.417,5178.532,2.3608874281018877
2026.03.05 02:15:00,3039.86,3040.69,15.54,3025.15,19566.85971685972,0.06,2,3,5178.983,5179.08,2.3608874281018877
2026.03.05 02:16:00,3039.86,3047.75,15.54,3032.21,19612.29086229086,0.06,2,3,5180.159,5180.351,2.3608874281018877
2026.03.05 02:17:00,3039.86,3048.58,15.54,3033.04,19617.631917631916,0.06,2,3,5180.298,5180.413,2.3608874281018877
2026.03.05 02:18:00,3039.86,3037.74,15.54,3022.2,19547.876447876446,0.06,2,3,5178.492,5178.607,2.3608874281018877
2026.03.05 02:19:00,3039.86,3048.22,15.54,3032.68,19615.315315315314,0.06,2,3,5180.238,5180.353,2.3608874281018877
2026.03.05 02:20:01,3039.86,3057.71,15.54,3042.17,19676.383526383528,0.06,2,3,5181.819,5181.916,2.3608874281018877
2026.03.05 02:21:00,3039.86,3057.88,15.54,3042.34,19677.477477477478,0.06,2,3,5181.848,5181.963,2.3608874281018877
2026.03.05 02:22:00,3039.86,3067.33,15.54,3051.79,19738.288288288288,0.06,2,3,5183.423,5183.52,2.3608874281018877
2026.03.05 02:23:00,3080.24,3076.27,5.19,3071.08,59273.025048169555,0.02,1,4,5183.941,5184.056,2.3608874281018877
2026.03.05 02:24:00,3080.24,3077.98,5.19,3072.79,59305.97302504816,0.02,1,4,5184.795,5184.91,2.3608874281018877
2026.03.05 02:25:00,3080.24,3071.91,5.19,3066.72,59189.01734104046,0.02,1,4,5181.758,5181.873,2.3608874281018877
2026.03.05 02:26:00,3080.24,3070.94,5.19,3065.75,59170.327552986506,0.02,1,4,5181.274,5181.389,2.3608874281018877
2026.03.05 02:27:00,3080.24,3072.2,5.19,3067.01,59194.6050096339,0.02,1,4,5181.906,5182.021,2.3608874281018877
2026.03.05 02:28:00,3080.24,3077.7,5.19,3072.51,59300.578034682076,0.02,1,4,5184.654,5184.769,2.3608874281018877
2026.03.05 02:29:00,3080.24,3073.68,5.19,3068.49,59223.12138728323,0.02,1,4,5182.645,5182.76,2.3608874281018877
2026.03.05 02:30:00,3080.24,3076.6,5.19,3071.41,59279.38342967244,0.02,1,4,5184.105,5184.22,2.3608874281018877
2026.03.05 02:31:01,3080.24,3081.19,5.19,3076.0,59367.82273603082,0.02,1,4,5186.399,5186.514,2.3608874281018877
2026.03.05 02:32:01,3080.24,3077.43,5.19,3072.24,59295.37572254335,0.02,1,4,5184.519,5184.634,2.3608874281018877
2026.03.05 02:33:00,3080.24,3072.78,5.19,3067.59,59205.780346820815,0.02,1,4,5182.196,5182.311,2.3608874281018877
2026.03.05 02:34:00,3080.24,3076.84,5.19,3071.65,59284.007707129094,0.02,1,4,5184.226,5184.323,2.3608874281018877
2026.03.05 02:35:00,3080.24,3077.45,5.19,3072.26,59295.76107899807,0.02,1,4,5184.528,5184.625,2.3608874281018877
2026.03.05 02:36:00,3080.24,3071.51,5.19,3066.32,59181.31021194605,0.02,1,4,5181.56,5181.675,2.3608874281018877
2026.03.05 02:37:00,3080.24,3072.41,5.19,3067.22,59198.65125240847,0.02,1,4,5182.012,5182.127,2.3608874281018877
2026.03.05 02:38:00,3080.24,3070.09,5.19,3064.9,59153.94990366088,0.02,1,4,5180.848,5180.945,2.3608874281018877
2026.03.05 02:39:00,3080.24,3067.54,5.19,3062.35,59104.816955684,0.02,1,4,5179.574,5179.689,2.3608874281018877
2026.03.05 02:40:00,3080.24,3068.02,5.19,3062.83,59114.0655105973,0.02,1,4,5179.817,5179.914,2.3608874281018877
2026.03.05 02:41:00,3080.24,3073.1,5.19,3067.91,59211.94605009633,0.02,1,4,5182.353,5182.468,2.3608874281018877
2026.03.05 02:42:00,3080.24,3068.77,5.19,3063.58,59128.516377649314,0.02,1,4,5180.19,5180.287,2.3608874281018877
2026.03.05 02:43:00,3080.24,3065.97,5.19,3060.78,59074.56647398843,0.02,1,4,5178.79,5178.905,2.3608874281018877
2026.03.05 02:44:00,3080.24,3065.77,5.19,3060.58,59070.71290944122,0.02,1,4,5178.692,5178.807,2.3608874281018877
2026.03.05 02:45:00,3080.02,3058.53,15.54,3042.99,19681.660231660233,0.06,2,4,5175.64,5175.755,2.3608874281018877
2026.03.05 02:46:00,3080.02,3067.44,15.54,3051.9,19738.99613899614,0.06,2,4,5177.126,5177.241,2.3608874281018877
2026.03.05 02:47:00,3080.02,3073.01,15.54,3057.47,19774.839124839127,0.06,2,4,5178.053,5178.15,2.3608874281018877
2026.03.05 02:48:00,3080.02,3082.31,15.54,3066.77,19834.684684684686,0.06,2,4,5179.603,5179.718,2.3608874281018877
2026.03.05 02:49:00,3080.02,3069.42,15.54,3053.88,19751.737451737452,0.06,2,4,5177.454,5177.569,2.3608874281018877
2026.03.05 02:50:00,3080.02,3089.22,15.54,3073.68,19879.150579150577,0.06,2,4,5180.756,5180.871,2.3608874281018877
2026.03.05 02:51:01,3080.02,3098.41,15.54,3082.87,19938.288288288288,0.06,2,4,5182.287,5182.402,2.3608874281018877
2026.03.05 02:52:00,3080.02,3107.85,15.54,3092.31,19999.03474903475,0.06,2,4,5183.86,5183.975,2.3608874281018877
2026.03.05 02:53:00,3120.15,3117.69,5.19,3112.5,60071.098265895955,0.02,1,5,5184.906,5185.021,2.3608874281018877
2026.03.05 02:54:00,3120.15,3124.13,5.19,3118.94,60195.18304431599,0.02,1,5,5188.127,5188.242,2.3608874281018877
2026.03.05 02:55:00,3120.15,3123.03,5.19,3117.84,60173.988439306355,0.02,1,5,5187.576,5187.691,2.3608874281018877
2026.03.05 02:56:00,3120.15,3122.93,5.19,3117.74,60172.06165703275,0.02,1,5,5187.526,5187.641,2.3608874281018877
2026.03.05 02:57:00,3120.15,3126.94,5.19,3121.75,60249.325626204234,0.02,1,5,5189.528,5189.643,2.3608874281018877
2026.03.05 02:58:00,3120.15,3127.8,5.19,3122.61,60265.89595375723,0.02,1,5,5189.96,5190.075,2.3608874281018877
2026.03.05 02:59:00,3120.15,3132.3,5.19,3127.11,60352.601156069366,0.02,1,5,5192.212,5192.327,2.3608874281018877
2026.03.05 03:00:00,3120.15,3132.35,5.19,3127.16,60353.56454720616,0.02,1,5,5192.236,5192.333,2.3608874281018877
2026.03.05 03:01:00,3120.15,3129.08,5.19,3123.89,60290.558766859336,0.02,1,5,5190.599,5190.714,2.3608874281018877
2026.03.05 03:02:00,3120.15,3134.25,5.19,3129.06,60390.17341040462,0.02,1,5,5193.184,5193.299,2.3608874281018877
2026.03.05 03:03:00,3120.15,3129.47,5.19,3124.28,60298.07321772639,0.02,1,5,5190.793,5190.908,2.3608874281018877
2026.03.05 03:04:00,3120.15,3131.55,5.19,3126.36,60338.150289017336,0.02,1,5,5191.835,5191.95,2.3608874281018877
2026.03.05 03:05:00,3120.15,3133.94,5.19,3128.75,60384.20038535645,0.02,1,5,5193.029,5193.144,2.3608874281018877
2026.03.05 03:06:00,3120.15,3133.94,5.19,3128.75,60384.20038535645,0.02,1,5,5193.028,5193.143,2.3608874281018877
2026.03.05 03:07:00,3120.15,3131.37,5.19,3126.18,60334.682080924846,0.02,1,5,5191.747,5191.844,2.3608874281018877
2026.03.05 03:08:00,3120.15,3126.52,5.19,3121.33,60241.23314065511,0.02,1,5,5189.321,5189.436,2.3608874281018877
2026.03.05 03:09:00,3120.15,3125.65,5.19,3120.46,60224.470134874755,0.02,1,5,5188.885,5189.0,2.3608874281018877
2026.03.05 03:10:00,3120.15,3124.69,5.19,3119.5,60205.97302504816,0.02,1,5,5188.407,5188.522,2.3608874281018877
2026.03.05 03:11:00,3120.15,3121.69,5.19,3116.5,60148.16955684007,0.02,1,5,5186.905,5187.02,2.3608874281018877
2026.03.05 03:12:00,3120.15,3121.45,5.19,3116.26,60143.54527938342,0.02,1,5,5186.784,5186.899,2.3608874281018877
2026.03.05 03:13:00,3120.15,3119.56,5.19,3114.37,60107.129094412325,0.02,1,5,5185.838,5185.953,2.3608874281018877
2026.03.05 03:14:00,3120.15,3117.56,5.19,3112.37,60068.59344894026,0.02,1,5,5184.838,5184.953,2.3608874281018877
2026.03.05 03:15:00,3120.15,3119.98,5.19,3114.79,60115.221579961464,0.02,1,5,5186.049,5186.164,2.3608874281018877
2026.03.05 03:16:00,3120.15,3125.38,5.19,3120.19,60219.26782273602,0.02,1,5,5188.751,5188.848,2.3608874281018877
2026.03.05 03:17:00,3120.15,3127.6,5.19,3122.41,60262.042389210015,0.02,1,5,5189.862,5189.977,2.3608874281018877
2026.03.05 03:18:00,3120.15,3128.75,5.19,3123.56,60284.20038535645,0.02,1,5,5190.433,5190.548,2.3608874281018877
2026.03.05 03:19:00,3120.15,3124.06,5.19,3118.87,60193.83429672447,0.02,1,5,5188.091,5188.206,2.3608874281018877
2026.03.05 03:20:00,3120.15,3124.65,5.19,3119.46,60205.202312138725,0.02,1,5,5188.383,5188.498,2.3608874281018877
2026.03.05 03:21:00,3120.15,3121.9,5.19,3116.71,60152.21579961465,0.02,1,5,5187.012,5187.061,2.3608874281018877
2026.03.05 03:22:00,3120.15,3122.6,5.19,3117.41,60165.70327552986,0.02,1,5,5187.359,5187.474,2.3608874281018877
2026.03.05 03:23:00,3120.15,3121.31,5.19,3116.12,60140.84778420038,0.02,1,5,5186.714,5186.811,2.3608874281018877
2026.03.05 03:24:00,3120.15,3124.74,5.19,3119.55,60206.936416184966,0.02,1,5,5188.428,5188.543,2.3608874281018877
2026.03.05 03:25:00,3120.15,3121.82,5.19,3116.63,60150.67437379576,0.02,1,5,5186.971,5187.086,2.3608874281018877
2026.03.05 03:26:00,3120.15,3120.66,5.19,3115.47,60128.323699421955,0.02,1,5,5186.388,5186.503,2.3608874281018877
