month,entry_time,exit_time,gross_return,observed_spread_cost,net_return,stress_return,turnover,gross_exposure,portfolio_scale,ex_ante_vol
2025-05,2025-05-01 00:00:00+00:00,2025-06-02 00:00:00+00:00,0.00574387749149358,3.222847939112071e-05,0.005711649012102459,0.005650249038997272,0.12279994621037334,1.2821492039224998,1.4509084883122132,0.1
2025-06,2025-06-01 21:00:00+00:00,2025-07-01 00:00:00+00:00,0.031935286667348795,3.7658605810152576e-05,0.03189762806153864,0.03173602838064105,0.3231993617951715,1.1050623770580272,1.4056239213442236,0.1
2025-07,2025-07-01 00:00:00+00:00,2025-08-01 00:00:00+00:00,-0.03318283950325394,7.2690559397534595e-06,-0.03319010855919369,-0.03331112888014243,0.24204064189747437,1.1493807682142845,1.2879057020138476,0.10000000000000002
2025-08,2025-08-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,0.014577148981904266,9.828729748272918e-05,0.014478861684421538,0.013622897691244607,1.711927986353862,1.5946865326709334,3.349777764236127,0.1
2025-09,2025-09-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,0.04865174769087067,0.00018487798332154811,0.04846686970754912,0.04769521921635346,1.5433009823913184,1.2527608918181232,1.59146184249142,0.1
2025-10,2025-10-01 00:00:00+00:00,2025-11-03 00:00:00+00:00,0.04367085956445527,0.00023405256011081087,0.043436807004344456,0.0426998938785092,1.473826251670517,1.530847705843854,2.6110691524626737,0.1
2025-11,2025-11-02 22:00:00+00:00,2025-12-01 00:00:00+00:00,0.05759095341416322,8.323392209974288e-06,0.05758263002195324,0.057528776468052455,0.1077071078015662,1.423140598042288,2.508369547093194,0.09999999999999999
2025-12,2025-12-01 00:00:00+00:00,2026-01-02 00:00:00+00:00,0.060829229961498525,6.841415154762845e-05,0.060760815809950894,0.06049742372357339,0.5267841727550004,1.3193923601604967,2.3278145926883367,0.09999999999999999
2026-01,2026-01-01 22:00:00+00:00,2026-02-02 00:00:00+00:00,0.044457275991382494,0.00024943989299007295,0.04420783609839242,0.0436970431570897,1.0215858826054447,1.3254120561918659,1.6393815960347249,0.1
2026-02,2026-02-01 22:00:00+00:00,2026-03-02 00:00:00+00:00,0.013090598774630202,1.1251291006973645e-05,0.013079347483623228,0.012895279450416705,0.3681360664130453,1.1509540829043239,1.4318897027610316,0.1
2026-03,2026-03-01 22:00:00+00:00,2026-04-01 00:00:00+00:00,-0.042798328322937264,3.6888906750634026e-05,-0.042835217229687896,-0.04319600815992991,0.721581860484035,0.8605366373347465,2.1904156172670763,0.1
2026-04,2026-04-01 00:00:00+00:00,2026-05-01 00:00:00+00:00,-0.026986359690057294,0.00011310128144646174,-0.027099460971503755,-0.028059943075350133,1.9209642076927527,1.621330897208304,3.516270442439229,0.1
2026-05,2026-05-01 00:00:00+00:00,2026-06-01 00:00:00+00:00,-0.001424681938223498,5.6601706438700813e-05,-0.0014812836446621987,-0.002939806391403589,2.9170454934827807,2.461668287960554,7.578017496448569,0.1
2026-06,2026-06-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.03104345610395373,0.00011701093719985081,0.030926445166753882,0.02952463049938292,2.803629334741924,1.6781000106009505,3.377704779064083,0.1
2026-07,2026-07-01 00:00:00+00:00,2026-08-03 00:00:00+00:00,-0.03091338894554723,3.356331703211604e-05,-0.030946952262579347,-0.03138905855876491,0.8842125923711152,1.5747972798926573,2.079884837398678,0.1
