symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
BTCUSD,15,1.3043478260869565,2025-12,2025-12-19,2025-12-19 15:00:00,2025-12-19 17:30:00,BUY,88524.06,87451.74,89922.738261,87451.74,loss,-1.0,-1072.32,88524.06,87451.74,4.084
EURJPY,15,1.3043478260869565,2025-12,2025-12-19,2025-12-19 15:00:00,2025-12-19 15:45:00,BUY,184.601,184.411,184.848826,184.411,loss,-1.0,-19000.0,184.601,184.411,1.4394
US30,15,1.3043478260869565,2025-12,2025-12-19,2025-12-19 15:00:00,2025-12-19 21:00:00,BUY,48269.7,48091.2,48502.526087,48194.2,timeout,-0.423,-75.5,48269.7,48091.2,4.121
USDCAD,15,1.3043478260869565,2025-12,2025-12-19,2025-12-19 15:30:00,2025-12-19 21:00:00,BUY,1.37764,1.37544,1.38051,1.37981,timeout,0.9864,217.0,1.37764,1.37544,3.5939
BTCUSD,15,1.3043478260869565,2025-12,2025-12-20,2025-12-20 14:45:00,2025-12-20 15:15:00,BUY,88161.71,88051.92,88304.914348,88051.92,loss,-1.0,-109.79,88161.71,88051.92,0.7918
BTCUSD,15,1.3043478260869565,2025-12,2025-12-21,2025-12-21 14:45:00,2025-12-21 15:15:00,BUY,88012.99,87785.84,88309.272609,87785.84,loss,-1.0,-227.15,88012.99,87785.84,0.8784
AUDUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 15:30:00,SELL,0.66481,0.66548,0.663936,0.66548,loss,-1.0,-67.0,0.66548,0.66481,2.3392
BTCUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 15:15:00,BUY,90166.85,89403.27,91162.823913,89403.27,loss,-1.0,-763.58,90166.85,89403.27,2.7432
EURJPY,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 16:15:00,BUY,184.674,184.515,184.881391,184.515,loss,-1.0,-15900.0,184.674,184.515,1.1415
GBPJPY,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 16:45:00,BUY,211.236,211.044,211.486435,211.044,loss,-1.0,-19200.0,211.236,211.044,1.1085
USDCAD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 21:00:00,SELL,1.37446,1.3761,1.372321,1.37485,timeout,-0.2378,-39.0,1.3761,1.37446,2.8808
XAGUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 15:00:00,BUY,69.084,68.654,69.64487,68.654,loss,-1.0,-2150.0,69.084,68.654,2.1197
XAUUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 14:45:00,2025-12-22 15:00:00,BUY,4426.646,4414.782,4442.120783,4414.782,loss,-1.0,-1186.4,4426.646,4414.782,1.9037
EURGBP,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 15:00:00,2025-12-22 15:15:00,SELL,0.87412,0.87454,0.873572,0.87454,loss,-1.0,-42.0,0.87454,0.87412,0.9932
GBPUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 15:00:00,2025-12-22 15:30:00,SELL,1.34462,1.34571,1.343198,1.34571,loss,-1.0,-109.0,1.34571,1.34462,1.3421
NZDUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 15:00:00,2025-12-22 18:30:00,BUY,0.57972,0.57916,0.58045,0.57916,loss,-1.0,-56.0,0.57972,0.57916,1.8491
EURUSD,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 15:30:00,2025-12-22 16:15:00,BUY,1.17661,1.17566,1.177849,1.17566,loss,-1.0,-95.0,1.17661,1.17566,1.52
US30,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 16:00:00,2025-12-22 21:00:00,BUY,48438.3,48248.4,48685.995652,48417.8,timeout,-0.108,-20.5,48438.3,48248.4,7.8011
USDCHF,15,1.3043478260869565,2025-12,2025-12-22,2025-12-22 16:15:00,2025-12-22 21:00:00,SELL,0.79194,0.79285,0.790753,0.79195,timeout,-0.011,-1.0,0.79285,0.79194,2.0319
AUDUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,SELL,0.66786,0.66858,0.666921,0.66858,loss,-1.0,-72.0,0.66858,0.66786,1.5701
BTCUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 14:45:00,SELL,87212.85,87721.09,86549.928261,86549.928261,win,1.3043,662.92,87721.09,87212.85,2.2902
EURGBP,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 21:00:00,BUY,0.87286,0.87221,0.873708,0.87311,timeout,0.3846,25.0,0.87286,0.87221,1.5217
EURJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,SELL,184.113,184.217,183.977348,183.977348,win,1.3043,13565.22,184.217,184.113,0.9504
EURUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 16:45:00,SELL,1.17698,1.17788,1.175806,1.17788,loss,-1.0,-90.0,1.17788,1.17698,1.3923
GBPJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,SELL,210.99,211.15,210.781304,210.781304,win,1.3043,20869.57,211.15,210.99,1.1928
GBPUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 21:00:00,SELL,1.34866,1.35002,1.346886,1.35002,loss,-1.0,-136.0,1.35002,1.34866,1.6287
US30,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 18:15:00,BUY,48399.8,48281.0,48554.756522,48554.756522,win,1.3043,154.96,48399.8,48281.0,4.0966
USDCAD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:45:00,BUY,1.37184,1.37091,1.373053,1.37091,loss,-1.0,-93.0,1.37184,1.37091,1.3205
USDCHF,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,BUY,0.79053,0.78989,0.791365,0.78989,loss,-1.0,-64.0,0.79053,0.78989,1.1963
USDJPY,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 15:00:00,SELL,156.414,156.542,156.247043,156.247043,win,1.3043,16695.65,156.542,156.414,1.1249
XAUUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 14:45:00,2025-12-23 16:15:00,SELL,4447.62,4465.1,4424.82,4465.1,loss,-1.0,-1748.0,4465.1,4447.62,2.12
NZDUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 15:00:00,2025-12-23 18:45:00,BUY,0.5826,0.58195,0.583448,0.583448,win,1.3043,84.78,0.5826,0.58195,1.5294
XAGUSD,15,1.3043478260869565,2025-12,2025-12-23,2025-12-23 15:00:00,2025-12-23 16:00:00,SELL,69.214,70.25,67.862696,70.25,loss,-1.0,-5180.0,70.25,69.214,3.7585
BTCUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 21:00:00,BUY,87231.96,86354.96,88375.873043,87575.81,timeout,0.3921,343.85,87231.96,86354.96,5.1599
EURGBP,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 15:00:00,BUY,0.87263,0.87231,0.873047,0.87231,loss,-1.0,-32.0,0.87263,0.87231,1.2108
EURJPY,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 21:00:00,SELL,183.506,183.701,183.251652,183.502,timeout,0.0205,400.0,183.701,183.506,2.4484
GBPJPY,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 21:00:00,SELL,210.321,210.554,210.017087,210.325,timeout,-0.0172,-400.0,210.554,210.321,2.4863
GBPUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 15:00:00,SELL,1.35003,1.35064,1.349234,1.349234,win,1.3043,79.57,1.35064,1.35003,1.0675
US30,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 16:30:00,BUY,48569.3,48421.0,48762.734783,48762.734783,win,1.3043,193.43,48569.3,48421.0,9.2895
USDCHF,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 15:45:00,BUY,0.78832,0.78798,0.788763,0.788763,win,1.3043,44.35,0.78832,0.78798,0.8068
USDJPY,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 17:30:00,SELL,155.798,155.968,155.576261,155.968,loss,-1.0,-17000.0,155.968,155.798,2.3896
XAGUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 18:15:00,SELL,71.269,72.282,69.947696,71.788,timeout,-0.5123,-2595.0,72.282,71.269,4.1107
XAUUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 14:45:00,2025-12-24 18:15:00,SELL,4469.185,4488.864,4443.516739,4480.715,timeout,-0.5859,-1153.0,4488.864,4469.185,3.2207
AUDUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 15:00:00,2025-12-24 18:15:00,BUY,0.67091,0.67023,0.671797,0.67023,loss,-1.0,-68.0,0.67091,0.67023,1.863
NZDUSD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 15:00:00,2025-12-24 15:45:00,BUY,0.58389,0.58326,0.584712,0.58326,loss,-1.0,-63.0,0.58389,0.58326,1.9776
USDCAD,15,1.3043478260869565,2025-12,2025-12-24,2025-12-24 16:15:00,2025-12-24 21:00:00,BUY,1.36782,1.36644,1.36962,1.36734,timeout,-0.3478,-48.0,1.36782,1.36644,2.9053
BTCUSD,15,1.3043478260869565,2025-12,2025-12-25,2025-12-25 14:45:00,2025-12-25 15:00:00,BUY,87596.04,87509.49,87708.931304,87708.931304,win,1.3043,112.89,87596.04,87509.49,0.7193
AUDUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,SELL,0.67164,0.67205,0.671105,0.67205,loss,-1.0,-41.0,0.67205,0.67164,1.3932
BTCUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,SELL,88198.14,89003.48,87147.696522,87147.696522,win,1.3043,1050.44,89003.48,88198.14,5.712
EURGBP,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 14:45:00,SELL,0.87222,0.87246,0.871907,0.871907,win,1.3043,31.3,0.87246,0.87222,0.8195
EURJPY,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,BUY,184.348,184.289,184.424957,184.289,loss,-1.0,-5900.0,184.348,184.289,0.8901
EURUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,SELL,1.17848,1.17899,1.177815,1.17899,loss,-1.0,-51.0,1.17899,1.17848,0.9495
GBPJPY,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 14:45:00,BUY,211.325,211.221,211.460652,211.460652,win,1.3043,13565.22,211.325,211.221,1.2256
NZDUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,SELL,0.58321,0.5836,0.582701,0.5836,loss,-1.0,-39.0,0.5836,0.58321,1.4109
USDCAD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,BUY,1.36519,1.36447,1.366129,1.36447,loss,-1.0,-72.0,1.36519,1.36447,1.3981
USDCHF,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,BUY,0.78861,0.78824,0.789093,0.78824,loss,-1.0,-37.0,0.78861,0.78824,1.0078
USDJPY,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:00:00,BUY,156.419,156.326,156.540304,156.326,loss,-1.0,-9300.0,156.419,156.326,1.2271
XAUUSD,15,1.3043478260869565,2025-12,2025-12-26,2025-12-26 14:45:00,2025-12-26 15:15:00,SELL,4519.116,4533.439,4500.433826,4533.439,loss,-1.0,-1432.3,4533.439,4519.116,1.9402
BTCUSD,15,1.3043478260869565,2025-12,2025-12-27,2025-12-27 14:45:00,2025-12-27 21:00:00,BUY,87456.2,87357.3,87585.2,87558.09,timeout,1.0302,101.89,87456.2,87357.3,1.2506
BTCUSD,15,1.3043478260869565,2025-12,2025-12-28,2025-12-28 14:45:00,2025-12-28 18:00:00,SELL,87862.74,88035.45,87637.466087,87637.466087,win,1.3043,225.27,88035.45,87862.74,2.2008
BTCUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 21:00:00,SELL,87303.08,88088.85,86278.162609,87227.07,timeout,0.0967,76.01,88088.85,87303.08,3.0358
EURGBP,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,SELL,0.87241,0.87304,0.871588,0.87304,loss,-1.0,-63.0,0.87304,0.87241,1.1967
EURJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,BUY,183.996,183.899,184.122522,184.122522,win,1.3043,12652.17,183.996,183.899,1.0925
EURUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:30:00,BUY,1.17849,1.1777,1.17952,1.1777,loss,-1.0,-79.0,1.17849,1.1777,1.1437
GBPJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:45:00,BUY,210.799,210.637,211.010304,210.637,loss,-1.0,-16200.0,210.799,210.637,1.0351
GBPUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,BUY,1.35062,1.34938,1.352237,1.34938,loss,-1.0,-124.0,1.35062,1.34938,1.0729
US30,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 21:00:00,SELL,48594.4,48748.4,48393.530435,48512.0,timeout,0.5351,82.4,48748.4,48594.4,5.283
USDCAD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,SELL,1.36628,1.36795,1.364102,1.36795,loss,-1.0,-167.0,1.36795,1.36628,2.672
USDCHF,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,SELL,0.78896,0.78958,0.788151,0.788151,win,1.3043,80.87,0.78958,0.78896,0.7877
USDJPY,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:45:00,BUY,156.152,156.006,156.342435,156.006,loss,-1.0,-14600.0,156.152,156.006,1.674
XAGUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 14:45:00,2025-12-29 15:00:00,BUY,73.121,71.846,74.784043,71.846,loss,-1.0,-6375.0,73.121,71.846,1.4341
AUDUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 15:00:00,2025-12-29 21:00:00,SELL,0.66917,0.67026,0.667748,0.66943,timeout,-0.2385,-26.0,0.67026,0.66917,2.202
NZDUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 15:00:00,2025-12-29 15:45:00,SELL,0.5799,0.58079,0.578739,0.58079,loss,-1.0,-89.0,0.58079,0.5799,1.8216
XAUUSD,15,1.3043478260869565,2025-12,2025-12-29,2025-12-29 15:00:00,2025-12-29 15:15:00,SELL,4356.544,4390.055,4312.834,4312.834,win,1.3043,4371.0,4390.055,4356.544,2.1192
AUDUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:00:00,BUY,0.67006,0.66949,0.670803,0.66949,loss,-1.0,-57.0,0.67006,0.66949,1.4805
BTCUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 14:45:00,BUY,88155.39,87760.43,88670.555217,88670.555217,win,1.3043,515.17,88155.39,87760.43,2.2161
EURGBP,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:15:00,BUY,0.8727,0.87212,0.873457,0.873457,win,1.3043,75.65,0.8727,0.87212,1.4764
EURJPY,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 21:00:00,BUY,183.847,183.753,183.969609,183.753,loss,-1.0,-9400.0,183.847,183.753,0.8529
EURUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:15:00,BUY,1.17627,1.17564,1.177092,1.17564,loss,-1.0,-63.0,1.17627,1.17564,1.0835
GBPJPY,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:30:00,SELL,210.556,210.712,210.352522,210.712,loss,-1.0,-15600.0,210.712,210.556,1.1863
GBPUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:15:00,SELL,1.34731,1.34841,1.345875,1.345875,win,1.3043,143.48,1.34841,1.34731,1.3438
NZDUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 15:00:00,BUY,0.58015,0.57964,0.580815,0.57964,loss,-1.0,-51.0,0.58015,0.57964,1.5624
XAUUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 14:45:00,2025-12-30 21:00:00,SELL,4364.019,4392.203,4327.257261,4348.329,timeout,0.5567,1569.0,4392.203,4364.019,3.2301
XAGUSD,15,1.3043478260869565,2025-12,2025-12-30,2025-12-30 15:30:00,2025-12-30 17:30:00,BUY,76.252,75.09,77.767652,77.767652,win,1.3043,7578.26,76.252,75.09,2.4675
AUDUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,0.66725,0.66783,0.666493,0.666493,win,1.3043,75.65,0.66783,0.66725,1.3716
BTCUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,88442.4,88849.9,87910.878261,87910.878261,win,1.3043,531.52,88849.9,88442.4,2.5301
EURJPY,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 21:00:00,SELL,184.081,184.204,183.920565,184.047,timeout,0.2764,3400.0,184.204,184.081,1.5266
EURUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,1.17319,1.17402,1.172107,1.172107,win,1.3043,108.26,1.17402,1.17319,1.3145
GBPJPY,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,210.847,211.007,210.638304,210.638304,win,1.3043,20869.57,211.007,210.847,1.3115
GBPUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,1.34391,1.34477,1.342788,1.342788,win,1.3043,112.17,1.34477,1.34391,0.9128
NZDUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,0.5758,0.57634,0.575096,0.575096,win,1.3043,70.43,0.57634,0.5758,1.3125
US30,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 20:45:00,SELL,48284.3,48434.6,48088.256522,48088.256522,win,1.3043,196.04,48434.6,48284.3,8.4438
USDCAD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,SELL,1.36925,1.37017,1.36805,1.37017,loss,-1.0,-92.0,1.37017,1.36925,1.5669
USDCHF,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,BUY,0.79262,0.79217,0.793207,0.793207,win,1.3043,58.7,0.79262,0.79217,0.9265
XAGUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 16:00:00,BUY,73.262,72.091,74.789391,72.091,loss,-1.0,-5855.0,73.262,72.091,2.9427
XAUUSD,15,1.3043478260869565,2025-12,2025-12-31,2025-12-31 14:45:00,2025-12-31 15:00:00,BUY,4348.761,4332.911,4369.434913,4332.911,loss,-1.0,-1585.0,4348.761,4332.911,1.5688
BTCUSD,15,1.3043478260869565,2026-01,2026-01-01,2026-01-01 14:45:00,2026-01-01 15:15:00,BUY,87800.67,87688.65,87946.783043,87946.783043,win,1.3043,146.11,87800.67,87688.65,1.1677
AUDUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:15:00,BUY,0.66942,0.6687,0.670359,0.6687,loss,-1.0,-72.0,0.66942,0.6687,1.753
BTCUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 16:30:00,BUY,89431.48,88388.69,90791.64087,90791.64087,win,1.3043,1360.16,89431.48,88388.69,5.2272
EURJPY,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:00:00,BUY,183.964,183.898,184.050087,183.898,loss,-1.0,-6600.0,183.964,183.898,0.7304
EURUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:00:00,BUY,1.17287,1.17244,1.173431,1.173431,win,1.3043,56.09,1.17287,1.17244,0.7649
GBPJPY,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:45:00,BUY,211.19,211.027,211.402609,211.402609,win,1.3043,21260.87,211.19,211.027,1.2282
GBPUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:30:00,BUY,1.34649,1.34538,1.347938,1.347938,win,1.3043,144.78,1.34649,1.34538,1.2801
NZDUSD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 16:00:00,BUY,0.57722,0.57675,0.577833,0.57675,loss,-1.0,-47.0,0.57722,0.57675,1.4989
US30,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 16:15:00,SELL,47889.3,48232.9,47441.126087,48232.9,loss,-1.0,-343.6,48232.9,47889.3,13.3696
USDCAD,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 14:45:00,2026-01-02 15:45:00,SELL,1.37357,1.37465,1.372161,1.372161,win,1.3043,140.87,1.37465,1.37357,1.8305
EURGBP,15,1.3043478260869565,2026-01,2026-01-02,2026-01-02 15:00:00,2026-01-02 21:00:00,SELL,0.87082,0.87148,0.869959,0.8707,timeout,0.1818,12.0,0.87148,0.87082,1.4303
