proximity_threshold,minimum_trend,trend_definition,proximity_relation,direction_mode,maximum_opening_range,entry_mode,entry_cutoff_minute,stop_range_multiple,minimum_stop_points,reward_risk,trailing_mode,exit_minute,outcome_index,robust_lcb_score,train_trades,train_pf,train_mean_r,validation_trades,validation_pf,validation_mean_r,positive_preholdout_years,tested_preholdout_years,preholdout_return_pct,preholdout_pf,preholdout_dd_pct,stability_score,yearly_returns_json
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,2.0,be_1r,960,129,0.032834189097714156,173,1.4464300870895386,0.1907442787479114,53,1.6011844873428345,0.2669649304084058,5,5,57.44235012863579,1.4838042476963216,7.613186393301405,0.06760781631111135,"{""2020"": 5.077685579066471, ""2021"": 11.256444993067882, ""2022"": 12.054891709942272, ""2023"": 3.8580533961193986, ""2024"": 14.653284820066293}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,2.0,be_1r,960,129,0.032834189097714156,173,1.4464300870895386,0.1907442787479114,53,1.6011844873428345,0.2669649304084058,5,5,57.44235012863579,1.4838042476963216,7.613186393301405,0.06760781631111135,"{""2020"": 5.077685579066471, ""2021"": 11.256444993067882, ""2022"": 12.054891709942272, ""2023"": 3.8580533961193986, ""2024"": 14.653284820066293}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.25,40.0,4.0,be_1r,960,285,0.028860498552644664,192,1.3591901063919067,0.14170131087303162,56,1.596030592918396,0.28137639590672087,5,5,50.8789070720816,1.4204666833170396,5.656209299305056,0.06754807995403456,"{""2020"": 12.00355774142363, ""2021"": 8.39244079164918, ""2022"": 3.36567915689836, ""2023"": 1.0588857823594644, ""2024"": 16.35166677912805}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.25,40.0,4.0,be_1r,960,285,0.028860498552644664,194,1.3414794206619263,0.1350858334413509,56,1.596030592918396,0.28137639590672087,5,5,49.37011800136082,1.4066999455690798,5.656209299305056,0.06754807995403456,"{""2020"": 12.00355774142363, ""2021"": 8.39244079164918, ""2022"": 2.3320223653293892, ""2023"": 1.0588857823594644, ""2024"": 16.35166677912805}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,20.0,3.0,none,960,205,0.030903385713652504,192,1.2989102602005005,0.15799801548322043,56,1.6458009481430054,0.3526210444314139,5,5,60.78444879892626,1.3792264010564894,7.520089849975202,0.0658632060137021,"{""2020"": 10.041305647652976, ""2021"": 12.68525754268599, ""2022"": 3.824025506848794, ""2023"": 3.807487761871542, ""2024"": 20.881407841150956}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,20.0,2.0,be_1r,960,105,0.03201147200158616,173,1.3664995431900024,0.16520999621793714,53,1.5983490943908691,0.26617719542305424,5,5,50.52552635757106,1.420322586806791,8.42378818957627,0.06516389562243363,"{""2020"": 3.9764502239334254, ""2021"": 11.239630584719794, ""2022"": 9.82211924769414, ""2023"": 3.8194845635128205, ""2024"": 14.605397081753747}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,20.0,2.0,be_1r,960,105,0.03201147200158616,173,1.3664995431900024,0.16520999621793714,53,1.5983490943908691,0.26617719542305424,5,5,50.52552635757106,1.420322586806791,8.42378818957627,0.06516389562243363,"{""2020"": 3.9764502239334254, ""2021"": 11.239630584719794, ""2022"": 9.82211924769414, ""2023"": 3.8194845635128205, ""2024"": 14.605397081753747}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.0,20.0,3.0,none,960,205,0.029866045445400724,194,1.295262336730957,0.1559828827061604,56,1.6458009481430054,0.3526210444314139,5,5,60.64907985526189,1.3758132584266443,7.5200898499752515,0.06482586574545023,"{""2020"": 11.059251294459438, ""2021"": 12.68525754268599, ""2022"": 2.785785251780326, ""2023"": 3.807487761871542, ""2024"": 20.881407841150956}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,3.0,none,960,133,0.03142881122621716,173,1.3161003589630127,0.16419724921959672,53,1.7410975694656372,0.39901024440549454,5,5,60.284274016128506,1.4185284149501105,8.413084439432424,0.06460264234735232,"{""2020"": 4.5349922262521325, ""2021"": 13.230372531453561, ""2022"": 4.5544842197181135, ""2023"": 4.215365951308714, ""2024"": 22.601470635418043}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,3.0,none,960,133,0.03142881122621716,173,1.3161003589630127,0.16419724921959672,53,1.7410975694656372,0.39901024440549454,5,5,60.284274016128506,1.4185284149501105,8.413084439432424,0.06460264234735232,"{""2020"": 4.5349922262521325, ""2021"": 13.230372531453561, ""2022"": 4.5544842197181135, ""2023"": 4.215365951308714, ""2024"": 22.601470635418043}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,40.0,3.0,none,840,228,0.029322034127734986,192,1.3084900379180908,0.14171899358431497,56,1.6258176565170288,0.33247293744768414,5,5,54.768612987383534,1.3885269162797473,7.699338344783779,0.06392335743816743,"{""2020"": 3.3188027861736025, ""2021"": 14.196223701410936, ""2022"": 1.774533873891504, ""2023"": 6.430481403087596, ""2024"": 19.58354397470705}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,3.0,none,840,132,0.03207825251808445,173,1.3278121948242188,0.1525955971954875,53,1.727627158164978,0.3809836765505233,5,5,56.11611809370065,1.4302777129566429,9.53612151172263,0.06300600949463919,"{""2020"": 2.009311251655599, ""2021"": 14.725970125975895, ""2022"": 1.5640449126131495, ""2023"": 6.604278650252882, ""2024"": 21.493585427273487}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,3.0,none,840,132,0.03207825251808445,173,1.3278121948242188,0.1525955971954875,53,1.727627158164978,0.3809836765505233,5,5,56.11611809370065,1.4302777129566429,9.53612151172263,0.06300600949463919,"{""2020"": 2.009311251655599, ""2021"": 14.725970125975895, ""2022"": 1.5640449126131495, ""2023"": 6.604278650252882, ""2024"": 21.493585427273487}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,20.0,4.0,none,960,211,0.027664819860878292,192,1.2984651327133179,0.15931732455889383,56,1.712824821472168,0.38921747888837543,5,5,64.16744893509916,1.3936816593225458,7.520089849975227,0.06262464016092784,"{""2020"": 11.64348827714894, ""2021"": 11.86430967872707, ""2022"": 3.7473764172783586, ""2023"": 2.7105357395044383, ""2024"": 23.2685228923007}"
200.0,50.0,total_move,absolute,long,100.0,opening_range_breakout,690,1.0,40.0,3.0,be_1r,960,231,0.039857014089112824,165,1.3873294591903687,0.16805074287183358,48,1.7751502990722656,0.3600163459777832,4,5,53.76270035353927,1.4794222567841142,8.759806137540144,0.06233740181403254,"{""2020"": 11.872662157108337, ""2021"": 11.167156283909009, ""2022"": -0.15418554990271893, ""2023"": 2.473620461236159, ""2024"": 18.127197153352228}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.0,20.0,4.0,none,960,211,0.026672414704564607,194,1.2948570251464844,0.15728859065734235,56,1.712824821472168,0.38921747888837543,5,5,64.02923174859636,1.3901861525827823,7.520089849975231,0.06163223500461415,"{""2020"": 12.676255038840223, ""2021"": 11.86430967872707, ""2022"": 2.709902653105578, ""2023"": 2.7105357395044383, ""2024"": 23.2685228923007}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.0,40.0,3.0,none,840,228,0.026974754230247436,194,1.3012514114379883,0.13851972953560426,56,1.6258176565170288,0.33247293744768414,5,5,54.23644933672003,1.3824259008006685,7.699338344783799,0.06157607754067984,"{""2020"": 4.00358239759071, ""2021"": 14.196223701410936, ""2022"": 0.7567885351525971, ""2023"": 6.430481403087596, ""2024"": 19.58354397470705}"
200.0,0.0,asia_and_london_aligned,absolute,long,100.0,opening_range_breakout,630,1.25,40.0,4.0,be_1r,960,189,0.026064956621296764,180,1.3759359121322632,0.14949736065334743,45,1.7305859327316284,0.3180308447943793,5,5,48.41467363900993,1.4521377293841111,7.8601657977429715,0.060344625025810825,"{""2020"": 7.3783356481061935, ""2021"": 0.24404132154420832, ""2022"": 7.746781487377419, ""2023"": 12.945468143322358, ""2024"": 14.777778573052869}"
200.0,0.0,asia_and_london_aligned,absolute,long,100.0,opening_range_breakout,630,1.25,20.0,4.0,be_1r,960,165,0.02525104009369622,180,1.3507106304168701,0.14352895948621963,45,1.7275043725967407,0.3172543419731988,5,5,46.730494724359616,1.4299713954938191,7.705171337076446,0.05984069741954333,"{""2020"": 6.694803375759184, ""2021"": 0.6703171996560897, ""2022"": 7.746781487377419, ""2023"": 12.533130845175823, ""2024"": 14.737654501032594}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,40.0,4.0,none,840,234,0.0241548123031306,192,1.2999603748321533,0.1378005643685659,56,1.645809531211853,0.34309383801051546,5,5,54.430625515709075,1.387191107872812,7.699338344783779,0.05875613561356305,"{""2020"": 3.3188027861736025, ""2021"": 15.346376460346022, ""2022"": 1.774533873891504, ""2023"": 4.549313415841483, ""2024"": 20.258169275948703}"
200.0,0.0,asia_and_london_aligned,absolute,long,200.0,opening_range_breakout,630,1.25,40.0,4.0,be_1r,960,189,0.024069072948115944,196,1.4140095710754395,0.1589396437820123,50,1.6765203475952148,0.29472599029541013,5,5,55.37039170859106,1.47294299627475,7.788681139091959,0.05849171066993203,"{""2020"": 6.9881352404847386, ""2021"": 0.479543347291167, ""2022"": 13.63526956633503, ""2023"": 11.816013461889096, ""2024"": 15.23042501839793}"
200.0,0.0,asia_and_london_aligned,absolute,long,400.0,opening_range_breakout,630,1.25,40.0,4.0,be_1r,960,189,0.024069072948115944,196,1.4140095710754395,0.1589396437820123,50,1.6765203475952148,0.29472599029541013,5,5,55.37039170859106,1.47294299627475,7.788681139091959,0.05849171066993203,"{""2020"": 6.9881352404847386, ""2021"": 0.479543347291167, ""2022"": 13.63526956633503, ""2023"": 11.816013461889096, ""2024"": 15.23042501839793}"
200.0,0.0,asia_and_london_aligned,absolute,long,200.0,opening_range_breakout,630,1.25,20.0,4.0,be_1r,960,165,0.02333957875492143,196,1.3889530897140503,0.15345845903669084,50,1.673835277557373,0.294027099609375,5,5,53.607280748868845,1.4516415482858,7.633566429390753,0.058072445896139926,"{""2020"": 6.307086845073218, ""2021"": 0.9068206697931513, ""2022"": 13.63526956633503, ""2023"": 11.407799536724085, ""2024"": 15.190142710011667}"
200.0,0.0,asia_and_london_aligned,absolute,long,400.0,opening_range_breakout,630,1.25,20.0,4.0,be_1r,960,165,0.02333957875492143,196,1.3889530897140503,0.15345845903669084,50,1.673835277557373,0.294027099609375,5,5,53.607280748868845,1.4516415482858,7.633566429390753,0.058072445896139926,"{""2020"": 6.307086845073218, ""2021"": 0.9068206697931513, ""2022"": 13.63526956633503, ""2023"": 11.407799536724085, ""2024"": 15.190142710011667}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,4.0,none,960,139,0.024440849592442332,173,1.306886076927185,0.16118491729559925,53,1.7853548526763916,0.4228385709366708,5,5,61.221656841631166,1.4212356342846102,8.41308443943242,0.05761468071357749,"{""2020"": 5.854247603073071, ""2021"": 12.405453331799055, ""2022"": 4.477295861948116, ""2023"": 3.11410380821302, ""2024"": 24.077069733321444}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,4.0,none,960,139,0.024440849592442332,173,1.306886076927185,0.16118491729559925,53,1.7853548526763916,0.4228385709366708,5,5,61.221656841631166,1.4212356342846102,8.41308443943242,0.05761468071357749,"{""2020"": 5.854247603073071, ""2021"": 12.405453331799055, ""2022"": 4.477295861948116, ""2023"": 3.11410380821302, ""2024"": 24.077069733321444}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,4.0,none,840,138,0.026291070048843027,173,1.3184698820114136,0.14824682026240177,53,1.7490601539611816,0.39220579615179096,5,5,55.775187907511125,1.428822574898451,9.53612151172263,0.05721882702539777,"{""2020"": 2.009311251655599, ""2021"": 15.88145834428072, ""2022"": 1.5640449126131495, ""2023"": 4.720038781593439, ""2024"": 22.178986143321143}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,4.0,none,840,138,0.026291070048843027,173,1.3184698820114136,0.14824682026240177,53,1.7490601539611816,0.39220579615179096,5,5,55.775187907511125,1.428822574898451,9.53612151172263,0.05721882702539777,"{""2020"": 2.009311251655599, ""2021"": 15.88145834428072, ""2022"": 1.5640449126131495, ""2023"": 4.720038781593439, ""2024"": 22.178986143321143}"
200.0,50.0,total_move,absolute,long,100.0,opening_range_breakout,690,1.0,40.0,3.0,none,960,229,0.023792292022678796,165,1.3064281940460205,0.16163264187899504,48,1.6627123355865479,0.37682751814524335,5,5,52.895199880954365,1.3914846767589064,8.436472748829658,0.05691934652501948,"{""2020"": 8.967555578605557, ""2021"": 11.770804458844598, ""2022"": 0.9014154385523554, ""2023"": 2.6955355621307797, ""2024"": 18.958505810764926}"
200.0,0.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,40.0,3.0,none,960,229,0.03325533722274822,456,1.220678687095642,0.11230740630835817,92,1.4712151288986206,0.2611091033272121,5,5,101.66609457787219,1.265802500397096,13.178447587759207,0.05689844204722981,"{""2020"": 20.201024448399217, ""2021"": 19.714019392813608, ""2022"": 2.4414575503235447, ""2023"": 14.515534166504708, ""2024"": 25.69848529791674}"
200.0,0.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.0,40.0,3.0,none,960,229,0.03285232073863477,458,1.2194101810455322,0.11165334876447786,92,1.4712151288986206,0.2611091033272121,5,5,101.49630622831612,1.2646028871498558,13.178447587759182,0.0564954255631164,"{""2020"": 21.312953363262398, ""2021"": 19.714019392813608, ""2022"": 1.417042974820304, ""2023"": 14.515534166504708, ""2024"": 25.69848529791674}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,690,1.0,40.0,4.0,none,840,234,0.021865160787273796,194,1.29281747341156,0.1346416964973371,56,1.645809531211853,0.34309383801051546,5,5,53.89962401700519,1.3811013219600077,7.699338344783799,0.0564664840977062,"{""2020"": 4.00358239759071, ""2021"": 15.346376460346022, ""2022"": 0.7567885351525971, ""2023"": 4.549313415841483, ""2024"": 20.258169275948703}"
200.0,50.0,total_move,absolute,both,200.0,opening_range_breakout,690,1.0,40.0,4.0,none,960,235,0.02827751568479034,348,1.2344504594802856,0.12550439505741515,86,1.6915618181228638,0.37710296276003813,5,5,104.0502242617976,1.3263788108607935,11.21671528212409,0.05584408512054216,"{""2020"": 1.254667409783905, ""2021"": 14.234458660453452, ""2022"": 12.991691418568374, ""2023"": 11.790143279944232, ""2024"": 36.48565273369697}"
200.0,0.0,total_move,absolute,long,100.0,opening_range_breakout,690,1.0,40.0,3.0,none,960,229,0.02922497234586531,402,1.223168969154358,0.1150426342712706,81,1.4979435205459595,0.2845868475643205,5,5,90.80170020026281,1.2733432017880308,12.30146220985772,0.05462204792614987,"{""2020"": 18.836237156697777, ""2021"": 17.10014057970215, ""2022"": 0.23454519457570822, ""2023"": 15.54617872284345, ""2024"": 24.564248095508013}"
200.0,0.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,3.0,none,960,133,0.030202559963386028,407,1.221362590789795,0.11549080326164676,85,1.544177532196045,0.3007631638470818,5,5,96.99974947959436,1.27984402467037,12.959779808639855,0.05428300034610632,"{""2020"": 16.191637692132808, ""2021"": 21.76473574766058, ""2022"": 1.394096232532549, ""2023"": 14.064195683006186, ""2024"": 27.698985150219933}"
200.0,0.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,3.0,none,960,133,0.030202559963386028,407,1.221362590789795,0.11549080326164676,85,1.544177532196045,0.3007631638470818,5,5,96.99974947959436,1.27984402467037,12.959779808639855,0.05428300034610632,"{""2020"": 16.191637692132808, ""2021"": 21.76473574766058, ""2022"": 1.394096232532549, ""2023"": 14.064195683006186, ""2024"": 27.698985150219933}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,690,1.0,40.0,3.0,be_1r,840,230,0.01905283428030287,192,1.3067735433578491,0.12620569268862405,56,1.622317910194397,0.28616227422441753,5,5,46.693728680094715,1.3843520677449557,7.613186393301391,0.05382646149370009,"{""2020"": 5.6188728771161545, ""2021"": 13.144750748908617, ""2022"": 0.7885255926876722, ""2023"": 4.013524026959692, ""2024"": 16.617697242008433}"
200.0,0.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,4.0,none,960,139,0.03085108453095596,407,1.226132869720459,0.11853515662490882,85,1.6365575790405273,0.3518209793988396,5,5,107.53097522353592,1.3002000771864572,13.821802696595379,0.053207479137765204,"{""2020"": 20.674978701060386, ""2021"": 19.55637995259625, ""2022"": 1.7208720639529052, ""2023"": 12.65924247128729, ""2024"": 33.13622069621596}"
200.0,0.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,4.0,none,960,139,0.03085108453095596,407,1.226132869720459,0.11853515662490882,85,1.6365575790405273,0.3518209793988396,5,5,107.53097522353592,1.3002000771864572,13.821802696595379,0.053207479137765204,"{""2020"": 20.674978701060386, ""2021"": 19.55637995259625, ""2022"": 1.7208720639529052, ""2023"": 12.65924247128729, ""2024"": 33.13622069621596}"
200.0,50.0,total_move,absolute,long,200.0,opening_range_breakout,630,1.0,40.0,3.0,be_1r,840,134,0.01920460354288342,173,1.320805549621582,0.13409910036649317,53,1.7409790754318237,0.3320516550316001,5,5,47.63189024455845,1.4246865918814628,8.041195199000526,0.05312221314488237,"{""2020"": 3.237427311967389, ""2021"": 13.669619481207862, ""2022"": 0.5800758827919861, ""2023"": 4.994610034444724, ""2024"": 18.48036687389496}"
200.0,50.0,total_move,absolute,long,400.0,opening_range_breakout,630,1.0,40.0,3.0,be_1r,840,134,0.01920460354288342,173,1.320805549621582,0.13409910036649317,53,1.7409790754318237,0.3320516550316001,5,5,47.63189024455845,1.4246865918814628,8.041195199000526,0.05312221314488237,"{""2020"": 3.237427311967389, ""2021"": 13.669619481207862, ""2022"": 0.5800758827919861, ""2023"": 4.994610034444724, ""2024"": 18.48036687389496}"
