symbol,event_filter,setup_candle_minutes_before,buffer_points,sl_extra_points,tp_r,be_at_r,trigger_window_minutes,max_hold_minutes,max_setup_range_points,entry_slippage_points,exit_slippage_points,same_bar_policy,events,trades,wins,losses,breakevens,win_rate,total_r,avg_r,profit_factor,max_drawdown_r,skipped,objective
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,30,12.0,1.0,1.0,skip,12,8,3,1,4,0.375,2.828275877774286,0.3535344847217857,3.828275877774286,1.0,4,3.9782758777742857
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,30,20.0,1.0,1.0,skip,12,8,3,1,4,0.375,2.828275877774286,0.3535344847217857,3.828275877774286,1.0,4,3.9782758777742857
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,30,999.0,1.0,1.0,skip,12,8,3,1,4,0.375,2.828275877774286,0.3535344847217857,3.828275877774286,1.0,4,3.9782758777742857
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,30,12.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.8193005831086895,0.3524125728885862,3.8193005831086895,1.0,4,3.9693005831086894
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,30,20.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.8193005831086895,0.3524125728885862,3.8193005831086895,1.0,4,3.9693005831086894
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,30,999.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.8193005831086895,0.3524125728885862,3.8193005831086895,1.0,4,3.9693005831086894
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,2,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,2,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,2,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,3,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,3,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,3,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.8227554892832654,0.2822755489283265,2.4113777446416327,2.0,2,3.9227554892832655
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,60,12.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.667488323819399,0.33343604047742487,3.667488323819399,1.0,4,3.817488323819399
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,60,20.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.667488323819399,0.33343604047742487,3.667488323819399,1.0,4,3.817488323819399
XAUUSDm,tier1_pce,1,5.0,6.0,4.0,1.0,1,60,999.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.667488323819399,0.33343604047742487,3.667488323819399,1.0,4,3.817488323819399
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,30,12.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.8193005831086895,0.4027572261583842,3.8193005831086895,1.0,3,3.7693005831086897
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,30,20.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.8193005831086895,0.4027572261583842,3.8193005831086895,1.0,3,3.7693005831086897
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,30,999.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.8193005831086895,0.4027572261583842,3.8193005831086895,1.0,3,3.7693005831086897
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,2,60,12.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,2,60,20.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,2,60,999.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,3,60,12.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,3,60,20.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,3,60,999.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.8227554892832654,0.3136394988092517,2.4113777446416327,2.0,1,3.7227554892832657
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,1,30,12.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.560154241645285,0.3200192802056606,3.560154241645285,1.0,4,3.710154241645285
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,1,30,20.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.560154241645285,0.3200192802056606,3.560154241645285,1.0,4,3.710154241645285
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,1,30,999.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.560154241645285,0.3200192802056606,3.560154241645285,1.0,4,3.710154241645285
XAUUSDm,tier1_pce,1,5.0,8.0,3.0,1.0,1,30,12.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.496355353075205,0.3120444191344006,3.496355353075205,1.0,4,3.646355353075205
XAUUSDm,tier1_pce,1,5.0,8.0,3.0,1.0,1,30,20.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.496355353075205,0.3120444191344006,3.496355353075205,1.0,4,3.646355353075205
XAUUSDm,tier1_pce,1,5.0,8.0,3.0,1.0,1,30,999.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.496355353075205,0.3120444191344006,3.496355353075205,1.0,4,3.646355353075205
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,60,12.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.490378619153649,0.3112973273942061,3.490378619153649,1.0,4,3.640378619153649
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,60,20.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.490378619153649,0.3112973273942061,3.490378619153649,1.0,4,3.640378619153649
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,1,60,999.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.490378619153649,0.3112973273942061,3.490378619153649,1.0,4,3.640378619153649
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,60,12.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.667488323819399,0.3810697605456284,3.667488323819399,1.0,3,3.6174883238193987
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,60,20.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.667488323819399,0.3810697605456284,3.667488323819399,1.0,3,3.6174883238193987
XAUUSDm,tier1,1,5.0,6.0,4.0,1.0,1,60,999.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.667488323819399,0.3810697605456284,3.667488323819399,1.0,3,3.6174883238193987
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,30,12.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.381231329189118,0.29765391614863973,3.381231329189118,1.0,4,3.5312313291891178
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,30,20.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.381231329189118,0.29765391614863973,3.381231329189118,1.0,4,3.5312313291891178
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,30,999.0,1.0,1.0,skip,12,8,2,1,5,0.25,2.381231329189118,0.29765391614863973,3.381231329189118,1.0,4,3.5312313291891178
XAUUSDm,tier1,1,5.0,6.0,3.0,1.0,1,30,12.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.560154241645285,0.3657363202350407,3.560154241645285,1.0,3,3.510154241645285
XAUUSDm,tier1,1,5.0,6.0,3.0,1.0,1,30,20.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.560154241645285,0.3657363202350407,3.560154241645285,1.0,3,3.510154241645285
XAUUSDm,tier1,1,5.0,6.0,3.0,1.0,1,30,999.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.560154241645285,0.3657363202350407,3.560154241645285,1.0,3,3.510154241645285
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,2,60,12.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,2,60,20.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,2,60,999.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,3,60,12.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,3,60,20.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,tier1_pce,1,5.0,10.0,2.0,1.0,3,60,999.0,1.0,1.0,skip,12,10,3,2,5,0.3,2.403743012180958,0.2403743012180958,2.201871506090479,2.0,2,3.503743012180958
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,30,12.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,30,20.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,30,999.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,30,12.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,30,20.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,30,999.0,1.0,1.0,skip,13,8,3,2,3,0.375,2.5497842320672732,0.31872302900840915,2.666764856080982,1.5297804142946176,5,3.4613830456346952
XAUUSDm,tier1,1,5.0,8.0,3.0,1.0,1,30,12.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.496355353075205,0.35662219329645783,3.496355353075205,1.0,3,3.446355353075205
XAUUSDm,tier1,1,5.0,8.0,3.0,1.0,1,30,20.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.496355353075205,0.35662219329645783,3.496355353075205,1.0,3,3.446355353075205
XAUUSDm,tier1,1,5.0,8.0,3.0,1.0,1,30,999.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.496355353075205,0.35662219329645783,3.496355353075205,1.0,3,3.446355353075205
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,60,12.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.2463252181901656,0.2807906522737707,3.2463252181901656,1.0,4,3.3963252181901655
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,60,20.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.2463252181901656,0.2807906522737707,3.2463252181901656,1.0,4,3.3963252181901655
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,1,60,999.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.2463252181901656,0.2807906522737707,3.2463252181901656,1.0,4,3.3963252181901655
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,2,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,2,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,2,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,3,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,3,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1_pce,1,5.0,8.0,4.0,1.0,3,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.2664971178569324,0.22664971178569324,2.133248558928466,2.0,2,3.3664971178569325
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,30,12.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.381231329189118,0.340175904169874,3.381231329189118,1.0,3,3.331231329189118
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,30,20.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.381231329189118,0.340175904169874,3.381231329189118,1.0,3,3.331231329189118
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,30,999.0,1.0,1.0,skip,10,7,2,1,4,0.2857142857142857,2.381231329189118,0.340175904169874,3.381231329189118,1.0,3,3.331231329189118
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,2,30,12.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,2,30,20.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,2,30,999.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,3,30,12.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,3,30,20.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,3.0,1.0,3,30,999.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,2,30,12.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,2,30,20.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,2,30,999.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,3,30,12.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,3,30,20.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,10.0,4.0,1.0,3,30,999.0,1.0,1.0,skip,12,10,3,3,4,0.3,2.1584882216483776,0.21584882216483775,1.9561414608266434,2.0,2,3.2584882216483777
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,2,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,2,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,2,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,3,60,12.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,3,60,20.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,3,60,999.0,1.0,1.0,skip,12,10,2,2,6,0.2,2.155267165463866,0.2155267165463866,2.077633582731933,2.0,2,3.255267165463866
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,60,12.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.2463252181901656,0.3209036025985951,3.2463252181901656,1.0,3,3.196325218190166
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,60,20.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.2463252181901656,0.3209036025985951,3.2463252181901656,1.0,3,3.196325218190166
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,1,60,999.0,1.0,1.0,skip,10,7,1,1,5,0.14285714285714285,2.2463252181901656,0.3209036025985951,3.2463252181901656,1.0,3,3.196325218190166
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,2,60,12.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,2,60,20.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,2,60,999.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,3,60,12.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,3,60,20.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,tier1,1,5.0,8.0,4.0,1.0,3,60,999.0,1.0,1.0,skip,10,9,2,2,5,0.2222222222222222,2.2664971178569324,0.2518330130952147,2.133248558928466,2.0,1,3.1664971178569328
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,60,12.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,60,20.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,inflation_jobs,1,5.0,10.0,3.0,1.0,1,60,999.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,60,12.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,60,20.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,inflation_jobs,1,5.0,10.0,4.0,1.0,1,60,999.0,1.0,1.0,skip,13,8,2,3,3,0.25,2.4422576032150443,0.30528220040188053,2.2460184420831717,1.960049322489902,5,3.1602354080945885
XAUUSDm,tier1_pce,1,5.0,6.0,3.0,1.0,1,60,12.0,1.0,1.0,skip,12,8,1,1,6,0.125,2.0,0.25,3.0,1.0,4,3.1500000000000004
