scenario,symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,applied_risk_pct,loss_streak_before,risk_cash,pnl_cash,balance,drawdown_pct
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-10-30T04:00:00+00:00,2025-10-31T04:00:00+00:00,2025-11-13T04:00:00+00:00,4025.48,3915.41,4212.599,target,54,1.6999999999999988,0.5,0.5,2,5.1560573893617585,8.765297561914984,1039.9767754342668,0.15597874999999337
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-11-14T16:00:00+00:00,2025-11-17T16:00:00+00:00,2025-11-17T20:00:00+00:00,4065.52,4032.21,4032.21,stop,1,-1.0,0.5,0.5,0,5.199883877171334,-5.199883877171334,1034.7768915570955,0.6551988562499863
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-11-18T08:00:00+00:00,2025-11-19T08:00:00+00:00,2025-12-01T12:00:00+00:00,4095.7,3997.96,4261.857999999999,target,47,1.6999999999999982,0.5,0.5,1,5.173884457785477,8.795603578235301,1043.5724951353309,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-02T16:00:00+00:00,2025-12-03T16:00:00+00:00,2025-12-18T16:00:00+00:00,4237.42,4163.32,4363.39,target,66,1.699999999999995,0.5,0.5,0,5.217862475676655,8.870366208650287,1052.4428613439811,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-18T16:00:00+00:00,2025-12-19T16:00:00+00:00,2025-12-22T00:00:00+00:00,4328.61,4308.71,4362.439999999999,target,2,1.6999999999999817,0.5,0.5,0,5.262214306719906,8.945764321423743,1061.3886256654048,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-24T16:00:00+00:00,2025-12-26T16:00:00+00:00,2025-12-29T08:00:00+00:00,4525.35,4448.32,4448.32,stop,4,-1.0,0.5,0.5,0,5.306943128327024,-5.306943128327024,1056.0816825370778,0.49999999999999967
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-29T16:00:00+00:00,2025-12-30T16:00:00+00:00,2025-12-31T04:00:00+00:00,4388.68,4303.01,4303.01,stop,3,-1.0,0.5,0.5,1,5.2804084126853885,-5.2804084126853885,1050.8012741243924,0.9974999999999958
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2025-12-31T08:00:00+00:00,2026-01-02T08:00:00+00:00,2026-01-12T00:00:00+00:00,4380.97,4274.66,4561.697000000001,target,34,1.7000000000000008,0.5,0.5,2,5.254006370621962,8.931810830057339,1059.7330849544499,0.15597874999998684
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-01-16T16:00:00+00:00,4614.14,4569.26,4569.26,stop,11,-1.0,0.5,0.5,0,5.298665424772249,-5.298665424772249,1054.4344195296776,0.6551988562499872
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-16T16:00:00+00:00,2026-01-19T16:00:00+00:00,2026-01-21T08:00:00+00:00,4666.37,4536.54,4887.081,target,10,1.7000000000000028,0.5,0.5,1,5.272172097648388,8.962692566002275,1063.3971120956799,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-01-21T20:00:00+00:00,2026-01-22T20:00:00+00:00,2026-01-27T20:00:00+00:00,4904.59,4755.95,5157.278,target,18,1.6999999999999968,0.5,0.5,0,5.3169855604783995,9.038875452813263,1072.4359875484931,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-02-02T08:00:00+00:00,2026-02-03T08:00:00+00:00,2026-03-18T08:00:00+00:00,4825.48,4402.4,4986.98,opposite_signal,186,0.38172449654911605,0.5,0.5,0,5.362179937742465,2.046875437140513,1074.4828629856336,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-03-17T08:00:00+00:00,2026-03-18T08:00:00+00:00,2026-03-18T12:00:00+00:00,4986.98,5044.68,4888.8899999999985,target,1,1.6999999999999968,0.5,0.5,0,5.372414314928168,9.133104335377869,1083.6159673210113,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-03-25T04:00:00+00:00,2026-03-26T04:00:00+00:00,2026-03-26T08:00:00+00:00,4535.67,4602.85,4421.464,target,1,1.6999999999999946,0.5,0.5,0,5.418079836605057,9.210735722228568,1092.8267030432398,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-02T00:00:00+00:00,2026-04-06T00:00:00+00:00,2026-04-08T00:00:00+00:00,4667.81,4800.61,4800.61,stop,12,-1.0,0.5,0.5,0,5.464133515216199,-5.464133515216199,1087.3625695280236,0.49999999999999917
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-08T00:00:00+00:00,2026-04-09T00:00:00+00:00,2026-04-15T04:00:00+00:00,4720.31,4857.64,4857.64,stop,25,-1.0,0.5,0.5,1,5.436812847640118,-5.436812847640118,1081.9257566803835,0.9974999999999987
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,2026-04-21T16:00:00+00:00,4821.5,4737.07,4737.07,stop,4,-1.0,0.5,0.5,2,5.409628783401917,-5.409628783401917,1076.5161278969815,1.4925125000000075
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,2026-04-29T16:00:00+00:00,4720.85,4833.23,4529.804000000002,target,34,1.6999999999999984,0.5,0.5,3,5.382580639484908,9.150387087124335,1085.6665149841058,0.655198856250014
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-04-30T12:00:00+00:00,2026-05-01T12:00:00+00:00,2026-05-01T16:00:00+00:00,4569.21,4647.14,4647.14,stop,1,-1.0,0.5,0.5,0,5.428332574920529,-5.428332574920529,1080.2381824091854,1.1519228619687552
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-01T16:00:00+00:00,2026-05-04T16:00:00+00:00,2026-05-06T08:00:00+00:00,4568.32,4660.46,4660.46,stop,10,-1.0,0.5,0.5,1,5.4011909120459265,-5.4011909120459265,1074.8369914971395,1.6461632476589068
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-07T16:00:00+00:00,2026-05-08T16:00:00+00:00,2026-05-11T00:00:00+00:00,4724.4,4764.96,4683.16,opposite_signal,2,1.0167652859960399,0.5,0.5,2,5.3741849574856975,5.464284705293561,1080.301276202433,1.1461494128874032
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-05-08T00:00:00+00:00,2026-05-11T00:00:00+00:00,2026-05-11T00:00:00+00:00,4683.16,4677.51,4677.51,stop,0,-1.0,0.5,0.5,0,5.401506381012165,-5.401506381012165,1074.8997698214207,1.6404186658229756
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-08T16:00:00+00:00,2026-05-11T16:00:00+00:00,2026-05-12T00:00:00+00:00,4699.93,4749.56,4749.56,stop,2,-1.0,0.5,0.5,1,5.374498849107104,-5.374498849107104,1069.5252709723136,2.1322165724938618
flat_fixed_1_7r,XAUUSD,fixed_1.7R,buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T16:00:00+00:00,4714.37,4648.09,4648.09,stop,2,-1.0,0.5,0.5,2,5.347626354861568,-5.347626354861568,1064.177644617452,2.621555489631398
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-15T04:00:00+00:00,4711.66,4773.67,4606.2429999999995,target,13,1.7,0.5,0.5,3,5.32088822308726,9.045509979248342,1073.2231545967004,1.7938387112932563
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-14T08:00:00+00:00,2026-05-15T08:00:00+00:00,2026-05-27T16:00:00+00:00,4605.93,4718.97,4413.762000000001,target,50,1.6999999999999975,0.5,0.5,0,5.366115772983502,9.122396814071939,1082.3455514107723,0.9590863403392572
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-05T16:00:00+00:00,4502.76,4595.55,4345.017,target,24,1.7000000000000048,0.5,0.5,0,5.411727757053861,9.19993718699159,1091.5454885977638,0.11723857423214512
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-15T16:00:00+00:00,4147.06,4363.7,4363.7,stop,18,-1.0,0.5,0.5,0,5.457727442988819,-5.457727442988819,1086.0877611547749,0.6166523813609942
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T16:00:00+00:00,4354.39,4369.73,4328.312000000002,target,0,1.699999999999994,0.5,0.5,1,5.430438805773874,9.231745969815552,1095.3195071245905,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-30T04:00:00+00:00,4219.92,4382.41,3943.6870000000004,target,43,1.7000000000000006,0.5,0.5,0,5.476597535622952,9.310215810559022,1104.6297229351494,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-06-30T16:00:00+00:00,2026-07-01T16:00:00+00:00,2026-07-01T16:00:00+00:00,4023.07,4063.6,4063.6,stop,0,-1.0,0.5,0.5,0,5.523148614675747,-5.523148614675747,1099.1065743204736,0.500000000000009
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-08T12:00:00+00:00,4146.06,4203.25,4048.837000000001,target,8,1.7000000000000033,0.5,0.5,1,5.495532871602368,9.342405881724044,1108.4489802021976,0.0
flat_fixed_1_7r,XAUUSD,fixed_1.7R,sell,2026-07-07T16:00:00+00:00,2026-07-08T16:00:00+00:00,2026-07-31T20:00:00+00:00,4072.18,4180.7,4046.83,end_of_period,103,0.23359749354957532,0.5,0.5,0,5.542244901010988,1.294654517514081,1109.7436347197117,0.0
