case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
wide-sl8-tr25-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,8.0,2.5,1.0,True,10000.0,11587.77,1587.77,15.8777,60805.27,-59217.5,1.03,3182.07,24.75,3113.78,24.33,1377,694,683,50.4,697,52.51,680,48.24,470.29,-134.98,87.62,-85.29,1.15,0.5,0.45,-966.0499999999993,-544.53,-33.622299999999996,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr25-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr25-start1.png
wide-sl8-tr25-start2,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,8.0,2.5,2.0,True,10000.0,11720.1,1720.1,17.201,66643.67,-64923.57,1.03,3604.62,25.84,3466.16,25.05,1364,641,723,46.99,691,49.78,673,44.13,461.25,-150.02,103.97,-88.43,1.26,0.48,0.41,-990.7899999999993,-612.47,-34.479,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr25-start2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr25-start2.png
wide-sl8-tr4-start2,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,8.0,4.0,2.0,True,10000.0,11220.25,1220.25,12.202499999999999,64339.48,-63119.23,1.02,3485.26,26.01,3286.6,24.73,1363,641,722,47.03,691,49.78,672,44.2,412.77,-146.57,100.37,-86.09,0.9,0.35,0.29,-965.0400000000011,-597.42,-39.8175,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr4-start2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr4-start2.png
wide-sl10-tr4-start2,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,4.0,2.0,True,10000.0,10705.03,705.03,7.0503,52031.07,-51326.04,1.01,3167.83,24.37,3012.54,23.33,1349,649,700,48.11,684,51.46,665,44.66,402.02,-134.27,80.17,-72.27,0.52,0.22,0.19,-738.0700000000005,-551.1600000000001,-41.6897,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr4-start2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr4-start2.png
wide-sl10-tr6-start2,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,6.0,2.0,True,10000.0,10551.03,551.03,5.5103,51722.19,-51171.16,1.01,3147.08,24.41,2992.29,23.36,1349,649,700,48.11,684,51.46,665,44.66,471.53,-133.08,79.7,-72.05,0.41,0.18,0.15,-735.9900000000002,-550.3300000000002,-43.3097,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr6-start2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr6-start2.png
wide-sl8-tr6-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,8.0,6.0,1.0,True,10000.0,11060.24,1060.24,10.602400000000001,60969.99,-59909.75,1.02,3542.23,27.13,3476.66,26.72,1377,663,714,48.15,697,50.93,680,45.29,622.16,-131.97,91.96,-82.57,0.77,0.3,0.27,-955.5000000000008,-564.4100000000002,-43.657599999999995,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr6-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr6-start1.png
wide-sl8-tr4-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,8.0,4.0,1.0,True,10000.0,11045.29,1045.29,10.4529,59244.23,-58198.94,1.02,3526.12,27.25,3468.46,26.9,1377,684,693,49.67,697,52.08,680,47.21,421.03,-131.97,86.61,-82.62,0.76,0.3,0.28,-946.2599999999998,-566.89,-44.0471,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr4-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl8-tr4-start1.png
wide-sl10-tr25-start2,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,2.5,2.0,True,10000.0,10472.05,472.05,4.7205,50458.25,-49986.2,1.01,3122.32,24.63,2970.54,23.58,1349,649,700,48.11,684,51.46,665,44.66,343.68,-130.71,77.75,-70.38,0.35,0.15,0.13,-721.239999999999,-537.9599999999999,-44.5395,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr25-start2.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr25-start2.png
wide-sl10-tr4-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,4.0,1.0,True,10000.0,9713.39,-286.61,-2.8661000000000003,46293.01,-46579.62,0.99,3065.84,26.09,2926.86,25.07,1367,678,689,49.6,691,52.53,676,46.6,392.88,-117.09,68.28,-66.59,-0.21,-0.09,-0.09,-697.8399999999999,-505.52000000000004,-55.0461,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr4-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr4-start1.png
wide-sl10-tr6-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,6.0,1.0,True,10000.0,9801.52,-198.48,-1.9847999999999997,47782.58,-47981.06,1.0,3274.13,26.72,3128.94,25.7,1366,668,698,48.9,691,52.24,675,45.48,467.16,-120.85,71.53,-67.72,-0.15,-0.06,-0.06,-711.0000000000001,-511.2699999999999,-55.4248,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr6-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr6-start1.png
wide-sl10-tr25-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,10.0,2.5,1.0,True,10000.0,9612.36,-387.64,-3.8764,45865.33,-46252.97,0.99,3310.88,28.1,3216.55,27.38,1367,679,688,49.67,691,52.53,676,46.75,346.69,-118.55,67.55,-66.22,-0.28,-0.12,-0.13,-696.3899999999985,-480.2,-60.0764,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr25-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl10-tr25-start1.png
wide-sl4-tr25-start1,M5 (2019.07.16 - 2024.12.31),98.0,369312,7374930,4.0,2.5,1.0,True,10000.0,9469.58,-530.42,-5.3042,69880.65,-70411.07,0.99,4317.9,37.28,4039.73,35.51,1400,667,733,47.64,711,49.65,689,45.57,609.37,-144.09,104.77,-93.68,-0.38,-0.12,-0.19,-1744.7999999999986,-204.66000000000005,-79.8642,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl4-tr25-start1.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\Nasdaq 5M Open EMA ATR Research 2026-08-20\Backtest Reports\982 Claim Recheck\Training Screen\wide-sl4-tr25-start1.png
