time,balance
2026-01-26 09:48:23,9582.08
2026-01-26 13:15:00,9580.25
2026-01-26 13:51:02,9483.56
2026-01-27 14:25:00,9482.45
2026-01-27 14:31:39,9387.75
2026-01-28 15:20:00,9387.22
2026-01-28 18:54:40,9396.49
2026-01-29 14:45:00,9396.01
2026-01-29 15:27:38,9582.74
2026-02-04 08:20:00,9581.03
2026-02-04 08:30:13,9772.40
2026-02-04 09:30:00,9771.27
2026-02-04 10:34:38,9966.75
2026-02-05 09:00:00,9965.83
2026-02-05 10:37:05,10072.55
2026-02-05 14:05:00,10071.81
2026-02-05 14:18:27,9971.73
2026-02-10 08:45:00,9969.99
2026-02-10 09:09:28,9870.11
2026-02-10 12:15:00,9867.76
2026-02-10 12:37:36,9768.87
2026-02-11 13:25:00,9767.12
2026-02-11 13:30:19,9669.68
2026-02-12 14:40:00,9669.05
2026-02-12 15:38:28,9860.85
2026-02-12 17:10:00,9860.51
2026-02-12 20:00:00,9935.62
2026-02-13 15:15:00,9935.35
2026-02-13 16:40:40,9837.52
2026-02-16 08:15:00,9835.50
2026-02-16 09:05:27,9736.34
2026-02-16 15:50:00,9735.47
2026-02-16 23:00:00,9739.64
2026-02-18 07:50:00,9737.51
2026-02-18 08:01:36,9639.59
2026-02-20 12:25:00,9638.31
2026-02-20 13:31:21,9647.74
2026-02-23 13:05:00,9646.49
2026-02-23 14:14:29,9839.29
2026-02-26 12:20:00,9836.45
2026-02-26 12:23:38,9737.26
2026-02-27 11:15:00,9736.24
2026-02-27 11:42:39,9638.93
2026-02-27 12:55:00,9637.95
2026-02-27 13:16:37,9541.08
2026-03-02 08:00:00,9540.54
2026-03-02 10:02:37,9731.59
2026-03-03 08:35:00,9730.93
2026-03-03 08:43:15,9634.22
2026-03-03 09:00:00,9633.68
2026-03-03 09:50:40,9643.14
2026-03-04 14:35:00,9642.62
2026-03-04 14:53:41,9700.14
2026-03-05 14:10:00,9699.46
2026-03-05 14:42:39,9709.18
2026-03-05 14:55:00,9708.76
2026-03-05 15:08:40,9612.01
2026-03-06 08:20:00,9611.00
2026-03-06 08:27:39,9514.61
2026-03-06 15:00:00,9514.31
2026-03-06 15:36:42,9703.43
2026-03-09 13:35:00,9702.97
2026-03-09 13:57:43,9770.01
2026-03-10 12:35:00,9769.40
2026-03-10 13:30:43,9964.03
2026-03-12 08:15:00,9963.22
2026-03-12 09:36:38,9973.02
2026-03-12 13:25:00,9972.37
2026-03-12 13:30:39,9872.95
2026-03-13 08:20:00,9872.21
2026-03-13 08:52:40,10068.56
2026-03-16 08:55:00,10067.90
2026-03-16 09:32:03,9967.94
2026-03-16 13:35:00,9967.10
2026-03-16 13:40:40,9867.74
2026-03-18 14:20:00,9867.38
2026-03-18 18:34:23,9769.23
2026-03-19 13:20:00,9768.75
2026-03-19 13:30:38,9671.24
2026-03-19 13:35:00,9670.85
2026-03-19 14:27:40,9575.31
2026-03-20 12:45:00,9574.75
2026-03-20 13:51:32,9584.20
2026-03-20 17:40:00,9583.75
2026-03-20 18:20:42,9488.64
2026-03-24 13:45:00,9488.26
2026-03-24 14:33:42,9675.94
2026-03-26 14:45:00,9675.63
2026-03-26 17:25:31,9868.74
2026-03-31 19:55:00,9868.19
2026-03-31 20:00:00,9828.33
2026-04-03 12:35:00,9827.52
2026-04-05 22:00:00,10046.44
2026-04-09 13:45:00,10045.62
2026-04-09 13:53:38,9945.27
2026-04-13 07:35:00,9943.66
2026-04-13 08:25:14,9844.59
2026-04-13 13:55:00,9844.13
2026-04-13 14:00:38,9746.16
2026-04-15 08:25:00,9744.03
2026-04-15 09:08:15,9646.45
2026-04-15 10:30:00,9645.04
2026-04-15 11:46:01,9841.24
2026-04-17 07:10:00,9838.99
2026-04-17 07:54:36,9739.63
2026-04-17 12:10:00,9737.72
2026-04-17 12:24:31,9640.42
2026-04-20 10:15:00,9638.88
2026-04-20 11:02:59,9831.29
2026-04-21 11:10:00,9830.26
2026-04-21 11:33:14,9731.70
2026-04-23 07:40:00,9730.18
2026-04-23 07:45:38,9632.49
2026-04-23 13:35:00,9631.83
2026-04-23 13:39:42,9535.79
2026-04-28 07:15:00,9534.06
2026-04-28 08:00:39,9604.42
2026-04-30 18:55:00,9603.35
2026-04-30 19:29:26,9507.42
2026-05-01 11:00:00,9505.13
2026-05-01 12:13:12,9410.08
2026-05-05 13:35:00,9409.07
2026-05-05 13:38:04,9597.12
2026-05-05 19:30:00,9595.56
2026-05-05 19:42:03,9499.81
2026-05-06 09:00:00,9499.01
2026-05-06 09:49:29,9403.52
2026-05-06 11:15:00,9402.88
2026-05-06 12:13:26,9589.83
2026-05-07 07:20:00,9588.97
2026-05-07 09:52:28,9780.10
2026-05-07 17:35:00,9779.49
2026-05-07 20:00:00,9811.83
2026-05-11 08:25:00,9810.32
2026-05-11 11:31:38,9912.93
2026-05-11 13:45:00,9912.24
2026-05-11 13:59:41,10110.38
2026-05-13 19:55:00,10109.37
2026-05-13 20:00:00,10120.39
2026-05-14 12:00:00,10119.24
2026-05-14 12:22:39,10017.86
2026-05-14 13:30:00,10016.85
2026-05-14 13:33:41,10216.27
2026-05-18 08:35:00,10215.34
2026-05-18 11:33:29,10225.11
2026-05-19 08:05:00,10224.07
2026-05-19 08:45:30,10305.91
2026-05-21 17:35:00,10305.40
2026-05-21 17:49:30,10203.34
2026-05-22 10:45:00,10201.94
2026-05-22 11:47:13,10406.45
2026-05-22 13:15:00,10405.95
2026-05-22 14:37:40,10484.67
2026-05-26 14:05:00,10484.17
2026-05-26 14:52:41,10380.01
2026-06-01 08:15:00,10378.45
2026-06-01 08:50:25,10274.70
2026-06-02 08:05:00,10272.85
2026-06-02 08:31:24,10478.57
2026-06-02 12:45:00,10477.11
2026-06-02 13:08:39,10372.04
2026-06-03 08:10:00,10370.23
2026-06-03 09:15:26,10266.41
2026-06-03 13:55:00,10265.88
2026-06-03 14:19:41,10163.99
2026-06-04 07:35:00,10162.67
2026-06-04 08:30:20,10060.76
2026-06-05 11:40:00,10059.29
2026-06-05 12:30:02,10066.81
2026-06-09 16:25:00,10066.51
2026-06-09 16:39:38,9965.90
2026-06-10 10:25:00,9965.19
2026-06-10 11:03:42,9865.07
2026-06-10 11:10:00,9864.59
2026-06-10 12:30:38,10060.56
2026-06-12 09:40:00,10059.84
2026-06-12 10:25:31,10260.17
2026-06-16 07:35:00,10257.83
2026-06-16 08:39:38,10464.28
2026-06-17 12:00:00,10462.76
2026-06-17 13:35:38,10671.50
2026-06-18 19:10:00,10670.43
2026-06-18 19:48:40,10680.86
2026-06-19 12:35:00,10679.31
2026-06-19 12:51:38,10892.59
2026-06-24 12:05:00,10891.53
2026-06-24 13:09:31,11109.13
2026-06-25 08:20:00,11107.30
2026-06-25 10:03:27,11330.68
2026-06-26 09:00:00,11329.71
2026-06-26 10:02:21,11216.87
2026-06-26 19:10:00,11216.08
2026-06-26 19:49:04,11103.81
2026-06-29 17:20:00,11102.80
2026-06-29 17:52:27,10992.19
2026-06-30 08:20:00,10990.60
2026-06-30 09:47:15,11210.67
2026-07-06 10:50:00,11209.03
2026-07-06 11:27:41,11095.85
2026-07-06 12:00:00,11094.18
2026-07-06 13:29:28,11316.86
2026-07-07 08:35:00,11315.27
2026-07-07 10:52:38,11541.20
2026-07-07 12:50:00,11540.01
2026-07-07 13:29:15,11424.65
2026-07-09 13:30:00,11423.68
2026-07-09 13:33:41,11651.07
2026-07-14 07:50:00,11649.91
2026-07-14 08:51:17,11533.91
2026-07-14 10:15:00,11532.61
2026-07-14 10:31:03,11417.38
2026-07-16 17:45:00,11416.57
2026-07-16 18:05:19,11302.66
2026-07-16 19:40:00,11301.70
2026-07-16 19:59:37,11526.30
2026-07-17 07:35:00,11525.03
2026-07-17 08:04:34,11408.71
2026-07-17 13:35:00,11408.02
2026-07-17 13:40:20,11635.46
2026-07-21 07:35:00,11634.19
2026-07-21 11:19:39,11645.36
2026-07-23 13:35:00,11644.81
2026-07-23 13:49:40,11529.27
2026-07-27 13:05:00,11528.12
2026-07-27 13:57:27,11758.12
2026-07-30 13:35:00,11757.47
2026-07-30 13:50:38,11640.26
2026-07-30 15:20:00,11639.79
2026-07-30 16:33:37,11869.89
2026-07-31 12:45:00,11868.72
2026-07-31 13:30:40,11880.50
2026-08-03 19:55:00,11879.22
2026-08-03 20:00:00,11895.34
2026-08-05 12:25:00,11894.03
2026-08-05 13:29:40,11905.53
2026-08-10 00:00:00,11905.53
