candidate,stage,score,mode,risk_pct,grid_levels,first_offset_atr,grid_step_atr,stop_extra_atr,target_atr,be_trigger_r,be_lock_r,trail_start_r,trail_distance_atr,pending_expiry_bars,max_hold_bars,cooldown_bars,session_start_utc,session_end_utc,adx_min,adx_max,range_adx_max,rsi_long_max,rsi_short_min,max_spread_price,max_daily_loss_pct,start,end,starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,profit_factor,max_drawdown_pct,realized_drawdown_pct,max_consecutive_losses,exposure_pct_max
188,train,-2.0619682403063875,breakout,0.5,2,0.15,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10259.97362639322,259.9736263932191,2.5997362639321953,130,64,66,49.23076923076923,1.095257881480568,4.473455703999844,4.403711162984795,5,0.49901023444528764
189,train,1.363999790516609,breakout,0.5,2,0.15,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10339.662190082028,339.66219008202825,3.3966219008202847,117,75,42,64.1025641025641,1.2060789803316778,3.135988928315017,3.108422246243878,5,0.5005187430523012
190,train,-10000.0,breakout,0.5,2,0.15,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10021.810652969909,21.810652969908915,0.2181065296990914,128,77,51,60.15625,1.0112751704991225,3.642809537687197,3.6152428556160583,5,0.4994739160803564
191,train,3.7645343357884506,breakout,0.5,2,0.15,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10555.333922487409,555.3339224874089,5.553339224874088,113,67,46,59.29203539823009,1.3025759015611933,3.1077537178933463,3.038924772959199,5,0.4991184503558976
192,train,3.1933231210271504,breakout,0.5,2,0.15,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10411.592661441513,411.592661441513,4.115926614415133,125,72,53,57.599999999999994,1.1976217813001386,2.5099150311045886,2.4729993067878833,5,0.4985249458151703
193,train,0.09299202005766838,breakout,0.5,3,0.0,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10392.626502352696,392.62650235269575,3.9262650235269536,126,76,50,60.317460317460316,1.1977452269822593,4.127090809685447,3.8558349998559263,3,0.4988419734491716
194,train,-10000.0,breakout,0.5,3,0.0,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10018.36755961397,18.367559613969206,0.18367559613969853,140,80,60,57.14285714285714,1.0078441319590776,5.711653708543833,5.443090359536796,6,0.4976907705120674
195,train,-5.328656288584032,breakout,0.5,3,0.0,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10351.646823225175,351.64682322517547,3.516468232251757,121,63,58,52.066115702479344,1.1566017731883922,6.865737815118096,6.5252250472725715,5,0.5006909494203641
196,train,-4.764164003417673,breakout,0.5,3,0.0,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10214.325166263716,214.3251662637158,2.143251662637158,134,68,66,50.74626865671642,1.0833242534576193,5.707813429427817,5.3655348707144865,6,0.5003253932688251
197,train,4.428914996997765,breakout,0.5,3,0.0,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10419.300973434762,419.30097343476154,4.193009734347619,113,77,36,68.14159292035397,1.302074625179424,1.982357770949279,1.9405553905560293,3,0.5015670279490921
198,train,0.29856360481943667,breakout,0.5,3,0.0,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10172.099109980218,172.0991099802177,1.7209910998021716,125,80,45,64.0,1.108371818266817,2.6884284063979824,2.481327539116659,4,0.5002181122676476
199,train,5.23596628890899,breakout,0.5,3,0.0,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10555.982301038419,555.9823010384189,5.5598230103841795,109,67,42,61.46788990825688,1.3531320896773806,2.35006716712775,2.2396415001390517,4,0.49899579133380473
200,train,1.229338613184203,breakout,0.5,3,0.0,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10307.699224456315,307.6992244563153,3.076992244563148,118,69,49,58.47457627118644,1.1715920714141426,2.994909874559572,2.367272305278955,4,0.4994861537946886
201,train,-1.07254090145663,breakout,0.5,3,0.0,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10227.388873247048,227.38887324704774,2.273888732470475,119,80,39,67.22689075630252,1.1574022239045776,3.8117967120757,3.69485532038012,3,0.5011344325286632
202,train,-1.4377788342372158,breakout,0.5,3,0.0,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10161.401907171006,161.40190717100631,1.61401907171006,131,86,45,65.64885496183206,1.0982892458335567,3.5824313320079937,3.3839166380449095,4,0.49906041904356013
203,train,5.620343266143855,breakout,0.5,3,0.0,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10733.2457187855,733.2457187854998,7.332457187855002,116,75,41,64.65517241379311,1.482452604089637,3.265010627716901,3.1730315128350743,3,0.49756109296479906
204,train,7.844709414139296,breakout,0.5,3,0.0,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10734.040944372453,734.0409443724529,7.340409443724538,126,79,47,62.698412698412696,1.4394442644737042,1.9858825325181393,1.935189789711602,4,0.49936772308168415
205,train,3.785297538652813,breakout,0.5,3,0.0,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10417.3104354079,417.3104354079005,4.173104354079005,104,79,25,75.96153846153845,1.4427209059412105,2.4851381262825627,2.4149317288373684,3,0.4929016136696738
206,train,2.057660084952656,breakout,0.5,3,0.0,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10332.021207259926,332.0212072599261,3.320212072599271,114,85,29,74.56140350877193,1.3048629494009591,2.817932159138074,2.743748029410516,3,0.4975147403634643
207,train,9.239311369312203,breakout,0.5,3,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10823.9730129085,823.9730129085001,8.239730129085011,101,74,27,73.26732673267327,1.7964482921198164,2.1073974133402444,2.0591912104825796,3,0.5011205494447142
208,train,9.104091012252917,breakout,0.5,3,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10774.001424431222,774.0014244312224,7.740014244312232,111,80,31,72.07207207207207,1.6520290754759603,1.744434101672908,1.6959054450287356,3,0.49956823556050606
209,train,-2.3963773511318065,breakout,0.5,3,0.15,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10321.577565052763,321.577565052763,3.215775650527619,116,70,46,60.3448275862069,1.178524931672739,5.09400159166939,4.696183759654054,5,0.49823812077635315
210,train,-5.556224548564958,breakout,0.5,3,0.15,0.4,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10109.203393260015,109.20339326001522,1.092033932600156,126,73,53,57.936507936507944,1.0530344130467828,5.530181837365933,5.133711406277526,5,0.4993487972990574
211,train,2.0406246631624247,breakout,0.5,3,0.15,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10626.318334603093,626.3183346030928,6.263183346030932,113,62,51,54.86725663716814,1.3107794781477848,4.4689542439800425,4.12292059127863,5,0.4907886970821103
212,train,0.9205442230066099,breakout,0.5,3,0.15,0.4,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10370.254609302727,370.25460930272675,3.7025460930272702,125,66,59,52.800000000000004,1.1573425806947641,3.498159461894549,3.149135907724215,5,0.49817286847166564
213,train,3.4276310486063473,breakout,0.5,3,0.15,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10365.653597116881,365.65359711688143,3.6565359711688172,104,70,34,67.3076923076923,1.2859033507602846,2.222617568935022,2.118214889055978,3,0.501128548460859
214,train,-0.5047710573870583,breakout,0.5,3,0.15,0.4,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10188.397671660035,188.39767166003548,1.883976716600344,114,74,40,64.91228070175438,1.1306097385526879,3.2499818061626544,2.972675065829769,4,0.49767414159582957
215,train,5.2208687383801164,breakout,0.5,3,0.15,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10557.772328740944,557.7723287409444,5.577723287409442,103,64,39,62.13592233009708,1.371889257448866,2.389240591070587,2.337069365519472,4,0.4986711729690994
216,train,3.385458591696163,breakout,0.5,3,0.15,0.4,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10389.49954444049,389.49954444049035,3.894995444404903,112,67,45,59.82142857142857,1.2324726384008295,2.3191567386168885,2.161175514861494,4,0.4998606385398219
217,train,1.3604346540882657,breakout,0.5,3,0.15,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10350.646581926338,350.6465819263376,3.5064658192633713,113,79,34,69.91150442477876,1.267999081810054,3.2677940715528964,3.216001533050091,5,0.5002310413805389
218,train,-2.3241962182346523,breakout,0.5,3,0.15,0.7,1.0,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10166.306497289917,166.3064972899174,1.6630649728991642,122,82,40,67.21311475409836,1.1087006901943692,4.113701428623641,3.9293842980866445,5,0.5013990392083851
219,train,3.442499239978557,breakout,0.5,3,0.15,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10530.961277506569,530.9612775065689,5.309612775065697,107,69,38,64.48598130841121,1.3589727079065956,3.2139216393890733,3.16237955435118,5,0.4972820669594716
220,train,2.550589924048775,breakout,0.5,3,0.15,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10430.28942167222,430.28942167221976,4.302894216722208,119,75,44,63.02521008403361,1.2583810365687418,3.0383702032282875,2.8745412924843374,5,0.5006132425376051
221,train,4.133740456034787,breakout,0.5,3,0.15,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10370.812980154757,370.8129801547566,3.708129801547555,98,75,23,76.53061224489795,1.4029594592049053,1.9890601466236544,1.7538205678171659,3,0.4993014522118664
222,train,2.1694570146766807,breakout,0.5,3,0.15,0.7,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10367.328541718543,367.3285417185434,3.6732854171854346,107,81,26,75.70093457943925,1.364484763894058,3.0182210723871497,2.783638340507795,3,0.4947673428146529
223,train,7.932718672327341,breakout,0.5,3,0.15,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10694.175677120562,694.1756771205619,6.941756771205609,93,67,26,72.04301075268818,1.7122864781648652,2.0186728084488887,1.7833814370878383,4,0.4982499985493001
224,train,5.5604633536915395,breakout,0.5,3,0.15,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2025-01-31 01:15:00+00:00,2026-02-04 17:35:00+00:00,10000.0,10631.779413019236,631.779413019236,6.317794130192356,102,73,29,71.56862745098039,1.592688842346678,2.857060256218985,2.6510599631266754,3,0.4997651836829452
76,validation,-10000.0,momentum,0.5,2,0.1,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9986.197677533757,-13.802322466242913,-0.13802322466243133,34,17,17,50.0,0.9762882071338165,2.598978080054703,2.4332695052648283,4,0.488429470010066
112,validation,1.3395526925313492,momentum,0.5,2,0.2,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10110.267104594996,110.26710459499554,1.1026710459499656,29,14,15,48.275862068965516,1.2169888733568037,1.322533765233311,1.0135652300970561,4,0.4951898390298277
75,validation,-1.3838500805501392,momentum,0.5,2,0.1,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10078.593135491497,78.59313549149738,0.7859313549149816,33,16,17,48.484848484848484,1.1350196065941014,2.1832122645180934,2.017432233994153,4,0.49056278263311615
111,validation,1.374288647385229,momentum,0.5,2,0.2,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10110.267104594996,110.26710459499554,1.1026710459499656,29,14,15,48.275862068965516,1.2169888733568037,1.322533765233311,1.0135652300970561,4,0.4951898390298277
148,validation,-10000.0,momentum,0.5,3,0.2,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10012.320294820245,12.32029482024518,0.12320294820244992,9,4,5,44.44444444444444,1.0630081395631548,1.0372388753826454,0.9663163468244602,2,0.47958754728746517
117,validation,3.750369037535073,momentum,0.5,3,0.1,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10295.71966227321,295.7196622732099,2.9571966227321056,30,13,17,43.333333333333336,1.5280415905313884,1.378197948711592,1.341316266997763,4,0.4809184692673522
207,validation,-10000.0,breakout,0.5,3,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9906.201336775355,-93.79866322464477,-0.9379866322464459,2,0,2,0.0,0.0,0.9774171752269911,0.9379866322464477,2,0.4926018245060374
208,validation,-10000.0,breakout,0.5,3,0.0,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9906.201336775355,-93.79866322464477,-0.9379866322464459,2,0,2,0.0,0.0,0.9774171752269911,0.9379866322464477,2,0.4926018245060374
157,validation,2.9860263977364423,momentum,0.5,3,0.2,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10026.32599548953,26.325995489529305,0.26325995489528964,4,2,2,50.0,1.4321726556166443,0.6116336868687569,0.6091545854970172,2,0.49511350516074853
158,validation,2.9860263977364423,momentum,0.5,3,0.2,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10026.32599548953,26.325995489529305,0.26325995489528964,4,2,2,50.0,1.4321726556166443,0.6116336868687569,0.6091545854970172,2,0.49511350516074853
109,validation,-10000.0,momentum,0.5,2,0.2,0.45,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10002.81574969754,2.8157496975400136,0.028157496975400598,30,15,15,50.0,1.005540966698697,1.9001928795495533,1.5759522387552354,4,0.49880718663928336
110,validation,-10000.0,momentum,0.5,2,0.2,0.45,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10002.81574969754,2.8157496975400136,0.028157496975400598,30,15,15,50.0,1.005540966698697,1.9001928795495533,1.5759522387552354,4,0.49880718663928336
136,validation,-10000.0,momentum,0.5,3,0.1,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9932.829994878779,-67.17000512122104,-0.6717000512122095,8,3,5,37.5,0.635553126232035,0.9041659145806333,0.7836317649639022,2,0.49265012462363517
99,validation,-10000.0,momentum,0.5,2,0.2,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10057.608470703748,57.608470703748026,0.5760847070374719,32,15,17,46.875,1.0975331268843644,2.2510805289528495,2.0179227268352635,4,0.4979307844966944
100,validation,-10000.0,momentum,0.5,2,0.2,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10023.211135468522,23.211135468522116,0.23211135468521604,33,16,17,48.484848484848484,1.0392972525242623,2.6633562604524252,2.4306317374314257,4,0.4979307844966944
223,validation,-10000.0,breakout,0.5,3,0.15,0.7,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,16,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9906.201336775353,-93.79866322464659,-0.937986632246468,2,0,2,0.0,0.0,0.9976139986589934,0.937986632246466,2,0.49243643240258195
204,validation,-10000.0,breakout,0.5,3,0.0,0.7,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,7,17,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9903.278278967595,-96.72172103240518,-0.9672172103240562,16,8,8,50.0,0.7118448995735668,1.8329743153426206,1.7522810202298205,3,0.48645586391800977
124,validation,-10000.0,momentum,0.5,3,0.1,0.25,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9863.115905686285,-136.88409431371474,-1.3688409431371507,12,4,8,33.33333333333333,0.6029345364887497,2.5048998999092413,2.482240367843606,5,0.4978567644697165
154,validation,3.5551573525603803,momentum,0.5,3,0.2,0.45,1.0,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10161.599952591063,161.5999525910629,1.6159995259106275,19,8,11,42.10526315789473,1.524859875146981,0.9734171090008988,0.9617313793660632,3,0.49483489269303876
147,validation,-10000.0,momentum,0.5,3,0.2,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10012.320294820245,12.32029482024518,0.12320294820244992,9,4,5,44.44444444444444,1.0630081395631548,1.0372388753826454,0.9663163468244602,2,0.47958754728746517
135,validation,-10000.0,momentum,0.5,3,0.1,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9883.14604652735,-116.85395347264966,-1.1685395347264982,8,2,6,25.0,0.49077461937166705,1.1877252214219463,1.1685395347264966,2,0.49265012462363517
159,validation,-10000.0,momentum,0.5,3,0.2,0.45,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9947.344751011035,-52.65524898896547,-0.5265524898896534,4,1,3,25.0,0.5137389258593951,0.9400676829556334,0.6091545854970172,2,0.49511350516074853
141,validation,2.546931055565589,momentum,0.5,3,0.2,0.25,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10204.16116029716,204.16116029716068,2.0416116029716047,26,11,15,42.30769230769231,1.4155591415841948,1.4154725588908639,1.0534916580015488,3,0.47468069348480135
123,validation,-10000.0,momentum,0.5,3,0.1,0.25,1.5,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9863.115905686285,-136.88409431371474,-1.3688409431371507,12,4,8,33.33333333333333,0.6029345364887497,2.5048998999092413,2.482240367843606,5,0.4978567644697165
105,validation,-10000.0,momentum,0.5,2,0.2,0.45,1.0,2.0,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10028.684118520476,28.68411852047575,0.286841185204767,38,15,23,39.473684210526315,1.0409669192454165,2.116196996112838,1.6094256654685342,4,0.4668845367069232
145,validation,-10000.0,momentum,0.5,3,0.2,0.25,1.5,1.5,0.0,0.0,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9966.13023547398,-33.869764526019935,-0.33869764526019974,9,4,5,44.44444444444444,0.8267841085491275,1.1009686643705572,1.0826209794476018,2,0.4807020862200777
146,validation,-10000.0,momentum,0.5,3,0.2,0.25,1.5,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9966.13023547398,-33.869764526019935,-0.33869764526019974,9,4,5,44.44444444444444,0.8267841085491275,1.1009686643705572,1.0826209794476018,2,0.4807020862200777
160,validation,-10000.0,momentum,0.5,3,0.2,0.45,1.5,2.0,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,9999.452306599116,-0.5476934008838725,-0.005476934008841194,4,2,2,50.0,0.9910089587450763,0.6116336868687569,0.6091545854970172,2,0.49511350516074853
152,validation,1.3563512314605146,momentum,0.5,3,0.2,0.45,1.0,1.5,1.0,0.1,0.0,0.8,12,72,12,6,19,18.0,50.0,20.0,45.0,55.0,0.8,1.0,2026-02-04 17:40:00+00:00,2026-05-05 17:35:00+00:00,10000.0,10065.628828742312,65.62882874231218,0.6562882874231235,20,8,12,40.0,1.1885243457679162,1.1241486422584779,1.112450677282435,3,0.49757308987702287
