month,return_pct,ending_balance,trades,wins,losses,breakeven,net_profit,net_win_rate,net_pf,average_win,average_loss,largest_win,largest_loss,max_loss_streak,commission,swap,fee,longs,shorts
2022.10,2.942633715377269,10346.97,7,5,2,0,295.77,71.42857142857143,9.29882154882155,66.28200000000001,-17.82,109.78,-31.95,2,-2.32,-11.23,0.0,7,0
2022.11,-0.05769805073369306,10341.0,11,5,6,0,-5.97,45.45454545454545,0.9634504714093303,31.474,-27.223333333333333,100.77,-38.1,3,-3.77,-27.82,0.0,11,0
2022.12,4.732424330335557,10830.38,18,9,9,0,489.38,50.0,3.1719332504881943,79.41111111111111,-25.035555555555558,122.97,-40.68,3,-6.26,-41.15,0.0,18,0
2023.01,0.9812213421874395,10936.65,10,3,7,0,106.27,30.0,1.517960715504216,103.81333333333333,-29.31,115.27,-46.37,4,-2.57,-30.43,0.0,10,0
2023.02,0.13614772348022475,10951.539999999999,7,3,4,0,14.89,42.857142857142854,1.131793237741193,42.62333333333333,-28.245,95.46,-38.81,4,-2.49,-19.25,0.0,7,0
2023.03,3.481154248626221,11332.779999999999,17,7,10,0,381.24,41.1764705882353,2.2556485080034254,97.83714285714287,-30.362000000000002,169.72,-65.16,3,-5.15,-32.62,0.0,17,0
2023.04,1.326858899581568,11483.15,11,5,6,0,150.37,45.45454545454545,1.7203353293413173,71.824,-34.791666666666664,110.65,-49.09,3,-4.16,-24.57,0.0,11,0
2023.05,0.19707136108123643,11505.779999999999,13,5,8,0,22.63,38.46153846153846,1.091928342202543,53.760000000000005,-30.771250000000002,109.2,-47.95,3,-5.31,-20.32,0.0,13,0
2023.06,-0.9509133670207497,11396.369999999999,7,3,4,0,-109.41,42.857142857142854,0.31193006729136535,16.533333333333335,-39.7525,17.21,-43.24,3,-3.21,-10.69,0.0,7,0
2023.07,0.6044907281880108,11465.259999999998,11,4,7,0,68.89,36.36363636363637,1.3964207618828404,60.667500000000004,-24.825714285714287,110.73,-38.14,4,-5.19,-33.16,0.0,11,0
2023.08,-1.1330750458341112,11335.349999999999,8,1,7,0,-129.91,12.5,0.4361300403663354,100.48,-32.91285714285714,100.48,-42.29,5,-4.92,-13.9,0.0,8,0
2023.09,-0.12791841451741676,11320.849999999999,10,4,6,0,-14.5,40.0,0.9151202950301469,39.082499999999996,-28.471666666666664,105.1,-44.07,2,-6.28,-18.71,0.0,10,0
2023.10,5.962008153098045,11995.8,16,7,9,0,674.95,43.75,4.086332251131739,127.66285714285713,-24.29888888888889,181.26,-40.66,5,-5.99,-36.86,0.0,16,0
2023.11,3.7694026242518217,12447.97,13,7,6,0,452.17,53.84615384615385,3.7420861127956333,88.15285714285713,-27.483333333333334,126.07,-46.12,2,-6.53,-19.79,0.0,13,0
2023.12,2.182444205762064,12719.64,11,5,6,0,271.67,45.45454545454545,2.171294300250065,100.72200000000001,-38.656666666666666,135.97,-47.24,2,-4.16,-38.5,0.0,11,0
2024.01,-2.187404674975078,12441.41,9,1,8,0,-278.23,11.11111111111111,0.06445864156018831,19.17,-37.175,19.17,-41.75,8,-4.97,-16.01,0.0,9,0
2024.02,-1.9665777431979172,12196.74,10,2,8,0,-244.67,20.0,0.13296006236932562,18.759999999999998,-35.27375,19.54,-58.13,4,-5.2,-29.39,0.0,10,0
2024.03,5.001254433561755,12806.73,22,11,11,0,609.99,50.0,2.525394483482958,91.80727272727273,-36.35363636363636,131.37,-55.66,4,-8.96,-46.5,0.0,22,0
2024.04,1.4959322168890887,12998.31,11,3,8,0,191.58,27.272727272727273,1.9260440835266823,132.82000000000002,-25.86,136.11,-50.98,4,-2.32,-31.03,0.0,11,0
2024.05,2.2104412035103027,13285.63,15,8,7,0,287.32,53.333333333333336,2.0452561117578583,70.275,-39.26857142857143,129.62,-62.55,2,-5.1,-13.89,0.0,15,0
2024.06,0.6834451960501685,13376.429999999998,10,6,4,0,90.8,60.0,1.6774602700887862,37.47166666666667,-33.5075,121.48,-45.64,1,-4.8,0.0,0.0,10,0
2024.07,4.168227247479335,13933.989999999998,14,8,6,0,557.56,57.142857142857146,3.0193401180688855,104.20875,-46.01833333333334,157.08,-50.31,2,-5.32,-29.39,0.0,14,0
2024.08,1.2515438865680255,14108.379999999997,15,6,9,0,174.39,40.0,1.5172782012873371,85.25333333333333,-37.458888888888886,171.44,-58.46,3,-5.04,-26.71,0.0,15,0
2024.09,0.6048887257077,14193.719999999998,15,4,11,0,85.34,26.666666666666668,1.2129082154529351,121.5425,-36.43909090909091,182.53,-61.6,4,-4.17,-19.77,0.0,15,0
2024.10,0.5882883416045971,14277.219999999998,10,2,8,0,83.5,20.0,1.3801675468949188,151.57,-27.455000000000002,152.91,-64.62,5,-2.73,-27.22,0.0,10,0
2024.11,0.7448228716795008,14383.559999999998,9,5,4,0,106.34,55.55555555555556,1.5152131782945737,62.548,-51.6,128.9,-62.87,2,-2.99,-21.92,0.0,9,0
2024.12,0.09302286777404205,14396.939999999997,6,3,3,0,13.38,50.0,1.2441605839416061,22.72666666666667,-18.266666666666666,24.74,-46.33,2,-2.43,-7.49,0.0,6,0
2025.01,2.700296035129688,14785.699999999997,12,6,6,0,388.76,50.0,3.0393432303414993,96.565,-31.771666666666665,150.26,-52.32,3,-4.65,-40.11,0.0,12,0
2025.02,1.0834793077094762,14945.899999999998,9,3,6,0,160.2,33.333333333333336,2.024165707710012,105.54,-26.069999999999997,155.99,-51.19,3,-2.55,-16.04,0.0,9,0
2025.03,3.983165951866399,15541.219999999998,13,8,5,0,595.32,61.53846153846154,3.7684151785714284,101.295,-43.008,174.95,-64.43,2,-4.21,-30.47,0.0,13,0
2025.04,3.680920802871332,16113.279999999997,13,6,7,0,572.06,46.15384615384615,2.83652765738868,147.25833333333335,-44.49857142857143,267.19,-77.55,3,-2.43,-9.09,0.0,13,0
2025.05,-0.7740819994439371,15988.549999999997,11,4,7,0,-124.73,36.36363636363637,0.6637733509448204,61.559999999999995,-52.99571428571428,165.04,-98.32,4,-2.01,-8.54,0.0,11,0
2025.06,-0.4152971970566438,15922.149999999998,9,3,6,0,-66.4,33.333333333333336,0.5276710769668517,24.72666666666667,-23.430000000000003,25.52,-73.87,6,-2.05,-14.44,0.0,9,0
2025.07,0.6284955235316839,16022.219999999998,10,4,6,0,100.07,40.0,1.3919241765558297,88.85,-42.555,158.17,-67.32,2,-3.33,-21.92,0.0,10,0
2025.08,0.7186270067443838,16137.359999999997,10,5,5,0,115.14,50.0,1.4387790099462672,75.51,-52.482000000000006,157.23,-58.38,3,-4.09,-7.49,0.0,10,0
2025.09,4.560783176430347,16873.35,17,7,10,0,735.99,41.1764705882353,3.4353595182158108,148.31428571428572,-30.220999999999997,198.36,-63.69,4,-4.47,-23.0,0.0,17,0
2025.10,2.2304403097191727,17249.699999999997,6,3,3,0,376.35,50.0,2.663057887759611,200.88333333333333,-75.43333333333334,262.89,-98.98,2,-0.84,-11.22,0.0,6,0
2025.11,0.7820425862478769,17384.6,9,2,7,0,134.9,22.22222222222222,1.5250866062045072,195.905,-36.70142857142857,219.87,-69.23,6,-1.72,-12.84,0.0,9,0
2025.12,5.924323826835246,18414.519999999997,14,8,6,0,1029.92,57.142857142857146,4.399188092016239,166.61375,-50.498333333333335,312.15,-67.98,3,-3.0,-41.19,0.0,14,0
2026.01,3.932385964988499,19138.649999999998,20,10,10,0,724.13,50.0,1.8231743361222263,160.381,-87.96799999999999,288.76,-232.28,3,-3.07,-11.74,0.0,20,0
2026.02,-1.095740817664778,18928.94,8,3,5,0,-209.71,37.5,0.38336910817724723,43.46,-68.018,72.01,-99.62,3,-0.86,-5.33,0.0,8,0
2026.03,1.463843194600437,19206.03,9,3,6,0,277.09,33.333333333333336,1.7359041776219688,217.87333333333333,-62.755,382.03,-90.31,3,-1.12,-6.4,0.0,9,0
2026.04,-1.172444279218558,18980.85,6,1,5,0,-225.18,16.666666666666668,0.13724137931034483,35.82,-52.2,35.82,-111.19,3,-0.89,-9.06,0.0,6,0
2026.05,-0.7584486469257173,18836.89,9,4,5,0,-143.96,44.44444444444444,0.4612073805157379,30.8075,-53.438,34.39,-70.25,3,-1.41,-9.07,0.0,9,0
2026.06,-0.43982844301792917,18754.04,7,2,5,0,-82.85,28.571428571428573,0.7498716903662107,124.19,-66.24600000000001,219.67,-79.26,3,-1.12,-1.07,0.0,7,0
2026.07,0.15266044009717372,18782.670000000002,13,6,7,0,28.63,46.15384615384615,1.0608075101416647,83.24333333333334,-67.26142857142857,202.72,-81.43,2,-2.45,-2.67,0.0,13,0
2026.08,3.5948563223439476,19457.88,15,6,9,0,675.21,40.0,2.2523834254553545,202.39166666666665,-59.904444444444444,331.62,-120.45,5,-2.61,-21.91,0.0,15,0
2026.09,-0.15304853355041761,19428.100000000002,2,1,1,0,-29.78,50.0,0.5571747211895911,37.47,-67.25,37.47,-67.25,1,-0.44,0.0,0.0,2,0
