params,train_trades,train_wr,train_pf,train_net_r,train_dd,valid_trades,valid_wr,valid_pf,valid_net_r,valid_dd,score
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,10.81081081081081,0.9811679460089189,0.0,7.725530557208005,11,0.0,0.0,-3.0,2.970100000000002,-0.35731427220619905
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.07, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,10.81081081081081,0.9811679460089189,0.0,7.725530557208005,11,0.0,0.0,-3.0,2.970100000000002,-0.35731427220619905
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,19.148936170212767,1.1736170869066125,3.0,5.936128305587034,13,0.0,0.0,-6.0,5.851985059899993,-1.1125121549847679
"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,19.148936170212767,1.1736170869066125,3.0,5.936128305587034,13,0.0,0.0,-6.0,5.851985059899993,-1.1125121549847679
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,16.216216216216218,0.985799107477768,0.0,8.64827525163591,11,0.0,0.0,-5.0,4.900995009999997,-1.6781877758989863
"{""breakout_fraction"": 0.06, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,16.216216216216218,0.985799107477768,0.0,8.64827525163591,11,0.0,0.0,-5.0,4.900995009999997,-1.6781877758989863
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,10.81081081081081,0.9812619092468222,0.0,8.648275251635923,11,0.0,0.0,-5.0,4.900995009999997,-1.6872621723608783
"{""breakout_fraction"": 0.06, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",37,10.81081081081081,0.9812619092468222,0.0,8.648275251635923,11,0.0,0.0,-5.0,4.900995009999997,-1.6872621723608783
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.0, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,10.638297872340425,0.9811781806663684,0.0,8.702358213238705,13,0.0,0.0,-6.0,5.851985059899993,-1.8271908245499668
"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.03, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.5, ""sweep_min_fraction"": 0.03, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 1.0}",47,10.638297872340425,0.9811781806663684,0.0,8.702358213238705,13,0.0,0.0,-6.0,5.851985059899993,-1.8271908245499668
