id,label,symbol,timeframe,return_pct,equity_dd_pct,balance_dd_pct,profit_factor,win_rate_pct,wins,losses,trades,net,history_quality,score
xag-r08,XAG relaxed no break even,XAGUSD,M5,-0.1936,4.45,3.71,0.97,40.0,4,6,10,-19.36,98%,-6.409703496605502
xag-r13,XAG M15 execution,XAGUSD,M15,-0.7219,1.96,1.89,0.63,50.0,2,2,4,-72.19,98%,-7.92564340202116
xag-r14,XAG narrow session relaxed,XAGUSD,M5,-1.2446,3.15,2.1,0.47,71.43,5,2,7,-124.46,98%,-8.978803235978491
xag-r09,XAG relaxed ATR trail,XAGUSD,M5,-2.7475,3.92,2.8,0.51,63.64,7,4,11,-274.75,98%,-9.899199367693901
xag-r02,XAG prior day plus Asia relaxed,XAGUSD,M5,-1.6263,3.3,1.67,0.11,75.0,3,1,4,-162.63,98%,-9.989273993227894
xag-r10,XAG relaxed long only,XAGUSD,M5,-3.4202999999999997,4.43,3.46,0.01,25.0,1,3,4,-342.03,98%,-10.318873993227893
xag-r05,XAG clean displacement,XAGUSD,M5,-2.7681,4.49,2.82,0.05,60.0,3,2,5,-276.81,98%,-10.795892491534868
xag-r12,XAG M1 execution,XAGUSD,M1,-4.152799999999999,7.83,7.26,0.65,40.0,6,9,15,-415.28,98%,-11.010097496554724
xag-r06,XAG relaxed two R,XAGUSD,M5,-3.2766,4.26,3.32,0.41,63.64,7,4,11,-327.66,98%,-11.128318391515315
xag-r11,XAG relaxed short only,XAGUSD,M5,-2.9659,4.5,3.01,0.11,75.0,6,2,8,-296.59,98%,-12.527774653122455
xag-r03,XAG prior day plus H1 relaxed,XAGUSD,M5,-4.894,5.84,4.94,0.05,50.0,4,4,8,-489.4,98%,-13.256334653122455
xag-r01,XAG relaxed composite,XAGUSD,M5,-4.0605,5.04,4.11,0.09,70.0,7,3,10,-406.05,98%,-14.132584983069734
xag-r04,XAG wide SNR zone,XAGUSD,M5,-4.0605,5.04,4.11,0.09,70.0,7,3,10,-406.05,98%,-14.132584983069734
xag-r07,XAG relaxed three R,XAGUSD,M5,-4.0605,5.04,4.11,0.09,70.0,7,3,10,-406.05,98%,-14.132584983069734
xau-r13,XAU M15 execution,XAUUSD,M15,10.3897,4.65,3.88,1.76,42.11,16,22,38,1038.97,98%,14.383465708600724
xau-r05,XAU clean displacement,XAUUSD,M5,4.4697000000000005,6.93,5.46,1.25,48.65,18,19,37,446.97,98%,2.9894226157705184
xau-r10,XAU relaxed long only,XAUUSD,M5,3.4549999999999996,6.68,5.87,1.24,50.0,19,19,38,345.5,98%,2.0283365554033455
xau-r14,XAU narrow session relaxed,XAUUSD,M5,-1.1256,5.55,5.12,0.88,52.17,12,11,23,-112.56,98%,-6.458693684557607
xau-r01,XAU relaxed composite,XAUUSD,M5,-3.4848999999999997,12.22,11.88,0.9,41.1,30,43,73,-348.49,98%,-12.081226187893916
xau-r04,XAU wide SNR zone,XAUUSD,M5,-3.4848999999999997,12.22,11.88,0.9,41.1,30,43,73,-348.49,98%,-12.081226187893916
xau-r03,XAU prior day plus H1 relaxed,XAUUSD,M5,-4.2617,11.33,10.41,0.81,40.43,19,28,47,-426.17,98%,-13.58835237578783
xau-r06,XAU relaxed two R,XAUUSD,M5,-5.0478,13.08,12.77,0.85,41.1,30,43,73,-504.78,98%,-14.8460271539733
xau-r08,XAU relaxed no break even,XAUUSD,M5,-5.8462,12.5,10.98,0.85,34.25,25,48,73,-584.62,98%,-15.2964271539733
xau-r07,XAU relaxed three R,XAUUSD,M5,-5.869400000000001,13.93,13.62,0.83,41.1,30,43,73,-586.94,98%,-16.463354938297922
xau-r02,XAU prior day plus Asia relaxed,XAUUSD,M5,-6.688999999999999,12.6,12.04,0.77,35.59,21,38,59,-668.9,98%,-17.385377169612887
xau-r09,XAU relaxed ATR trail,XAUUSD,M5,-6.837699999999999,13.87,13.46,0.8,41.1,30,43,73,-683.77,98%,-17.837422615770514
xau-r12,XAU M1 execution,XAUUSD,M1,-10.1747,16.65,16.18,0.74,39.44,28,43,71,-1017.47,98%,-23.777961113407056
xau-r11,XAU relaxed short only,XAUUSD,M5,-10.279300000000001,11.27,10.56,0.57,30.0,12,28,40,-1027.93,98%,-23.786727017842495
