slug,selection_score,opening_minutes,direction,gap_mode,minimum_opening_efficiency,minimum_breakout_relative_volume,stop_mode,reward_risk,maximum_retest_bars,minimum_opening_relative_volume,minimum_range_daily_atr,maximum_range_daily_atr,breakout_body_minimum,breakout_buffer_daily_atr,maximum_pre_retest_excursion_range,retest_tolerance_range,break_even_at_r,train_trades,train_wins,train_win_rate_pct,train_profit_factor,train_return_pct,train_maximum_drawdown_pct,train_final_balance,train_gross_profit,train_gross_loss,validation_trades,validation_wins,validation_win_rate_pct,validation_profit_factor,validation_return_pct,validation_maximum_drawdown_pct,validation_final_balance,validation_gross_profit,validation_gross_loss,locked_trades,locked_wins,locked_win_rate_pct,locked_profit_factor,locked_return_pct,locked_maximum_drawdown_pct,locked_final_balance,locked_gross_profit,locked_gross_loss
or5-both-any-eff0-bv11-midpoint-rr2,-1000000000.0,5,both,any,0.0,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,25,8,32.0,1.2002262833493125,2.565810019990633,5.84515214917269,10256.581001999062,1538.036152177487,-1281.4551501784258,14,3,21.428571428571427,0.7730640009229323,-1.683623037376658,3.2444460976422853,9831.637696262334,573.5310248764988,-741.8933286141659,10,4,40.0,2.278694242674655,4.2117841067652595,2.032861306628205,10421.178410676526,750.5600537779632,-329.3816431014373
or5-both-any-eff0-bv11-opposite-rr15,-1000000000.0,5,both,any,0.0,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,25,10,40.0,1.2660428082341602,2.9937356560006734,5.470379193488959,10299.373565600068,1424.65700245422,-1125.2834368541537,14,4,28.57142857142857,0.46881320930339127,-4.2888348643472245,5.275321183615106,9571.116513565277,378.5226726534509,-807.4061590881731,10,6,60.0,2.329012794394001,4.239872902459352,1.0271800509163256,10423.987290245936,743.0115254033295,-319.0242351573933
or5-both-any-eff0-bv11-opposite-rr2,-1000000000.0,5,both,any,0.0,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,25,9,36.0,1.3372658876223233,3.8535678783085725,6.408806273882024,10385.356787830857,1527.947254206135,-1142.590466375274,14,4,28.57142857142857,0.5871799517973612,-3.343277314000692,5.077768153588804,9665.67226859993,475.53538657515486,-809.8631179752277,10,5,50.0,2.167733571540152,3.7134926603807017,1.0271800509163083,10371.34926603807,689.3578213186104,-318.00855528054075
or5-both-any-eff025-bv08-retest-rr15,-1000000000.0,5,both,any,0.25,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,23,32.3943661971831,0.7348750468932446,-10.876089399168542,14.349096025043941,8912.391060083146,3014.641441166354,-4102.2503810832095,20,7,35.0,0.9077730408942712,-1.0076812527805457,4.333309280304609,9899.231874721945,991.8421727859946,-1092.6102980640455,17,10,58.82352941176471,2.1876023506850806,8.268403599000207,4.125190722920361,10826.840359900021,1523.0669709563597,-696.2266110563413
or5-both-any-eff025-bv08-retest-rr2,-1000000000.0,5,both,any,0.25,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,15,21.12676056338028,0.6283883734042289,-15.400732191351075,18.38010840985406,8459.926780864893,2604.2352710036052,-4144.308490138718,20,7,35.0,1.2208503012552179,2.459258097367112,3.442183596079061,10245.925809736711,1359.4665581032555,-1113.5407483665435,17,9,52.94117647058824,2.6131395107447006,11.493502960488522,4.125190722920364,11149.350296048853,1861.8431017816067,-712.4928057327536
or5-both-any-eff025-bv08-midpoint-rr15,-1000000000.0,5,both,any,0.25,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,25,35.2112676056338,0.8907916183574442,-4.302286788877829,11.817792486069898,9569.771321112217,3509.2920100639076,-3939.5206889516876,20,7,35.0,1.0599813809509449,0.5694737015601747,3.0879296097195845,10056.947370156016,1006.3648269262887,-949.4174567702738,17,8,47.05882352941176,1.7169227568720102,4.715832481669824,4.084294660299621,10471.583248166982,1129.3713343264162,-657.7880861594325
or5-both-any-eff025-bv08-midpoint-rr2,-1000000000.0,5,both,any,0.25,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,20,28.169014084507044,0.8606466070141346,-5.580254545718111,14.127361809697033,9441.97454542819,3446.3654153972752,-4004.390869969089,20,5,25.0,1.0049108827716509,0.04692561972561293,3.1531885566487996,10004.69256197256,960.2360336368843,-955.5434716643244,17,7,41.17647058823529,1.854060874634725,5.666935058301115,4.0842946602996335,10566.693505830111,1230.2217421194493,-663.5282362893396
or5-both-any-eff025-bv08-opposite-rr15,-1000000000.0,5,both,any,0.25,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,25,35.2112676056338,0.8028716205577288,-6.801464649216726,11.862399782258711,9319.853535078328,2770.125215117448,-3450.271680039123,20,7,35.0,0.7309864516343507,-2.757958325976384,4.252324127286062,9724.204167402362,749.4158501343038,-1025.2116827319417,17,11,64.70588235294117,1.9810137131235328,5.710234494171251,3.0130998669044966,10571.023449417125,1153.0983396844458,-582.0748902673247
or5-both-any-eff025-bv08-opposite-rr2,-1000000000.0,5,both,any,0.25,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,71,23,32.3943661971831,0.8593919082736748,-4.947689151336309,11.875331703109934,9505.23108486637,3024.010900871807,-3518.7798160054417,20,7,35.0,0.8286543871716324,-1.7631489705734915,3.3064058770875677,9823.68510294265,852.6866288466817,-1029.0015259040338,17,10,58.82352941176471,2.0630946822041953,6.215434443567025,3.013099866904499,10621.543444356703,1206.1982777982628,-584.6548334415604
or5-both-any-eff025-bv11-retest-rr15,-1000000000.0,5,both,any,0.25,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,6,26.08695652173913,0.612151429856161,-5.344357912206144,8.110125475796078,9465.564208779386,843.5138323203796,-1377.9496235409963,14,4,28.57142857142857,0.6537393952063435,-2.9908887526875927,5.2151916674840395,9700.911124731241,564.6792552322245,-863.7681305009797,8,4,50.0,1.7548191131365853,2.5607697021712506,2.038427630817508,10256.076970217126,595.3330459582688,-339.2560757411419
or5-both-any-eff025-bv11-retest-rr2,-1000000000.0,5,both,any,0.25,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,4,17.391304347826086,0.5472943258011963,-6.298479741782359,10.368372464668653,9370.152025821764,761.4488662975104,-1391.2968404757505,14,4,28.57142857142857,0.878746692509596,-1.0634666372771107,5.21519166748404,9893.65333627229,770.7152979522089,-877.0619616799213,8,3,37.5,1.7454620506098986,2.545784481745317,2.0384276308175076,10254.578448174532,596.0826843274631,-341.50423615293164
or5-both-any-eff025-bv11-midpoint-rr15,-1000000000.0,5,both,any,0.25,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,9,39.130434782608695,1.1705084022144414,1.9478320843678398,4.332609470652876,10194.783208436784,1337.1504226448546,-1142.3672142080734,14,4,28.57142857142857,0.7745216066322049,-1.6689863995570375,3.1373326124143674,9833.101360044297,573.299289712267,-740.1979296679688,8,5,62.5,2.3319396626937876,4.325891404225435,2.032861306628207,10432.589140422544,757.370474396529,-324.7813339739833
or5-both-any-eff025-bv11-midpoint-rr2,-1000000000.0,5,both,any,0.25,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,8,34.78260869565217,1.31402260324192,3.686307553640744,4.816541593886361,10368.630755364075,1542.5295497769137,-1173.8987944128417,14,3,21.428571428571427,0.7730640009229323,-1.683623037376658,3.2444460976422853,9831.637696262334,573.5310248764988,-741.8933286141659,8,4,50.0,2.300515404197725,4.243526142652021,2.0328613066281993,10424.352614265203,750.6483374035067,-326.295723138305
or5-both-any-eff025-bv11-opposite-rr15,-1000000000.0,5,both,any,0.25,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,10,43.47826086956522,1.559698329068467,5.135431369015464,3.5046898984583077,10513.543136901546,1431.078727469158,-917.5355905676148,14,4,28.57142857142857,0.46881320930339127,-4.2888348643472245,5.275321183615106,9571.116513565277,378.5226726534509,-807.4061590881731,8,6,75.0,3.4573505563148803,5.313235712946263,1.0215054919650035,10531.323571294626,747.541631810747,-216.21806051612438
or5-both-any-eff025-bv11-opposite-rr2,-1000000000.0,5,both,any,0.25,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,23,9,39.130434782608695,1.6458979856782165,6.013143309664493,4.462631032228033,10601.314330966448,1532.2884852441534,-930.9741542777035,14,4,28.57142857142857,0.5871799517973612,-3.343277314000692,5.077768153588804,9665.67226859993,475.53538657515486,-809.8631179752277,8,5,62.5,3.2061490523710354,4.78143530907833,1.0215054919650066,10478.143530907833,694.8757278525259,-216.7321969446948
or5-both-not_against-eff0-bv08-retest-rr15,-1000000000.0,5,both,not_against,0.0,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,15,30.612244897959183,0.6250518315303686,-12.061040559127834,16.869794211441526,8793.895944087217,2010.6180335310842,-3216.7220894438688,11,3,27.27272727272727,0.5458410131437257,-3.419358367414793,3.4193583674147883,9658.064163258521,410.96314057126415,-752.8989773127458,12,8,66.66666666666666,2.6963549214936724,7.688862506816929,3.0642745408842793,10768.886250681693,1222.1441396644293,-453.2578889827347
or5-both-not_against-eff0-bv08-retest-rr2,-1000000000.0,5,both,not_against,0.0,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,12,24.489795918367346,0.6541784494375764,-11.382743389263583,17.719771013375983,8861.725661073642,2153.2334837502067,-3291.5078226765622,11,3,27.27272727272727,0.7385511773237753,-1.9836129688391546,3.2160067645766772,9801.638703116085,560.3389904360364,-758.700287319951,12,7,58.333333333333336,3.119135861323554,9.811735339897387,3.0642745408842904,10981.173533989739,1444.1799659496658,-463.0064319599249
or5-both-not_against-eff0-bv08-midpoint-rr15,-1000000000.0,5,both,not_against,0.0,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,16,32.6530612244898,0.7380433566668012,-8.063202426184812,14.482691346543033,9193.679757381518,2271.747304585775,-3078.067547204254,11,3,27.27272727272727,0.580730570539171,-3.031787281289633,4.163994766518245,9696.821271871037,419.93320616790015,-723.1119342968619,12,4,33.33333333333333,1.5689326280318123,1.8633922213212362,3.0681591794448195,10186.339222132123,513.8634542661686,-327.524232134045
or5-both-not_against-eff0-bv08-midpoint-rr2,-1000000000.0,5,both,not_against,0.0,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,12,24.489795918367346,0.6626059168242783,-10.405018354366346,15.990812180428602,8959.498164563365,2043.4343902461492,-3083.93622568279,11,3,27.27272727272727,0.7812204065036398,-1.5909002380691484,4.163994766518245,9840.909976193085,568.080281542256,-727.1703053491719,12,4,33.33333333333333,1.8482624498235403,2.803697310134523,3.0681591794448217,10280.369731013452,610.8921195404653,-330.5223885270131
or5-both-not_against-eff0-bv08-opposite-rr15,-1000000000.0,5,both,not_against,0.0,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,16,32.6530612244898,0.6100855825631257,-10.098041880822672,13.45166169632197,8990.195811917732,1580.0056340840376,-2589.809822166309,11,3,27.27272727272727,0.6028174931232032,-2.853208583697764,4.251243933406464,9714.679141630224,433.0412382224619,-718.362096592239,12,7,58.333333333333336,1.4660307512277342,1.9450475077513962,2.0173561081099107,10194.504750775139,611.8693780292997,-417.36462725416015
or5-both-not_against-eff0-bv08-opposite-rr2,-1000000000.0,5,both,not_against,0.0,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,49,16,32.6530612244898,0.7021166980423215,-7.831142748046782,11.419790908031725,9216.885725195321,1845.8154760678215,-2628.9297508724985,11,3,27.27272727272727,0.6738283879627264,-2.3405957721842396,4.051555139329177,9765.940422781576,483.53683087019976,-717.5964080886233,12,7,58.333333333333336,1.7021173788426283,2.9521317199048713,2.017356108109903,10295.213171990486,715.6744522355639,-420.4612802450756
or5-both-not_against-eff0-bv11-retest-rr15,-1000000000.0,5,both,not_against,0.0,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,4,30.76923076923077,0.6311576572440212,-3.294139085987813,7.4334098493968135,9670.58609140122,563.6882936522153,-893.1022022509972,10,3,30.0,0.6448329740034595,-2.2900088495049986,3.2160067645766683,9770.9991150495,415.76866905852023,-644.7695540090194,5,2,40.0,0.9413351142720296,-0.1852436789961609,3.066509191179311,9981.475632100384,297.24148879212413,-315.7658566917397
or5-both-not_against-eff0-bv11-retest-rr2,-1000000000.0,5,both,not_against,0.0,1.1,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,3,23.076923076923077,0.6328465973240266,-3.3087370684060424,7.69109510484326,9669.126293159396,570.3128392435424,-901.1865460841436,10,3,30.0,0.8712842008461452,-0.8374748031598211,3.2160067645766786,9916.252519684018,566.8912203448249,-650.6387006608063,5,1,20.0,0.6267315860068936,-1.1761388986114563,3.08990118316961,9882.386110138854,197.47810681478592,-315.0919966759323
or5-both-not_against-eff0-bv11-midpoint-rr15,-1000000000.0,5,both,not_against,0.0,1.1,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,5,38.46153846153847,1.0604006683314082,0.4166288937907048,4.127786828013594,10041.66288937907,731.4381936931426,-689.7753043140722,10,3,30.0,0.680472072869026,-1.9929961306479171,3.137332612414375,9800.700386935208,424.4318236652983,-623.7314367300874,5,1,20.0,0.7098044713358851,-0.6074781880360591,2.062692189630698,9939.252181196394,148.58627770453782,-209.33409650814332
or5-both-not_against-eff0-bv11-midpoint-rr2,-1000000000.0,5,both,not_against,0.0,1.1,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,4,30.76923076923077,1.0199545178479195,0.14039849963773943,5.5458675915255,10014.039849963774,717.6323933053818,-703.5925433416087,10,3,30.0,0.9145197755725929,-0.5366733000946033,3.137332612414375,9946.33266999054,574.1659538752295,-627.8332838846887,5,1,20.0,0.6790881336466886,-0.6713462819165184,2.062692189630707,9932.865371808348,142.06495347086522,-209.19958166251482
or5-both-not_against-eff0-bv11-opposite-rr15,-1000000000.0,5,both,not_against,0.0,1.1,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,6,46.15384615384615,1.7204095343626526,3.382913877044924,3.361947678845683,10338.291387704492,807.8734400905382,-469.5820523860472,10,2,20.0,0.3995623222342552,-4.251243933406479,4.251243933406477,9574.875606659352,282.8997848264421,-708.024178167089,5,2,40.0,1.076319879775342,0.15688874941583997,1.0209137681496079,10015.688874941583,221.25621844064,-205.56734349905565
or5-both-not_against-eff0-bv11-opposite-rr2,-1000000000.0,5,both,not_against,0.0,1.1,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,13,6,46.15384615384615,1.8995156760395844,4.261218290397473,3.3619476788456883,10426.121829039746,899.8454565321398,-473.7236274923944,10,2,20.0,0.5347953281626603,-3.305315011668497,4.051555139329175,9669.46849883315,379.9761982967134,-710.5076994635638,5,2,40.0,1.076319879775342,0.15688874941583997,1.0209137681496079,10015.688874941583,221.25621844064,-205.56734349905565
or5-both-not_against-eff025-bv08-retest-rr15,-1000000000.0,5,both,not_against,0.25,0.8,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,13,30.23255813953488,0.6205710619456868,-10.511312934268446,13.6410037695405,8948.868706573156,1719.1668783915093,-2770.298171818352,11,3,27.27272727272727,0.5458410131437257,-3.419358367414793,3.4193583674147883,9658.064163258521,410.96314057126415,-752.8989773127458,9,6,66.66666666666666,2.738076034941441,5.724616347929645,3.0642745408842815,10572.461634792964,901.8267622583195,-329.3651274653543
or5-both-not_against-eff025-bv08-retest-rr2,-1000000000.0,5,both,not_against,0.25,0.8,retest,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,10,23.25581395348837,0.6192775541849957,-10.704124380858616,14.675338862363418,8929.587561914139,1741.1171942016454,-2811.529632287503,11,3,27.27272727272727,0.7385511773237753,-1.9836129688391546,3.2160067645766772,9801.638703116085,560.3389904360364,-758.700287319951,9,6,66.66666666666666,3.633467684504962,8.889576312264591,3.064274540884279,10888.957631226458,1226.5192563251792,-337.56162509872024
or5-both-not_against-eff025-bv08-midpoint-rr15,-1000000000.0,5,both,not_against,0.25,0.8,midpoint,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,14,32.55813953488372,0.7437513027244663,-6.756042865763556,10.805853936158838,9324.395713423644,1960.9136499418096,-2636.5179365181684,11,3,27.27272727272727,0.580730570539171,-3.031787281289633,4.163994766518245,9696.821271871037,419.93320616790015,-723.1119342968619,9,3,33.33333333333333,1.132981515316117,0.42531694892495864,3.0864738151076447,10042.531694892496,362.3633255622946,-319.83163066979995
or5-both-not_against-eff025-bv08-midpoint-rr2,-1000000000.0,5,both,not_against,0.25,0.8,midpoint,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,10,23.25581395348837,0.6660029584755602,-8.86302005903713,12.378816790785374,9113.697994096286,1767.320319187626,-2653.622325091338,11,3,27.27272727272727,0.7812204065036398,-1.5909002380691484,4.163994766518245,9840.909976193085,568.080281542256,-727.1703053491719,9,3,33.33333333333333,1.266294495485075,0.8553410052822397,3.086473815107662,10085.534100528224,406.7352593145446,-321.20115878632004
or5-both-not_against-eff025-bv08-opposite-rr15,-1000000000.0,5,both,not_against,0.25,0.8,opposite,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,15,34.883720930232556,0.7010465896089557,-6.621538626302792,9.750689512296026,9337.846137369721,1552.7526733552145,-2214.9065359854912,11,3,27.27272727272727,0.6028174931232032,-2.853208583697764,4.251243933406464,9714.679141630224,433.0412382224619,-718.362096592239,9,6,66.66666666666666,1.477556908326976,1.4953841760954711,2.017356108109908,10149.538417609547,462.6705595639517,-313.13214195440315
or5-both-not_against-eff025-bv08-opposite-rr2,-1000000000.0,5,both,not_against,0.25,0.8,opposite,2.0,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,43,15,34.883720930232556,0.8101484059725662,-4.266978641887653,7.631932049849051,9573.302135811235,1820.8358811802636,-2247.533745369021,11,3,27.27272727272727,0.6738283879627264,-2.3405957721842396,4.051555139329177,9765.940422781576,483.53683087019976,-717.5964080886233,9,6,66.66666666666666,1.6341377979446021,1.9954731762700684,2.017356108109911,10199.547317627008,514.2223271813914,-314.67500955438015
or5-both-not_against-eff025-bv11-retest-rr15,-1000000000.0,5,both,not_against,0.25,1.1,retest,1.5,3,0.8,0.05,0.35,0.55,0.015,0.6,0.12,1.0,12,4,33.33333333333333,0.7145352891982802,-2.257619844565595,6.441256417359677,9774.23801554344,565.0957850467703,-790.8577695033322,10,3,30.0,0.6448329740034595,-2.2900088495049986,3.2160067645766683,9770.9991150495,415.76866905852023,-644.7695540090194,3,1,33.33333333333333,0.7129747233687809,-0.5937089074568358,2.0384276308175067,9940.629109254316,147.47810681478592,-206.84899756047028
