symbol,range_minutes,atr_stop_fraction,relative_volume_min,training_selection_score,robust_score,train_start,train_end,train_starting_balance,train_ending_balance,train_net_profit,train_return_percent,train_max_drawdown_percent,train_trades,train_wins,train_losses,train_win_rate_percent,train_profit_factor,train_total_r,train_average_r,train_sharpe,train_skipped_below_broker_minimum,validation_start,validation_end,validation_starting_balance,validation_ending_balance,validation_net_profit,validation_return_percent,validation_max_drawdown_percent,validation_trades,validation_wins,validation_losses,validation_win_rate_percent,validation_profit_factor,validation_total_r,validation_average_r,validation_sharpe,validation_skipped_below_broker_minimum,full_start,full_end,full_starting_balance,full_ending_balance,full_net_profit,full_return_percent,full_max_drawdown_percent,full_trades,full_wins,full_losses,full_win_rate_percent,full_profit_factor,full_total_r,full_average_r,full_sharpe,full_skipped_below_broker_minimum
FSLR,15,0.1,0.75,-1000000000.0,-1000001.8459523809,2026-05-08,2026-06-24,300.0,273.4746428571428,-26.525357142857217,-8.841785714285743,8.84178571428574,10,0,10,0.0,0.0,-14.727760375836406,-1.4727760375836405,-16.79095728741049,0,2026-06-25,2026-07-07,300.0,294.4621428571429,-5.537857142857092,-1.8459523809523648,3.114619047619044,5,1,4,20.0,0.4073264329506073,-3.4889627444803226,-0.6977925488960646,-4.918400431895843,0,2026-05-08,2026-07-07,300.0,269.3285,-30.67149999999998,-10.223833333333332,11.492500000000007,15,1,14,6.666666666666667,0.11039083460227829,-18.21672312031673,-1.2144482080211152,-11.144168692387113,0
W,60,0.15,0.75,-1000000000.0,-1000001.8487142858,2026-05-08,2026-06-24,300.0,286.1138571428571,-13.886142857142886,-4.628714285714297,4.628714285714295,7,1,6,14.285714285714285,0.11015599252993465,-5.384580733840884,-0.7692258191201262,-9.866499018538896,0,2026-06-25,2026-07-07,300.0,294.45385714285715,-5.546142857142854,-1.8487142857142813,1.8487142857142849,2,0,2,0.0,0.0,-2.0152629182442983,-1.0076314591221491,-8.573025773062822,0,2026-05-08,2026-07-07,300.0,280.56771428571426,-19.43228571428574,-6.477428571428579,6.47742857142858,9,1,8,11.11111111111111,0.0812716552185274,-7.399843652085182,-0.8222048502316869,-9.61764652299426,0
W,60,0.075,0.75,-1000000000.0,-1000001.8627142857,2026-05-08,2026-06-24,300.0,283.5464464285714,-16.453553571428586,-5.484517857142857,5.484517857142862,7,1,6,14.285714285714285,0.17283717873792404,-5.938496759884458,-0.8483566799834941,-8.13864062522113,0,2026-06-25,2026-07-07,300.0,294.4118571428572,-5.588142857142827,-1.862714285714273,1.8627142857142758,2,0,2,0.0,0.0,-2.0305258364885965,-1.0152629182442983,-8.573033162085045,0,2026-05-08,2026-07-07,300.0,277.9583035714286,-22.041696428571413,-7.347232142857141,7.347232142857138,9,1,8,11.11111111111111,0.13493096393977524,-7.969022596373055,-0.8854469551525617,-8.1917888799354,0
W,60,0.05,0.75,-1000000000.0,-1000001.8767142857,2026-05-08,2026-06-24,300.0,271.55699999999985,-28.443000000000154,-9.481000000000051,9.481000000000051,7,0,7,0.0,0.0,-10.554804472688739,-1.5078292103841056,-12.56473184144021,0,2026-06-25,2026-07-07,300.0,294.3698571428572,-5.6301428571428005,-1.876714285714265,1.876714285714267,2,0,2,0.0,0.0,-2.045788754732879,-1.0228943773664394,-8.573040329683955,0,2026-05-08,2026-07-07,300.0,266.5524285714285,-33.44757142857151,-11.149190476190507,11.149190476190503,9,0,9,0.0,0.0,-12.600593227421617,-1.4000659141579574,-10.994265344940674,0
W,30,0.2,1.0,-1000000000.0,-1000001.8767619048,2026-05-08,2026-06-24,300.0,289.21528571428576,-10.784714285714244,-3.594904761904749,4.356904761904748,7,1,6,14.285714285714285,0.1748948029947,-4.53741218620788,-0.64820174088684,-7.985867831414497,0,2026-06-25,2026-07-07,300.0,294.3697142857143,-5.630285714285719,-1.8767619047619033,1.8767619047619064,2,0,2,0.0,0.0,-2.2571686440466774,-1.1285843220233387,-8.512916855935824,0,2026-05-08,2026-07-07,300.0,283.58500000000004,-16.414999999999964,-5.4716666666666525,5.471666666666654,9,1,8,11.11111111111111,0.12223945243569914,-6.794580830254557,-0.7549534255838397,-8.344874986079628,0
CDNS,60,0.1,0.75,2.2608325109836587,-1000001.8783333333,2026-05-08,2026-06-24,300.0,306.7897142857142,6.789714285714183,2.2632380952380515,2.0518445711888167,7,2,5,28.57142857142857,1.7157400156616933,4.52598468950448,0.6465692413577829,2.0174256804929747,0,2026-06-25,2026-07-07,300.0,294.365,-5.634999999999991,-1.8783333333333263,1.8783333333333305,2,0,2,0.0,0.0,-2.082307863177973,-1.0411539315889864,-8.569736629674555,0,2026-05-08,2026-07-07,300.0,301.1547142857142,1.154714285714192,0.3849047619047363,3.850920062120461,9,2,7,22.22222222222222,1.07636349894661,2.4436768263265076,0.271519647369612,0.3334797812475813,0
W,15,0.15,1.0,-1000000000.0,-1000002.011,2026-05-08,2026-06-24,300.0,285.5041428571429,-14.495857142857119,-4.831952380952376,4.831952380952373,7,1,6,14.285714285714285,0.1060138849732166,-5.8314559046948,-0.8330651292421143,-9.866572138773275,0,2026-06-25,2026-07-07,300.0,293.96700000000004,-6.032999999999959,-2.010999999999985,2.010999999999986,2,0,2,0.0,0.0,-2.1462009913538664,-1.0731004956769332,-8.548634358241662,0,2026-05-08,2026-07-07,300.0,279.4711428571429,-20.528857142857078,-6.842952380952361,6.842952380952359,9,1,8,11.11111111111111,0.07726586830192313,-7.977656896048667,-0.8864063217831852,-9.6183809417847,0
FSLR,5,0.15,0.75,-1000000000.0,-1000002.0382976191,2026-05-08,2026-06-24,300.0,285.65160714285713,-14.34839285714287,-4.782797619047619,7.0486418918636415,8,1,7,12.5,0.33760525226744864,-5.156447693602128,-0.644555961700266,-5.298603002323391,0,2026-06-25,2026-07-07,300.0,293.88510714285724,-6.114892857142763,-2.038297619047591,3.23263095238093,5,1,4,20.0,0.36946170191610145,-2.2415731081826267,-0.44831462163652536,-5.558099862594541,0,2026-05-08,2026-07-07,300.0,279.53671428571437,-20.463285714285632,-6.821095238095209,10.204347266235304,13,2,11,15.384615384615385,0.34745689360636034,-7.398020801784754,-0.5690785232142118,-5.464408400490401,0
CDNS,60,0.05,0.75,-1000000000.0,-1000002.13075,2026-05-08,2026-06-24,300.0,280.829357142857,-19.17064285714298,-6.390214285714324,6.390214285714327,7,0,7,0.0,0.0,-9.604059516842097,-1.372008502406014,-11.87779559933466,0,2026-06-25,2026-07-07,300.0,293.6077499999999,-6.392250000000104,-2.130750000000037,2.1307500000000346,2,0,2,0.0,0.0,-3.164615726356004,-1.582307863178002,-7.942631287565753,0,2026-05-08,2026-07-07,300.0,275.13085714285694,-24.86914285714306,-8.289714285714355,8.289714285714354,9,0,9,0.0,0.0,-12.7686752431981,-1.4187416936886779,-10.506012741485518,0
W,5,0.15,0.75,-1000000000.0,-1000002.171,2026-05-08,2026-06-24,300.0,275.94300000000004,-24.05699999999996,-8.018999999999988,8.018999999999986,11,1,10,9.090909090909092,0.06668994413407812,-9.484719920452928,-0.8622472654957207,-16.91319979236991,0,2026-06-25,2026-07-07,300.0,293.487,-6.512999999999977,-2.1709999999999896,2.1709999999999923,2,0,2,0.0,0.0,-2.315359728704731,-1.1576798643523656,-8.47319139063835,0,2026-05-08,2026-07-07,300.0,271.60100000000006,-28.398999999999944,-9.46633333333331,9.466333333333314,13,1,12,7.6923076923076925,0.05707550302144889,-11.80007964915766,-0.9076984345505892,-13.767886113772473,0
CDNS,5,0.05,0.75,-0.2131386257604202,-1000002.224,2026-05-08,2026-06-24,300.0,307.25642857142856,7.2564285714285575,2.4188095238095286,8.102727955584296,7,1,6,14.285714285714285,1.2040066348845544,11.750325644279,1.6786179491827142,0.8667972728653615,0,2026-06-25,2026-07-07,300.0,293.32800000000003,-6.671999999999969,-2.2239999999999926,2.2239999999999895,2,0,2,0.0,0.0,-2.85844154011012,-1.42922077005506,-8.473673973929511,0,2026-05-08,2026-07-07,300.0,300.5844285714286,0.5844285714285888,0.19480952380952488,10.098255280858146,9,1,8,11.11111111111111,1.0138353889702458,8.89188410416888,0.9879871226854312,0.26961099697444085,0
W,15,0.1,1.0,-1000000000.0,-1000002.2693333334,2026-05-08,2026-06-24,300.0,283.49050000000005,-16.509499999999946,-5.5031666666666474,5.503166666666648,7,1,6,14.285714285714285,0.14787478386538985,-6.460196771869727,-0.9228852531242467,-8.318375483833423,0,2026-06-25,2026-07-07,300.0,293.192,-6.807999999999993,-2.2693333333333343,2.2693333333333308,2,0,2,0.0,0.0,-2.7193014870308034,-1.3596507435154017,-8.21418423083053,0,2026-05-08,2026-07-07,300.0,276.68250000000006,-23.31749999999994,-7.772499999999982,7.7724999999999795,9,1,8,11.11111111111111,0.10942423374391291,-9.17949825890053,-1.0199442509889478,-8.410477726404626,0
FSLR,5,0.075,0.75,-1000000000.0,-1000002.4690238095,2026-05-08,2026-06-24,300.0,270.66578571428556,-29.334214285714438,-9.778071428571478,9.77807142857148,8,0,8,0.0,0.0,-12.578927538109621,-1.5723659422637026,-11.06403246230656,0,2026-06-25,2026-07-07,300.0,292.5929285714286,-7.407071428571385,-2.469023809523796,4.85769047619046,5,1,4,20.0,0.4917288737054189,-2.3984123766881567,-0.4796824753376313,-3.628679483745491,0,2026-05-08,2026-07-07,300.0,263.2587142857142,-36.74128571428582,-12.247095238095273,14.63576190476194,13,1,12,7.6923076923076925,0.16320753796148396,-14.977339914797778,-1.1521030703690598,-7.674809960495713,0
W,15,0.2,0.75,-1000000000.0,-1000002.4856190477,2026-05-08,2026-06-24,300.0,284.00928571428574,-15.990714285714262,-5.330238095238082,5.330238095238087,8,1,7,12.5,0.06687396317013564,-6.745107179423053,-0.8431383974278817,-12.219717312964704,0,2026-06-25,2026-07-07,300.0,292.54314285714287,-7.456857142857132,-2.4856190476190476,2.4856190476190436,3,0,3,0.0,0.0,-3.016997709752556,-1.0056659032508521,-11.501286936102995,0,2026-05-08,2026-07-07,300.0,276.5524285714286,-23.447571428571393,-7.81585714285713,7.815857142857132,11,1,10,9.090909090909092,0.046597542911910546,-9.76210488917561,-0.8874640808341464,-12.242462128052692,0
FSLR,15,0.15,0.75,-1000000000.0,-1000002.598297619,2026-05-08,2026-06-24,300.0,294.3026428571428,-5.697357142857186,-1.8991190476190578,4.02964940576925,8,1,7,12.5,0.7407977902347876,-1.9913931083885583,-0.2489241385485698,-1.0600156265194356,2,2026-06-25,2026-07-07,300.0,292.20510714285723,-7.79489285714277,-2.598297619047585,3.23263095238093,5,1,4,20.0,0.19622819390073953,-3.0778247459471633,-0.6155649491894326,-9.106452127815174,0,2026-05-08,2026-07-07,300.0,286.50775000000004,-13.492249999999956,-4.497416666666654,7.192074888903817,13,2,11,15.384615384615385,0.5740847426862289,-5.069217854335722,-0.3899398349489017,-2.1561820958768703,2
W,30,0.2,0.75,-1000000000.0,-1000002.6882857142,2026-05-08,2026-06-24,300.0,283.94000000000005,-16.059999999999945,-5.35333333333331,6.115333333333315,9,1,8,11.11111111111111,0.12460481848904453,-6.553556732402477,-0.7281729702669418,-11.018840478789699,0,2026-06-25,2026-07-07,300.0,291.93514285714286,-8.064857142857136,-2.6882857142857097,2.688285714285712,3,0,3,0.0,0.0,-3.262952402309192,-1.0876508007697308,-11.39897284443507,0,2026-05-08,2026-07-07,300.0,275.8751428571429,-24.12485714285708,-8.041619047619031,8.041619047619026,12,1,11,8.333333333333332,0.08655531275016805,-9.81650913471167,-0.8180424278926391,-11.397003697456114,0
FSLR,60,0.15,0.75,-1000000000.0,-1000002.7795119048,2026-05-08,2026-06-24,300.0,290.27639285714287,-9.723607142857134,-3.2412023809523793,3.241202380952378,6,1,5,16.666666666666664,0.1300036747671349,-3.786559117523245,-0.6310931862538741,-7.293587217245402,5,2026-06-25,2026-07-07,300.0,291.6614642857143,-8.338535714285683,-2.7795119047619,2.779511904761894,4,0,4,0.0,0.0,-4.013520069932187,-1.0033800174830467,-14.811907990550312,0,2026-05-08,2026-07-07,300.0,281.9378571428572,-18.062142857142817,-6.020714285714268,6.020714285714273,10,1,9,10.0,0.07445500197648898,-7.800079187455432,-0.7800079187455432,-9.597677600257605,5
W,30,0.15,1.0,-1000000000.0,-1000002.784,2026-05-08,2026-06-24,300.0,288.1347142857143,-11.865285714285676,-3.95509523809523,5.098095238095236,7,1,6,14.285714285714285,0.2242013824023922,-4.748122798812471,-0.6783032569732101,-7.146392568866743,0,2026-06-25,2026-07-07,300.0,291.64799999999997,-8.352000000000032,-2.7840000000000087,2.784000000000011,2,0,2,0.0,0.0,-2.976632652113592,-1.488316326056796,-8.495387412918491,0,2026-05-08,2026-07-07,300.0,279.7827142857143,-20.21728571428571,-6.7390952380952385,6.739095238095236,9,1,8,11.11111111111111,0.14501220366835071,-7.724755450926063,-0.8583061612140069,-7.813927347113967,0
W,5,0.1,0.75,-1000000000.0,-1000002.8186666666,2026-05-08,2026-06-24,300.0,274.3105714285714,-25.689428571428607,-8.56314285714287,8.56314285714287,11,1,10,9.090909090909092,0.08191147189462379,-9.993216473002384,-0.9084742248183986,-15.528190192451584,0,2026-06-25,2026-07-07,300.0,291.544,-8.456000000000017,-2.8186666666666693,2.8186666666666724,2,0,2,0.0,0.0,-3.380806583348355,-1.6904032916741776,-8.426676731736654,0,2026-05-08,2026-07-07,300.0,265.8545714285714,-34.145428571428624,-11.381809523809538,11.381809523809542,13,1,12,7.6923076923076925,0.06290235315335084,-13.374023056350739,-1.0287710043346723,-12.874460703595618,0
W,15,0.15,0.75,-1000000000.0,-1000002.9257142857,2026-05-08,2026-06-24,300.0,281.59614285714287,-18.403857142857134,-6.13461904761905,6.134619047619045,8,1,7,12.5,0.0854252449240379,-7.326809572564045,-0.9158511965705056,-11.435281092915073,0,2026-06-25,2026-07-07,300.0,291.22285714285715,-8.777142857142849,-2.925714285714287,2.925714285714283,3,0,3,0.0,0.0,-3.153912669037223,-1.0513042230124077,-11.461958686157868,0,2026-05-08,2026-07-07,300.0,273.896,-26.103999999999985,-8.701333333333327,8.701333333333329,11,1,10,9.090909090909092,0.06178341659777872,-10.480722241601267,-0.9527929310546607,-11.58390785474917,0
W,15,0.075,1.0,-1000000000.0,-1000003.095,2026-05-08,2026-06-24,300.0,278.87071428571437,-21.12928571428563,-7.043095238095209,7.043095238095209,7,1,6,14.285714285714285,0.13994219955690207,-7.5471607788699355,-1.078165825552848,-8.067873183852738,0,2026-06-25,2026-07-07,300.0,290.7150000000001,-9.284999999999911,-3.09499999999997,3.0949999999999704,2,0,2,0.0,0.0,-3.292401982707741,-1.6462009913538704,-7.8417852070315215,0,2026-05-08,2026-07-07,300.0,271.1332142857144,-28.866785714285584,-9.622261904761864,9.622261904761862,9,1,8,11.11111111111111,0.1064238602418484,-10.839562761577676,-1.2043958623975195,-8.065955998290564,0
W,15,0.1,0.75,-1000000000.0,-1000003.1986666666,2026-05-08,2026-06-24,300.0,277.63385714285715,-22.366142857142847,-7.455380952380953,7.455380952380949,8,1,7,12.5,0.09295103906562291,-8.703227273673594,-1.0879034092091993,-10.23758409014861,0,2026-06-25,2026-07-07,300.0,290.404,-9.596000000000004,-3.198666666666672,3.198666666666668,3,0,3,0.0,0.0,-3.871095632451008,-1.2903652108170027,-11.011339423796707,0,2026-05-08,2026-07-07,300.0,268.03785714285715,-31.96214285714285,-10.654047619047613,10.654047619047617,11,1,10,9.090909090909092,0.06691161444496806,-12.574322906124603,-1.1431202641931457,-10.608498295685573,0
FSLR,60,0.075,0.75,-1000000000.0,-1000003.299452381,2026-05-08,2026-06-24,300.0,276.8721071428571,-23.12789285714291,-7.709297619047639,7.7092976190476366,11,1,10,9.090909090909092,0.11162372127542793,-10.995556589084636,-0.9995960535531487,-11.078639673353853,0,2026-06-25,2026-07-07,300.0,290.10164285714285,-9.89835714285715,-3.2994523809523835,3.2994523809523835,4,0,4,0.0,0.0,-4.767349477780614,-1.1918373694451534,-14.055309946812095,0,2026-05-08,2026-07-07,300.0,266.97374999999994,-33.02625000000006,-11.008750000000022,11.00875000000002,15,1,14,6.666666666666667,0.08087442339402827,-15.76290606686525,-1.0508604044576833,-11.942874030310257,0
FSLR,60,0.1,0.75,-1000000000.0,-1000003.4481666667,2026-05-08,2026-06-24,300.0,280.9781428571428,-19.021857142857186,-6.340619047619067,6.340619047619062,11,1,10,9.090909090909092,0.07096508609863128,-10.05180746616556,-0.9138006787423236,-15.113772932070031,0,2026-06-25,2026-07-07,300.0,289.6555,-10.344499999999982,-3.4481666666666633,3.4481666666666606,4,0,4,0.0,0.0,-4.284078722457333,-1.0710196806143333,-13.849178808489274,0,2026-05-08,2026-07-07,300.0,270.63364285714283,-29.36635714285717,-9.78878571428572,9.788785714285723,15,1,14,6.666666666666667,0.047145694612153524,-14.335886188622894,-0.9557257459081929,-14.893996503671898,0
FSLR,30,0.15,0.75,-1000000000.0,-1000003.531,2026-05-08,2026-06-24,300.0,293.04949999999997,-6.950500000000034,-2.3168333333333457,3.036916666666665,5,1,4,20.0,0.4156051624837087,-3.0106884662984905,-0.6021376932596981,-3.4156143826118446,2,2026-06-25,2026-07-07,300.0,289.40700000000004,-10.592999999999961,-3.530999999999984,3.530999999999987,6,1,5,16.666666666666664,0.1004585597826084,-4.8999267552030865,-0.8166544592005144,-14.093519723057192,0,2026-05-08,2026-07-07,300.0,282.4565,-17.543499999999995,-5.84783333333333,5.847833333333331,11,2,9,18.181818181818183,0.25881408563763425,-7.910615221501577,-0.7191468383183252,-6.268982391737792,2
W,30,0.15,0.75,-1000000000.0,-1000003.6987142857,2026-05-08,2026-06-24,300.0,282.84542857142856,-17.154571428571444,-5.718190476190477,6.861190476190491,9,1,8,11.11111111111111,0.16658916611722316,-6.769648860405269,-0.7521832067116966,-9.861603772175751,0,2026-06-25,2026-07-07,300.0,288.9038571428571,-11.096142857142922,-3.6987142857143107,3.698714285714307,3,0,3,0.0,0.0,-3.984344329796948,-1.3281147765989827,-11.135017349890498,0,2026-05-08,2026-07-07,300.0,272.98628571428566,-27.013714285714343,-9.00457142857145,9.004571428571447,12,1,11,8.333333333333332,0.11263778807033384,-10.753993190202218,-0.8961660991835182,-10.42650818321936,0
FSLR,15,0.075,0.75,-1000000000.0,-1000003.7097142857,2026-05-08,2026-06-24,300.0,266.2603035714285,-33.739696428571506,-11.246565476190506,11.246565476190503,10,0,10,0.0,0.0,-17.77723814729872,-1.7777238147298722,-13.99253342125944,0,2026-06-25,2026-07-07,300.0,288.8708571428572,-11.129142857142824,-3.7097142857142718,4.978380952380955,5,1,4,20.0,0.2548351921642187,-4.265932925100282,-0.8531865850200564,-7.373681304703378,0,2026-05-08,2026-07-07,300.0,255.13116071428567,-44.86883928571433,-14.956279761904778,16.224946428571457,15,1,14,6.666666666666667,0.07819234856964563,-22.043171072399,-1.4695447381599334,-11.426006866905315,0
W,30,0.1,1.0,-1000000000.0,-1000003.712,2026-05-08,2026-06-24,300.0,280.5532857142857,-19.44671428571428,-6.482238095238091,6.482238095238093,7,0,7,0.0,0.0,-7.33473238745831,-1.0478189124940442,-14.242832217506754,0,2026-06-25,2026-07-07,300.0,288.8639999999999,-11.136000000000081,-3.7120000000000264,3.7120000000000273,2,0,2,0.0,0.0,-4.464948978170388,-2.232474489085194,-8.492669807571358,0,2026-05-08,2026-07-07,300.0,269.41728571428564,-30.58271428571436,-10.194238095238116,10.19423809523812,9,0,9,0.0,0.0,-11.799681365628697,-1.3110757072920773,-11.158643645240643,0
W,15,0.05,1.0,-1000000000.0,-1000004.179,2026-05-08,2026-06-24,300.0,265.01457142857134,-34.985428571428656,-11.661809523809552,11.661809523809552,7,0,7,0.0,0.0,-12.994952088535948,-1.8564217269337069,-11.067595305170352,0,2026-06-25,2026-07-07,300.0,287.4630000000001,-12.53699999999992,-4.178999999999977,4.178999999999974,2,0,2,0.0,0.0,-4.438602974061615,-2.2193014870308074,-7.294898259522448,0,2026-05-08,2026-07-07,300.0,253.87057142857142,-46.129428571428576,-15.376476190476197,15.376476190476193,9,0,9,0.0,0.0,-17.433555062597563,-1.9370616736219515,-9.922060566527175,0
