family,strategy,symbol,lookback,threshold,name,return_pct,profit_factor,win_rate,max_dd_pct,trades,sharpe,recovery,score
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,20,1.1,clock20>=1.10,10.3801,1.539716625503705,71.01449275362319,4.726403649197664,69,0.9761875305330808,2.1961941404987884,19.009029475432875
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,20,1.25,clock20>=1.25,6.1415000000000015,1.5511086782903656,71.42857142857143,2.0488394088220896,42,0.7599421949287627,2.997550697997774,19.229315745127142
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,20,1.5,clock20>=1.50,4.5831,1.7793990102545787,72.72727272727273,2.202000000000004,22,0.8022148258117825,2.0813351498637567,-9978.0
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,0.5,clock40>=0.50,13.783599999999998,1.3961988640283303,69.49152542372882,4.952673733481793,118,0.9798897661391341,2.783062390485785,20.880842226712996
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,0.65,clock40>=0.65,12.845000000000004,1.3692195368730882,68.96551724137932,4.952673733481793,116,0.9172835520844514,2.5935485944013124,19.94580786373685
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,0.8,clock40>=0.80,16.5129,1.609694320241915,72.54901960784314,3.9982231858590733,102,1.2864711492488503,4.130059587069293,26.25435032576793
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,0.9,clock40>=0.90,14.548999999999998,1.6236737983273246,73.03370786516854,4.078287840091255,89,1.22184727607156,3.567428433318834,24.413183009089515
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,1.0,clock40>=1.00,10.605900000000002,1.4975208162307962,70.66666666666667,4.7430513584841965,75,0.9541880615418471,2.23609216902713,18.992324153883143
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,1.1,clock40>=1.10,11.469800000000001,1.6275400221038,72.46376811594203,4.7430513584841965,69,1.0912464948152116,2.418232300918109,20.42396662850188
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,1.25,clock40>=1.25,6.4802,1.461592158873978,72.0,3.714890206386068,50,0.7323856315046016,1.7443853357658423,15.775026285893045
ORB,orb-volume-profile-high-win-0-75r,XAUUSD,40,1.5,clock40>=1.50,2.753799999999999,1.2755535987672235,65.51724137931035,2.9069317155027807,29,0.38434077084313706,0.9473218738898735,-9971.0
ORB,orb-volume-profile-volume-confirmed,XAUUSD,0,0.0,baseline,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,0.5,clock10>=0.50,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,0.65,clock10>=0.65,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,0.8,clock10>=0.80,13.515500000000003,1.8188184974039898,43.18181818181818,4.264542595559928,44,0.9337897425302415,3.169273069067666,22.872693292425677
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,0.9,clock10>=0.90,15.858700000000002,2.119735364932323,47.5,3.25832383545952,40,1.1130419268604212,4.8671343920496035,28.686981205369086
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,1.0,clock10>=1.00,13.768500000000003,2.237695855020091,48.57142857142857,2.9694911854531325,35,1.0877073462120224,4.6366529281005375,27.93940541401986
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,1.1,clock10>=1.10,10.5486,2.1349536812885317,50.0,2.333662097971867,30,0.9536852854545452,4.52019168034976,26.305968727613845
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,1.25,clock10>=1.25,8.348199999999999,1.9505169194334377,48.148148148148145,2.020670633323818,27,0.7885763512705117,4.131400665861103,23.827491377751855
ORB,orb-volume-profile-volume-confirmed,XAUUSD,10,1.5,clock10>=1.50,-0.40039999999999965,0.9402316694530689,46.666666666666664,2.985335710228454,15,-0.06478097083634955,-0.13412226927381607,-1002.9853357102285
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,0.5,clock20>=0.50,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,0.65,clock20>=0.65,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,0.8,clock20>=0.80,9.8667,1.5625320699209795,40.909090909090914,5.246380913754556,44,0.7073719125016813,1.8806678665158012,17.122033482007232
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,0.9,clock20>=0.90,11.0805,1.678702682837192,42.857142857142854,4.257259947165903,42,0.8006206887254761,2.602730426967794,20.15471301081052
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,1.0,clock20>=1.00,9.5245,1.6259364895770352,43.58974358974359,4.257259947165903,39,0.7311923824802696,2.2372371239253424,18.443075592944847
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,1.1,clock20>=1.10,7.1640999999999995,1.5419998638210304,41.17647058823529,2.9694911854531325,34,0.5998437069197929,2.4125681985840908,17.615976327154076
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,1.25,clock20>=1.25,0.5331999999999996,1.0502426383981156,37.5,3.723299041137196,24,0.05865244443932309,0.14320633237053823,1.2989594139838125
ORB,orb-volume-profile-volume-confirmed,XAUUSD,20,1.5,clock20>=1.50,2.0696000000000003,1.3093896222325208,50.0,2.0688999999999957,16,0.28440019501497854,1.0003383440475637,8.990568834895601
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,0.5,clock40>=0.50,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,0.65,clock40>=0.65,12.481799999999998,1.7116272705504052,42.22222222222222,5.246380913754556,45,0.8563928249126088,2.3791257640626475,19.963994773010292
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,0.8,clock40>=0.80,9.828599999999998,1.5607563015621255,41.86046511627907,5.246380913754556,43,0.7059174132296343,1.873405717497968,17.090866928667264
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,0.9,clock40>=0.90,9.705100000000002,1.5972332477953983,42.5,5.237421559572986,40,0.7127668990919424,1.8530301388974448,17.132849174783168
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,1.0,clock40>=1.00,5.4426999999999985,1.356241941079061,40.54054054054054,4.315764321244952,37,0.4490687652967138,1.2611207644512812,12.50622881997605
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,1.1,clock40>=1.10,5.981499999999999,1.4199194069248264,40.0,3.335602708837848,35,0.499512758379719,1.7932291469100057,14.7870019947399
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,1.25,clock40>=1.25,3.0151000000000003,1.2538710899675831,40.74074074074074,3.2078355203228104,27,0.2917546304495558,0.9399172684815789,9.348322902840469
ORB,orb-volume-profile-volume-confirmed,XAUUSD,40,1.5,clock40>=1.50,2.3924999999999996,1.2733286112507425,47.368421052631575,2.952188940092171,19,0.27064187141005597,0.8104156097560961,8.47571239395533
ORB,us100-h1-orb-13utc,USTEC,0,0.0,baseline,68.42969999999998,2.207816689229857,55.55555555555556,5.483087742304282,108,1.7392446740852365,12.480139515557381,42.45409520079074
ORB,us100-h1-orb-13utc,USTEC,10,0.5,clock10>=0.50,67.9558,2.211879867391177,55.769230769230774,5.594138615645727,104,1.7282215039951854,12.147678967042527,42.35360846943924
ORB,us100-h1-orb-13utc,USTEC,10,0.65,clock10>=0.65,48.494599999999984,1.8912711861291733,52.63157894736842,6.111179890228524,95,1.369023564223423,7.9353906890452475,38.775118155675244
ORB,us100-h1-orb-13utc,USTEC,10,0.8,clock10>=0.80,42.7997,1.8327924036347356,53.40909090909091,6.017450811264924,88,1.2680039394224387,7.112596569942399,36.21390489976186
ORB,us100-h1-orb-13utc,USTEC,10,0.9,clock10>=0.90,36.38949999999999,1.8219250793363975,53.94736842105263,6.796117865232221,76,1.151794201353966,5.354453928199577,31.260328982298816
ORB,us100-h1-orb-13utc,USTEC,10,1.0,clock10>=1.00,27.5125,1.7156457524262372,50.0,8.978446458684664,60,0.9229148386766655,3.0642829053558294,23.435832905647537
ORB,us100-h1-orb-13utc,USTEC,10,1.1,clock10>=1.10,12.460700000000003,1.3776793724691447,47.91666666666667,9.382259780824608,48,0.5089652418918459,1.3281128737734471,14.063066999204901
ORB,us100-h1-orb-13utc,USTEC,10,1.25,clock10>=1.25,20.8255,2.1651411563293763,59.375,5.253546869097104,32,0.978628975503407,3.9640837930849484,-9968.0
ORB,us100-h1-orb-13utc,USTEC,10,1.5,clock10>=1.50,17.248199999999997,2.6211628475289963,60.0,2.83107721444823,20,0.9015366599662393,6.092451280373019,-9980.0
ORB,us100-h1-orb-13utc,USTEC,20,0.5,clock20>=0.50,63.52719999999999,2.1594353138716773,55.769230769230774,5.3237347599103035,104,1.668794035189296,11.932825894780365,41.91808099356497
ORB,us100-h1-orb-13utc,USTEC,20,0.65,clock20>=0.65,46.770599999999995,1.9121272164192487,52.80898876404494,6.671974385294044,89,1.3475137073952936,7.010008926756205,36.48028164183211
ORB,us100-h1-orb-13utc,USTEC,20,0.8,clock20>=0.80,40.4524,1.7889087377428987,50.0,8.8745853709152,84,1.1802539649273946,4.558229856301253,29.070432813080018
ORB,us100-h1-orb-13utc,USTEC,20,0.9,clock20>=0.90,29.462699999999998,1.6422736933892854,50.68493150684932,9.329765473346486,73,0.9440010925374334,3.1579250393988785,23.60874216456974
ORB,us100-h1-orb-13utc,USTEC,20,1.0,clock20>=1.00,33.159,2.0823823575494855,55.172413793103445,4.8203385471136,58,1.2091307342268216,6.878977415363383,35.640464648443356
ORB,us100-h1-orb-13utc,USTEC,20,1.1,clock20>=1.10,21.4963,1.7540497688351957,52.083333333333336,5.225312561340534,48,0.8562602393254409,4.11387830826434,26.224844744189376
ORB,us100-h1-orb-13utc,USTEC,20,1.25,clock20>=1.25,20.0385,2.0179371513913864,58.333333333333336,6.506971698286678,36,0.9357003249803401,3.0795431314502637,24.102483747004165
ORB,us100-h1-orb-13utc,USTEC,20,1.5,clock20>=1.50,6.8653999999999975,1.4405331006204958,54.166666666666664,5.869589669348018,24,0.48481988365177986,1.1696558680843174,-9976.0
ORB,us100-h1-orb-13utc,USTEC,40,0.5,clock40>=0.50,45.46109999999999,1.8727179534433707,53.68421052631579,6.058815025500852,95,1.3482476374741912,7.50329888083057,37.540558779176216
ORB,us100-h1-orb-13utc,USTEC,40,0.65,clock40>=0.65,44.6307,1.8899707867633124,53.40909090909091,6.360336297325608,88,1.3319930773651867,7.017034621072836,36.337688696400754
ORB,us100-h1-orb-13utc,USTEC,40,0.8,clock40>=0.80,43.530499999999996,1.9269302840594515,53.57142857142857,7.03650430875239,84,1.3233668887792485,6.186381488582956,34.29747167580614
ORB,us100-h1-orb-13utc,USTEC,40,0.9,clock40>=0.90,32.9903,1.8570734546059162,52.17391304347826,5.829661369723505,69,1.104300848534179,5.659042250950623,31.858979779070214
ORB,us100-h1-orb-13utc,USTEC,40,1.0,clock40>=1.00,29.462400000000006,1.8359526842790703,50.81967213114754,5.984109461478959,61,1.0178569229999819,4.9234393504423695,29.51901782244502
ORB,us100-h1-orb-13utc,USTEC,40,1.1,clock40>=1.10,17.828500000000002,1.53830337139717,49.056603773584904,6.595787381886131,53,0.7006909463086199,2.703013145778778,20.83033943894078
ORB,us100-h1-orb-13utc,USTEC,40,1.25,clock40>=1.25,22.8712,1.9129527101736792,57.14285714285714,5.402238051679409,42,0.9711117795752586,4.233652753027047,27.386442017314813
ORB,us100-h1-orb-13utc,USTEC,40,1.5,clock40>=1.50,8.0611,1.4101151319973344,54.83870967741935,6.105301763079973,31,0.5329853736159985,1.3203442373229026,-9969.0
ORB,us100-orb-new-york-m30,USTEC,0,0.0,baseline,24.889699999999998,2.7468540106539026,52.77777777777778,2.994238532007998,36,1.2952655231270178,8.31253079336617,38.94269689252964
ORB,us100-orb-new-york-m30,USTEC,10,0.5,clock10>=0.50,24.889699999999998,2.7468540106539026,52.77777777777778,2.994238532007998,36,1.2952655231270178,8.31253079336617,38.94269689252964
ORB,us100-orb-new-york-m30,USTEC,10,0.65,clock10>=0.65,24.195,2.69809731687289,51.42857142857142,2.994238532007998,35,1.2611564107996036,8.080518549660884,38.6354412162429
ORB,us100-orb-new-york-m30,USTEC,10,0.8,clock10>=0.80,21.423699999999997,2.503596920334356,48.484848484848484,2.994238532007998,33,1.1396196160509098,7.154974385301502,35.71615172766288
ORB,us100-orb-new-york-m30,USTEC,10,0.9,clock10>=0.90,19.0788,2.4915916784589047,48.275862068965516,4.664136207552938,29,1.0760204410910095,4.090532341037654,28.046727414348396
ORB,us100-orb-new-york-m30,USTEC,10,1.0,clock10>=1.00,9.0614,1.8699250213607517,45.45454545454545,6.784869068336197,22,0.6627853164034874,1.3355305620101023,15.731765949867638
ORB,us100-orb-new-york-m30,USTEC,10,1.1,clock10>=1.10,12.8032,2.918226084350888,58.82352941176471,4.182584399686029,17,0.9633441574530497,3.06107391424333,25.02516111594205
ORB,us100-orb-new-york-m30,USTEC,10,1.25,clock10>=1.25,12.1514,3.6478830271730835,58.333333333333336,2.161499999999994,12,1.3192034372831862,5.621744159148755,-9988.0
ORB,us100-orb-new-york-m30,USTEC,10,1.5,clock10>=1.50,8.4573,4.5848168870803665,57.14285714285714,1.1542000000000052,7,1.2170720438540976,7.327412926702444,-9993.0
ORB,us100-orb-new-york-m30,USTEC,20,0.5,clock20>=0.50,24.889699999999998,2.7468540106539026,52.77777777777778,2.994238532007998,36,1.2952655231270178,8.31253079336617,38.94269689252964
ORB,us100-orb-new-york-m30,USTEC,20,0.65,clock20>=0.65,22.594299999999997,2.5857540899616094,51.42857142857142,2.994238532007998,35,1.1989226753657665,7.545925202174121,37.061973905569786
ORB,us100-orb-new-york-m30,USTEC,20,0.8,clock20>=0.80,14.576599999999997,2.139607064397345,46.42857142857143,4.4674727950516635,28,0.9092567663343658,3.262829046467966,24.106680870045214
ORB,us100-orb-new-york-m30,USTEC,20,0.9,clock20>=0.90,10.8823,1.8855894272554157,45.83333333333333,4.354066938797874,24,0.745587137363407,2.499341455463366,20.31760886666428
ORB,us100-orb-new-york-m30,USTEC,20,1.0,clock20>=1.00,8.133400000000002,1.72479214379283,42.857142857142854,6.501427548585415,21,0.5900454015491923,1.2510175556397105,14.64520642285863
ORB,us100-orb-new-york-m30,USTEC,20,1.1,clock20>=1.10,8.916300000000001,2.0017076541101666,47.05882352941176,4.280799999999996,17,0.8012236317061293,2.082858344234725,19.03925474298628
ORB,us100-orb-new-york-m30,USTEC,20,1.25,clock20>=1.25,12.1288,3.132123896916641,57.14285714285714,2.161499999999994,14,1.295319811199244,5.61128845709,-9986.0
ORB,us100-orb-new-york-m30,USTEC,20,1.5,clock20>=1.50,5.116300000000002,2.114880913468872,50.0,2.161499999999994,10,0.8403411503792906,2.367013647929686,-9990.0
