"Symbol","TF","RR","Score","Ending","ReturnPct","Trades","WinRate","NetR","MaxDD","Path"
"US30","H4","3","96","617.66","105.89","81","33.33","21.12","39.83","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174303\bpr_backtest_report.json"
"US30","H4","3","100","528.15","76.05","59","33.9","16.18","34.71","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174307\bpr_backtest_report.json"
"US30","H4","4","88","385.32","28.44","87","25.29","13.78","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174312\bpr_backtest_report.json"
"US30","H4","4","92","385.32","28.44","87","25.29","13.78","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174317\bpr_backtest_report.json"
"US30","H4","4","96","420.16","40.05","81","25.93","15.02","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174321\bpr_backtest_report.json"
"US30","H4","4","100","336.93","12.31","59","25.42","8.08","41.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174326\bpr_backtest_report.json"
"US30","H4","5","88","369.62","23.21","87","21.84","14.89","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174331\bpr_backtest_report.json"
"US30","H4","5","92","369.62","23.21","87","21.84","14.89","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174336\bpr_backtest_report.json"
"US30","H4","5","96","386.89","28.96","81","22.22","15.14","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174341\bpr_backtest_report.json"
"US30","H4","5","100","242.73","-19.09","59","20.34","2.19","58.77","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174346\bpr_backtest_report.json"
"US30","H4","6","88","156.53","-47.82","87","17.24","-2.47","82.96","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174350\bpr_backtest_report.json"
"US30","H4","6","92","156.53","-47.82","87","17.24","-2.47","82.96","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174355\bpr_backtest_report.json"
"US30","H4","6","96","157.52","-47.49","81","17.28","-3.22","80.54","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174400\bpr_backtest_report.json"
"US30","H4","6","100","106.87","-64.38","59","15.25","-15.16","68.92","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174405\bpr_backtest_report.json"
"US30","H4","8","88","198.45","-33.85","87","16.09","5.67","84.43","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174411\bpr_backtest_report.json"
"US30","H4","8","92","198.45","-33.85","87","16.09","5.67","84.43","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174415\bpr_backtest_report.json"
"US30","H4","8","96","185.42","-38.19","81","16.05","2.92","81.69","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174420\bpr_backtest_report.json"
"US30","H4","8","100","105.02","-64.99","59","13.56","-14.16","71.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174425\bpr_backtest_report.json"
"US30","D1","2","88","361.72","20.57","87","37.93","8.26","44.52","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174430\bpr_backtest_report.json"
"US30","D1","2","92","361.72","20.57","87","37.93","8.26","44.52","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174435\bpr_backtest_report.json"
"US30","D1","2","96","430.37","43.46","81","39.51","11.51","32.96","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174440\bpr_backtest_report.json"
"US30","D1","2","100","434.04","44.68","59","40.68","10.56","35.77","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174445\bpr_backtest_report.json"
"US30","D1","3","88","542.78","80.93","87","32.18","18.87","39.83","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174450\bpr_backtest_report.json"
"US30","D1","3","92","542.78","80.93","87","32.18","18.87","39.83","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174455\bpr_backtest_report.json"
"US30","D1","3","96","617.66","105.89","81","33.33","21.12","39.83","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174459\bpr_backtest_report.json"
"US30","D1","3","100","528.15","76.05","59","33.9","16.18","34.71","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174504\bpr_backtest_report.json"
"US30","D1","4","88","385.32","28.44","87","25.29","13.78","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174509\bpr_backtest_report.json"
"US30","D1","4","92","385.32","28.44","87","25.29","13.78","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174514\bpr_backtest_report.json"
"US30","D1","4","96","420.16","40.05","81","25.93","15.02","61.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174519\bpr_backtest_report.json"
"US30","D1","4","100","336.93","12.31","59","25.42","8.08","41.88","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174524\bpr_backtest_report.json"
"US30","D1","5","88","369.62","23.21","87","21.84","14.89","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174529\bpr_backtest_report.json"
"US30","D1","5","92","369.62","23.21","87","21.84","14.89","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174534\bpr_backtest_report.json"
"US30","D1","5","96","386.89","28.96","81","22.22","15.14","75.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174538\bpr_backtest_report.json"
"US30","D1","5","100","242.73","-19.09","59","20.34","2.19","58.77","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174543\bpr_backtest_report.json"
"US30","D1","6","88","156.53","-47.82","87","17.24","-2.47","82.96","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174548\bpr_backtest_report.json"
"US30","D1","6","92","156.53","-47.82","87","17.24","-2.47","82.96","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174553\bpr_backtest_report.json"
"US30","D1","6","96","157.52","-47.49","81","17.28","-3.22","80.54","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174558\bpr_backtest_report.json"
"US30","D1","6","100","106.87","-64.38","59","15.25","-15.16","68.92","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174603\bpr_backtest_report.json"
"US30","D1","8","88","198.45","-33.85","87","16.09","5.67","84.43","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174608\bpr_backtest_report.json"
"US30","D1","8","92","198.45","-33.85","87","16.09","5.67","84.43","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174613\bpr_backtest_report.json"
"US30","D1","8","96","185.42","-38.19","81","16.05","2.92","81.69","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174618\bpr_backtest_report.json"
"US30","D1","8","100","105.02","-64.99","59","13.56","-14.16","71.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174622\bpr_backtest_report.json"
"XAUUSD","H1","2","88","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174625\bpr_backtest_report.json"
"XAUUSD","H1","2","92","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174627\bpr_backtest_report.json"
"XAUUSD","H1","2","96","233.87","-22.04","42","30.95","-3.01","34.62","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174629\bpr_backtest_report.json"
"XAUUSD","H1","2","100","270.79","-9.74","22","31.82","-1","31.68","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174631\bpr_backtest_report.json"
"XAUUSD","H1","3","88","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174633\bpr_backtest_report.json"
"XAUUSD","H1","3","92","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174635\bpr_backtest_report.json"
"XAUUSD","H1","3","96","156.1","-47.97","42","19.05","-10.62","54.58","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174637\bpr_backtest_report.json"
"XAUUSD","H1","3","100","245.55","-18.15","22","22.73","-2.61","28.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174639\bpr_backtest_report.json"
"XAUUSD","H1","4","88","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174641\bpr_backtest_report.json"
"XAUUSD","H1","4","92","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174643\bpr_backtest_report.json"
"XAUUSD","H1","4","96","166.46","-44.51","42","16.67","-8.62","55.51","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174645\bpr_backtest_report.json"
"XAUUSD","H1","4","100","291.12","-2.96","22","22.73","1.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174647\bpr_backtest_report.json"
"XAUUSD","H1","5","88","224.71","-25.1","44","18.18","-1.38","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174650\bpr_backtest_report.json"
"XAUUSD","H1","5","92","224.45","-25.18","44","18.18","-1.4","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174652\bpr_backtest_report.json"
"XAUUSD","H1","5","96","212.66","-29.11","42","16.67","-2.62","48.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174654\bpr_backtest_report.json"
"XAUUSD","H1","5","100","342.76","14.25","22","22.73","5.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174656\bpr_backtest_report.json"
"XAUUSD","H1","6","88","285.11","-4.96","44","18.18","4.69","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174659\bpr_backtest_report.json"
"XAUUSD","H1","6","92","284.66","-5.11","44","18.18","4.65","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174701\bpr_backtest_report.json"
"XAUUSD","H1","6","96","269.09","-10.3","42","16.67","3.38","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174703\bpr_backtest_report.json"
"XAUUSD","H1","6","100","400.98","33.66","22","22.73","9.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174705\bpr_backtest_report.json"
"XAUUSD","H1","8","88","397.92","32.64","44","18.18","13.74","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174707\bpr_backtest_report.json"
"XAUUSD","H1","8","92","398.19","32.73","44","18.18","13.76","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174709\bpr_backtest_report.json"
"XAUUSD","H1","8","96","376.28","25.43","42","16.67","12.48","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174712\bpr_backtest_report.json"
"XAUUSD","H1","8","100","483.47","61.16","22","22.73","14.49","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174714\bpr_backtest_report.json"
"XAUUSD","H4","2","88","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174716\bpr_backtest_report.json"
"XAUUSD","H4","2","92","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174718\bpr_backtest_report.json"
"XAUUSD","H4","2","96","233.87","-22.04","42","30.95","-3.01","34.62","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174720\bpr_backtest_report.json"
"XAUUSD","H4","2","100","270.79","-9.74","22","31.82","-1","31.68","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174722\bpr_backtest_report.json"
"XAUUSD","H4","3","88","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174725\bpr_backtest_report.json"
"XAUUSD","H4","3","92","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174727\bpr_backtest_report.json"
"XAUUSD","H4","3","96","156.1","-47.97","42","19.05","-10.62","54.58","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174729\bpr_backtest_report.json"
"XAUUSD","H4","3","100","245.55","-18.15","22","22.73","-2.61","28.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174732\bpr_backtest_report.json"
"XAUUSD","H4","4","88","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174734\bpr_backtest_report.json"
"XAUUSD","H4","4","92","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174736\bpr_backtest_report.json"
"XAUUSD","H4","4","96","166.46","-44.51","42","16.67","-8.62","55.51","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174739\bpr_backtest_report.json"
"XAUUSD","H4","4","100","291.12","-2.96","22","22.73","1.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174741\bpr_backtest_report.json"
"XAUUSD","H4","5","88","225.54","-24.82","44","18.18","-1.29","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174743\bpr_backtest_report.json"
"XAUUSD","H4","5","92","225.73","-24.76","44","18.18","-1.27","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174746\bpr_backtest_report.json"
"XAUUSD","H4","5","96","212.66","-29.11","42","16.67","-2.62","48.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174748\bpr_backtest_report.json"
"XAUUSD","H4","5","100","342.76","14.25","22","22.73","5.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174750\bpr_backtest_report.json"
"XAUUSD","H4","6","88","285.09","-4.97","44","18.18","4.68","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174752\bpr_backtest_report.json"
"XAUUSD","H4","6","92","285.21","-4.93","44","18.18","4.69","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174755\bpr_backtest_report.json"
"XAUUSD","H4","6","96","269.09","-10.3","42","16.67","3.38","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174757\bpr_backtest_report.json"
"XAUUSD","H4","6","100","400.98","33.66","22","22.73","9.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174759\bpr_backtest_report.json"
"XAUUSD","H4","8","88","398.97","32.99","44","18.18","13.8","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174801\bpr_backtest_report.json"
"XAUUSD","H4","8","92","398.98","32.99","44","18.18","13.8","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174803\bpr_backtest_report.json"
"XAUUSD","H4","8","96","376.28","25.43","42","16.67","12.48","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174805\bpr_backtest_report.json"
"XAUUSD","H4","8","100","483.47","61.16","22","22.73","14.49","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174807\bpr_backtest_report.json"
"XAUUSD","D1","2","88","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174810\bpr_backtest_report.json"
"XAUUSD","D1","2","92","282.98","-5.67","44","34.09","0.99","31.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174812\bpr_backtest_report.json"
"XAUUSD","D1","2","96","233.87","-22.04","42","30.95","-3.01","34.62","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174814\bpr_backtest_report.json"
"XAUUSD","D1","2","100","270.79","-9.74","22","31.82","-1","31.68","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174816\bpr_backtest_report.json"
"XAUUSD","D1","3","88","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174818\bpr_backtest_report.json"
"XAUUSD","D1","3","92","206.44","-31.19","44","22.73","-4.62","52.18","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174820\bpr_backtest_report.json"
"XAUUSD","D1","3","96","156.1","-47.97","42","19.05","-10.62","54.58","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174822\bpr_backtest_report.json"
"XAUUSD","D1","3","100","245.55","-18.15","22","22.73","-2.61","28.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174824\bpr_backtest_report.json"
"XAUUSD","D1","4","88","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174826\bpr_backtest_report.json"
"XAUUSD","D1","4","92","239.71","-20.1","44","20.45","-0.62","54.48","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174828\bpr_backtest_report.json"
"XAUUSD","D1","4","96","166.46","-44.51","42","16.67","-8.62","55.51","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174830\bpr_backtest_report.json"
"XAUUSD","D1","4","100","291.12","-2.96","22","22.73","1.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174832\bpr_backtest_report.json"
"XAUUSD","D1","5","88","227.66","-24.11","44","18.18","-1.08","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174835\bpr_backtest_report.json"
"XAUUSD","D1","5","92","227.52","-24.16","44","18.18","-1.1","50.24","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174837\bpr_backtest_report.json"
"XAUUSD","D1","5","96","212.66","-29.11","42","16.67","-2.62","48.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174839\bpr_backtest_report.json"
"XAUUSD","D1","5","100","342.76","14.25","22","22.73","5.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174841\bpr_backtest_report.json"
"XAUUSD","D1","6","88","287.43","-4.19","44","18.18","4.87","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174843\bpr_backtest_report.json"
"XAUUSD","D1","6","92","287.66","-4.11","44","18.18","4.89","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174846\bpr_backtest_report.json"
"XAUUSD","D1","6","96","269.09","-10.3","42","16.67","3.38","45.65","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174848\bpr_backtest_report.json"
"XAUUSD","D1","6","100","400.98","33.66","22","22.73","9.39","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174850\bpr_backtest_report.json"
"XAUUSD","D1","8","88","404.21","34.74","44","18.18","14.09","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174852\bpr_backtest_report.json"
"XAUUSD","D1","8","92","403.76","34.59","44","18.18","14.07","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174854\bpr_backtest_report.json"
"XAUUSD","D1","8","96","376.28","25.43","42","16.67","12.48","41.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174856\bpr_backtest_report.json"
"XAUUSD","D1","8","100","483.47","61.16","22","22.73","14.49","26.5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-174858\bpr_backtest_report.json"
