"Symbol","TF","RR","Score","Ending","ReturnPct","Trades","WinRate","NetR","MaxDD","Path"
"US30","D1","2","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175028\bpr_backtest_report.json"
"US30","D1","2","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175028\bpr_backtest_report.json"
"US30","D1","3","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175029\bpr_backtest_report.json"
"US30","D1","3","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175030\bpr_backtest_report.json"
"US30","D1","3","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175031\bpr_backtest_report.json"
"US30","D1","4","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175032\bpr_backtest_report.json"
"US30","D1","4","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175032\bpr_backtest_report.json"
"US30","D1","4","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175033\bpr_backtest_report.json"
"US30","D1","6","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175034\bpr_backtest_report.json"
"US30","D1","6","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175035\bpr_backtest_report.json"
"US30","D1","6","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175035\bpr_backtest_report.json"
"US30","D1","8","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175036\bpr_backtest_report.json"
"US30","D1","8","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175037\bpr_backtest_report.json"
"US30","D1","8","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175037\bpr_backtest_report.json"
"XAUUSD","H1","2","88","436.11","45.37","27","44.44","9","14.89","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175039\bpr_backtest_report.json"
"XAUUSD","H1","2","96","313.56","4.52","22","36.36","2","26.49","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175040\bpr_backtest_report.json"
"XAUUSD","H1","2","100","355.13","18.38","11","45.45","4","9.75","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175042\bpr_backtest_report.json"
"XAUUSD","H1","3","88","419.11","39.7","27","33.33","9","23.71","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175043\bpr_backtest_report.json"
"XAUUSD","H1","3","96","252.25","-15.92","22","22.73","-2","30.17","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175045\bpr_backtest_report.json"
"XAUUSD","H1","3","100","250.03","-16.66","11","18.18","-3","22.63","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175046\bpr_backtest_report.json"
"XAUUSD","H1","4","88","276.74","-7.75","27","22.22","0.77","26.49","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175048\bpr_backtest_report.json"
"XAUUSD","H1","4","96","224.16","-25.28","22","18.18","-4.23","30.17","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175049\bpr_backtest_report.json"
"XAUUSD","H1","4","100","272.25","-9.25","11","18.18","-1","22.63","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175051\bpr_backtest_report.json"
"XAUUSD","H1","6","88","220.52","-26.49","27","14.81","-3.23","36.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175052\bpr_backtest_report.json"
"XAUUSD","H1","6","96","285","-5","22","18.18","1.77","30.17","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175054\bpr_backtest_report.json"
"XAUUSD","H1","6","100","319.51","6.5","11","18.18","3","22.63","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175055\bpr_backtest_report.json"
"XAUUSD","H1","8","88","244.6","-18.47","27","14.81","-0.36","36.98","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175056\bpr_backtest_report.json"
"XAUUSD","H1","8","96","316.13","5.38","22","18.18","4.64","30.17","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175058\bpr_backtest_report.json"
"XAUUSD","H1","8","100","329.1","9.7","11","18.18","3.87","22.63","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175059\bpr_backtest_report.json"
"XAUUSD","H4","2","88","306.71","2.24","11","36.36","1","23.19","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175100\bpr_backtest_report.json"
"XAUUSD","H4","2","96","322.86","7.62","10","40","2","19.14","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175101\bpr_backtest_report.json"
"XAUUSD","H4","2","100","313.5","4.5","2","50","1","5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175102\bpr_backtest_report.json"
"XAUUSD","H4","3","88","366.4","22.13","11","36.36","5","19.69","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175103\bpr_backtest_report.json"
"XAUUSD","H4","3","96","385.68","28.56","10","40","6","15.47","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175104\bpr_backtest_report.json"
"XAUUSD","H4","3","100","327.75","9.25","2","50","2","5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175105\bpr_backtest_report.json"
"XAUUSD","H4","4","88","402.93","34.31","11","36.36","7.26","18.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175106\bpr_backtest_report.json"
"XAUUSD","H4","4","96","424.1","41.37","10","40","8.26","14.26","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175107\bpr_backtest_report.json"
"XAUUSD","H4","4","100","342","14","2","50","3","5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175108\bpr_backtest_report.json"
"XAUUSD","H4","6","88","334.74","11.58","11","27.27","3.51","18.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175109\bpr_backtest_report.json"
"XAUUSD","H4","6","96","352.42","17.47","10","30","4.51","14.26","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175110\bpr_backtest_report.json"
"XAUUSD","H4","6","100","331.35","10.45","2","50","2.25","5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175112\bpr_backtest_report.json"
"XAUUSD","H4","8","88","360.51","20.17","11","27.27","5.51","18.55","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175113\bpr_backtest_report.json"
"XAUUSD","H4","8","96","379.55","26.52","10","30","6.51","14.26","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175114\bpr_backtest_report.json"
"XAUUSD","H4","8","100","331.35","10.45","2","50","2.25","5","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175115\bpr_backtest_report.json"
"XAUUSD","D1","2","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175115\bpr_backtest_report.json"
"XAUUSD","D1","2","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175116\bpr_backtest_report.json"
"XAUUSD","D1","2","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175117\bpr_backtest_report.json"
"XAUUSD","D1","3","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175118\bpr_backtest_report.json"
"XAUUSD","D1","3","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175118\bpr_backtest_report.json"
"XAUUSD","D1","3","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175119\bpr_backtest_report.json"
"XAUUSD","D1","4","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175120\bpr_backtest_report.json"
"XAUUSD","D1","4","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175121\bpr_backtest_report.json"
"XAUUSD","D1","4","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175122\bpr_backtest_report.json"
"XAUUSD","D1","6","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175123\bpr_backtest_report.json"
"XAUUSD","D1","6","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175123\bpr_backtest_report.json"
"XAUUSD","D1","6","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175124\bpr_backtest_report.json"
"XAUUSD","D1","8","88","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175125\bpr_backtest_report.json"
"XAUUSD","D1","8","96","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175126\bpr_backtest_report.json"
"XAUUSD","D1","8","100","300","0","0","0","0","0","C:\Users\hama101\Desktop\geek\ai trader\LTA\reports\bpr_backtest\20260625-175127\bpr_backtest_report.json"
