group;day;start_balance;end_balance;minimum_equity;daily_loss
2;2026.08.26;10000.0;10000.0;10000.0;0.0
0;2026.08.27;9910.429999999998;9909.899999999998;9907.46;2.969999999999345
1;2026.08.27;10000.0;10000.0;10000.0;0.0
2;2026.08.27;10000.0;10000.0;10000.0;0.0
0;2026.08.28;9909.899999999998;9908.779999999997;9885.599999999999;24.299999999999272
1;2026.08.28;10000.0;10000.0;10000.0;0.0
2;2026.08.28;10000.0;10000.0;10000.0;0.0
0;2026.08.31;9908.779999999997;9908.779999999997;9908.779999999997;0.0
1;2026.08.31;10000.0;10000.0;10000.0;0.0
2;2026.08.31;10000.0;10000.0;10000.0;0.0
0;2026.09.01;9908.779999999997;9809.019999999997;9809.019999999997;99.76000000000022
1;2026.09.01;10000.0;10000.0;10000.0;0.0
2;2026.09.01;10000.0;10000.0;10000.0;0.0
0;2026.09.02;9809.019999999997;9880.519999999997;9753.899999999996;55.1200000000008
1;2026.09.02;10000.0;10000.0;10000.0;0.0
2;2026.09.02;10000.0;10000.0;10000.0;0.0
0;2026.09.03;9880.519999999997;9879.209999999997;9871.359999999997;9.159999999999854
1;2026.09.03;10000.0;10000.0;10000.0;0.0
2;2026.09.03;10000.0;10000.0;10000.0;0.0
0;2026.09.04;9879.209999999997;9889.139999999998;9791.579999999998;87.6299999999992
1;2026.09.04;10000.0;10000.0;10000.0;0.0
2;2026.09.04;10000.0;10000.0;10000.0;0.0
0;2026.09.07;9889.139999999998;9889.139999999998;9889.139999999998;0.0
1;2026.09.07;10000.0;10000.0;10000.0;0.0
2;2026.09.07;10000.0;10000.0;10000.0;0.0
0;2026.09.08;9889.139999999998;9937.249999999998;9829.839999999998;59.29999999999927
1;2026.09.08;10000.0;10000.0;10000.0;0.0
2;2026.09.08;10000.0;10000.0;10000.0;0.0
0;2026.09.09;9937.249999999998;9937.249999999998;9937.249999999998;0.0
1;2026.09.09;10000.0;10000.0;10000.0;0.0
2;2026.09.09;10000.0;10000.0;10000.0;0.0
0;2026.09.10;9937.249999999998;9937.249999999998;9937.249999999998;0.0
1;2026.09.10;10000.0;10000.0;10000.0;0.0
2;2026.09.10;10000.0;10000.0;10000.0;0.0
0;2026.09.11;9937.249999999998;9935.329999999998;9898.869999999999;38.3799999999992
1;2026.09.11;10000.0;10000.0;10000.0;0.0
2;2026.09.11;10000.0;10000.0;10000.0;0.0
0;2026.09.14;9935.329999999998;9820.67;9772.62;162.7099999999973
1;2026.09.14;10000.0;9936.870000000003;9837.290000000003;162.7099999999973
2;2026.09.14;10000.0;10000.0;10000.0;0.0
0;2026.09.15;9820.67;9897.29;9801.859999999999;18.81000000000131
1;2026.09.15;9936.870000000003;10039.230000000001;9917.840000000002;19.030000000000655
2;2026.09.15;10000.0;10000.0;10000.0;0.0
0;2026.09.16;9897.29;9786.78;9786.78;110.51000000000022
1;2026.09.16;10039.230000000001;9928.720000000001;9928.720000000001;110.51000000000022
2;2026.09.16;10000.0;10000.0;10000.0;0.0
0;2026.09.17;9786.78;9591.849999999999;9466.879999999997;319.9000000000033
1;2026.09.17;9928.720000000001;9754.079999999998;9608.819999999998;319.9000000000033
2;2026.09.17;10000.0;10000.0;10000.0;0.0
0;2026.09.18;9591.849999999999;9495.289999999999;9495.289999999999;96.55999999999949
1;2026.09.18;9754.079999999998;9654.899999999998;9654.899999999998;99.18000000000029
2;2026.09.18;10000.0;10000.0;10000.0;0.0
