symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
ustec,london,0.1427,1.01,59.38,4.1,32,0.3,0.03,-5.787396029761982,98%,-45.04,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\ustec--london--session.htm
ustec,overlap,0.34390000000000004,1.01,60.0,9.0,70,0.33,0.04,-6.925196029761983,98%,-63.13,-23.41,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\ustec--overlap--session.htm
ustec,all,1.9096000000000002,1.03,61.03,11.96,195,0.48,0.16,-7.485694373101467,98%,-176.63,-237.39,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\ustec--all--session.htm
ustec,newyork,2.15,1.04,61.39,12.74,158,0.65,0.17,-7.661351442160625,98%,-125.9,-235.17,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\ustec--newyork--session.htm
ustec,asia,0.05650000000000001,1.01,58.33,3.14,12,0.07,0.02,-12.233596029761982,98%,-15.62,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\ustec--asia--session.htm
xagusd,all,4.9397,1.47,57.89,3.87,19,11.0,1.17,7.582848809487739,98%,-224.73,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xagusd--all--session.htm
xagusd,london,3.288,1.79,62.5,2.26,8,2.5,1.37,-0.491912561768034,98%,-111.65,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xagusd--london--session.htm
xagusd,newyork,-2.4011,0.58,37.5,3.3,8,-2.31,-0.72,-24.927326105300065,98%,-79.81,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xagusd--newyork--session.htm
xagusd,overlap,-2.7727999999999997,0.34,20.0,3.67,5,-2.14,-0.75,-9995.0,98%,-29.93,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xagusd--overlap--session.htm
xagusd,asia,1.8440999999999999,2.63,66.67,2.13,3,0.52,0.86,-9997.0,98%,-23.29,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xagusd--asia--session.htm
xauusd,asia,11.1397,1.48,63.79,6.02,58,10.83,1.62,19.416705053312285,98%,-132.11,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xauusd--asia--session.htm
xauusd,all,18.7184,1.18,56.16,14.16,219,4.76,1.28,12.68657326173088,98%,-472.94,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xauusd--all--session.htm
xauusd,overlap,0.3489,1.01,49.38,8.32,81,0.27,0.04,-6.387196029761983,98%,-122.81,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xauusd--overlap--session.htm
xauusd,london,-2.1465,0.94,49.3,10.4,71,-2.39,-0.21,-13.59500484461705,98%,-163.24,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xauusd--london--session.htm
xauusd,newyork,-8.7043,0.86,47.5,14.66,120,-4.46,-0.56,-26.516174676815,98%,-208.51,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\session\xauusd--newyork--session.htm
