risk_pct,strategy_mode,note_point_to_price,target_rr,effective_target_rr,max_target_rr,trailing_enabled,risk_progression_enabled,risk_progression_multiplier,risk_progression_max_pct,pending_mode,s2a_entry_model,s2b_entry_model,runner_trail_bars,runner_buffer_points,slippage_price,max_spread_price,trades,wins,losses,breakeven,win_rate,profit_factor,expectancy_r,net_r,net_profit,ending_balance,max_drawdown_pct,max_consecutive_losses,score
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,MID_LOW_PAIR,1,5.0,0.15,1.5,111,37,74,0,33.33333333333333,0.7360525922213039,-0.13356295515282174,-14.825488021963212,-1423.4644260939986,8576.535573906001,18.098744081178843,10,-1.5760576615355664
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,MID_LOW_PAIR,2,5.0,0.15,1.5,111,37,74,0,33.33333333333333,0.7214865271235329,-0.14377899643682232,-15.959468604487279,-1520.8539778632057,8479.146022136794,18.873998926500096,10,-1.7370191425924795
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,MID_LOW_PAIR,2,5.0,0.15,1.5,111,37,74,0,33.33333333333333,0.7214865271235329,-0.14377899643682232,-15.959468604487279,-1520.8539778632057,8479.146022136794,18.873998926500096,10,-1.7370191425924795
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,MID_LOW_PAIR,1,5.0,0.15,1.5,105,31,74,0,29.523809523809526,0.7366517160984792,-0.1363773712584525,-14.319623982137516,-1378.1970546117773,8621.802945388223,21.630416073378626,17,-1.7423212964468084
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,MID_LOW_PAIR,1,5.0,0.15,1.5,105,31,74,0,29.523809523809526,0.7366517160984792,-0.1363773712584525,-14.319623982137516,-1378.1970546117773,8621.802945388223,21.630416073378626,17,-1.7423212964468084
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,107,33,74,0,30.8411214953271,0.7480380080843758,-0.1344654513355092,-14.387803292899482,-1389.2001604231446,8610.799839576855,22.427314071483416,10,-1.7642491395355235
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,107,33,74,0,30.8411214953271,0.7480380080843758,-0.1344654513355092,-14.387803292899482,-1389.2001604231446,8610.799839576855,22.427314071483416,10,-1.7642491395355235
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,107,30,77,0,28.037383177570092,0.7235893320437626,-0.13400347160520534,-14.33837146175697,-1376.5114113870131,8623.488588612987,22.364941240672252,21,-1.7808004185469977
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,107,30,77,0,28.037383177570092,0.7235893320437626,-0.13400347160520534,-14.33837146175697,-1376.5114113870131,8623.488588612987,22.364941240672252,21,-1.7808004185469977
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,MID_LOW_PAIR,2,5.0,0.15,1.5,105,31,74,0,29.523809523809526,0.7216028853506564,-0.14717718633011032,-15.453604564661582,-1476.100633167258,8523.899366832742,22.169154111589943,17,-1.894972202425943
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,MID_LOW_PAIR,2,5.0,0.15,1.5,105,31,74,0,29.523809523809526,0.7216028853506564,-0.14717718633011032,-15.453604564661582,-1476.100633167258,8523.899366832742,22.169154111589943,17,-1.894972202425943
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,2,5.0,0.15,1.5,107,33,74,0,30.8411214953271,0.7334723567358089,-0.14506340070489296,-15.521783875423548,-1486.9787948757476,8513.021205124252,22.883620554110053,10,-1.9112561557149492
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,2,5.0,0.15,1.5,107,33,74,0,30.8411214953271,0.7334723567358089,-0.14506340070489296,-15.521783875423548,-1486.9787948757476,8513.021205124252,22.883620554110053,10,-1.9112561557149492
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,2,5.0,0.15,1.5,107,30,77,0,28.037383177570092,0.7081096825048455,-0.14460142097458914,-15.472352044281036,-1474.4341310090385,8525.565868990961,22.821614619542096,21,-1.928739777728934
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,2,5.0,0.15,1.5,107,30,77,0,28.037383177570092,0.7081096825048455,-0.14460142097458914,-15.472352044281036,-1474.4341310090385,8525.565868990961,22.821614619542096,21,-1.928739777728934
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,MID_LOW_PAIR,1,5.0,0.15,1.5,111,29,82,0,26.126126126126124,0.5838026539794647,-0.17649844258361833,-19.591327126781636,-1803.7309211659285,8196.269078834071,20.83350585731691,21,-2.3173991178651425
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,MID_LOW_PAIR,1,5.0,0.15,1.5,111,29,82,0,26.126126126126124,0.5838026539794647,-0.17649844258361833,-19.591327126781636,-1803.7309211659285,8196.269078834071,20.83350585731691,21,-2.3173991178651425
1.0,S1,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,33,6,27,0,18.181818181818183,0.4246927169326704,-0.3690497205060338,-12.178640776699117,-1160.8101532189175,8839.189846781082,13.586372949340431,9,-2.3746551696686127
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,MID_LOW_PAIR,2,5.0,0.15,1.5,111,29,82,0,26.126126126126124,0.5700695437031955,-0.1867144838676189,-20.7253077093057,-1896.8024142984395,8103.1975857015605,21.661125613985604,21,-2.4801458896679263
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,MID_LOW_PAIR,2,5.0,0.15,1.5,111,29,82,0,26.126126126126124,0.5700695437031955,-0.1867144838676189,-20.7253077093057,-1896.8024142984395,8103.1975857015605,21.661125613985604,21,-2.4801458896679263
1.0,S1,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,2,5.0,0.15,1.5,33,6,27,0,18.181818181818183,0.40309942538742966,-0.40341276846130864,-13.312621359223183,-1261.182235834669,8738.817764165331,14.489755444258403,9,-2.638818267664819
1.0,S2B,1.0,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,-1000.0
1.0,S2B,1.0,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,-1000.0
1.0,S2B,1.0,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,-1000.0
1.0,S2B,1.0,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0,-1000.0
