symbol,train_return,train_pf,train_win_rate,train_dd,train_trades,validation_return,validation_pf,validation_win_rate,validation_dd,validation_trades,score,stop,stop_value
USTEC,4.001746437476217,1.7035912715687709,63.63636363636363,3.278579821727268,22,0.279873877314607,1.034275739598184,52.94117647058824,4.0040850944584205,17,-0.1317412653743865,swing,0.1
USTEC,3.5248819675188114,1.6361583241200457,63.63636363636363,3.1382657202564723,22,0.6068585009055383,1.08124710762474,52.94117647058824,4.004085094458443,17,0.671913140505654,session-extreme,0.1
USTEC,3.270426105551838,1.838707030978412,63.63636363636363,1.9913613742348455,22,1.9149382396811852,1.3214235354129789,52.94117647058824,3.341373698434935,17,4.482814795985549,atr,0.75
USTEC,2.339433501916744,1.7928141673583629,63.63636363636363,1.5158931989314173,22,1.3654837065279146,1.305015600724034,52.94117647058824,2.5256416422592243,17,4.239613210628246,atr,1.0
USTEC,1.7819689820102624,1.746828031019427,63.63636363636363,1.2298525126435589,22,1.0312175184140182,1.286585558459122,52.94117647058824,2.034727342613396,17,3.984575422778172,atr,1.25
USTEC,1.4108064336843196,1.7005418028737649,54.54545454545454,1.0388417185816512,22,0.8064827792619411,1.2673280456610836,52.94117647058824,1.7068360001333271,17,3.724452258491629,atr,1.5
US30,-2.1957668646041872,0.887393864451391,50.0,6.888811578763865,38,-6.373325140534991,0.7411022375702524,48.78048780487805,8.716261998230957,41,-45.93307785872352,candle,0.1
US30,-1.2408676894665072,0.9332286183300368,50.0,6.698234051149532,38,1.3758634644731815,1.070549807652501,53.65853658536586,7.075746080800971,41,-30.65940729299633,swing,0.1
US30,1.7764497850102368,1.1044810324869927,52.63157894736842,6.004463310528951,38,3.056703583107345,1.178612317427583,53.65853658536586,4.275803615511132,41,1.3168986213832667,session-extreme,0.1
US30,-5.717713226899301,0.7439913261841147,48.64864864864865,9.199011615124952,37,-1.1500439191893363,0.9492035461947838,53.65853658536586,5.0064913974386505,41,-44.83956588692152,atr,0.75
US30,0.9505722326489384,1.048879725146476,55.26315789473685,5.750270799272039,38,0.9136414835601904,1.0434414332510678,53.65853658536586,6.083456912548169,41,-0.0193451860151201,atr,1.0
US30,0.6537267944052516,1.0347741384619238,52.63157894736842,5.219379636152777,38,7.707762091666903,1.4488493264550466,60.97560975609756,5.928385025595717,41,-0.2527198654625786,atr,1.25
US30,1.3142974185968326,1.076305740661733,50.0,5.833360394837639,38,1.7911447106431666,1.0985500622612958,56.09756097560976,5.912108966441021,41,0.6963074683150203,atr,1.5
GBPJPY,5.233467193463581,3.106870377421686,58.82352941176471,1.3625494531283475,17,6.8359567890430295,2.0370735196094354,53.333333333333336,2.517307729132956,30,14.27006067634262,candle,0.1
GBPJPY,4.745672731044781,2.9616654209625763,58.82352941176471,1.303805213649789,17,5.655726686984974,1.884398817052983,51.61290322580645,2.603775082923121,31,12.516444517915248,swing,0.1
GBPJPY,4.827127606519865,3.060977393421044,58.82352941176471,1.2821107177975244,17,6.660925682182772,2.3462050062561595,53.333333333333336,1.703800585769144,30,17.327046489725426,session-extreme,0.1
GBPJPY,3.539469375277804,1.572022246307824,55.55555555555556,2.8637508321465943,18,4.205053276434856,1.4414302086263933,53.333333333333336,3.834195451023803,30,7.07970832788677,atr,0.75
GBPJPY,4.091212445766645,2.045307220276957,58.82352941176471,2.172724631849443,17,4.984415331491787,1.767386768921131,57.14285714285714,2.065410034357973,28,11.22925549870377,atr,1.0
GBPJPY,3.665601762065185,2.41255373205811,58.82352941176471,1.4868870000927958,17,3.7154937096763208,1.808939081255592,57.692307692307686,1.7822581705184692,26,11.638973960149372,atr,1.25
GBPJPY,3.5030296756691337,2.606055027865405,58.82352941176471,1.253387254305216,17,2.409725248819461,1.5678936521423958,53.84615384615385,1.6304588070468862,26,8.600052062457078,atr,1.5
