business_date,symbol,group,leg,usd_direction,quote_direction,entry_utc,exit_utc,entry_bid,exit_bid,entry_spread_price,exit_spread_price,cost_mode,return_pct
2021-09-01,NZDUSD,Europe,ECB pre-fix,long USD,short,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,0.70483,0.70437,7.000000000000001e-05,7.000000000000001e-05,full_spread,0.05536312531939647
2021-09-01,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,0.91825,0.91763,6.000000000000001e-05,6.000000000000001e-05,gross,-0.06751973863328153
2021-09-01,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,0.91825,0.91763,6.000000000000001e-05,6.000000000000001e-05,half_spread,-0.07078451017119569
2021-09-01,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,0.91825,0.91763,6.000000000000001e-05,6.000000000000001e-05,full_spread,-0.07404906839738601
2021-09-01,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,1.2614,1.25902,7.000000000000001e-05,7.000000000000001e-05,gross,-0.18867924528301883
2021-09-01,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,1.2614,1.25902,7.000000000000001e-05,7.000000000000001e-05,half_spread,-0.19144862795150708
2021-09-01,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-01T06:00:00+00:00,2021-09-01T12:15:00+00:00,1.2614,1.25902,7.000000000000001e-05,7.000000000000001e-05,full_spread,-0.1942178569446784
2021-09-01,EURUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.18539,1.18393,5e-05,0.00015000000000000001,gross,-0.12316621533841055
2021-09-01,EURUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.18539,1.18393,5e-05,0.00015000000000000001,half_spread,-0.1252725838630342
2021-09-01,EURUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.18539,1.18393,5e-05,0.00015000000000000001,full_spread,-0.12737886354434735
2021-09-01,GBPUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.37851,1.37674,5e-05,0.00022,gross,-0.1283995038120711
2021-09-01,GBPUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.37851,1.37674,5e-05,0.00022,half_spread,-0.13021069468673874
2021-09-01,GBPUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.37851,1.37674,5e-05,0.00022,full_spread,-0.1320218198700096
2021-09-01,USDJPY,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,110.01,109.99,0.005,0.027,gross,0.018183471224664238
2021-09-01,USDJPY,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,110.01,109.99,0.005,0.027,half_spread,0.005908902898554835
2021-09-01,USDJPY,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,110.01,109.99,0.005,0.027,full_spread,-0.006362653044522659
2021-09-01,AUDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.73709,0.7366,7.000000000000001e-05,0.00028000000000000003,gross,-0.06647763502422022
2021-09-01,AUDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.73709,0.7366,7.000000000000001e-05,0.00028000000000000003,half_spread,-0.07122265558758833
2021-09-01,AUDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.73709,0.7366,7.000000000000001e-05,0.00028000000000000003,full_spread,-0.0759672255683963
2021-09-01,NZDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.7071,0.70685,7.000000000000001e-05,0.00031,gross,-0.03535567812190665
2021-09-01,NZDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.7071,0.70685,7.000000000000001e-05,0.00031,half_spread,-0.04030347811945223
2021-09-01,NZDUSD,Europe,London post-fix,short USD,long,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.7071,0.70685,7.000000000000001e-05,0.00031,full_spread,-0.0452507883535791
2021-09-01,USDCHF,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.91421,0.9153,6.000000000000001e-05,0.00041000000000000005,gross,-0.11908663826067922
2021-09-01,USDCHF,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.91421,0.9153,6.000000000000001e-05,0.00041000000000000005,half_spread,-0.14145198551619442
2021-09-01,USDCHF,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,0.91421,0.9153,6.000000000000001e-05,0.00041000000000000005,full_spread,-0.1638073189110134
2021-09-01,USDCAD,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.26119,1.2618800000000001,7.000000000000001e-05,0.00024000000000000003,gross,-0.05468031825530684
2021-09-01,USDCAD,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.26119,1.2618800000000001,7.000000000000001e-05,0.00024000000000000003,half_spread,-0.06418383518225212
2021-09-01,USDCAD,Europe,London post-fix,short USD,short,2021-09-01T15:00:00+00:00,2021-09-01T21:00:00+00:00,1.26119,1.2618800000000001,7.000000000000001e-05,0.00024000000000000003,full_spread,-0.07368554495611468
2021-09-02,EURUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.18393,1.18447,0.00015000000000000001,5e-05,gross,-0.04559001072209634
2021-09-02,EURUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.18393,1.18447,0.00015000000000000001,5e-05,half_spread,-0.04769965259455722
2021-09-02,EURUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.18393,1.18447,0.00015000000000000001,5e-05,full_spread,-0.049809205416551094
2021-09-02,GBPUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.37674,1.37751,0.00022,5e-05,gross,-0.05589796081334475
2021-09-02,GBPUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.37674,1.37751,0.00022,5e-05,half_spread,-0.05771178227775842
2021-09-02,GBPUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.37674,1.37751,0.00022,5e-05,full_spread,-0.05952553790761206
2021-09-02,USDJPY,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,109.99,109.98,0.027,0.005,gross,-0.009091735612321017
2021-09-02,USDJPY,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,109.99,109.98,0.027,0.005,half_spread,-0.021362956633186325
2021-09-02,USDJPY,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,109.99,109.98,0.027,0.005,full_spread,-0.03363116609250705
2021-09-02,AUDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.7366,0.73612,0.00028000000000000003,7.000000000000001e-05,gross,0.06520675976744439
2021-09-02,AUDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.7366,0.73612,0.00028000000000000003,7.000000000000001e-05,half_spread,0.060449226046155324
2021-09-02,AUDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.7366,0.73612,0.00028000000000000003,7.000000000000001e-05,full_spread,0.055692144690921985
2021-09-02,NZDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.70685,0.70649,0.00031,7.000000000000001e-05,gross,0.05095613526022724
2021-09-02,NZDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.70685,0.70649,0.00031,7.000000000000001e-05,half_spread,0.045999787693284944
2021-09-02,NZDUSD,Tokyo,Tokyo pre-fix,long USD,short,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.70685,0.70649,0.00031,7.000000000000001e-05,full_spread,0.04104393115942351
2021-09-02,USDCHF,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.9153,0.91511,0.00041000000000000005,6.000000000000001e-05,gross,-0.020758221348193828
2021-09-02,USDCHF,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.9153,0.91511,0.00041000000000000005,6.000000000000001e-05,half_spread,-0.043145586315751494
2021-09-02,USDCHF,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,0.9153,0.91511,0.00041000000000000005,6.000000000000001e-05,full_spread,-0.0655229275644098
2021-09-02,USDCAD,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.2618800000000001,1.2634699999999999,0.00024000000000000003,7.000000000000001e-05,gross,0.12600247250131869
2021-09-02,USDCAD,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.2618800000000001,1.2634699999999999,0.00024000000000000003,7.000000000000001e-05,half_spread,0.11648177496037526
2021-09-02,USDCAD,Tokyo,Tokyo pre-fix,long USD,long,2021-09-01T21:00:00+00:00,2021-09-02T00:55:00+00:00,1.2618800000000001,1.2634699999999999,0.00024000000000000003,7.000000000000001e-05,full_spread,0.10696288783949015
2021-09-02,EURUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.18447,1.1843,5e-05,5e-05,gross,-0.014352410782880742
2021-09-02,EURUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.18447,1.1843,5e-05,5e-05,half_spread,-0.016462711957410114
2021-09-02,EURUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.18447,1.1843,5e-05,5e-05,full_spread,-0.018572924053639195
2021-09-02,GBPUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.37751,1.37799,5e-05,5e-05,gross,0.03484548206547089
2021-09-02,GBPUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.37751,1.37799,5e-05,5e-05,half_spread,0.03303001375645209
2021-09-02,GBPUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.37751,1.37799,5e-05,5e-05,full_spread,0.031214611341789933
2021-09-02,USDJPY,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,109.98,109.972,0.005,0.005,gross,0.00727457898375139
2021-09-02,USDJPY,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,109.98,109.972,0.005,0.005,half_spread,0.005001159359685481
2021-09-02,USDJPY,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,109.98,109.972,0.005,0.005,full_spread,0.0027278430944743803
2021-09-02,AUDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.73612,0.73794,7.000000000000001e-05,7.000000000000001e-05,gross,0.24724229745149984
2021-09-02,AUDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.73612,0.73794,7.000000000000001e-05,7.000000000000001e-05,half_spread,0.2424761089716121
2021-09-02,AUDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.73612,0.73794,7.000000000000001e-05,7.000000000000001e-05,full_spread,0.2377103736807218
2021-09-02,NZDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.70649,0.70746,7.000000000000001e-05,7.000000000000001e-05,gross,0.13729847556229746
2021-09-02,NZDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.70649,0.70746,7.000000000000001e-05,7.000000000000001e-05,half_spread,0.13233785074837634
2021-09-02,NZDUSD,Tokyo,Tokyo post-fix,short USD,long,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.70649,0.70746,7.000000000000001e-05,7.000000000000001e-05,full_spread,0.1273777173913082
2021-09-02,USDCHF,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.91511,0.91525,6.000000000000001e-05,6.000000000000001e-05,gross,-0.0152963671128159
2021-09-02,USDCHF,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.91511,0.91525,6.000000000000001e-05,6.000000000000001e-05,half_spread,-0.01857355126300142
2021-09-02,USDCHF,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,0.91511,0.91525,6.000000000000001e-05,6.000000000000001e-05,full_spread,-0.021850520588651
2021-09-02,USDCAD,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.2634699999999999,1.26158,7.000000000000001e-05,7.000000000000001e-05,gross,0.14981214033196188
2021-09-02,USDCAD,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.2634699999999999,1.26158,7.000000000000001e-05,7.000000000000001e-05,half_spread,0.14703376228089038
2021-09-02,USDCAD,Tokyo,Tokyo post-fix,short USD,short,2021-09-02T00:55:00+00:00,2021-09-02T06:00:00+00:00,1.2634699999999999,1.26158,7.000000000000001e-05,7.000000000000001e-05,full_spread,0.14425553838226524
2021-09-02,EURUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.1843,1.1846,5e-05,5e-05,gross,-0.025325004220855263
2021-09-02,EURUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.1843,1.1846,5e-05,5e-05,half_spread,-0.02743484224966286
2021-09-02,EURUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.1843,1.1846,5e-05,5e-05,full_spread,-0.02954459122950226
2021-09-02,GBPUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.37799,1.37877,5e-05,5e-05,gross,-0.05657216214451921
2021-09-02,GBPUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.37799,1.37877,5e-05,5e-05,half_spread,-0.0583843138392548
2021-09-02,GBPUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.37799,1.37877,5e-05,5e-05,full_spread,-0.06019639982014491
2021-09-02,USDJPY,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,109.972,109.992,0.005,0.005,gross,0.018186447459367372
2021-09-02,USDJPY,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,109.972,109.992,0.005,0.005,half_spread,0.015912779780768993
2021-09-02,USDJPY,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,109.972,109.992,0.005,0.005,full_spread,0.013639215472349697
2021-09-02,AUDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.73794,0.73857,7.000000000000001e-05,7.000000000000001e-05,gross,-0.0852999715666658
2021-09-02,AUDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.73794,0.73857,7.000000000000001e-05,7.000000000000001e-05,half_spread,-0.09003459223806409
2021-09-02,AUDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.73794,0.73857,7.000000000000001e-05,7.000000000000001e-05,full_spread,-0.09476876421530278
2021-09-02,NZDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.70746,0.7092,7.000000000000001e-05,7.000000000000001e-05,gross,-0.24534686971235953
2021-09-02,NZDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.70746,0.7092,7.000000000000001e-05,7.000000000000001e-05,half_spread,-0.25026965674284085
2021-09-02,NZDUSD,Europe,ECB pre-fix,long USD,short,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.70746,0.7092,7.000000000000001e-05,7.000000000000001e-05,full_spread,-0.25519195792859106
2021-09-02,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.91525,0.91569,6.000000000000001e-05,6.000000000000001e-05,gross,0.04807429664026586
2021-09-02,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.91525,0.91569,6.000000000000001e-05,6.000000000000001e-05,half_spread,0.044795035399003424
2021-09-02,USDCHF,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,0.91525,0.91569,6.000000000000001e-05,6.000000000000001e-05,full_spread,0.041515989118456886
2021-09-02,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.26158,1.2613699999999999,7.000000000000001e-05,7.000000000000001e-05,gross,-0.016645793370217987
2021-09-02,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.26158,1.2613699999999999,7.000000000000001e-05,7.000000000000001e-05,half_spread,-0.019419553508803755
2021-09-02,USDCAD,Europe,ECB pre-fix,long USD,long,2021-09-02T06:00:00+00:00,2021-09-02T12:15:00+00:00,1.26158,1.2613699999999999,7.000000000000001e-05,7.000000000000001e-05,full_spread,-0.022193159751127123
2021-09-02,EURUSD,Europe,London post-fix,short USD,long,2021-09-02T15:00:00+00:00,2021-09-02T21:00:00+00:00,1.18678,1.18749,5e-05,6.000000000000001e-05,gross,0.05982574697922516
2021-09-02,EURUSD,Europe,London post-fix,short USD,long,2021-09-02T15:00:00+00:00,2021-09-02T21:00:00+00:00,1.18678,1.18749,5e-05,6.000000000000001e-05,half_spread,0.057717990739858394
