period,cost_mode,symbol,strategy,return_pct,annualized_return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,trades,average_trade_bps,days
1y,gross,USDCAD,All,-3.6069818025905906,-3.511227959407929,0.8974686681306402,48.04905239687848,5.426234412723074,-1.1252472821862503,-0.6647301845517729,897,-0.4039878050325922,259
1y,half_spread,EURUSD,Tokyo,-4.552100632121006,-4.4318388884947515,0.7479585616909076,45.248868778280546,5.062276756913164,-2.169290242912041,-0.899220025042003,442,-1.0487607986077572,259
1y,half_spread,EURUSD,Europe,-0.9261071504426742,-0.9011903561439083,0.9737103570366638,49.20993227990971,5.345808121638395,-0.21772251899932094,-0.17323987868065097,443,-0.1916043056088893,259
1y,half_spread,EURUSD,All,-5.436050453114263,-5.293089939975712,0.8917822542332986,47.2316384180791,8.711668948598428,-1.1966112082246743,-0.6239964449049501,885,-0.619698282903239,259
1y,half_spread,GBPUSD,Tokyo,-4.402825263197421,-4.286418061242685,0.7437210132375232,48.484848484848484,4.595165889147879,-2.122273379847615,-0.9581428330139949,396,-1.1307076002410332,259
1y,half_spread,GBPUSD,Europe,-4.274668973109555,-4.161575879060173,0.8767869010016645,47.474747474747474,8.5105292581636,-1.005147214013246,-0.5022800396355069,396,-1.0789651570857728,259
1y,half_spread,GBPUSD,All,-8.489288030840846,-8.269611400190504,0.8322054865176837,47.97979797979798,11.300520985998585,-1.8351271497171675,-0.7512297920918094,792,-1.104836378663403,259
1y,half_spread,USDJPY,Tokyo,-2.9112446647539825,-2.833688011966431,0.8854607129335256,48.64864864864865,4.898315075842352,-0.8231355692961664,-0.5943359338217626,407,-0.7117449764092882,259
1y,half_spread,USDJPY,Europe,-5.192205401985599,-5.055484889883213,0.8314397949688476,47.30392156862745,7.226970325915505,-1.1303757824315084,-0.7184484186086451,408,-1.280153190664161,259
1y,half_spread,USDJPY,All,-7.9522922639912075,-7.745916232578251,0.8557168086729166,47.97546012269939,10.129859496808857,-1.36720526086364,-0.7850348039374451,815,-0.9962978002325865,259
1y,half_spread,AUDUSD,Tokyo,-2.0763934452461186,-2.020845652364556,0.9375955449545832,49.30875576036866,5.985548730611912,-0.48975678090374,-0.34690110108482,434,-0.46245552007381235,259
1y,half_spread,AUDUSD,Europe,-3.2347887483028472,-3.1487533337451246,0.9227655719446045,47.004608294930875,7.75288602999451,-0.585717282313836,-0.41723672136905354,434,-0.7261099265644126,259
1y,half_spread,AUDUSD,All,-5.2440152520116445,-5.105967541261006,0.9293025273383485,48.15668202764977,12.638947149613223,-0.7182146069126973,-0.41490918428060064,868,-0.5942827233191125,259
1y,half_spread,NZDUSD,Tokyo,-4.189238465281122,-4.078357104618992,0.8858176937554124,49.66292134831461,6.061660549880266,-0.9635870923576503,-0.6911041010641664,445,-0.937752447982469,259
1y,half_spread,NZDUSD,Europe,-3.9470955677756057,-3.842494001365461,0.9161706343739806,48.4304932735426,6.295167842834271,-0.7275988804445224,-0.6270040237717485,446,-0.8684649006170289,259
1y,half_spread,NZDUSD,All,-7.970980787270064,-7.764140478885205,0.9027654866346674,49.046015712682376,10.848639155634032,-1.1265907056892965,-0.7347447613399961,891,-0.9030697923988705,259
1y,half_spread,USDCHF,Tokyo,-5.34019950680139,-5.199689848899954,0.752295559545336,45.11627906976744,6.397443187207141,-2.134890341210014,-0.8347396530976776,430,-1.2683704810242418,259
1y,half_spread,USDCHF,Europe,0.6164726068110773,0.5997613215972998,1.0191434465741986,48.72389791183295,5.958140612876872,0.1472084095630041,0.10346728062757403,431,0.17141376475840675,259
1y,half_spread,USDCHF,All,-4.756647767098805,-4.631114255859379,0.922205083796825,46.922183507549356,10.124992402767564,-0.8105972571724362,-0.46979272456526716,861,-0.5476422464919287,259
1y,half_spread,USDCAD,Tokyo,-3.5741307107775304,-3.479233130996712,0.7287006066983852,46.651785714285715,3.9445366656513547,-2.4928644670060796,-0.9060964604286015,448,-0.809888426516487,259
1y,half_spread,USDCAD,Europe,-3.3394544489107036,-3.250682266770635,0.8585825924670187,46.770601336302896,5.465480820899227,-1.1749406166225418,-0.6110083555944614,449,-0.7478033908280994,259
1y,half_spread,USDCAD,All,-6.794228692657291,-6.616816583358428,0.8117836609177781,46.711259754738016,8.056810278921468,-2.1684689820800056,-0.8432901430523454,897,-0.7788113016289886,259
1y,full_spread,EURUSD,Tokyo,-5.673424896195741,-5.524405871265612,0.6948092183791794,44.57013574660634,6.122337218202645,-2.7189316386142965,-0.926676315595257,442,-1.3160934980736971,259
1y,full_spread,EURUSD,Europe,-1.8653182995969704,-1.8153647238117392,0.9450327835244068,48.98419864559819,5.659664071001968,-0.46020836226480333,-0.32958109813516556,443,-0.4066125829856728,259
1y,full_spread,EURUSD,All,-7.432915762990082,-7.23948247969021,0.8530140101835666,46.779661016949156,9.414744633888672,-1.6616592509746217,-0.7894973312643091,885,-0.8608392095042114,259
1y,full_spread,GBPUSD,Tokyo,-5.398003265624428,-5.256015291746391,0.6935694406944138,46.464646464646464,5.480606773937479,-2.6175578551069236,-0.9849280359419572,396,-1.3949344167779458,259
1y,full_spread,GBPUSD,Europe,-4.979019336378446,-4.847767794403628,0.8570875958751936,46.96969696969697,8.946377048080667,-1.1785001789083216,-0.5565402966608289,396,-1.2654398913698695,259
1y,full_spread,GBPUSD,All,-10.108254975629093,-9.848983669567806,0.8015661605381192,46.717171717171716,12.273736389175394,-2.210139368682238,-0.8235678733123102,792,-1.3301871540739076,259
1y,full_spread,USDJPY,Tokyo,-4.937886165196517,-4.8076912837044325,0.8119096933190086,46.43734643734644,6.326926187775883,-1.4059536999664661,-0.7804557882683852,407,-1.2299182776862223,259
1y,full_spread,USDJPY,Europe,-7.172977213365747,-6.986050403166974,0.7735033864531033,45.34313725490196,8.589665079542364,-1.5850542363021392,-0.8350706514098343,408,-1.7973894609029006,259
1y,full_spread,USDJPY,All,-11.756669929110778,-11.457873950563151,0.7908303111296571,45.88957055214724,13.050930139247164,-2.0674830609402304,-0.900830040745966,815,-1.5140020111247556,259
1y,full_spread,AUDUSD,Tokyo,-4.229522101139821,-4.117597576615815,0.873018312131715,47.004608294930875,6.542217891221302,-1.0287994099406483,-0.6464966730648363,434,-0.9747045204062758,259
1y,full_spread,AUDUSD,Europe,-5.353530705143646,-5.212680022846163,0.8721879007347226,46.31336405529954,8.522141706686813,-0.9974707891208862,-0.6281907634724087,434,-1.236176991617634,259
1y,full_spread,AUDUSD,All,-9.356624041918112,-9.115640413164531,0.8725553364540015,46.65898617511521,14.132457547796939,-1.3384049115247174,-0.6620663115578708,868,-1.1054407560119548,259
1y,full_spread,NZDUSD,Tokyo,-8.524094487808814,-8.303558613238469,0.7740106952807861,47.19101123595505,9.051774704421833,-2.024556663858755,-0.9417042255420646,445,-1.9780274234085482,259
1y,full_spread,NZDUSD,Europe,-6.490917857124567,-6.321154594057369,0.8622518762036817,46.41255605381166,7.656719486313857,-1.2300762596232355,-0.8477413687058638,446,-1.4702029486689245,259
1y,full_spread,NZDUSD,All,-14.461720373666026,-14.09983243054487,0.8225419290251093,46.801346801346796,14.78305939664224,-2.149340147714345,-0.9782630229403528,891,-1.7238302115860205,259
1y,full_spread,USDCHF,Tokyo,-6.470668955705719,-6.3014172502027215,0.7069237613057778,43.95348837209303,7.363501255011496,-2.599015607711825,-0.8787489445054243,430,-1.547728706283577,259
1y,full_spread,USDCHF,Europe,-0.5949709175574478,-0.5789372612371725,0.9879905513496985,48.25986078886311,6.737472323578075,-0.09516163066296748,-0.08830773456023283,431,-0.10957194639056116,259
1y,full_spread,USDCHF,All,-7.027141274805302,-6.843873258992446,0.8850994894586698,46.10917537746806,11.766730099891499,-1.2235151119733383,-0.5972042542957708,861,-0.8278151598098373,259
1y,full_spread,USDCAD,Tokyo,-5.1778423181202005,-5.041489873197809,0.6298610828738382,42.410714285714285,5.392852868299403,-3.638218068590545,-0.9601304624045855,448,-1.1842078115451264,259
1y,full_spread,USDCAD,Europe,-4.954614439372806,-4.823989772574503,0.7956919403776429,45.211581291759465,6.7398436720136345,-1.7634040716067834,-0.7351230503974786,449,-1.123043768612603,259
1y,full_spread,USDCAD,All,-9.875914634351465,-9.622278689903867,0.7347680176156093,43.812709030100336,10.783375774706816,-3.208028435483381,-0.9158462841957278,897,-1.1535916964094486,259
