side,pivot_time,confirmation_time,entry_time,entry,exit_time,exit,exit_reason,bars_held,pnl_usd,return_pct
sell,2025-09-17T20:00:00+00:00,2025-09-18T20:00:00+00:00,2025-09-19T00:00:00+00:00,3643.0,2025-09-19T20:00:00+00:00,3668.46,opposite_signal,5,-254.6,-25.46
buy,2025-09-18T16:00:00+00:00,2025-09-19T16:00:00+00:00,2025-09-19T20:00:00+00:00,3668.46,2025-09-24T16:00:00+00:00,3767.96,opposite_signal,17,995.0,99.5
sell,2025-09-23T12:00:00+00:00,2025-09-24T12:00:00+00:00,2025-09-24T16:00:00+00:00,3767.96,2025-09-26T00:00:00+00:00,3750.67,opposite_signal,8,172.9,17.29
buy,2025-09-24T20:00:00+00:00,2025-09-25T20:00:00+00:00,2025-09-26T00:00:00+00:00,3750.67,2025-10-02T12:00:00+00:00,3874.45,opposite_signal,27,1237.8,123.78
buy,2025-09-30T12:00:00+00:00,2025-10-01T12:00:00+00:00,2025-10-01T16:00:00+00:00,3870.54,2025-10-02T12:00:00+00:00,3874.45,opposite_signal,5,39.1,3.91
sell,2025-10-01T08:00:00+00:00,2025-10-02T08:00:00+00:00,2025-10-02T12:00:00+00:00,3874.45,2025-10-03T20:00:00+00:00,3883.97,opposite_signal,8,-95.2,-9.520000000000001
buy,2025-10-02T16:00:00+00:00,2025-10-03T16:00:00+00:00,2025-10-03T20:00:00+00:00,3883.97,2025-10-03T20:00:00+00:00,3883.72,opposite_signal,0,-2.5,-0.25
sell,2025-10-02T16:00:00+00:00,2025-10-03T16:00:00+00:00,2025-10-03T20:00:00+00:00,3883.72,2025-10-13T00:00:00+00:00,4000.81,opposite_signal,31,-1170.9,-117.09
sell,2025-10-08T16:00:00+00:00,2025-10-09T16:00:00+00:00,2025-10-09T20:00:00+00:00,3968.6,2025-10-13T00:00:00+00:00,4000.81,opposite_signal,7,-322.1,-32.21
buy,2025-10-09T20:00:00+00:00,2025-10-10T20:00:00+00:00,2025-10-13T00:00:00+00:00,4000.81,2025-10-20T04:00:00+00:00,4249.61,opposite_signal,31,2488.0,248.8
sell,2025-10-17T00:00:00+00:00,2025-10-20T00:00:00+00:00,2025-10-20T04:00:00+00:00,4249.61,2025-10-21T00:00:00+00:00,4352.62,opposite_signal,5,-1030.1,-103.01
buy,2025-10-17T20:00:00+00:00,2025-10-20T20:00:00+00:00,2025-10-21T00:00:00+00:00,4352.62,2025-10-22T00:00:00+00:00,4123.7,opposite_signal,6,-2289.2,-228.91999999999996
sell,2025-10-20T20:00:00+00:00,2025-10-21T20:00:00+00:00,2025-10-22T00:00:00+00:00,4123.7,2025-10-23T04:00:00+00:00,4082.3,opposite_signal,7,414.0,41.4
buy,2025-10-22T00:00:00+00:00,2025-10-23T00:00:00+00:00,2025-10-23T04:00:00+00:00,4082.3,2025-10-24T20:00:00+00:00,4129.68,opposite_signal,10,473.8,47.38
sell,2025-10-23T16:00:00+00:00,2025-10-24T16:00:00+00:00,2025-10-24T20:00:00+00:00,4129.68,2025-10-29T12:00:00+00:00,4017.02,opposite_signal,16,1126.6,112.65999999999998
buy,2025-10-28T08:00:00+00:00,2025-10-29T08:00:00+00:00,2025-10-29T12:00:00+00:00,4017.02,2025-10-30T16:00:00+00:00,3961.22,opposite_signal,7,-558.0,-55.800000000000004
sell,2025-10-29T12:00:00+00:00,2025-10-30T12:00:00+00:00,2025-10-30T16:00:00+00:00,3961.22,2025-10-31T08:00:00+00:00,4005.98,opposite_signal,4,-447.6,-44.76
buy,2025-10-30T04:00:00+00:00,2025-10-31T04:00:00+00:00,2025-10-31T08:00:00+00:00,4005.98,2025-11-03T04:00:00+00:00,3995.89,opposite_signal,5,-100.9,-10.09
sell,2025-10-31T00:00:00+00:00,2025-11-03T00:00:00+00:00,2025-11-03T04:00:00+00:00,3995.89,2025-11-04T04:00:00+00:00,3987.44,opposite_signal,6,84.5,8.450000000000001
buy,2025-11-03T00:00:00+00:00,2025-11-04T00:00:00+00:00,2025-11-04T04:00:00+00:00,3987.44,2025-11-07T16:00:00+00:00,3997.61,opposite_signal,21,101.7,10.17
buy,2025-11-04T16:00:00+00:00,2025-11-05T16:00:00+00:00,2025-11-05T20:00:00+00:00,3982.36,2025-11-07T16:00:00+00:00,3997.61,opposite_signal,11,152.5,15.25
sell,2025-11-06T12:00:00+00:00,2025-11-07T12:00:00+00:00,2025-11-07T16:00:00+00:00,3997.61,2025-11-17T20:00:00+00:00,4073.62,opposite_signal,37,-760.1,-76.01
sell,2025-11-11T04:00:00+00:00,2025-11-12T04:00:00+00:00,2025-11-12T08:00:00+00:00,4104.59,2025-11-17T20:00:00+00:00,4073.62,opposite_signal,21,309.7,30.97
buy,2025-11-14T16:00:00+00:00,2025-11-17T16:00:00+00:00,2025-11-17T20:00:00+00:00,4073.62,2025-11-20T20:00:00+00:00,4065.93,opposite_signal,18,-76.9,-7.690000000000001
buy,2025-11-18T08:00:00+00:00,2025-11-19T08:00:00+00:00,2025-11-19T12:00:00+00:00,4113.56,2025-11-20T20:00:00+00:00,4065.93,opposite_signal,8,-476.3,-47.63
sell,2025-11-19T16:00:00+00:00,2025-11-20T16:00:00+00:00,2025-11-20T20:00:00+00:00,4065.93,2025-11-24T12:00:00+00:00,4072.08,opposite_signal,10,-61.5,-6.15
buy,2025-11-21T08:00:00+00:00,2025-11-24T08:00:00+00:00,2025-11-24T12:00:00+00:00,4072.08,2025-11-27T16:00:00+00:00,4154.87,opposite_signal,17,827.9,82.78999999999999
sell,2025-11-26T12:00:00+00:00,2025-11-27T12:00:00+00:00,2025-11-27T16:00:00+00:00,4154.87,2025-12-03T20:00:00+00:00,4211.29,opposite_signal,25,-564.2,-56.42
sell,2025-12-01T12:00:00+00:00,2025-12-02T12:00:00+00:00,2025-12-02T16:00:00+00:00,4212.37,2025-12-03T20:00:00+00:00,4211.29,opposite_signal,7,10.8,1.08
buy,2025-12-02T16:00:00+00:00,2025-12-03T16:00:00+00:00,2025-12-03T20:00:00+00:00,4211.29,2025-12-04T20:00:00+00:00,4216.41,opposite_signal,6,51.2,5.12
sell,2025-12-03T16:00:00+00:00,2025-12-04T16:00:00+00:00,2025-12-04T20:00:00+00:00,4216.41,2025-12-05T08:00:00+00:00,4220.55,opposite_signal,3,-41.4,-4.14
buy,2025-12-04T04:00:00+00:00,2025-12-05T04:00:00+00:00,2025-12-05T08:00:00+00:00,4220.55,2025-12-08T20:00:00+00:00,4195.02,opposite_signal,9,-255.3,-25.53
sell,2025-12-05T16:00:00+00:00,2025-12-08T16:00:00+00:00,2025-12-08T20:00:00+00:00,4195.02,2025-12-10T12:00:00+00:00,4194.48,opposite_signal,10,5.4,0.54
buy,2025-12-09T08:00:00+00:00,2025-12-10T08:00:00+00:00,2025-12-10T12:00:00+00:00,4194.48,2025-12-10T20:00:00+00:00,4199.72,opposite_signal,2,52.4,5.239999999999999
sell,2025-12-09T16:00:00+00:00,2025-12-10T16:00:00+00:00,2025-12-10T20:00:00+00:00,4199.72,2025-12-12T00:00:00+00:00,4280.97,opposite_signal,7,-812.5,-81.25
buy,2025-12-10T20:00:00+00:00,2025-12-11T20:00:00+00:00,2025-12-12T00:00:00+00:00,4280.97,2025-12-15T20:00:00+00:00,4304.31,opposite_signal,11,233.4,23.34
sell,2025-12-12T16:00:00+00:00,2025-12-15T16:00:00+00:00,2025-12-15T20:00:00+00:00,4304.31,2025-12-17T08:00:00+00:00,4334.13,opposite_signal,9,-298.2,-29.819999999999997
buy,2025-12-16T04:00:00+00:00,2025-12-17T04:00:00+00:00,2025-12-17T08:00:00+00:00,4334.13,2025-12-19T20:00:00+00:00,4353.34,opposite_signal,15,192.1,19.21
buy,2025-12-18T16:00:00+00:00,2025-12-19T16:00:00+00:00,2025-12-19T20:00:00+00:00,4353.59,2025-12-19T20:00:00+00:00,4353.34,opposite_signal,0,-2.5,-0.25
sell,2025-12-18T16:00:00+00:00,2025-12-19T16:00:00+00:00,2025-12-19T20:00:00+00:00,4353.34,2025-12-30T20:00:00+00:00,4370.45,opposite_signal,36,-171.1,-17.11
sell,2025-12-26T16:00:00+00:00,2025-12-29T16:00:00+00:00,2025-12-29T20:00:00+00:00,4328.06,2025-12-30T20:00:00+00:00,4370.45,opposite_signal,6,-423.9,-42.39
buy,2025-12-29T16:00:00+00:00,2025-12-30T16:00:00+00:00,2025-12-30T20:00:00+00:00,4370.45,2026-01-08T04:00:00+00:00,4448.37,opposite_signal,32,779.2,77.92
buy,2025-12-31T08:00:00+00:00,2026-01-02T08:00:00+00:00,2026-01-02T12:00:00+00:00,4385.66,2026-01-08T04:00:00+00:00,4448.37,opposite_signal,22,627.1,62.71
sell,2026-01-07T00:00:00+00:00,2026-01-08T00:00:00+00:00,2026-01-08T04:00:00+00:00,4448.37,2026-01-09T16:00:00+00:00,4483.04,opposite_signal,9,-346.7,-34.67
buy,2026-01-08T12:00:00+00:00,2026-01-09T12:00:00+00:00,2026-01-09T16:00:00+00:00,4483.04,2026-01-16T00:00:00+00:00,4617.53,opposite_signal,26,1344.9,134.49
buy,2026-01-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-01-15T00:00:00+00:00,4630.69,2026-01-16T00:00:00+00:00,4617.53,opposite_signal,6,-131.6,-13.16
sell,2026-01-14T20:00:00+00:00,2026-01-15T20:00:00+00:00,2026-01-16T00:00:00+00:00,4617.53,2026-01-16T08:00:00+00:00,4611.73,opposite_signal,2,58.0,5.800000000000001
buy,2026-01-15T04:00:00+00:00,2026-01-16T04:00:00+00:00,2026-01-16T08:00:00+00:00,4611.73,2026-01-20T04:00:00+00:00,4669.63,opposite_signal,11,579.0,57.9
buy,2026-01-16T16:00:00+00:00,2026-01-19T16:00:00+00:00,2026-01-19T20:00:00+00:00,4676.46,2026-01-20T04:00:00+00:00,4669.63,opposite_signal,2,-68.3,-6.83
sell,2026-01-19T00:00:00+00:00,2026-01-20T00:00:00+00:00,2026-01-20T04:00:00+00:00,4669.63,2026-02-03T12:00:00+00:00,4916.29,opposite_signal,62,-2466.6,-246.66000000000003
sell,2026-01-21T08:00:00+00:00,2026-01-22T08:00:00+00:00,2026-01-22T12:00:00+00:00,4823.06,2026-02-03T12:00:00+00:00,4916.29,opposite_signal,48,-932.3,-93.22999999999999
buy,2026-02-02T08:00:00+00:00,2026-02-03T08:00:00+00:00,2026-02-03T12:00:00+00:00,4916.29,2026-02-05T12:00:00+00:00,4854.72,opposite_signal,12,-615.7,-61.57
sell,2026-02-04T08:00:00+00:00,2026-02-05T08:00:00+00:00,2026-02-05T12:00:00+00:00,4854.72,2026-02-09T04:00:00+00:00,4982.85,opposite_signal,10,-1281.3,-128.13
buy,2026-02-06T00:00:00+00:00,2026-02-09T00:00:00+00:00,2026-02-09T04:00:00+00:00,4982.85,2026-02-11T00:00:00+00:00,5025.85,opposite_signal,11,430.0,43.0
sell,2026-02-09T20:00:00+00:00,2026-02-10T20:00:00+00:00,2026-02-11T00:00:00+00:00,5025.85,2026-02-13T20:00:00+00:00,5020.99,opposite_signal,17,48.6,4.86
sell,2026-02-11T12:00:00+00:00,2026-02-12T12:00:00+00:00,2026-02-12T16:00:00+00:00,5075.45,2026-02-13T20:00:00+00:00,5020.99,opposite_signal,7,544.6,54.459999999999994
buy,2026-02-12T16:00:00+00:00,2026-02-13T16:00:00+00:00,2026-02-13T20:00:00+00:00,5020.99,2026-02-17T04:00:00+00:00,4957.22,opposite_signal,8,-637.7,-63.77
sell,2026-02-16T00:00:00+00:00,2026-02-17T00:00:00+00:00,2026-02-17T04:00:00+00:00,4957.22,2026-02-18T20:00:00+00:00,4999.45,opposite_signal,10,-422.3,-42.230000000000004
buy,2026-02-17T16:00:00+00:00,2026-02-18T16:00:00+00:00,2026-02-18T20:00:00+00:00,4999.45,2026-02-25T04:00:00+00:00,5176.77,opposite_signal,26,1773.2,177.32000000000002
sell,2026-02-24T00:00:00+00:00,2026-02-25T00:00:00+00:00,2026-02-25T04:00:00+00:00,5176.77,2026-02-25T20:00:00+00:00,5207.17,opposite_signal,4,-304.0,-30.4
buy,2026-02-24T16:00:00+00:00,2026-02-25T16:00:00+00:00,2026-02-25T20:00:00+00:00,5207.17,2026-02-26T20:00:00+00:00,5167.05,opposite_signal,6,-401.2,-40.12
sell,2026-02-25T16:00:00+00:00,2026-02-26T16:00:00+00:00,2026-02-26T20:00:00+00:00,5167.05,2026-02-27T20:00:00+00:00,5234.9,opposite_signal,6,-678.5,-67.85
buy,2026-02-26T16:00:00+00:00,2026-02-27T16:00:00+00:00,2026-02-27T20:00:00+00:00,5234.9,2026-03-03T12:00:00+00:00,5275.03,opposite_signal,10,401.3,40.129999999999995
sell,2026-03-02T08:00:00+00:00,2026-03-03T08:00:00+00:00,2026-03-03T12:00:00+00:00,5275.03,2026-03-04T20:00:00+00:00,5141.28,opposite_signal,8,1337.5,133.75
buy,2026-03-03T16:00:00+00:00,2026-03-04T16:00:00+00:00,2026-03-04T20:00:00+00:00,5141.28,2026-03-10T04:00:00+00:00,5131.01,opposite_signal,20,-102.7,-10.27
buy,2026-03-05T20:00:00+00:00,2026-03-06T20:00:00+00:00,2026-03-09T00:00:00+00:00,5180.52,2026-03-10T04:00:00+00:00,5131.01,opposite_signal,7,-495.1,-49.510000000000005
sell,2026-03-09T00:00:00+00:00,2026-03-10T00:00:00+00:00,2026-03-10T04:00:00+00:00,5131.01,2026-03-10T08:00:00+00:00,5164.03,opposite_signal,1,-330.2,-33.019999999999996
buy,2026-03-09T04:00:00+00:00,2026-03-10T04:00:00+00:00,2026-03-10T08:00:00+00:00,5164.03,2026-03-11T20:00:00+00:00,5175.62,opposite_signal,9,115.9,11.59
sell,2026-03-10T16:00:00+00:00,2026-03-11T16:00:00+00:00,2026-03-11T20:00:00+00:00,5175.62,2026-03-17T04:00:00+00:00,5003.11,opposite_signal,20,1725.1,172.51
buy,2026-03-16T00:00:00+00:00,2026-03-17T00:00:00+00:00,2026-03-17T04:00:00+00:00,5003.11,2026-03-18T12:00:00+00:00,4987.61,opposite_signal,8,-155.0,-15.5
sell,2026-03-17T08:00:00+00:00,2026-03-18T08:00:00+00:00,2026-03-18T12:00:00+00:00,4987.61,2026-03-20T20:00:00+00:00,4583.57,opposite_signal,14,4040.4,404.04
buy,2026-03-19T16:00:00+00:00,2026-03-20T16:00:00+00:00,2026-03-20T20:00:00+00:00,4583.57,2026-03-26T08:00:00+00:00,4520.46,opposite_signal,21,-631.1,-63.11
buy,2026-03-23T08:00:00+00:00,2026-03-24T08:00:00+00:00,2026-03-24T12:00:00+00:00,4412.3,2026-03-26T08:00:00+00:00,4520.46,opposite_signal,11,1081.6,108.16
sell,2026-03-25T04:00:00+00:00,2026-03-26T04:00:00+00:00,2026-03-26T08:00:00+00:00,4520.46,2026-03-30T00:00:00+00:00,4506.7,opposite_signal,10,137.6,13.76
buy,2026-03-26T20:00:00+00:00,2026-03-27T20:00:00+00:00,2026-03-30T00:00:00+00:00,4506.7,2026-04-06T04:00:00+00:00,4622.56,opposite_signal,25,1158.6,115.85999999999999
sell,2026-04-02T00:00:00+00:00,2026-04-06T00:00:00+00:00,2026-04-06T04:00:00+00:00,4622.56,2026-04-06T12:00:00+00:00,4696.14,opposite_signal,2,-735.8,-73.58
buy,2026-04-02T08:00:00+00:00,2026-04-06T08:00:00+00:00,2026-04-06T12:00:00+00:00,4696.14,2026-04-07T16:00:00+00:00,4652.24,opposite_signal,7,-439.0,-43.9
sell,2026-04-06T12:00:00+00:00,2026-04-07T12:00:00+00:00,2026-04-07T16:00:00+00:00,4652.24,2026-04-08T20:00:00+00:00,4760.69,opposite_signal,7,-1084.5,-108.45
buy,2026-04-07T16:00:00+00:00,2026-04-08T16:00:00+00:00,2026-04-08T20:00:00+00:00,4760.69,2026-04-09T04:00:00+00:00,4706.73,opposite_signal,2,-539.6,-53.959999999999994
sell,2026-04-08T00:00:00+00:00,2026-04-09T00:00:00+00:00,2026-04-09T04:00:00+00:00,4706.73,2026-04-10T04:00:00+00:00,4763.26,opposite_signal,6,-565.3,-56.529999999999994
buy,2026-04-09T00:00:00+00:00,2026-04-10T00:00:00+00:00,2026-04-10T04:00:00+00:00,4763.26,2026-04-13T00:00:00+00:00,4696.89,opposite_signal,5,-663.7,-66.37
sell,2026-04-09T20:00:00+00:00,2026-04-10T20:00:00+00:00,2026-04-13T00:00:00+00:00,4696.89,2026-04-14T04:00:00+00:00,4770.0,opposite_signal,7,-731.1,-73.11
buy,2026-04-13T00:00:00+00:00,2026-04-14T00:00:00+00:00,2026-04-14T04:00:00+00:00,4770.0,2026-04-16T08:00:00+00:00,4833.1,opposite_signal,13,631.0,63.1
sell,2026-04-15T04:00:00+00:00,2026-04-16T04:00:00+00:00,2026-04-16T08:00:00+00:00,4833.1,2026-04-21T04:00:00+00:00,4824.25,opposite_signal,17,88.5,8.85
sell,2026-04-16T08:00:00+00:00,2026-04-17T08:00:00+00:00,2026-04-17T12:00:00+00:00,4795.93,2026-04-21T04:00:00+00:00,4824.25,opposite_signal,10,-283.2,-28.32
buy,2026-04-20T00:00:00+00:00,2026-04-21T00:00:00+00:00,2026-04-21T04:00:00+00:00,4824.25,2026-04-22T04:00:00+00:00,4739.85,opposite_signal,6,-844.0,-84.39999999999999
sell,2026-04-21T00:00:00+00:00,2026-04-22T00:00:00+00:00,2026-04-22T04:00:00+00:00,4739.85,2026-04-23T00:00:00+00:00,4746.91,opposite_signal,5,-70.6,-7.06
buy,2026-04-21T20:00:00+00:00,2026-04-22T20:00:00+00:00,2026-04-23T00:00:00+00:00,4746.91,2026-05-01T16:00:00+00:00,4590.75,opposite_signal,40,-1561.6,-156.16
buy,2026-04-24T04:00:00+00:00,2026-04-27T04:00:00+00:00,2026-04-27T08:00:00+00:00,4725.35,2026-05-01T16:00:00+00:00,4590.75,opposite_signal,26,-1346.0,-134.60000000000002
sell,2026-04-30T12:00:00+00:00,2026-05-01T12:00:00+00:00,2026-05-01T16:00:00+00:00,4590.75,2026-05-05T20:00:00+00:00,4561.5,opposite_signal,13,292.5,29.25
sell,2026-05-01T16:00:00+00:00,2026-05-04T16:00:00+00:00,2026-05-04T20:00:00+00:00,4511.57,2026-05-05T20:00:00+00:00,4561.5,opposite_signal,6,-499.3,-49.93
buy,2026-05-04T16:00:00+00:00,2026-05-05T16:00:00+00:00,2026-05-05T20:00:00+00:00,4561.5,2026-05-08T20:00:00+00:00,4712.37,opposite_signal,18,1508.7,150.87
sell,2026-05-07T16:00:00+00:00,2026-05-08T16:00:00+00:00,2026-05-08T20:00:00+00:00,4712.37,2026-05-12T12:00:00+00:00,4703.42,opposite_signal,10,89.5,8.95
buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T12:00:00+00:00,4703.42,2026-05-13T04:00:00+00:00,4714.71,opposite_signal,4,112.9,11.29
sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-13T04:00:00+00:00,4714.71,2026-05-13T20:00:00+00:00,4696.1,opposite_signal,4,186.1,18.61
buy,2026-05-12T16:00:00+00:00,2026-05-13T16:00:00+00:00,2026-05-13T20:00:00+00:00,4696.1,2026-05-15T12:00:00+00:00,4554.4,opposite_signal,10,-1417.0,-141.70000000000002
sell,2026-05-14T08:00:00+00:00,2026-05-15T08:00:00+00:00,2026-05-15T12:00:00+00:00,4554.4,2026-05-19T04:00:00+00:00,4563.42,opposite_signal,10,-90.2,-9.02
buy,2026-05-18T00:00:00+00:00,2026-05-19T00:00:00+00:00,2026-05-19T04:00:00+00:00,4563.42,2026-05-20T04:00:00+00:00,4500.94,opposite_signal,6,-624.8,-62.47999999999999
sell,2026-05-19T00:00:00+00:00,2026-05-20T00:00:00+00:00,2026-05-20T04:00:00+00:00,4500.94,2026-05-21T08:00:00+00:00,4538.69,opposite_signal,7,-377.5,-37.75
buy,2026-05-20T04:00:00+00:00,2026-05-21T04:00:00+00:00,2026-05-21T08:00:00+00:00,4538.69,2026-05-22T08:00:00+00:00,4527.08,opposite_signal,6,-116.1,-11.61
sell,2026-05-21T04:00:00+00:00,2026-05-22T04:00:00+00:00,2026-05-22T08:00:00+00:00,4527.08,2026-05-29T08:00:00+00:00,4514.3,opposite_signal,30,127.8,12.78
sell,2026-05-26T00:00:00+00:00,2026-05-27T00:00:00+00:00,2026-05-27T04:00:00+00:00,4515.08,2026-05-29T08:00:00+00:00,4514.3,opposite_signal,13,7.8,0.7799999999999999
buy,2026-05-28T04:00:00+00:00,2026-05-29T04:00:00+00:00,2026-05-29T08:00:00+00:00,4514.3,2026-06-01T20:00:00+00:00,4480.02,opposite_signal,9,-342.8,-34.28
sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-01T20:00:00+00:00,4480.02,2026-06-02T20:00:00+00:00,4492.12,opposite_signal,6,-121.0,-12.1
buy,2026-06-01T16:00:00+00:00,2026-06-02T16:00:00+00:00,2026-06-02T20:00:00+00:00,4492.12,2026-06-03T12:00:00+00:00,4443.72,opposite_signal,4,-484.0,-48.4
sell,2026-06-02T08:00:00+00:00,2026-06-03T08:00:00+00:00,2026-06-03T12:00:00+00:00,4443.72,2026-06-05T04:00:00+00:00,4459.58,opposite_signal,10,-158.6,-15.86
buy,2026-06-04T00:00:00+00:00,2026-06-05T00:00:00+00:00,2026-06-05T04:00:00+00:00,4459.58,2026-06-05T20:00:00+00:00,4345.13,opposite_signal,4,-1144.5,-114.45
sell,2026-06-04T16:00:00+00:00,2026-06-05T16:00:00+00:00,2026-06-05T20:00:00+00:00,4345.13,2026-06-09T12:00:00+00:00,4326.78,opposite_signal,10,183.5,18.35
buy,2026-06-08T08:00:00+00:00,2026-06-09T08:00:00+00:00,2026-06-09T12:00:00+00:00,4326.78,2026-06-10T20:00:00+00:00,4121.95,opposite_signal,8,-2048.3,-204.83
sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-10T20:00:00+00:00,4121.95,2026-06-12T04:00:00+00:00,4208.42,opposite_signal,8,-864.7,-86.47
buy,2026-06-11T00:00:00+00:00,2026-06-12T00:00:00+00:00,2026-06-12T04:00:00+00:00,4208.42,2026-06-16T20:00:00+00:00,4340.45,opposite_signal,16,1320.3,132.03
sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T20:00:00+00:00,4340.45,2026-06-22T16:00:00+00:00,4193.69,opposite_signal,22,1467.6,146.76
sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-19T00:00:00+00:00,4210.34,2026-06-22T16:00:00+00:00,4193.69,opposite_signal,9,166.5,16.650000000000002
buy,2026-06-19T08:00:00+00:00,2026-06-22T12:00:00+00:00,2026-06-22T16:00:00+00:00,4193.69,2026-06-23T08:00:00+00:00,4118.13,opposite_signal,4,-755.6,-75.56
sell,2026-06-22T04:00:00+00:00,2026-06-23T04:00:00+00:00,2026-06-23T08:00:00+00:00,4118.13,2026-06-26T00:00:00+00:00,4029.44,opposite_signal,16,886.9,88.69
