opened,closed,side,mode,levels_filled,lot_total,average_entry,initial_stop,exit_price,pnl,r_multiple,reason
2025-03-13 06:05:00+00:00,2025-03-13 08:25:00+00:00,BUY,momentum,3,0.12,2944.992543529113,2941.2798756311067,2941.2798756311067,-44.55201477607443,-1.0,STOP
2025-03-13 12:35:00+00:00,2025-03-13 13:15:00+00:00,BUY,momentum,2,0.06,2948.284053214219,2944.4508746034703,2944.4508746034703,-22.99907166449384,-1.0,STOP
2025-03-13 16:50:00+00:00,2025-03-13 17:40:00+00:00,BUY,momentum,3,0.09,2949.7979611531714,2944.328682419512,2958.913425709269,82.03918100488409,1.6666666666666667,TARGET
2025-03-17 09:35:00+00:00,2025-03-17 10:25:00+00:00,BUY,momentum,2,0.1,2990.4063188931887,2987.4319160302744,2987.4319160302744,-29.744028629140757,-1.0,STOP
2025-03-17 12:20:00+00:00,2025-03-17 13:40:00+00:00,BUY,momentum,3,0.12,2992.281983631027,2988.918618197064,2997.8875926876326,67.2673086792638,1.6666666666666217,TARGET
2025-03-18 06:10:00+00:00,2025-03-18 08:20:00+00:00,BUY,momentum,3,0.12,3012.876164373774,3009.1881017892174,3009.1881017892174,-44.25675101467823,-1.0,STOP
2025-03-18 11:00:00+00:00,2025-03-18 12:00:00+00:00,BUY,momentum,3,0.09,3019.6110282055474,3014.7856336984364,3027.6533523840662,72.3809176066693,1.6666666666667609,TARGET
2025-03-18 15:20:00+00:00,2025-03-18 15:20:00+00:00,BUY,momentum,1,0.03,3031.0157278145757,3026.992721854246,3026.992721854246,-12.069017880988667,-1.0,STOP
2025-03-19 06:20:00+00:00,2025-03-19 08:35:00+00:00,BUY,momentum,3,0.15000000000000002,3036.33143646031,3033.1630386848283,3041.612099419447,79.20994438705293,1.6666666666667624,TARGET
2025-03-19 14:35:00+00:00,2025-03-19 16:10:00+00:00,BUY,momentum,2,0.06,3039.975835752412,3035.4796188781693,3035.4796188781693,-26.977301245456147,-1.0,STOP
2025-03-20 07:50:00+00:00,2025-03-20 07:55:00+00:00,BUY,momentum,1,0.03,3056.4207002032313,3052.892997967688,3052.892997967688,-10.583106706629223,-1.0,STOP
2025-03-27 13:05:00+00:00,2025-03-27 13:15:00+00:00,BUY,momentum,3,0.09,3042.697982569362,3038.2314783732513,3050.1421562295463,66.997562941659,1.6666666666666328,TARGET
2025-03-28 08:50:00+00:00,2025-03-28 10:05:00+00:00,BUY,momentum,3,0.12,3078.5225713128752,3074.462653391785,3085.289101181359,81.19835842180692,1.666666666666729,TARGET
2025-03-28 14:35:00+00:00,2025-03-28 15:00:00+00:00,BUY,momentum,1,0.03,3079.257713993228,3075.102860067717,3075.102860067717,-12.464561776534083,-1.0,STOP
2025-03-28 17:05:00+00:00,2025-03-28 17:15:00+00:00,BUY,momentum,2,0.04,3086.005424832946,3079.823667409127,3079.823667409127,-24.727029695276542,-1.0,STOP
2025-03-31 06:20:00+00:00,2025-03-31 09:10:00+00:00,BUY,momentum,3,0.06,3110.709472917675,3103.151505949499,3123.3060845313016,75.57966968175879,1.6666666666666266,TARGET
2025-03-31 15:35:00+00:00,2025-03-31 16:00:00+00:00,BUY,momentum,3,0.06,3123.105488546378,3116.565747010347,3116.565747010347,-39.23844921618729,-1.0,STOP
2025-04-01 06:05:00+00:00,2025-04-01 08:50:00+00:00,BUY,momentum,3,0.09,3144.9823618989303,3139.7275374316264,3139.7275374316264,-47.29342020573813,-1.0,STOP
2025-04-07 16:50:00+00:00,2025-04-07 16:55:00+00:00,SELL,momentum,1,0.01,3005.9225892243708,3017.6641077562904,3017.6641077562904,-11.74151853191961,-1.0,STOP
2025-04-08 12:35:00+00:00,2025-04-08 12:40:00+00:00,SELL,momentum,1,0.02,3001.253958259858,3007.810417401419,3007.810417401419,-13.112918283121871,-1.0,STOP
2025-04-10 17:20:00+00:00,2025-04-10 18:25:00+00:00,BUY,momentum,3,0.03,3147.463549819408,3134.0270005159773,3169.8577986584596,67.18274651715501,1.6666666666667118,TARGET
2025-04-11 13:05:00+00:00,2025-04-11 13:40:00+00:00,BUY,momentum,3,0.03,3230.1617008911876,3217.619426025178,3217.619426025178,-37.626824598027724,-1.0,STOP
2025-04-11 16:50:00+00:00,2025-04-11 16:55:00+00:00,BUY,momentum,1,0.01,3231.233424611376,3220.85575388624,3220.85575388624,-10.377670725135886,-1.0,STOP
2025-04-15 07:05:00+00:00,2025-04-15 08:25:00+00:00,BUY,momentum,3,0.09,3229.8880449851363,3224.341300042467,3224.341300042467,-49.920704484022735,-1.0,STOP
2025-04-16 06:35:00+00:00,2025-04-16 07:35:00+00:00,BUY,momentum,3,0.06,3278.4001312116543,3270.1453393952743,3270.1453393952743,-49.52875089828012,-1.0,STOP
2025-04-16 10:25:00+00:00,2025-04-16 11:10:00+00:00,BUY,momentum,3,0.06,3296.3765237534003,3288.405646418856,3309.6613193109733,79.7087733454382,1.6666666666665906,TARGET
2025-04-17 15:20:00+00:00,2025-04-17 15:25:00+00:00,BUY,momentum,1,0.01,3334.369345669889,3327.336543301111,3327.336543301111,-7.032802368777993,-1.0,STOP
2025-04-21 06:05:00+00:00,2025-04-21 07:05:00+00:00,BUY,momentum,2,0.02,3384.236259625298,3376.089957220897,3376.089957220897,-16.292604808802025,-1.0,STOP
2025-04-21 09:20:00+00:00,2025-04-21 10:50:00+00:00,BUY,momentum,3,0.06,3391.3714673410414,3383.42009331131,3383.42009331131,-47.70824417838685,-1.0,STOP
2025-04-21 14:50:00+00:00,2025-04-21 15:25:00+00:00,BUY,momentum,3,0.06,3405.54428848163,3398.0448900524852,3398.0448900524852,-44.99639057486911,-1.0,STOP
2025-04-22 06:05:00+00:00,2025-04-22 09:10:00+00:00,BUY,momentum,3,0.03,3476.612633771719,3463.9124749379466,3497.7795651613387,63.50079416886001,1.6666666666666548,TARGET
2025-05-01 06:20:00+00:00,2025-05-01 12:20:00+00:00,SELL,momentum,3,0.03,3232.331112463325,3244.5153929619282,3228.27,12.18333738997444,0.3333075320935282,TIME
2025-05-01 15:05:00+00:00,2025-05-01 15:20:00+00:00,SELL,momentum,3,0.03,3206.0140313188163,3214.9856248033825,3214.9856248033825,-26.914780453698768,-1.0,STOP
2025-05-02 18:50:00+00:00,2025-05-05 01:00:00+00:00,SELL,momentum,3,0.03,3229.452559903826,3241.6698288462103,3241.6698288462103,-36.651806827152086,-1.0,STOP
2025-05-07 09:20:00+00:00,2025-05-07 11:00:00+00:00,BUY,momentum,2,0.02,3394.4461491753646,3383.741559220602,3383.741559220602,-21.409179909524937,-1.0,STOP
2025-05-07 17:05:00+00:00,2025-05-07 17:15:00+00:00,BUY,momentum,1,0.01,3391.985682679443,3384.003173205572,3384.003173205572,-7.982509473871232,-1.0,STOP
2025-05-12 13:05:00+00:00,2025-05-12 14:55:00+00:00,SELL,momentum,3,0.03,3215.0018247646035,3227.954786386847,3227.954786386847,-38.85888486673002,-1.0,STOP
2025-05-13 15:20:00+00:00,2025-05-13 15:30:00+00:00,SELL,momentum,2,0.04,3239.1868151154576,3245.79193282019,3245.79193282019,-26.42047081893088,-1.0,STOP
2025-05-14 07:55:00+00:00,2025-05-14 08:40:00+00:00,SELL,momentum,2,0.04,3223.1143340040144,3230.0051822043824,3230.0051822043824,-27.563392801473128,-1.0,STOP
2025-05-14 15:05:00+00:00,2025-05-14 15:35:00+00:00,SELL,momentum,3,0.06,3218.711444125969,3226.5358739258013,3205.670727792916,78.24429799831978,1.6666666666666279,TARGET
2025-05-16 14:05:00+00:00,2025-05-16 16:00:00+00:00,SELL,momentum,3,0.03,3172.4488842740902,3183.908902074029,3183.908902074029,-34.380053399816916,-1.0,STOP
2025-05-23 07:35:00+00:00,2025-05-23 09:00:00+00:00,BUY,momentum,3,0.06,3315.8362067972703,3308.175123436369,3328.604679065439,76.61083360901102,1.6666666666666008,TARGET
2025-05-23 10:05:00+00:00,2025-05-23 11:25:00+00:00,BUY,momentum,3,0.06,3330.319661705671,3323.146680840941,3323.146680840941,-43.03788518837882,-1.0,STOP
2025-05-23 14:50:00+00:00,2025-05-23 14:50:00+00:00,BUY,momentum,2,0.04,3347.9623687581184,3341.3616944083624,3341.3616944083624,-26.402697399023964,-1.0,STOP
2025-05-26 16:35:00+00:00,2025-05-27 01:30:00+00:00,BUY,momentum,3,0.06,3338.4582769766107,3332.5249229239703,3348.3472003976776,59.33354052640243,1.666666666666658,TARGET
2025-06-02 09:05:00+00:00,2025-06-02 09:25:00+00:00,BUY,momentum,3,0.06,3327.691719522643,3321.706515649592,3337.667059311061,59.852038730510685,1.6666666666667342,TARGET
2025-06-02 10:35:00+00:00,2025-06-02 11:00:00+00:00,BUY,momentum,1,0.02,3356.9598797817544,3350.6912021824573,3350.6912021824573,-12.537355198594014,-1.0,STOP
2025-06-02 14:55:00+00:00,2025-06-02 16:45:00+00:00,BUY,momentum,3,0.06,3356.913962002605,3349.994394278273,3368.4465748764906,69.19567724331682,1.6666666666667105,TARGET
2025-06-05 11:50:00+00:00,2025-06-05 12:25:00+00:00,BUY,momentum,3,0.09,3376.221445411909,3370.8158702516894,3385.2307373456083,81.08362740329449,1.6666666666666947,TARGET
2025-06-05 13:35:00+00:00,2025-06-05 15:20:00+00:00,BUY,momentum,3,0.06,3396.55236177469,3389.8703949294572,3389.8703949294572,-40.09180107139764,-1.0,STOP
2025-06-12 13:35:00+00:00,2025-06-12 14:35:00+00:00,BUY,momentum,3,0.03,3384.073478068909,3375.15006266026,3375.15006266026,-26.770246225947176,-1.0,STOP
2025-06-12 16:50:00+00:00,2025-06-12 17:55:00+00:00,BUY,momentum,1,0.01,3392.1546401966916,3383.6335980330864,3383.6335980330864,-8.521042163605216,-1.0,STOP
2025-06-13 06:05:00+00:00,2025-06-13 06:10:00+00:00,BUY,momentum,1,0.01,3441.942627311099,3433.663726889011,3433.663726889011,-8.2789004220881,-1.0,STOP
2025-06-13 15:50:00+00:00,2025-06-13 16:35:00+00:00,BUY,momentum,3,0.06,3432.5205457837546,3424.3027263321296,3446.216911536462,82.17819451624473,1.6666666666666174,TARGET
2025-06-24 08:20:00+00:00,2025-06-24 08:50:00+00:00,SELL,momentum,3,0.06,3340.7498899521543,3347.307457279558,3329.8206110731476,65.57567327404013,1.666666666666713,TARGET
2025-06-24 15:20:00+00:00,2025-06-24 16:35:00+00:00,SELL,momentum,3,0.06,3313.972584986513,3321.0983286099627,3302.0963456140976,71.25743623449398,1.6666666666666596,TARGET
2025-06-25 12:20:00+00:00,2025-06-25 13:05:00+00:00,SELL,momentum,3,0.09,3322.439512703028,3327.532820848491,3327.532820848491,-45.839773309164684,-1.0,STOP
2025-06-25 16:00:00+00:00,2025-06-25 17:50:00+00:00,SELL,momentum,3,0.09,3318.682420276941,3324.3816563515966,3324.3816563515966,-51.29312467189948,-1.0,STOP
2025-06-26 16:05:00+00:00,2025-06-26 16:50:00+00:00,SELL,momentum,3,0.06,3320.5959521261593,3328.017279639545,3328.017279639545,-44.52796508031406,-1.0,STOP
2025-06-27 06:05:00+00:00,2025-06-27 06:40:00+00:00,SELL,momentum,3,0.09,3307.989508195666,3313.584262298097,3298.664918024948,83.92131153646415,1.6666666666666126,TARGET
2025-06-27 10:05:00+00:00,2025-06-27 15:05:00+00:00,SELL,momentum,3,0.06,3287.919976549307,3294.9014955734074,3276.2841115091405,69.81519024100089,1.6666666666666812,TARGET
2025-06-27 16:20:00+00:00,2025-06-27 16:45:00+00:00,SELL,momentum,3,0.03,3258.7309985990482,3267.405718288435,3267.405718288435,-26.02415906816077,-1.0,STOP
2025-06-30 12:30:00+00:00,2025-06-30 12:45:00+00:00,SELL,momentum,3,0.06,3281.311335779301,3287.3233263448533,3287.3233263448533,-36.07194339331272,-1.0,STOP
2025-06-30 14:45:00+00:00,2025-06-30 15:00:00+00:00,SELL,momentum,1,0.02,3277.216723465322,3282.0927653467775,3282.0927653467775,-9.752083762910843,-1.0,STOP
2025-07-03 08:20:00+00:00,2025-07-03 09:00:00+00:00,BUY,momentum,3,0.12,3354.6397701605906,3350.7835138268833,3361.066864050103,77.1251266741474,1.6666666666666405,TARGET
2025-07-07 13:50:00+00:00,2025-07-07 14:05:00+00:00,SELL,momentum,3,0.06,3301.330814577768,3307.2676726349496,3307.2676726349496,-35.6211483430925,-1.0,STOP
2025-07-08 18:20:00+00:00,2025-07-08 18:50:00+00:00,SELL,momentum,1,0.02,3292.8625105010165,3299.4348949898344,3299.4348949898344,-13.144768977635977,-1.0,STOP
2025-07-14 09:50:00+00:00,2025-07-14 10:25:00+00:00,BUY,momentum,3,0.09,3366.2071800456797,3361.2037712980573,3374.5461946250507,75.0511312143376,1.6666666666666465,TARGET
2025-07-15 06:20:00+00:00,2025-07-15 07:10:00+00:00,BUY,momentum,3,0.12,3354.4130090970734,3350.6214025797894,3360.732353292546,75.83213034567234,1.6666666666665066,TARGET
2025-07-15 08:20:00+00:00,2025-07-15 09:00:00+00:00,BUY,momentum,3,0.12,3363.9710321735242,3360.3799080756453,3360.3799080756453,-43.09348917454554,-1.0,STOP
2025-07-21 08:20:00+00:00,2025-07-21 14:20:00+00:00,BUY,momentum,3,0.12,3364.7819763543816,3360.84006755891,3371.3518243468343,78.83817590942999,1.6666666666665642,TARGET
2025-07-21 15:35:00+00:00,2025-07-21 16:45:00+00:00,BUY,momentum,3,0.12,3385.0448309526787,3380.667625849489,3392.3401727913288,87.54410206380089,1.6666666666668053,TARGET
2025-07-21 17:50:00+00:00,2025-07-21 19:50:00+00:00,BUY,momentum,3,0.09,3399.7315571199583,3393.862693942977,3393.862693942977,-52.81976859283304,-1.0,STOP
2025-07-22 15:05:00+00:00,2025-07-22 15:20:00+00:00,BUY,momentum,3,0.15000000000000002,3393.053462945103,3389.6843915854197,3398.6685818779083,84.2267839920828,1.6666666666667715,TARGET
2025-07-22 16:35:00+00:00,2025-07-22 16:55:00+00:00,BUY,momentum,3,0.09,3417.323257817891,3411.756406234598,3411.756406234598,-50.101664249633814,-1.0,STOP
2025-07-22 18:20:00+00:00,2025-07-23 01:20:00+00:00,BUY,momentum,3,0.06,3427.4565233313824,3420.141361910335,3428.92,8.780860011705045,0.20006074840764593,TIME
2025-07-23 12:20:00+00:00,2025-07-23 13:00:00+00:00,BUY,momentum,2,0.06,3433.3561308144085,3428.8038630470724,3428.8038630470724,-27.313606604016968,-1.0,STOP
2025-07-28 15:20:00+00:00,2025-07-28 16:30:00+00:00,SELL,momentum,3,0.12,3333.004702260078,3337.3837078283486,3325.7063596462935,87.58011136541245,1.666666666666632,TARGET
2025-07-29 14:50:00+00:00,2025-07-29 15:10:00+00:00,SELL,momentum,3,0.09,3316.8449032495505,3322.033133572713,3322.033133572713,-46.69407290846084,-1.0,STOP
2025-07-30 18:35:00+00:00,2025-07-30 19:20:00+00:00,SELL,momentum,2,0.04,3289.3514742341686,3296.2034478481396,3296.2034478481396,-27.40789445588416,-1.0,STOP
2025-07-31 17:35:00+00:00,2025-07-31 17:40:00+00:00,SELL,momentum,2,0.04,3292.524677124442,3298.3247683358145,3298.3247683358145,-23.200364845490185,-1.0,STOP
2025-08-01 10:50:00+00:00,2025-08-01 11:50:00+00:00,SELL,momentum,3,0.09,3287.1007838537066,3291.8806175608374,3291.8806175608374,-43.018503364173284,-1.0,STOP
2025-08-05 16:05:00+00:00,2025-08-05 16:35:00+00:00,BUY,momentum,3,0.09,3368.3103481129383,3362.9090053916048,3377.3125859818265,81.02014081999641,1.66666666666662,TARGET
2025-08-05 17:50:00+00:00,2025-08-05 19:30:00+00:00,BUY,momentum,3,0.06,3385.331318891469,3378.190517452946,3378.190517452946,-42.84480863113731,-1.0,STOP
2025-08-15 11:35:00+00:00,2025-08-15 12:20:00+00:00,SELL,momentum,3,0.09,3339.6624309415893,3344.243054452601,3344.243054452601,-41.22561159910401,-1.0,STOP
2025-08-15 13:35:00+00:00,2025-08-15 14:30:00+00:00,SELL,momentum,3,0.09,3338.088339546926,3342.9161727230703,3342.9161727230703,-43.450498585302284,-1.0,STOP
2025-08-25 09:35:00+00:00,2025-08-25 11:05:00+00:00,BUY,momentum,3,0.15000000000000002,3368.1744935572883,3365.1871612648897,3365.1871612648897,-44.809984385983626,-1.0,STOP
2025-08-25 14:50:00+00:00,2025-08-25 15:30:00+00:00,BUY,momentum,2,0.1,3370.8634279698317,3368.0680979118583,3368.0680979118583,-27.953300579733877,-1.0,STOP
2025-08-25 17:20:00+00:00,2025-08-25 17:25:00+00:00,BUY,momentum,1,0.04,3373.4641844067246,3370.3381559327513,3370.3381559327513,-12.50411389589317,-1.0,STOP
2025-09-01 06:05:00+00:00,2025-09-01 06:10:00+00:00,BUY,momentum,1,0.01,3479.153054121443,3471.859458785568,3471.859458785568,-7.29359533587467,-1.0,STOP
2025-09-01 09:35:00+00:00,2025-09-01 09:55:00+00:00,BUY,momentum,2,0.04,3488.2351340211744,3481.238293239222,3481.238293239222,-27.987363127810568,-1.0,STOP
2025-09-01 16:25:00+00:00,2025-09-02 01:55:00+00:00,BUY,momentum,3,0.06,3477.9849620072528,3472.0643942649913,3475.21,-16.64977204351726,-0.4686986329782035,TIME
2025-09-02 17:20:00+00:00,2025-09-02 18:45:00+00:00,BUY,momentum,3,0.03,3502.0707583201183,3492.3864047996626,3518.211347520877,48.421767602277214,1.6666666666666718,TARGET
2025-09-03 11:35:00+00:00,2025-09-03 14:30:00+00:00,BUY,momentum,3,0.06,3538.109946302515,3532.170153421387,3548.0096011043947,59.3979288112796,1.6666666666667431,TARGET
2025-09-03 16:05:00+00:00,2025-09-03 17:20:00+00:00,BUY,momentum,3,0.06,3553.9737381921714,3547.672176593796,3564.4763408561307,63.0156159837552,1.6666666666666505,TARGET
2025-09-04 11:30:00+00:00,2025-09-04 11:50:00+00:00,BUY,momentum,1,0.02,3544.315041227184,3538.0995877281593,3538.0995877281593,-12.430906998049068,-1.0,STOP
2025-09-04 16:35:00+00:00,2025-09-04 16:45:00+00:00,BUY,momentum,3,0.06,3556.261599083315,3548.078288333384,3548.078288333384,-49.099864499587966,-1.0,STOP
2025-09-08 09:20:00+00:00,2025-09-08 10:10:00+00:00,BUY,momentum,3,0.06,3592.268453815541,3586.3729890984537,3602.0942283440195,58.954647170871795,1.6666666666666667,TARGET
2025-09-08 13:25:00+00:00,2025-09-08 13:50:00+00:00,BUY,momentum,1,0.02,3619.162393389535,3613.966066104652,3613.966066104652,-10.39265456976591,-1.0,STOP
2025-09-08 16:05:00+00:00,2025-09-08 16:30:00+00:00,BUY,momentum,3,0.06,3627.544010466833,3621.202827237622,3621.202827237622,-38.047099375263315,-1.0,STOP
2025-09-08 18:05:00+00:00,2025-09-08 18:25:00+00:00,BUY,momentum,2,0.04,3645.495749747781,3638.1688900098634,3638.1688900098634,-29.30743895167052,-1.0,STOP
2025-09-09 07:50:00+00:00,2025-09-09 09:00:00+00:00,BUY,momentum,3,0.06,3656.6388524250865,3650.7418502140404,3650.7418502140404,-35.38201326627404,-1.0,STOP
2025-09-09 16:35:00+00:00,2025-09-09 17:00:00+00:00,BUY,momentum,3,0.06,3665.5386332446747,3658.1381907295013,3658.1381907295013,-44.40265509103938,-1.0,STOP
2025-09-10 07:20:00+00:00,2025-09-10 12:45:00+00:00,BUY,momentum,3,0.06,3642.405007735122,3636.0985493282224,3652.9157717466223,63.064584069001285,1.6666666666667629,TARGET
2025-09-15 12:05:00+00:00,2025-09-15 12:20:00+00:00,BUY,momentum,1,0.03,3645.1156283778137,3641.3137162218627,3641.3137162218627,-11.405736467852876,-1.0,STOP
2025-09-15 14:50:00+00:00,2025-09-15 15:10:00+00:00,BUY,momentum,1,0.03,3644.852617080383,3640.863829196166,3640.863829196166,-11.96636365265067,-1.0,STOP
2025-09-15 16:35:00+00:00,2025-09-15 18:20:00+00:00,BUY,momentum,3,0.09,3656.433402312836,3650.6731362490405,3666.0338457524954,86.40399095693601,1.666666666666772,TARGET
2025-09-16 08:05:00+00:00,2025-09-16 08:45:00+00:00,BUY,momentum,2,0.08,3684.1092339553106,3680.302293531951,3680.302293531951,-30.455523386879577,-1.0,STOP
2025-09-16 09:50:00+00:00,2025-09-16 10:40:00+00:00,BUY,momentum,3,0.12,3691.6756199511874,3687.3725144251785,3687.3725144251785,-51.637266312107386,-1.0,STOP
2025-09-16 13:05:00+00:00,2025-09-16 13:50:00+00:00,BUY,momentum,2,0.06,3697.4520835728813,3693.0851841205276,3693.0851841205276,-26.201396714121984,-1.0,STOP
2025-09-22 08:50:00+00:00,2025-09-22 09:30:00+00:00,BUY,momentum,3,0.09,3699.6883522679723,3694.9889935200795,3707.520616847793,70.49038121839067,1.6666666666667957,TARGET
2025-09-22 11:50:00+00:00,2025-09-22 15:20:00+00:00,BUY,momentum,3,0.06,3722.279491910703,3716.1100231122755,3716.1100231122755,-37.01681279056629,-1.0,STOP
2025-09-22 18:05:00+00:00,2025-09-22 19:45:00+00:00,BUY,momentum,3,0.06,3726.938904629829,3719.4602724862048,3739.403291535867,74.78632143623236,1.6666666666665857,TARGET
2025-09-23 08:35:00+00:00,2025-09-23 10:10:00+00:00,BUY,momentum,3,0.06,3755.3365713684543,3749.255510375847,3749.255510375847,-36.48636595564312,-1.0,STOP
2025-09-23 11:35:00+00:00,2025-09-23 12:00:00+00:00,BUY,momentum,3,0.06,3765.7574501893773,3759.711570887494,3775.833915692516,60.458793018831784,1.6666666666666583,TARGET
2025-09-24 07:50:00+00:00,2025-09-24 10:40:00+00:00,BUY,momentum,3,0.06,3768.814695386069,3762.6637274683726,3779.0663085822307,61.50967917696835,1.6666666666666996,TARGET
2025-09-29 07:35:00+00:00,2025-09-29 09:15:00+00:00,BUY,momentum,3,0.06,3804.240753560141,3795.8292755424545,3818.2598835896183,84.11478017686386,1.6666666666666488,TARGET
2025-09-29 14:35:00+00:00,2025-09-29 15:25:00+00:00,BUY,momentum,3,0.06,3826.7281271222423,3819.2139225078804,3819.2139225078804,-45.08522768617149,-1.0,STOP
2025-09-30 06:20:00+00:00,2025-09-30 08:00:00+00:00,BUY,momentum,3,0.06,3856.9878989875447,3850.1688600355856,3868.3529639074764,68.1903895195901,1.6666666666666445,TARGET
2025-09-30 17:20:00+00:00,2025-09-30 18:05:00+00:00,BUY,momentum,2,0.02,3851.425879796192,3839.851645350258,3839.851645350258,-23.14846889186856,-1.0,STOP
2025-10-01 10:35:00+00:00,2025-10-01 11:00:00+00:00,BUY,momentum,3,0.06,3872.6447771739545,3865.374922360131,3884.7612018636596,72.69854813823076,1.666666666666625,TARGET
2025-10-06 06:50:00+00:00,2025-10-06 09:05:00+00:00,BUY,momentum,3,0.06,3932.6678909997067,3924.344597143696,3924.344597143696,-49.93976313606527,-1.0,STOP
2025-10-06 11:20:00+00:00,2025-10-06 11:25:00+00:00,BUY,momentum,1,0.01,3947.827557051657,3940.484429483428,3940.484429483428,-7.3431275682291925,-1.0,STOP
2025-10-06 17:20:00+00:00,2025-10-06 19:05:00+00:00,BUY,momentum,3,0.03,3951.4888443430923,3941.040444734023,3968.902843691542,52.24199804534874,1.6666666666667247,TARGET
2025-10-07 14:50:00+00:00,2025-10-07 15:55:00+00:00,BUY,momentum,3,0.06,3966.628347686732,3958.650435180765,3979.9248685300113,79.7791250596747,1.666666666666692,TARGET
