proximity_threshold,minimum_trend,require_london_agreement,direction_mode,maximum_opening_range,stop_range_multiple,minimum_stop_points,reward_risk,trailing_mode,exit_minute,outcome_index,robust_lcb_score,train_trades,train_pf,train_mean_r,train_win_rate,validation_trades,validation_pf,validation_mean_r,validation_win_rate,positive_preholdout_years,tested_preholdout_years,preholdout_return_pct,preholdout_pf,preholdout_dd_pct,stability_score,yearly_returns_json
200.0,0.0,True,long,100.0,1.25,20.0,2.0,none,960,332,-0.11145441234111786,412,1.1194833517074585,0.06116325780749321,45.38834951456311,94,1.1051125526428223,0.05744968727231026,41.48936170212766,5,5,30.93111658438339,1.116668409069335,12.442445435193857,-0.08633930321150557,"{""2020"": 7.031145538348005, ""2021"": 7.109854908864466, ""2022"": 10.090535358254415, ""2023"": 10.370895584980232, ""2024"": 4.753760491595749}"
200.0,0.0,True,long,100.0,1.25,20.0,2.0,m15_2r,960,344,-0.11145441234111786,412,1.1194833517074585,0.06116325780749321,45.38834951456311,94,1.1051125526428223,0.05744968727231026,41.48936170212766,5,5,30.93111658438339,1.116668409069335,12.442445435193857,-0.08633930321150557,"{""2020"": 7.031145538348005, ""2021"": 7.109854908864466, ""2022"": 10.090535358254415, ""2023"": 10.370895584980232, ""2024"": 4.753760491595749}"
150.0,0.0,True,long,100.0,1.0,40.0,3.0,be_1r,960,275,-0.09981284290552139,400,1.1435168981552124,0.0677976906299591,35.25,84,1.2011058330535889,0.11228901892900467,30.952380952380953,4,5,38.29300368982611,1.1549687834511022,13.305375523387378,-0.08642359395229615,"{""2020"": -0.04027584850723187, ""2021"": 16.72675022197123, ""2022"": 5.993442642500613, ""2023"": 10.82869232366377, ""2024"": 8.853996274137677}"
200.0,0.0,True,long,200.0,1.25,20.0,2.0,none,960,332,-0.10700253397226334,475,1.1407617330551147,0.0699780136346817,46.10526315789474,109,1.0845870971679688,0.045028455555438995,42.201834862385326,5,5,40.65159576805604,1.1296812351578456,14.785610634681612,-0.08657375524162655,"{""2020"": 9.435945014940629, ""2021"": 9.557034229809712, ""2022"": 16.328159606259753, ""2023"": 7.893587946059433, ""2024"": 4.168117786916015}"
200.0,0.0,True,long,200.0,1.25,20.0,2.0,m15_2r,960,344,-0.10700253397226334,475,1.1407617330551147,0.0699780136346817,46.10526315789474,109,1.0845870971679688,0.045028455555438995,42.201834862385326,5,5,40.65159576805604,1.1296812351578456,14.785610634681612,-0.08657375524162655,"{""2020"": 9.435945014940629, ""2021"": 9.557034229809712, ""2022"": 16.328159606259753, ""2023"": 7.893587946059433, ""2024"": 4.168117786916015}"
200.0,0.0,True,long,100.0,1.25,20.0,3.0,none,960,347,-0.1106255054473877,412,1.1382969617843628,0.07213656604290009,44.417475728155345,94,1.1337988376617432,0.07597506046295166,39.361702127659576,5,5,38.60508011718784,1.1374020579610975,12.991911531345387,-0.08660932851007846,"{""2020"": 11.423620667844482, ""2021"": 9.97084571031046, ""2022"": 4.838176117991599, ""2023"": 13.013706857128081, ""2024"": 6.418999230981304}"
200.0,50.0,False,long,400.0,1.0,20.0,2.0,be_1r,960,185,-0.10335926711559296,274,1.0980541706085205,0.0489891953766346,33.57664233576642,83,1.1503825187683105,0.0782272070646286,34.93975903614458,4,5,18.78676806096964,1.110601028014554,12.610840701273474,-0.0885809485181399,"{""2020"": 3.0686966926371184, ""2021"": 2.436433192865306, ""2022"": 7.293171800293896, ""2023"": -0.5988797674186808, ""2024"": 5.984057122712416}"
200.0,0.0,True,long,200.0,1.25,20.0,2.0,be_1r,960,335,-0.11264944821596146,475,1.1312029361724854,0.0585554838180542,41.473684210526315,109,1.0712454319000244,0.036899350583553314,39.44954128440367,5,5,32.561199669507836,1.118594031929456,12.997402690063875,-0.08864425359608921,"{""2020"": 7.873255774658494, ""2021"": 10.487120354352907, ""2022"": 11.969390473237574, ""2023"": 6.900204510941399, ""2024"": 3.2770342863735147}"
200.0,0.0,True,long,200.0,1.25,40.0,4.0,m15_1_5r,960,446,-0.11483241617679596,475,1.1427372694015503,0.06764280050992966,48.21052631578947,109,1.064501404762268,0.03325822949409485,43.11926605504588,5,5,37.78759886987824,1.1271064267330302,11.90640993952358,-0.08864523605584312,"{""2020"": 5.235735930697016, ""2021"": 7.117765482515792, ""2022"": 8.608403602798752, ""2023"": 19.240697172329014, ""2024"": 2.884748622022104}"
200.0,0.0,False,long,100.0,1.25,20.0,3.0,none,960,347,-0.11196534335613251,529,1.111171007156372,0.05763394385576248,43.28922495274102,122,1.0877060890197754,0.05087031051516533,38.52459016393443,5,5,36.80368066339339,1.1063581018880688,13.705347508102998,-0.0893760383723385,"{""2020"": 13.6443986389025, ""2021"": 8.05320975724979, ""2022"": 6.776586856917377, ""2023"": 8.10383419821752, ""2024"": 5.1527789876399055}"
200.0,0.0,False,long,100.0,1.25,40.0,3.0,be_1r,960,425,-0.11206933856010437,529,1.1503928899765015,0.06642014533281326,39.69754253308129,122,1.0826573371887207,0.04375627264380455,34.42622950819672,5,5,43.00815662499706,1.1357237271105103,14.347680631087032,-0.09076469982227843,"{""2020"": 14.653708789083364, ""2021"": 13.535880099605002, ""2022"": 3.05472415803536, ""2023"": 6.772138808355432, ""2024"": 4.348398274119325}"
200.0,0.0,True,long,200.0,1.0,40.0,3.0,be_1r,840,274,-0.10127175599336624,475,1.0937775373458862,0.04187371954321861,38.73684210526316,109,1.1360608339309692,0.07019733637571335,33.94495412844037,4,5,26.275428820186676,1.1026389047060594,14.749167061336049,-0.09077009011603834,"{""2020"": -1.6778957335166544, ""2021"": 25.152756398953734, ""2022"": 1.4847292983556137, ""2023"": 3.6048039858037395, ""2024"": 6.83029215431028}"
200.0,0.0,True,long,400.0,1.25,20.0,2.0,none,960,332,-0.11128707975149155,476,1.1427186727523804,0.0708017572760582,46.21848739495798,111,1.0724555253982544,0.0385281965136528,42.34234234234234,5,5,40.4040375838997,1.1286680077149716,14.785610634681627,-0.09085830102085479,"{""2020"": 9.435945014940629, ""2021"": 9.557034229809712, ""2022"": 16.865692928517582, ""2023"": 7.893587946059433, ""2024"": 3.506486996026381}"
200.0,0.0,True,long,400.0,1.25,20.0,2.0,m15_2r,960,344,-0.11128707975149155,476,1.1427186727523804,0.0708017572760582,46.21848739495798,111,1.0724555253982544,0.0385281965136528,42.34234234234234,5,5,40.4040375838997,1.1286680077149716,14.785610634681627,-0.09085830102085479,"{""2020"": 9.435945014940629, ""2021"": 9.557034229809712, ""2022"": 16.865692928517582, ""2023"": 7.893587946059433, ""2024"": 3.506486996026381}"
150.0,50.0,False,long,400.0,1.0,20.0,3.0,be_1r,960,200,-0.10231208801269531,257,1.0812132358551025,0.04136328771710396,30.35019455252918,71,1.2364106178283691,0.13377392292022705,32.3943661971831,4,5,18.657780593009154,1.1176614686626236,14.672788630290636,-0.09165766527327658,"{""2020"": 5.1106432990033035, ""2021"": 1.1547913905861407, ""2022"": 5.8718076521826035, ""2023"": -3.190955652511296, ""2024"": 9.044837666445659}"
200.0,100.0,False,short,200.0,0.75,20.0,2.0,be_1r,840,34,-0.10335133969783783,116,1.0896049737930298,0.043713513761758804,29.310344827586203,21,1.7069165706634521,0.3029642701148987,42.857142857142854,4,5,10.927220925696691,1.1743097300799756,14.466472214130727,-0.09228428412609928,"{""2020"": 0.37612261460582275, ""2021"": 8.301393064267737, ""2022"": 1.0493120786797538, ""2023"": -8.750571375910898, ""2024"": 6.367711559028177}"
200.0,0.0,True,long,200.0,1.25,40.0,3.0,m15_1_5r,960,431,-0.11904820054769516,475,1.1409459114074707,0.06679391115903854,48.21052631578947,109,1.0512720346450806,0.026436828076839447,43.11926605504588,5,5,36.276402402113646,1.1230298809674795,11.686511017367069,-0.0924212225824293,"{""2020"": 5.579190093957731, ""2021"": 7.117765482515792, ""2022"": 8.608403602798752, ""2023"": 18.39499181076565, ""2024"": 2.1498233267125855}"
200.0,0.0,True,long,400.0,1.25,20.0,2.0,be_1r,960,335,-0.11683626472949982,476,1.1333826780319214,0.059403225779533386,41.596638655462186,111,1.0590143203735352,0.03054557368159294,39.63963963963964,5,5,32.32788123681913,1.1175252322398834,12.99740269006395,-0.09283107010962771,"{""2020"": 7.873255774658494, ""2021"": 10.487120354352907, ""2022"": 12.486782639123973, ""2023"": 6.900204510941399, ""2024"": 2.6210632721385796}"
150.0,0.0,True,long,100.0,1.25,20.0,4.0,none,960,362,-0.1159282848238945,400,1.110050082206726,0.05774930492043495,44.0,84,1.1623663902282715,0.0935077890753746,38.095238095238095,5,5,30.74977874527307,1.1198491574797693,13.46672046037098,-0.09286172574463646,"{""2020"": 8.51847208694334, ""2021"": 3.8784472692644956, ""2022"": 5.6124071931602515, ""2023"": 14.218881095429058, ""2024"": 7.177699428390105}"
150.0,50.0,False,long,200.0,1.0,40.0,4.0,be_1r,960,290,-0.10806447267532349,255,1.1027110815048218,0.05122208595275879,31.372549019607842,70,1.2519810199737549,0.14182798564434052,31.428571428571427,4,5,21.956229729625143,1.1380190914611588,12.759563424344304,-0.09358359952401209,"{""2020"": 6.530933468477862, ""2021"": 2.263498437504019, ""2022"": 5.325328096142279, ""2023"": -4.176740973505899, ""2024"": 9.43631409616723}"
200.0,0.0,True,long,100.0,1.0,40.0,3.0,none,960,272,-0.11777371168136597,412,1.179355502128601,0.09936098754405975,41.74757281553398,94,1.1466217041015625,0.09333555400371552,32.97872340425532,5,5,56.14814310984322,1.172556435540493,12.963222936566805,-0.09370015755449958,"{""2020"": 5.731285688206689, ""2021"": 26.028756228650842, ""2022"": 8.29856254422172, ""2023"": 10.068724093490623, ""2024"": 7.893738852563081}"
150.0,0.0,False,long,100.0,1.25,20.0,4.0,be_1r,960,365,-0.114445760846138,517,1.0986881256103516,0.04548025131225586,37.71760154738878,112,1.1106029748916626,0.05943920835852623,32.142857142857146,5,5,28.85317134594183,1.101090907924866,14.949284042012465,-0.09434432893016292,"{""2020"": 12.229309387098809, ""2021"": 5.392566185379244, ""2022"": 4.058419838516336, ""2023"": 7.477747763430931, ""2024"": 5.681177080768851}"
200.0,0.0,True,long,400.0,1.25,40.0,4.0,m15_1_5r,960,446,-0.11898297071456909,476,1.1447900533676147,0.06847145408391953,48.319327731092436,111,1.0523346662521362,0.026970047503709793,43.24324324324324,5,5,37.545081551896864,1.126056158979831,12.787345840128364,-0.09455766239482581,"{""2020"": 5.235735930697016, ""2021"": 7.117765482515792, ""2022"": 9.110265200294432, ""2023"": 19.240697172329014, ""2024"": 2.231269236510669}"
150.0,0.0,True,long,100.0,1.25,40.0,3.0,be_1r,960,425,-0.11721689254045486,400,1.128622055053711,0.05755775049328804,40.25,84,1.1396307945251465,0.07346919924020767,35.714285714285715,5,5,29.374925045493548,1.1308020388005484,13.725782030317587,-0.09466845660109004,"{""2020"": 8.941285933790466, ""2021"": 6.331809879740891, ""2022"": 3.376067693190654, ""2023"": 10.679679465057724, ""2024"": 5.553811087029126}"
200.0,0.0,True,long,200.0,1.25,20.0,4.0,m15_1_5r,960,371,-0.12009672075510025,475,1.1215088367462158,0.05903041362762451,47.578947368421055,109,1.0544915199279785,0.02840043045580387,43.11926605504588,5,5,31.502158460911534,1.1082696037531212,12.353715855382852,-0.09480415246586596,"{""2020"": 4.3506682635164, ""2021"": 4.881941681540947, ""2022"": 8.620270853162815, ""2023"": 19.952907017173604, ""2024"": 2.337127853376564}"
100.0,50.0,False,long,200.0,1.0,40.0,3.0,be_1r,960,275,-0.1224624365568161,208,1.2189195156097412,0.10647948086261749,33.17307692307692,57,1.2506523132324219,0.13582979142665863,33.33333333333333,5,5,31.514389454161538,1.2263419468099652,11.360708597324095,-0.09518385375146429,"{""2020"": 8.930935344369484, ""2021"": 0.4150340266855457, ""2022"": 8.516317567716447, ""2023"": 1.1362639882461556, ""2024"": 7.354736848350463}"
100.0,50.0,False,long,400.0,1.0,40.0,3.0,be_1r,960,275,-0.1224624365568161,209,1.2377769947052002,0.11509810388088226,33.49282296650718,57,1.2506523132324219,0.13582979142665863,33.33333333333333,5,5,34.023377495156026,1.2407884913409724,11.360708597324166,-0.09518385375146443,"{""2020"": 11.009083714351785, ""2021"": 0.4150340266855457, ""2022"": 8.516317567716447, ""2023"": 1.1362639882461556, ""2024"": 7.354736848350463}"
150.0,0.0,True,long,200.0,1.25,40.0,4.0,be_1r,960,440,-0.12200391292572021,458,1.1559160947799683,0.06791018694639206,41.26637554585153,97,1.112532615661621,0.05898809805512428,36.08247422680412,5,5,39.01417030506702,1.1471040767186835,11.690219583286536,-0.09538435209229329,"{""2020"": 9.810542461223616, ""2021"": 8.525068864462714, ""2022"": 10.126377744190428, ""2023"": 9.169668081852645, ""2024"": 4.920181160831016}"
200.0,0.0,True,long,200.0,1.0,40.0,3.0,none,960,272,-0.11646644026041031,475,1.2211720943450928,0.1186889111995697,42.94736842105264,109,1.11801278591156,0.07400044053792953,33.94495412844037,5,5,79.91582507328137,1.199359989018658,14.73269989975947,-0.09593184005992925,"{""2020"": 9.792653666665196, ""2021"": 30.607856910157505, ""2022"": 19.0778889946424, ""2023"": 8.063241854481484, ""2024"": 7.013080853843379}"
200.0,0.0,False,long,100.0,1.25,20.0,3.0,be_1r,960,350,-0.11810901761054993,529,1.1176786422729492,0.053891684859991074,37.99621928166352,122,1.0711588859558105,0.038023319095373154,33.60655737704918,5,5,32.779082742983114,1.1078147794502908,13.939535933261732,-0.0959880894770734,"{""2020"": 14.298191635188683, ""2021"": 11.573766644231398, ""2022"": 3.3266048993005004, ""2023"": 5.8024253655178715, ""2024"": 3.6169214929088422}"
200.0,0.0,True,long,100.0,1.25,40.0,4.0,m15_1_5r,960,446,-0.11923400312662125,412,1.1214991807937622,0.05893956869840622,47.81553398058252,94,1.0859229564666748,0.04529651254415512,42.5531914893617,5,5,28.68308114479867,1.1144309401235541,13.46475794952528,-0.0961635190256718,"{""2020"": 2.509185048754614, ""2021"": 4.725072193239344, ""2022"": 3.525073819603297, ""2023"": 21.824484392232723, ""2024"": 3.6051689900641115}"
200.0,0.0,True,long,200.0,1.25,40.0,3.0,m15_2r,960,434,-0.1179746687412262,475,1.1675975322723389,0.08096781373023987,46.94736842105263,109,1.0689117908477783,0.03652571141719818,41.284403669724774,5,5,46.76514140649031,1.1477492678274865,14.17511663272262,-0.09632490200667143,"{""2020"": 13.18980341338618, ""2021"": 10.193182380871612, ""2022"": 13.503266161515914, ""2023"": 10.527007782150545, ""2024"": 3.1810430569419568}"
150.0,0.0,True,long,100.0,1.0,20.0,4.0,be_1r,960,215,-0.11935307085514069,400,1.0898528099060059,0.044503744691610336,31.25,84,1.1873207092285156,0.10967916250228882,28.57142857142857,5,5,25.18016498340476,1.1092375792271443,13.513477744712102,-0.09638002634456488,"{""2020"": 0.2801635148214521, ""2021"": 15.189621904948435, ""2022"": 5.640694012656078, ""2023"": 7.88002887947632, ""2024"": 8.450045805177853}"
200.0,0.0,True,long,200.0,1.25,40.0,4.0,m15_2r,960,449,-0.12023288756608963,475,1.1780917644500732,0.08603756874799728,46.94736842105263,109,1.064946174621582,0.03442376106977463,41.284403669724774,5,5,49.86875959484427,1.155335064216419,13.777291123735585,-0.09778746981356079,"{""2020"": 13.922386975933732, ""2021"": 10.193182380871612, ""2022"": 13.503266161515914, ""2023"": 12.397254303399663, ""2024"": 2.9435283886524166}"
200.0,0.0,True,long,100.0,1.0,40.0,4.0,none,960,287,-0.1199733316898346,412,1.193358302116394,0.10758782178163528,41.50485436893204,94,1.160361647605896,0.10378800332546234,31.914893617021278,5,5,62.4449888917396,1.1864383306867365,14.376483177592277,-0.09872629804501915,"{""2020"": 12.0218841708144, ""2021"": 26.416262419111412, ""2022"": 7.876588517918148, ""2023"": 7.261570315196719, ""2024"": 8.804874395358908}"
200.0,0.0,True,long,100.0,1.25,40.0,3.0,m15_2r,960,434,-0.12121545523405075,412,1.1507409811019897,0.07472570985555649,46.359223300970875,94,1.094468116760254,0.05138028413057327,40.42553191489361,5,5,37.59688359481088,1.1394748094702625,13.866912391448638,-0.09894928001694803,"{""2020"": 10.702514799330064, ""2021"": 7.731793396336251, ""2022"": 7.805608895202365, ""2023"": 13.064780470020331, ""2024"": 4.124833600058619}"
200.0,0.0,True,long,400.0,1.0,40.0,3.0,none,960,272,-0.11967775970697403,476,1.223438024520874,0.11965302377939224,43.0672268907563,111,1.1085338592529297,0.06780817359685898,34.234234234234236,5,5,79.97072950968962,1.1988631673147911,14.73269989975948,-0.099143159506493,"{""2020"": 9.792653666665196, ""2021"": 30.607856910157505, ""2022"": 19.765688207397368, ""2023"": 8.063241854481484, ""2024"": 6.430987607951555}"
200.0,100.0,False,short,200.0,0.75,20.0,2.0,be_1r,960,35,-0.10985799133777618,116,1.0750590562820435,0.036580488085746765,29.310344827586203,21,1.7777777910232544,0.3333333432674408,38.095238095238095,4,5,10.709916519710205,1.171566846091337,14.833779741230094,-0.09952555082023637,"{""2020"": 1.0352442862921585, ""2021"": 7.800910536945782, ""2022"": 0.03283463475238779, ""2023"": -8.750571375910898, ""2024"": 7.033105272157614}"
150.0,50.0,False,long,200.0,1.0,20.0,3.0,be_1r,960,200,-0.11030198633670807,255,1.0666385889053345,0.03420626372098923,30.19607843137255,70,1.2249444723129272,0.1291041076183319,31.428571428571427,4,5,15.90252717597802,1.1038166575173793,14.672788630290482,-0.09964756359728902,"{""2020"": 3.142916832566711, ""2021"": 1.1547913905861407, ""2022"": 5.8718076521826035, ""2023"": -3.190955652511296, ""2024"": 8.54481433686849}"
200.0,100.0,False,short,400.0,0.75,20.0,2.0,be_1r,840,34,-0.11145709455013275,117,1.0706850290298462,0.034792885184288025,29.059829059829063,23,1.6470218896865845,0.2813138961791992,43.47826086956522,4,5,9.924351526054265,1.1559542767438946,14.466472214130746,-0.10039003897839424,"{""2020"": 0.37612261460582275, ""2021"": 8.301393064267737, ""2022"": 0.03881895789297207, ""2023"": -8.750571375910898, ""2024"": 6.470771427605659}"
200.0,0.0,True,long,100.0,1.25,40.0,3.0,m15_1_5r,960,431,-0.12399314343929291,412,1.1194816827774048,0.05796089023351669,47.81553398058252,94,1.0709186792373657,0.03738659620285034,42.5531914893617,5,5,27.27173920051571,1.1098332224938938,13.464757949525385,-0.10092265933834368,"{""2020"": 2.843740663974925, ""2021"": 4.725072193239344, ""2022"": 3.525073819603297, ""2023"": 20.960453720965443, ""2024"": 2.8650975952712487}"
150.0,50.0,False,long,400.0,1.0,20.0,4.0,be_1r,960,215,-0.1131218820810318,257,1.1127501726150513,0.05742548778653145,29.961089494163424,71,1.2369624376296997,0.13408619165420532,30.985915492957744,4,5,23.317056787050472,1.1419215077863112,13.994070702127775,-0.10111002348528735,"{""2020"": 9.257299679291918, ""2021"": 1.1329549257488303, ""2022"": 5.995197104759553, ""2023"": -4.176740973505899, ""2024"": 8.984580318271362}"
200.0,0.0,True,long,100.0,1.25,40.0,4.0,m15_2r,960,449,-0.12384481728076935,412,1.162531852722168,0.08057067543268204,46.359223300970875,94,1.089986801147461,0.048942919820547104,40.42553191489361,5,5,40.506622150527136,1.1480078385828332,14.081382155301556,-0.10200758159137246,"{""2020"": 11.419000209049246, ""2021"": 7.731793396336251, ""2022"": 7.805608895202365, ""2023"": 14.977969079691533, ""2024"": 3.885146399963335}"
200.0,50.0,False,long,100.0,1.0,40.0,2.0,be_1r,960,260,-0.11273963749408722,224,1.090388536453247,0.04497246816754341,33.92857142857143,68,1.1758809089660645,0.09023880958557129,33.82352941176471,4,5,15.01939027915653,1.1107707568938214,14.802208125965189,-0.10234405374601759,"{""2020"": 2.668459620975039, ""2021"": 3.8392598969466896, ""2022"": 3.257369664991838, ""2023"": -1.217618807869636, ""2024"": 5.724004879579003}"
100.0,50.0,False,long,200.0,1.25,40.0,4.0,be_1r,960,440,-0.11646808683872223,208,1.152583360671997,0.0714140459895134,36.53846153846153,57,1.2564151287078857,0.1284998655319214,36.84210526315789,4,5,22.12877313389745,1.1761383478178757,13.356552639899661,-0.10318119211852154,"{""2020"": 9.35869807880425, ""2021"": -2.425751380681118, ""2022"": 2.7172750195042727, ""2023"": 1.7886717718627043, ""2024"": 6.977070661859464}"
100.0,50.0,False,long,400.0,1.25,40.0,4.0,be_1r,960,440,-0.11646808683872223,209,1.1682608127593994,0.07837481051683426,36.84210526315789,57,1.2564151287078857,0.1284998655319214,36.84210526315789,4,5,23.992719135080165,1.1882592470212558,13.356552639899672,-0.10318119211852156,"{""2020"": 11.02774545189984, ""2021"": -2.425751380681118, ""2022"": 2.7172750195042727, ""2023"": 1.7886717718627043, ""2024"": 6.977070661859464}"
200.0,0.0,True,long,400.0,1.25,40.0,4.0,m15_2r,960,449,-0.12426332384347916,476,1.1801053285598755,0.08682757616043091,47.05882352941176,111,1.053097128868103,0.02811458148062229,41.44144144144144,5,5,49.60497845688765,1.1542085328161027,14.639518212498356,-0.10354236026847587,"{""2020"": 13.922386975933732, ""2021"": 10.193182380871612, ""2022"": 14.027746115066497, ""2023"": 12.397254303399663, ""2024"": 2.2896756595084833}"
100.0,50.0,False,long,400.0,1.25,20.0,4.0,be_1r,960,365,-0.11997601389884949,209,1.1663569211959839,0.07843229919672012,36.36363636363637,57,1.248732328414917,0.12509335577487946,35.08771929824561,4,5,23.730238149599803,1.1849210043116023,13.356552639899594,-0.10668911917864866,"{""2020"": 12.162509060561643, ""2021"": -2.425751380681118, ""2022"": 2.977013568071629, ""2023"": 1.7886717718627043, ""2024"": 6.769301135368311}"
100.0,50.0,False,long,200.0,1.25,20.0,4.0,be_1r,960,365,-0.11997601389884949,208,1.1508681774139404,0.07147181779146194,36.05769230769231,57,1.248732328414917,0.12509335577487946,35.08771929824561,4,5,21.870237947708148,1.172922837884434,13.356552639899629,-0.10668911917864873,"{""2020"": 10.47640312059681, ""2021"": -2.425751380681118, ""2022"": 2.977013568071629, ""2023"": 1.7886717718627043, ""2024"": 6.769301135368311}"
150.0,50.0,False,long,200.0,1.0,20.0,4.0,be_1r,960,215,-0.1212710589170456,255,1.0981751680374146,0.05039443075656891,29.80392156862745,70,1.2254962921142578,0.12942083179950714,30.0,4,5,20.45361420121463,1.128076696641067,13.994070702127734,-0.10925920032130106,"{""2020"": 7.211945626812355, ""2021"": 1.1329549257488303, ""2022"": 5.995197104759553, ""2023"": -4.176740973505899, ""2024"": 8.484833297784178}"
