symbol,trades,wins,losses,win_rate_pct,profit_factor,net_r,ending_balance,return_pct,max_drawdown_pct,london_trades,new_york_trades,new_york_limit_trades,new_york_stop_trades,new_york_limit_win_rate_pct,new_york_limit_profit_factor_r,new_york_limit_net_r,new_york_stop_win_rate_pct,new_york_stop_profit_factor_r,new_york_stop_net_r,both_filled_days,limit_only_days,stop_only_days,max_concurrent_trades,max_planned_exposure_pct,locked_stop_exits,params,score
XAUUSD..,63,46,17,73.01587301587301,1.3429485483194947,6.099999999999895,1060.5306845266016,6.05306845266016,5.353561909237676,0,63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,34,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.708695191653291
XAUUSD..,33,26,7,78.78787878787878,1.3168522004665155,2.300000000000077,1022.4251197375593,2.242511973755934,3.3627432920954874,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,22,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",2.6746581454191727
XAUUSD..,20,17,3,85.0,1.2883287337757794,0.9000000000000672,1008.757749560988,0.8757749560988071,1.1045955393780895,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,16,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",2.6564276905826643
XAUUSD..,89,71,18,79.7752808988764,1.3307068457922921,6.149999999999397,1061.2118641134996,6.121186411349955,4.498543253309005,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,61,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.643789899705631
XAUUSD..,80,61,19,76.25,1.2569867187312733,4.9999999999992255,1048.9211527671296,4.8921152767129605,3.5764911038069966,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,50,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.522648882272168
XAUUSD..,29,22,7,75.86206896551724,1.240804774473549,1.8499999999999726,1017.6888033763257,1.7688803376325613,5.385892177877564,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,19,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",2.4036942503980447
XAUUSD..,81,56,25,69.1358024691358,1.1976836522925232,5.437953527519824,1050.9894579765742,5.098945797657417,6.191531305983098,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,48,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.2871964254903294
XAUUSD..,151,115,36,76.15894039735099,1.1888207261006525,6.899999999999072,1067.1178448631895,6.71178448631895,6.232966453576995,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,96,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.2030792222376685
XAUUSD..,89,71,18,79.7752808988764,1.195567334905578,3.7499999999994404,1035.968425915043,3.596842591504301,6.656430784548724,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,65,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.1847176249657236
XAUUSD..,71,54,17,76.05633802816901,1.1326647416400426,2.4999999999997367,1022.5743350864947,2.2574335086494646,5.001469067790518,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,50,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.1208898327074497
XAUUSD..,80,61,19,76.25,1.1533892583992267,3.099999999999166,1029.014265832346,2.901426583234601,6.277169953258042,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,54,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.10917001913552
XAUUSD..,20,13,7,65.0,1.0739363916896045,0.6499999999999473,1005.2667114897238,0.5266711489723797,3.5074820689921085,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,11,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",2.0699986799295957
XAUUSD..,71,54,17,76.05633802816901,1.1030200008131141,1.8999999999998465,1017.3502897540944,1.7350289754094472,5.001469067790518,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,46,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",2.036248238377541
XAUUSD..,33,26,7,78.78787878787878,1.074467552444447,0.6000000000000822,1005.2396095808733,0.5239609580873328,3.3627432920954825,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,24,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",2.035343394829582
XAUUSD..,170,127,43,74.70588235294117,1.1244412020925272,5.749999999999293,1054.18165438886,5.41816543888598,9.525217247456055,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,105,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.8740921300475333
XAUUSD..,81,56,25,69.1358024691358,1.0629678322566696,1.8999999999998678,1015.8403269746785,1.584032697467852,6.473310471296317,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,46,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.8726405113188889
XAUUSD..,170,127,43,74.70588235294117,1.137735393019557,6.637953527519144,1061.2248457436115,6.122484574361153,10.44214835779282,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,116,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.870503724517458
XAUUSD..,170,127,43,74.70588235294117,1.1193498316071937,5.6499999999993085,1052.3761437529495,5.237614375294952,9.402784706973097,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,111,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.8682663102186616
XAUUSD..,40,30,10,75.0,1.0057488699596726,0.20000000000006846,1000.5829472604291,0.05829472604290675,3.6094284019104945,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,28,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.8460263198238256
XAUUSD..,29,22,7,75.86206896551724,1.0386288297945188,0.3499999999999366,1002.7960344911189,0.27960344911188706,5.385892177877514,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,19,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.8441699472468795
XAUUSD..,151,115,36,76.15894039735099,1.1016349773490948,4.049999999998783,1035.6568148676179,3.565681486761796,8.870724190439654,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,107,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.8401973213351228
XAUUSD..,80,61,19,76.25,1.0682658137553924,1.5499999999990464,1012.7959431311905,1.279594313119059,7.977044811948919,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,57,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.7958043869133034
XAUUSD..,40,30,10,75.0,0.9803742803518602,-0.0999999999999367,998.0238258655398,-0.19761741344601624,4.31302618594533,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,26,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.7375972514064588
XAUUSD..,89,71,18,79.7752808988764,1.0534395335081597,1.1999999999993205,1009.741076186253,0.9741076186253084,8.349426892868136,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,68,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.729857160575137
XAUUSD..,151,115,36,76.15894039735099,1.0342764686685504,1.5999999999989027,1011.9687420974545,1.1968742097454577,9.252888428133863,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,2.0,104,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.6376965954005844
XAUUSD..,20,17,3,85.0,0.8452259158841422,-0.4499999999998788,995.3407745668277,-0.46592254331723204,1.1045955393780775,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,17,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.5677220547993986
XAUUSD..,20,17,3,85.0,0.8452259158841422,-0.4499999999998788,995.3407745668277,-0.46592254331723204,1.1045955393780775,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,17,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.5677220547993986
XAUUSD..,81,56,25,69.1358024691358,0.9732324922262546,-0.4000000000001037,993.3775288912452,-0.6622471108754802,7.84197186083741,0,81,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,44,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.53955157659582
