Date,MIN
2014-07-09,-3.4888353844182615e-4
2014-08-20,0.011887628574919934
2014-10-08,-0.028250969891461558
2014-11-19,-0.003590335299920865
2015-01-07,0.001798868945402849
2015-02-18,-0.032440678160312555
2015-04-08,0.006220041283860248
2015-05-20,-3.4888353844182615e-4
2015-07-08,-0.013987179583494472
2015-08-19,0.0013263248671101244
2015-10-08,-0.016583314046347046
2015-11-18,-0.01308249939204469
2016-01-06,-0.0031797342156887768
2016-02-17,0.00842539769819276
2016-04-06,0.003441255028053895
2016-05-18,0.048719843001387556
2016-07-06,1.6202237179904343e-4
2016-08-17,-0.01984376103459315
2016-10-12,-0.002559610265005291
2016-11-23,0.005122891365656775
2017-01-04,0.0019189968071236562
2017-02-22,-0.010139294536231563
2017-04-05,0.004515131269976233
2017-05-24,-0.004139022104937547
2017-07-05,0.010807866396431812
2017-08-16,-0.0029450180012944027
2017-10-11,-0.002166443299122461
2017-11-22,-0.005970918417695386
2018-01-03,0.019347431418672026
2018-02-21,-0.0029450180012944027
2018-04-11,0.005709135373619377
2018-05-23,-0.02209480484334344
2018-07-05,0.004515131269976233
2018-08-22,-6.771376557289199e-4
2018-10-17,0.0019189968071236562
2018-11-29,0.0041868771526891385
2019-01-09,-0.004139022104937547
2019-02-20,0.007856887857464053
2019-04-10,0.010866432210942632
2019-05-22,0.002515998858945229
2019-07-10,0.006903139477262524
2019-08-21,-0.012321596759757275
2019-10-09,0.007231393594549617
2019-11-20,0.004642307181876807
2020-01-03,0.015453295439496273
2020-02-19,0.00922308424427363
2020-04-08,0.006903139477262524
2020-05-20,-0.007142065065353442
2020-07-01,0.0019189968071236562
2020-08-19,0.005709135373619377
2020-10-07,0.007817504696008913
2020-11-25,0.002515998858945229
2021-01-06,0.003113000910766801
2021-02-17,0.0013820586861624875
2021-04-07,0.003113000910766801
2021-05-19,0.009474080592182813
2021-07-07,0.0021537130215180307
2021-08-18,0.002904316907092726
2021-10-13,0.006783011615541715
2021-11-24,0.0050520693909374016
2022-01-05,0.018273555176749688
2022-02-16,-0.023587165105175802
2022-04-06,0.044179030879305296
2022-05-25,-0.0038628324090910523
2022-07-06,0.029012937104275178
2022-08-17,-0.034802877839580366
2022-10-12,-0.010076913155277943
2022-11-23,-0.023767739259717445
2023-01-04,0.015108910873168402
2023-02-22,0.027553202814577904
2023-04-12,-0.022641332958408256
2023-05-24,-0.01929957637092043
2023-07-05,0.0036759712424532594
2023-08-16,-0.0029450180012944027
2023-10-11,-0.0021664432991276225
2023-11-21,-0.005970918417686792
2024-01-03,0.009827528057402193
2024-02-21,-0.007688635051180932
2024-04-10,0.009018441633297344
2024-05-22,0.00797701571918486
2024-07-03,-3.4888353844182615e-4
2024-08-21,-0.01429223695968294
2024-10-09,-3.7270897808236046e-4
2024-11-26,0.0010710451257485792
2025-01-08,-0.007929160671430725
2025-02-19,-0.007483868625881964
2025-04-09,0.050711402220901196
2025-05-28,-0.0018711417593685778
2025-07-09,0.0014080908968784327
2025-08-20,0.0132894125066112
2025-10-08,0.005709135373620214
2025-11-19,0.018599303759522796
2025-12-31,-0.0018711417593750186
2026-02-18,-0.0022707114617392726
2026-04-08,0.015557292852174638
2026-05-20,-3.488835384397396e-4
