month,day,symbol,side,leg,legs,entry_time,exit_time,entry,sl,initial_sl,tp,exit_price,lot,pnl,balance_after,exit_kind,execution_mode
2025-05,2025-05-30,XAUUSD-VIP,sell,1,1,2025-05-30T07:00:00+00:00,2025-05-30T07:10:00+00:00,3296.23,3303.25803,3303.25803,3284.98515,3292.74103,0.1,34.89,951.73,trail,silver_optimized
2025-05,2025-05-30,XAUUSD-VIP,sell,1,1,2025-05-30T07:25:00+00:00,2025-05-30T07:50:00+00:00,3295.95,3303.20437,3303.20437,3284.34301,3296.9,0.1,-9.5,942.23,regime,silver_optimized
2025-06,2025-06-02,XAUUSD-VIP,buy,1,1,2025-06-02T09:15:00+00:00,2025-06-02T09:25:00+00:00,3350.59,3344.52501,3344.52501,3360.29398,3346.93,0.1,-36.6,905.63,regime,silver_optimized
2025-06,2025-06-02,XAUUSD-VIP,buy,1,1,2025-06-02T10:00:00+00:00,2025-06-02T10:10:00+00:00,3349.16,3343.97076,3343.97076,3357.46279,3346.39,0.1,-27.7,877.93,regime,silver_optimized
2025-06,2025-06-02,XAUUSD-VIP,buy,1,1,2025-06-02T10:15:00+00:00,2025-06-02T10:25:00+00:00,3348.41,3343.30032,3343.30032,3356.58549,3349.29,0.1,8.8,886.73,regime,silver_optimized
2025-06,2025-06-02,XAUUSD-VIP,buy,1,1,2025-06-02T10:20:00+00:00,2025-06-02T10:30:00+00:00,3349.79,3344.67244,3344.67244,3357.9781,3348.3,0.1,-14.9,871.83,regime,silver_optimized
2025-06,2025-06-02,XAUUSD-VIP,buy,1,1,2025-06-02T10:55:00+00:00,2025-06-02T11:20:00+00:00,3348.58,3343.06729,3343.06729,3357.40033,3349.30547,0.1,7.25,879.08,trail,silver_optimized
2025-06,2025-06-02,CL-OIL-VIP,buy,1,1,2025-06-02T15:40:00+00:00,2025-06-02T18:00:00+00:00,62.865,62.17813,62.17813,63.95775,62.295,0.1,-57.0,822.08,regime,silver_optimized
2025-06,2025-06-03,XAGUSD-VIP,buy,1,1,2025-06-02T23:56:00+00:00,2025-06-03T00:00:00+00:00,34.716,34.65689,34.65689,34.8096,34.69166,0.1,-12.17,809.91,trail,silver_optimized
2025-06,2025-06-04,XAGUSD-VIP,buy,1,1,2025-06-04T00:16:00+00:00,2025-06-04T00:36:00+00:00,34.571,34.52132,34.52132,34.64966,34.555,0.1,-8.0,801.91,regime,silver_optimized
2025-06,2025-06-04,CL-OIL-VIP,buy,1,1,2025-06-04T13:00:00+00:00,2025-06-04T13:20:00+00:00,63.555,63.09332,63.09332,64.2895,63.21923,0.1,-33.58,768.33,trail,silver_optimized
2025-06,2025-06-06,XAGUSD-VIP,buy,1,1,2025-06-06T05:56:00+00:00,2025-06-06T06:04:00+00:00,36.02,35.91468,35.91468,36.18675,36.028,0.1,4.0,772.33,regime,silver_optimized
2025-06,2025-06-09,CL-OIL-VIP,buy,1,1,2025-06-09T14:00:00+00:00,2025-06-09T15:20:00+00:00,64.72,64.32642,64.32642,65.34615,64.94876,0.1,22.88,795.21,trail,silver_optimized
2025-06,2025-06-09,XAGUSD-VIP,buy,1,1,2025-06-09T20:36:00+00:00,2025-06-09T20:44:00+00:00,36.745,36.68948,36.68948,36.8329,36.749,0.1,2.0,797.21,regime,silver_optimized
2025-06,2025-06-09,XAGUSD-VIP,buy,1,1,2025-06-09T23:48:00+00:00,2025-06-09T23:56:00+00:00,36.797,36.75391,36.75391,36.86523,36.787,0.1,-5.0,792.21,regime,silver_optimized
2025-06,2025-06-11,XAGUSD-VIP,buy,1,1,2025-06-10T23:24:00+00:00,2025-06-11T00:00:00+00:00,36.548,36.49235,36.49235,36.63611,36.53727,0.1,-5.37,786.84,trail,silver_optimized
2025-06,2025-06-12,XAUUSD-VIP,buy,1,1,2025-06-12T06:45:00+00:00,2025-06-12T07:00:00+00:00,3373.29,3368.58583,3368.58583,3380.81667,3373.32,0.1,0.3,787.14,regime,silver_optimized
2025-06,2025-06-12,XAUUSD-VIP,buy,1,1,2025-06-12T06:35:00+00:00,2025-06-12T07:05:00+00:00,3372.98,3368.11162,3368.11162,3380.76941,3371.87871,0.1,-11.01,776.13,trail,silver_optimized
2025-06,2025-06-16,XAGUSD-VIP,buy,1,1,2025-06-16T00:08:00+00:00,2025-06-16T00:16:00+00:00,36.286,36.16514,36.16514,36.47736,36.226,0.1,-30.0,746.13,regime,silver_optimized
2025-06,2025-06-17,XAGUSD-VIP,buy,1,1,2025-06-17T23:00:00+00:00,2025-06-17T23:08:00+00:00,37.117,37.06902,37.06902,37.19297,37.105,0.1,-6.0,740.13,regime,silver_optimized
2025-06,2025-06-17,XAGUSD-VIP,buy,1,1,2025-06-17T23:44:00+00:00,2025-06-17T23:52:00+00:00,37.11,37.06614,37.06614,37.17945,37.107,0.1,-1.5,738.63,regime,silver_optimized
2025-06,2025-06-18,XAGUSD-VIP,buy,1,1,2025-06-17T23:56:00+00:00,2025-06-18T00:00:00+00:00,37.108,37.06432,37.06432,37.17716,37.08224,0.1,-12.88,725.75,trail,silver_optimized
2025-06,2025-06-18,XAGUSD-VIP,buy,1,1,2025-06-18T00:04:00+00:00,2025-06-18T00:08:00+00:00,37.109,37.05889,37.05889,37.18835,37.07242,0.1,-18.29,707.46,trail,silver_optimized
2025-06,2025-06-18,XAGUSD-VIP,buy,1,1,2025-06-18T05:32:00+00:00,2025-06-18T05:44:00+00:00,37.245,37.18188,37.18188,37.34494,37.23566,0.1,-4.67,702.79,trail,silver_optimized
2025-06,2025-06-18,XAGUSD-VIP,buy,1,1,2025-06-18T05:44:00+00:00,2025-06-18T06:12:00+00:00,37.272,37.20083,37.20083,37.38468,37.24462,0.1,-13.69,689.1,trail,silver_optimized
2025-06,2025-06-23,XAGUSD-VIP,buy,1,1,2025-06-23T00:32:00+00:00,2025-06-23T00:36:00+00:00,36.073,35.98253,35.98253,36.21625,36.02815,0.1,-22.43,666.67,trail,silver_optimized
2025-06,2025-06-23,XAGUSD-VIP,buy,1,1,2025-06-23T00:44:00+00:00,2025-06-23T00:48:00+00:00,36.082,35.97167,35.97167,36.25669,35.99925,0.1,-41.37,625.3,trail,silver_optimized
2025-06,2025-06-23,XAGUSD-VIP,buy,1,1,2025-06-23T01:00:00+00:00,2025-06-23T01:08:00+00:00,36.096,35.97238,35.97238,36.29174,36.039,0.1,-28.5,596.8,regime,silver_optimized
2025-06,2025-06-23,XAGUSD-VIP,buy,1,1,2025-06-23T17:04:00+00:00,2025-06-23T17:20:00+00:00,36.24,36.14779,36.14779,36.38601,36.237,0.1,-1.5,595.3,regime,silver_optimized
2025-06,2025-06-23,XAGUSD-VIP,buy,1,1,2025-06-23T17:40:00+00:00,2025-06-23T18:32:00+00:00,36.246,36.16295,36.16295,36.37749,36.28372,0.1,18.86,614.16,trail,silver_optimized
2025-06,2025-06-24,XAGUSD-VIP,buy,1,1,2025-06-24T01:48:00+00:00,2025-06-24T03:36:00+00:00,36.012,35.88963,35.88963,36.20575,36.09123,0.1,39.61,653.77,trail,silver_optimized
2025-06,2025-06-24,XAUUSD-VIP,sell,1,1,2025-06-24T08:20:00+00:00,2025-06-24T08:30:00+00:00,3327.62,3335.44704,3335.44704,3315.09674,3327.32,0.1,3.0,656.77,regime,silver_optimized
2025-06,2025-06-24,XAUUSD-VIP,sell,1,1,2025-06-24T08:25:00+00:00,2025-06-24T08:35:00+00:00,3327.02,3334.67082,3334.67082,3314.77869,3327.69,0.1,-6.7,650.07,regime,silver_optimized
2025-06,2025-06-24,XAUUSD-VIP,sell,1,1,2025-06-24T08:50:00+00:00,2025-06-24T10:10:00+00:00,3325.9,3332.71844,3332.71844,3314.9905,3323.01383,0.1,28.86,678.93,trail,silver_optimized
2025-06,2025-06-25,XAUUSD-VIP,sell,1,1,2025-06-25T10:20:00+00:00,2025-06-25T10:50:00+00:00,3325.96,3329.85816,3329.85816,3319.72295,3327.13362,0.1,-11.74,667.19,trail,silver_optimized
2025-06,2025-06-26,XAGUSD-VIP,buy,1,1,2025-06-26T01:00:00+00:00,2025-06-26T01:08:00+00:00,36.34,36.27229,36.27229,36.4472,36.308,0.1,-16.0,651.19,regime,silver_optimized
2025-06,2025-06-26,XAGUSD-VIP,buy,1,1,2025-06-26T01:12:00+00:00,2025-06-26T01:20:00+00:00,36.329,36.25352,36.25352,36.44851,36.279,0.1,-25.0,626.19,regime,silver_optimized
2025-06,2025-06-26,XAUUSD-VIP,sell,1,1,2025-06-26T06:30:00+00:00,2025-06-26T06:35:00+00:00,3334.77,3338.89308,3338.89308,3328.17307,3335.61231,0.1,-8.42,617.77,trail,silver_optimized
2025-06,2025-06-26,XAGUSD-VIP,buy,1,1,2025-06-26T18:48:00+00:00,2025-06-26T18:56:00+00:00,36.633,36.57256,36.57256,36.7287,36.625,0.1,-4.0,613.77,regime,silver_optimized
2025-06,2025-06-27,XAUUSD-VIP,sell,1,1,2025-06-27T06:05:00+00:00,2025-06-27T06:15:00+00:00,3293.05,3299.70262,3299.70262,3282.40581,3295.35,0.1,-23.0,590.77,regime,silver_optimized
2025-06,2025-06-27,XAUUSD-VIP,sell,1,1,2025-06-27T09:00:00+00:00,2025-06-27T09:35:00+00:00,3288.01,3293.81531,3293.81531,3278.72151,3288.42398,0.1,-4.14,586.63,trail,silver_optimized
2025-06,2025-06-27,XAUUSD-VIP,sell,1,1,2025-06-27T09:10:00+00:00,2025-06-27T09:35:00+00:00,3285.51,3291.41713,3291.41713,3276.05859,3288.50035,0.1,-29.9,556.73,trail,silver_optimized
2025-06,2025-06-27,XAUUSD-VIP,sell,1,1,2025-06-27T10:20:00+00:00,2025-06-27T10:55:00+00:00,3286.69,3292.65848,3292.65848,3277.14044,3284.16636,0.1,25.24,581.97,trail,silver_optimized
2025-06,2025-06-27,CL-OIL-VIP,buy,1,1,2025-06-27T11:40:00+00:00,2025-06-27T12:20:00+00:00,65.75,65.35653,65.35653,66.37597,65.565,0.1,-18.5,563.47,regime,silver_optimized
2025-06,2025-06-27,CL-OIL-VIP,buy,1,1,2025-06-27T13:00:00+00:00,2025-06-27T13:40:00+00:00,65.825,65.40383,65.40383,66.49505,65.66369,0.1,-16.13,547.34,trail,silver_optimized
2025-07,2025-07-01,XAGUSD-VIP,buy,1,1,2025-07-01T01:20:00+00:00,2025-07-01T01:24:00+00:00,36.142,36.09309,36.09309,36.21944,36.10532,0.1,-18.34,529.0,trail,silver_optimized
2025-07,2025-07-01,XAGUSD-VIP,buy,1,1,2025-07-01T05:52:00+00:00,2025-07-01T06:00:00+00:00,36.123,36.04481,36.04481,36.2468,36.098,0.1,-12.5,516.5,regime,silver_optimized
2025-07,2025-07-02,XAUUSD-VIP,sell,1,1,2025-07-02T08:50:00+00:00,2025-07-02T09:00:00+00:00,3334.1,3338.41848,3338.41848,3327.19043,3334.47,0.1,-3.7,512.8,regime,silver_optimized
2025-07,2025-07-02,CL-OIL-VIP,buy,1,1,2025-07-02T15:00:00+00:00,2025-07-02T15:40:00+00:00,65.935,65.458,65.458,66.69386,66.32809,0.1,39.31,552.11,trail,silver_optimized
2025-07,2025-07-03,XAUUSD-VIP,buy,1,1,2025-07-03T07:30:00+00:00,2025-07-03T07:40:00+00:00,3358.16,3353.61785,3353.61785,3365.42743,3355.46,0.1,-27.0,525.11,regime,silver_optimized
2025-07,2025-07-03,XAUUSD-VIP,buy,1,1,2025-07-03T08:30:00+00:00,2025-07-03T08:40:00+00:00,3355.5,3351.50332,3351.50332,3361.89468,3354.98249,0.1,-5.18,519.93,trail,silver_optimized
2025-07,2025-07-03,XAGUSD-VIP,buy,1,1,2025-07-03T23:04:00+00:00,2025-07-03T23:16:00+00:00,36.834,36.80757,36.80757,36.87584,36.83418,0.1,0.09,520.02,trail,silver_optimized
2025-07,2025-07-04,XAGUSD-VIP,buy,1,1,2025-07-04T05:44:00+00:00,2025-07-04T05:52:00+00:00,36.847,36.78516,36.78516,36.94492,36.824,0.1,-11.5,508.52,regime,silver_optimized
2025-07,2025-07-04,XAGUSD-VIP,buy,1,1,2025-07-04T05:56:00+00:00,2025-07-04T06:00:00+00:00,36.833,36.77082,36.77082,36.93146,36.79936,0.1,-16.82,491.7,trail,silver_optimized
2025-07,2025-07-07,XAUUSD-VIP,sell,1,1,2025-07-07T06:30:00+00:00,2025-07-07T06:40:00+00:00,3310.14,3315.01683,3315.01683,3302.33708,3311.81,0.1,-16.7,475.0,regime,silver_optimized
2025-07,2025-07-07,XAUUSD-VIP,sell,1,1,2025-07-07T06:45:00+00:00,2025-07-07T07:10:00+00:00,3309.63,3314.43832,3314.43832,3301.93669,3309.44624,0.1,1.84,476.84,trail,silver_optimized
2025-07,2025-07-07,XAGUSD-VIP,buy,1,1,2025-07-07T18:40:00+00:00,2025-07-07T19:04:00+00:00,36.701,36.63903,36.63903,36.79912,36.72352,0.1,11.26,488.1,trail,silver_optimized
2025-07,2025-07-08,XAGUSD-VIP,buy,1,1,2025-07-08T03:08:00+00:00,2025-07-08T03:16:00+00:00,36.781,36.71449,36.71449,36.8863,36.753,0.1,-14.0,474.1,regime,silver_optimized
2025-07,2025-07-08,XAUUSD-VIP,sell,1,1,2025-07-08T10:55:00+00:00,2025-07-08T11:05:00+00:00,3324.58,3328.42354,3328.42354,3318.43034,3325.13,0.1,-5.5,468.6,regime,silver_optimized
2025-07,2025-07-09,XAUUSD-VIP,sell,1,1,2025-07-09T07:25:00+00:00,2025-07-09T07:35:00+00:00,3290.76,3295.70914,3295.70914,3282.84138,3291.42,0.1,-6.6,462.0,regime,silver_optimized
2025-07,2025-07-09,XAUUSD-VIP,sell,1,1,2025-07-09T09:25:00+00:00,2025-07-09T10:00:00+00:00,3288.09,3292.94301,3292.94301,3280.32519,3291.13976,0.1,-30.5,431.5,trail,silver_optimized
2025-07,2025-07-09,CL-OIL-VIP,buy,1,1,2025-07-09T14:40:00+00:00,2025-07-09T18:00:00+00:00,68.345,67.87112,67.87112,69.0989,68.49036,0.1,14.54,446.04,trail,silver_optimized
2025-07,2025-07-10,XAGUSD-VIP,buy,1,1,2025-07-10T03:32:00+00:00,2025-07-10T04:28:00+00:00,36.427,36.3692,36.3692,36.51852,36.42065,0.1,-3.18,442.86,trail,silver_optimized
2025-07,2025-07-10,XAGUSD-VIP,buy,1,1,2025-07-10T20:16:00+00:00,2025-07-10T20:24:00+00:00,37.027,36.95772,36.95772,37.1367,37.004,0.1,-11.5,431.36,regime,silver_optimized
2025-07,2025-07-11,XAGUSD-VIP,buy,1,1,2025-07-11T00:08:00+00:00,2025-07-11T00:16:00+00:00,37.093,37.01611,37.01611,37.21475,37.075,0.1,-9.0,422.36,regime,silver_optimized
2025-07,2025-07-11,XAGUSD-VIP,buy,1,1,2025-07-11T00:36:00+00:00,2025-07-11T00:44:00+00:00,37.075,37.00198,37.00198,37.19061,37.073,0.1,-1.0,421.36,regime,silver_optimized
2025-07,2025-07-11,XAGUSD-VIP,buy,1,1,2025-07-11T00:40:00+00:00,2025-07-11T00:52:00+00:00,37.084,37.01071,37.01071,37.20004,37.05,0.1,-17.0,404.36,regime,silver_optimized
2025-07,2025-07-11,XAGUSD-VIP,buy,1,1,2025-07-11T01:56:00+00:00,2025-07-11T03:00:00+00:00,37.072,36.94912,36.94912,37.26657,37.10484,0.1,16.42,420.78,trail,silver_optimized
2025-07,2025-07-14,XAUUSD-VIP,buy,1,1,2025-07-14T08:40:00+00:00,2025-07-14T08:50:00+00:00,3367.99,3363.04156,3363.04156,3375.9075,3367.19,0.1,-8.0,412.78,regime,silver_optimized
2025-07,2025-07-14,XAUUSD-VIP,buy,1,1,2025-07-14T09:15:00+00:00,2025-07-14T09:25:00+00:00,3368.14,3363.85862,3363.85862,3374.99021,3367.03,0.1,-11.1,401.68,regime,silver_optimized
2025-07,2025-07-14,XAUUSD-VIP,buy,1,1,2025-07-14T09:45:00+00:00,2025-07-14T09:55:00+00:00,3367.01,3363.00297,3363.00297,3373.42125,3367.29473,0.1,2.85,404.53,trail,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T06:05:00+00:00,2025-07-15T06:15:00+00:00,3362.14,3358.90595,3358.90595,3367.31448,3361.19,0.1,-9.5,395.03,regime,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T06:35:00+00:00,2025-07-15T06:50:00+00:00,3362.05,3358.24354,3358.24354,3368.14034,3359.34,0.1,-27.1,367.93,regime,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T07:20:00+00:00,2025-07-15T07:30:00+00:00,3362.37,3358.45234,3358.45234,3368.63825,3362.45,0.1,0.8,368.73,regime,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T07:10:00+00:00,2025-07-15T08:00:00+00:00,3360.43,3356.49378,3356.49378,3366.72795,3362.30784,0.1,18.78,387.51,trail,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T08:30:00+00:00,2025-07-15T08:40:00+00:00,3361.36,3356.99839,3356.99839,3368.33857,3362.34,0.1,9.8,397.31,regime,silver_optimized
2025-07,2025-07-15,XAUUSD-VIP,buy,1,1,2025-07-15T09:50:00+00:00,2025-07-15T10:30:00+00:00,3362.24,3357.70074,3357.70074,3369.50282,3362.88555,0.1,6.46,403.77,trail,silver_optimized
2025-07,2025-07-16,XAGUSD-VIP,buy,1,1,2025-07-16T00:12:00+00:00,2025-07-16T00:20:00+00:00,37.781,37.73105,37.73105,37.86009,37.757,0.1,-12.0,391.77,regime,silver_optimized
2025-07,2025-07-16,XAGUSD-VIP,buy,1,1,2025-07-16T00:24:00+00:00,2025-07-16T00:32:00+00:00,37.762,37.71151,37.71151,37.84193,37.75414,0.1,-3.93,387.84,trail,silver_optimized
2025-07,2025-07-16,XAGUSD-VIP,buy,1,1,2025-07-16T00:32:00+00:00,2025-07-16T00:52:00+00:00,37.777,37.72162,37.72162,37.86469,37.777,0.1,0.0,387.84,regime,silver_optimized
2025-07,2025-07-16,XAGUSD-VIP,buy,1,1,2025-07-16T02:16:00+00:00,2025-07-16T02:24:00+00:00,37.793,37.72311,37.72311,37.90365,37.778,0.1,-7.5,380.34,regime,silver_optimized
2025-07,2025-07-16,XAGUSD-VIP,buy,1,1,2025-07-16T03:12:00+00:00,2025-07-16T03:20:00+00:00,37.801,37.71597,37.71597,37.93563,37.805,0.1,2.0,382.34,regime,silver_optimized
2025-07,2025-07-17,XAGUSD-VIP,buy,1,1,2025-07-17T05:40:00+00:00,2025-07-17T05:44:00+00:00,37.98,37.92502,37.92502,38.06705,37.93877,0.1,-20.62,361.72,trail,silver_optimized
2025-07,2025-07-17,XAGUSD-VIP,buy,1,1,2025-07-17T05:56:00+00:00,2025-07-17T06:08:00+00:00,37.986,37.91443,37.91443,38.09932,37.94,0.1,-23.0,338.72,regime,silver_optimized
2025-07,2025-07-17,XAUUSD-VIP,sell,1,1,2025-07-17T09:25:00+00:00,2025-07-17T10:00:00+00:00,3330.1,3333.98878,3333.98878,3323.87795,3327.59658,0.1,25.03,363.75,trail,silver_optimized
2025-07,2025-07-21,XAUUSD-VIP,buy,1,1,2025-07-21T07:30:00+00:00,2025-07-21T07:40:00+00:00,3366.65,3363.01772,3363.01772,3372.46164,3365.6,0.1,-10.5,353.25,regime,silver_optimized
2025-07,2025-07-21,XAUUSD-VIP,buy,1,1,2025-07-21T07:35:00+00:00,2025-07-21T07:50:00+00:00,3366.9,3363.35717,3363.35717,3372.56852,3364.42,0.1,-24.8,328.45,regime,silver_optimized
2025-07,2025-07-21,XAUUSD-VIP,buy,1,1,2025-07-21T08:25:00+00:00,2025-07-21T08:35:00+00:00,3365.48,3362.2639,3362.2639,3370.62576,3365.32,0.1,-1.6,326.85,regime,silver_optimized
2025-07,2025-07-21,XAUUSD-VIP,buy,1,1,2025-07-21T08:30:00+00:00,2025-07-21T08:40:00+00:00,3365.91,3362.62934,3362.62934,3371.15906,3365.14,0.1,-7.7,319.15,regime,silver_optimized
2025-07,2025-07-21,XAUUSD-VIP,buy,1,1,2025-07-21T08:45:00+00:00,2025-07-21T09:05:00+00:00,3366.21,3362.98888,3362.98888,3371.36379,3364.54,0.1,-16.7,302.45,regime,silver_optimized
2025-07,2025-07-22,XAGUSD-VIP,buy,1,1,2025-07-22T23:04:00+00:00,2025-07-22T23:12:00+00:00,39.266,39.21373,39.21373,39.34876,39.2878,0.1,10.9,313.35,trail,silver_optimized
2025-07,2025-07-22,XAGUSD-VIP,buy,1,1,2025-07-22T23:08:00+00:00,2025-07-22T23:12:00+00:00,39.29,39.2358,39.2358,39.37581,39.28635,0.1,-1.82,311.53,trail,silver_optimized
2025-07,2025-07-23,XAGUSD-VIP,buy,1,1,2025-07-23T00:00:00+00:00,2025-07-23T00:04:00+00:00,39.254,39.19407,39.19407,39.34889,39.22105,0.1,-16.47,295.06,trail,silver_optimized
2025-07,2025-07-23,XAGUSD-VIP,buy,1,1,2025-07-23T00:08:00+00:00,2025-07-23T00:28:00+00:00,39.259,39.19335,39.19335,39.36294,39.26677,0.1,3.88,298.94,trail,silver_optimized
2025-07,2025-07-23,XAGUSD-VIP,buy,1,1,2025-07-23T00:16:00+00:00,2025-07-23T00:28:00+00:00,39.272,39.20594,39.20594,39.37659,39.258,0.1,-7.0,291.94,regime,silver_optimized
2025-07,2025-07-24,XAGUSD-VIP,buy,1,1,2025-07-24T00:24:00+00:00,2025-07-24T00:28:00+00:00,39.278,39.22075,39.22075,39.36864,39.23906,0.1,-19.47,272.47,trail,silver_optimized
2025-07,2025-07-24,CL-OIL-VIP,buy,1,1,2025-07-24T12:20:00+00:00,2025-07-24T13:00:00+00:00,65.935,65.50942,65.50942,66.61206,65.97,0.1,3.5,275.97,regime,silver_optimized
2025-07,2025-07-24,CL-OIL-VIP,buy,1,1,2025-07-24T11:40:00+00:00,2025-07-24T13:20:00+00:00,65.78,65.37046,65.37046,66.43154,65.87715,0.1,9.72,285.69,trail,silver_optimized
2025-07,2025-07-25,XAGUSD-VIP,buy,1,1,2025-07-25T00:12:00+00:00,2025-07-25T00:24:00+00:00,39.093,39.05405,39.05405,39.15467,39.10679,0.1,6.89,292.58,trail,silver_optimized
2025-07,2025-07-25,XAGUSD-VIP,buy,1,1,2025-07-25T01:04:00+00:00,2025-07-25T01:12:00+00:00,39.11,39.04369,39.04369,39.215,39.069,0.1,-20.5,272.08,regime,silver_optimized
2025-07,2025-07-28,XAUUSD-VIP,sell,1,1,2025-07-28T09:35:00+00:00,2025-07-28T10:20:00+00:00,3336.92,3340.86845,3340.86845,3330.60248,3338.35134,0.1,-14.31,257.77,trail,silver_optimized
2025-07,2025-07-28,XAGUSD-VIP,buy,1,1,2025-07-28T19:48:00+00:00,2025-07-28T20:32:00+00:00,38.109,38.06127,38.06127,38.18458,38.1212,0.1,6.1,263.87,trail,silver_optimized
2025-07,2025-07-30,XAGUSD-VIP,buy,1,1,2025-07-30T05:32:00+00:00,2025-07-30T05:36:00+00:00,38.221,38.16746,38.16746,38.30577,38.19085,0.1,-15.08,248.79,trail,silver_optimized
2025-08,2025-08-04,XAUUSD-VIP,buy,1,1,2025-08-04T06:10:00+00:00,2025-08-04T06:20:00+00:00,3359.09,3355.84123,3355.84123,3364.28803,3355.82,0.1,-32.7,216.09,regime,silver_optimized
2025-08,2025-08-04,XAGUSD-VIP,buy,1,1,2025-08-04T05:48:00+00:00,2025-08-04T06:32:00+00:00,37.098,37.03468,37.03468,37.19826,37.17651,0.1,39.25,255.34,trail,silver_optimized
2025-08,2025-08-06,XAGUSD-VIP,buy,1,1,2025-08-06T02:28:00+00:00,2025-08-06T02:36:00+00:00,37.809,37.75181,37.75181,37.89955,37.809,0.1,0.0,255.34,regime,silver_optimized
2025-08,2025-08-07,XAGUSD-VIP,buy,1,1,2025-08-06T23:48:00+00:00,2025-08-07T00:00:00+00:00,37.88,37.83386,37.83386,37.95305,37.834,0.1,-23.0,232.34,regime,silver_optimized
2025-08,2025-08-13,XAGUSD-VIP,buy,1,1,2025-08-13T05:48:00+00:00,2025-08-13T06:04:00+00:00,38.184,38.12702,38.12702,38.27422,38.24426,0.1,30.13,262.47,trail,silver_optimized
2025-08,2025-08-14,XAGUSD-VIP,buy,1,1,2025-08-14T01:28:00+00:00,2025-08-14T02:04:00+00:00,38.552,38.49706,38.49706,38.63898,38.6308,0.1,39.4,301.87,trail,silver_optimized
2025-08,2025-08-14,XAGUSD-VIP,buy,1,1,2025-08-14T01:36:00+00:00,2025-08-14T02:04:00+00:00,38.556,38.50038,38.50038,38.64407,38.63028,0.1,37.14,339.01,trail,silver_optimized
2025-08,2025-08-16,BTCUSD,sell,1,1,2025-08-16T11:28:00+00:00,2025-08-16T11:36:00+00:00,117447.62,117629.6805,117629.6805,117155.02277,117453.62,0.2,-1.2,337.81,regime,silver_optimized
2025-08,2025-08-16,BTCUSD,sell,1,1,2025-08-16T11:40:00+00:00,2025-08-16T12:12:00+00:00,117399.84,117567.1639,117567.1639,117130.92659,117465.89292,0.2,-13.21,324.6,trail,silver_optimized
2025-08,2025-08-16,BTCUSD,sell,1,1,2025-08-16T11:32:00+00:00,2025-08-16T12:24:00+00:00,117430.59,117605.00818,117605.00818,117150.27507,117448.36363,0.2,-3.55,321.05,trail,silver_optimized
