period,date,signal,asia_mid,close_4pm,correct,regime_same_day,regime_prior_day
full,2022-11-29,bearish,11628.96,11515.02,True,downtrend,ranging
full,2022-12-05,bullish,11986.150000000001,11795.29,False,ranging,uptrend
full,2022-12-06,bullish,11816.32,11551.47,False,downtrend,ranging
full,2022-12-07,bullish,11575.51,11505.83,False,downtrend,downtrend
full,2022-12-09,bearish,11651.415,11567.28,True,downtrend,ranging
full,2022-12-12,bearish,11540.665,11710.49,False,ranging,downtrend
full,2022-12-13,bearish,11703.73,11845.62,False,uptrend,ranging
full,2022-12-19,bearish,11261.61,11093.52,True,downtrend,downtrend
full,2022-12-28,bearish,10821.66,10681.94,True,downtrend,downtrend
full,2023-01-10,bearish,11074.025,11203.04,False,uptrend,ranging
full,2023-01-11,bullish,11212.7,11396.72,True,uptrend,uptrend
full,2023-01-12,bullish,11403.16,11456.7,True,uptrend,uptrend
full,2023-01-17,bullish,11504.27,11557.1,True,uptrend,uptrend
full,2023-01-19,bullish,11399.775000000001,11298.65,False,ranging,uptrend
full,2023-01-20,bearish,11333.925,11610.29,False,uptrend,ranging
full,2023-01-23,bearish,11604.57,11869.33,False,uptrend,uptrend
full,2023-01-25,bearish,11764.465,11813.37,False,uptrend,uptrend
full,2023-01-26,bearish,11846.035,12039.37,False,uptrend,uptrend
full,2023-01-31,bullish,11912.115,12093.53,True,uptrend,uptrend
full,2023-02-01,bearish,12052.67,12364.61,False,uptrend,uptrend
full,2023-02-03,bullish,12606.68,12583.69,False,uptrend,uptrend
full,2023-02-06,bullish,12534.599999999999,12462.91,False,uptrend,uptrend
full,2023-02-07,bullish,12501.885,12741.39,True,uptrend,uptrend
full,2023-02-08,bullish,12722.625,12500.46,False,uptrend,uptrend
full,2023-02-14,bearish,12487.02,12596.27,False,uptrend,uptrend
full,2023-02-17,bullish,12387.939999999999,12353.13,False,ranging,uptrend
full,2023-02-22,bullish,12100.515,12056.91,False,downtrend,downtrend
full,2023-02-23,bearish,12161.39,12190.41,False,downtrend,downtrend
full,2023-03-02,bullish,11904.599999999999,12042.98,True,downtrend,downtrend
full,2023-03-13,bearish,11998.529999999999,11923.72,True,downtrend,downtrend
full,2023-03-17,bearish,12585.61,12512.9,True,uptrend,uptrend
full,2023-03-24,bearish,12720.175,12760.64,False,uptrend,uptrend
full,2023-03-27,bullish,12816.15,12664.91,False,uptrend,uptrend
full,2023-04-05,bullish,13123.404999999999,12969.02,False,uptrend,uptrend
full,2023-04-06,bearish,12931.494999999999,13063.69,False,uptrend,uptrend
full,2023-04-10,bullish,13051.74,13044.04,False,uptrend,uptrend
full,2023-04-12,bullish,12981.31,12849.29,False,ranging,uptrend
full,2023-04-13,bearish,12851.885,13105.97,False,uptrend,ranging
full,2023-04-17,bearish,13091.835,13089.06,True,uptrend,uptrend
full,2023-04-18,bearish,13084.145,13107.65,False,uptrend,uptrend
full,2023-04-20,bullish,13048.855,12974.44,False,ranging,uptrend
full,2023-04-21,bullish,13007.61,13000.33,False,ranging,ranging
full,2023-04-28,bullish,13136.305,13241.07,True,uptrend,uptrend
full,2023-05-01,bearish,13251.91,13252.3,False,uptrend,uptrend
full,2023-05-02,bearish,13222.474999999999,13133.72,True,uptrend,uptrend
full,2023-05-03,bearish,13115.95,13040.0,True,ranging,uptrend
full,2023-05-04,bearish,13051.91,12981.73,True,ranging,ranging
full,2023-05-11,bearish,13372.54,13392.78,False,uptrend,uptrend
full,2023-05-17,bullish,13457.42,13593.32,True,uptrend,uptrend
full,2023-05-19,bullish,13884.720000000001,13818.5,False,uptrend,uptrend
full,2023-05-25,bearish,13807.915,13941.45,False,uptrend,uptrend
full,2023-05-26,bearish,13916.060000000001,14301.08,False,uptrend,uptrend
full,2023-05-30,bearish,14365.075,14360.34,True,uptrend,uptrend
full,2023-06-06,bearish,14558.775,14579.62,False,uptrend,uptrend
full,2023-06-08,bullish,14306.615,14491.7,True,uptrend,uptrend
full,2023-06-09,bullish,14486.695,14534.18,True,uptrend,uptrend
full,2023-06-15,bullish,15017.895,15202.56,True,uptrend,uptrend
full,2023-06-16,bearish,15163.029999999999,15094.59,True,uptrend,uptrend
full,2023-06-20,bullish,15071.71,15085.12,True,uptrend,uptrend
full,2023-06-21,bullish,15087.01,14876.03,False,uptrend,uptrend
full,2023-06-23,bullish,15025.8,14894.67,False,uptrend,uptrend
full,2023-06-29,bullish,15014.564999999999,14951.82,False,uptrend,uptrend
full,2023-07-06,bullish,15191.994999999999,15096.47,False,uptrend,uptrend
full,2023-07-10,bullish,15025.8,15058.43,True,ranging,ranging
full,2023-07-11,bearish,15061.08,15131.1,False,uptrend,ranging
full,2023-07-18,bearish,15696.36,15856.45,False,uptrend,uptrend
full,2023-07-26,bearish,15547.945,15514.52,True,uptrend,uptrend
full,2023-07-28,bearish,15530.23,15749.93,False,uptrend,uptrend
full,2023-08-04,bearish,15422.49,15275.61,True,downtrend,ranging
full,2023-08-07,bearish,15345.279999999999,15413.36,False,downtrend,downtrend
full,2023-08-08,bullish,15384.355,15278.98,False,downtrend,downtrend
full,2023-08-10,bearish,15155.03,15127.56,True,downtrend,downtrend
full,2023-08-14,bearish,15024.445,15213.8,False,ranging,downtrend
full,2023-08-17,bearish,14859.905,14715.55,True,downtrend,downtrend
full,2023-08-18,bullish,14711.055,14691.7,False,downtrend,downtrend
full,2023-08-24,bearish,15316.34,14817.21,True,downtrend,uptrend
full,2023-08-25,bullish,14809.904999999999,14940.46,True,downtrend,downtrend
full,2023-08-29,bearish,15072.994999999999,15388.5,False,uptrend,ranging
full,2023-08-31,bullish,15491.935,15511.56,True,uptrend,uptrend
full,2023-09-01,bullish,15521.52,15498.82,False,uptrend,uptrend
full,2023-09-05,bullish,15500.315,15523.73,True,uptrend,uptrend
full,2023-09-08,bearish,15268.555,15285.97,False,ranging,ranging
full,2023-09-12,bullish,15468.94,15311.29,False,ranging,uptrend
full,2023-09-13,bearish,15308.275,15367.93,False,uptrend,ranging
full,2023-09-15,bullish,15514.075,15213.27,False,downtrend,uptrend
full,2023-09-19,bullish,15242.795,15194.37,False,downtrend,downtrend
full,2023-09-21,bullish,14933.91,14688.66,False,downtrend,downtrend
full,2023-09-25,bearish,14735.74,14772.1,False,downtrend,downtrend
full,2023-09-26,bullish,14737.11,14553.67,False,downtrend,downtrend
full,2023-10-02,bearish,14820.64,14842.86,False,downtrend,downtrend
full,2023-10-04,bullish,14546.369999999999,14773.4,True,downtrend,downtrend
full,2023-10-05,bullish,14778.744999999999,14724.5,False,downtrend,downtrend
full,2023-10-06,bearish,14725.365,14969.49,False,uptrend,downtrend
full,2023-10-11,bearish,15165.275,15248.09,False,uptrend,uptrend
full,2023-10-12,bearish,15290.49,15184.8,True,uptrend,uptrend
full,2023-10-13,bullish,15205.68,14989.46,False,ranging,uptrend
full,2023-10-18,bullish,15096.185,14907.59,False,downtrend,uptrend
full,2023-10-19,bullish,14908.305,14777.9,False,downtrend,downtrend
full,2023-10-20,bullish,14730.5,14563.57,False,downtrend,downtrend
full,2023-10-26,bullish,14255.025000000001,14115.18,False,downtrend,downtrend
full,2023-11-01,bearish,14382.595000000001,14666.96,False,uptrend,downtrend
full,2023-11-06,bearish,15107.490000000002,15163.19,False,uptrend,uptrend
full,2023-11-07,bullish,15144.8,15307.64,True,uptrend,uptrend
full,2023-11-08,bullish,15303.54,15330.19,True,uptrend,uptrend
full,2023-11-09,bearish,15310.5,15199.75,True,uptrend,uptrend
full,2023-11-10,bearish,15173.75,15525.64,False,uptrend,uptrend
full,2023-11-14,bearish,15512.279999999999,15826.57,False,uptrend,uptrend
full,2023-11-15,bearish,15859.4,15839.36,True,uptrend,uptrend
full,2023-11-22,bullish,15929.9,16006.38,True,uptrend,uptrend
full,2023-11-27,bearish,15935.369999999999,15980.73,False,uptrend,uptrend
full,2023-11-28,bullish,15974.825,16021.8,True,uptrend,uptrend
full,2023-11-29,bearish,16043.595,16003.47,True,uptrend,uptrend
full,2023-11-30,bearish,16023.11,15959.35,True,uptrend,uptrend
full,2023-12-07,bearish,15804.94,16027.22,False,uptrend,ranging
full,2023-12-08,bullish,16011.165,16102.36,True,uptrend,uptrend
full,2023-12-29,bearish,16931.48,16839.63,True,uptrend,uptrend
full,2024-01-04,bearish,16394.325,16295.64,True,downtrend,downtrend
full,2024-01-08,bullish,16324.025000000001,16652.06,True,uptrend,downtrend
full,2024-01-11,bearish,16844.97,16824.77,True,uptrend,uptrend
full,2024-01-16,bullish,16782.075,16836.97,True,uptrend,uptrend
full,2024-01-19,bearish,17033.83,17308.1,False,uptrend,uptrend
full,2024-01-23,bullish,17359.635000000002,17419.93,True,uptrend,uptrend
full,2024-01-25,bearish,17505.97,17519.17,False,uptrend,uptrend
full,2024-01-26,bullish,17411.44,17425.28,True,uptrend,uptrend
full,2024-01-29,bearish,17416.504999999997,17608.78,False,uptrend,uptrend
full,2024-01-30,bullish,17623.44,17490.16,False,uptrend,uptrend
full,2024-02-06,bearish,17640.02,17575.3,True,uptrend,uptrend
full,2024-02-07,bullish,17603.015,17761.86,True,uptrend,uptrend
full,2024-02-08,bullish,17772.88,17782.77,True,uptrend,uptrend
full,2024-02-20,bullish,17660.48,17546.38,False,downtrend,ranging
full,2024-02-27,bearish,17919.18,17983.1,False,uptrend,uptrend
full,2024-02-29,bullish,17863.28,18071.97,True,uptrend,uptrend
full,2024-03-01,bearish,18064.715,18309.51,False,uptrend,uptrend
full,2024-03-07,bullish,17964.629999999997,18304.58,True,uptrend,ranging
full,2024-03-12,bearish,18048.199999999997,18232.15,False,uptrend,ranging
full,2024-03-13,bearish,18225.05,18088.84,True,uptrend,uptrend
full,2024-03-14,bearish,18127.765,18019.54,True,ranging,uptrend
full,2024-03-15,bullish,18011.705,17816.38,False,downtrend,ranging
full,2024-03-25,bullish,18367.395,18299.39,False,uptrend,uptrend
full,2024-04-02,bullish,18282.41,18146.24,False,ranging,ranging
full,2024-04-03,bullish,18122.54,18177.63,True,ranging,ranging
full,2024-04-08,bearish,18126.975,18118.46,True,ranging,ranging
full,2024-04-11,bearish,18006.95,18323.89,False,uptrend,downtrend
full,2024-04-17,bullish,17763.34,17503.32,False,downtrend,downtrend
full,2024-04-18,bearish,17555.29,17395.84,True,downtrend,downtrend
full,2024-04-22,bearish,17102.195,17219.67,False,downtrend,downtrend
full,2024-04-25,bullish,17344.015,17442.47,True,ranging,downtrend
full,2024-04-29,bearish,17768.95,17796.56,False,uptrend,uptrend
full,2024-04-30,bullish,17797.72,17462.33,False,downtrend,uptrend
full,2024-05-01,bullish,17397.565,17322.52,False,downtrend,downtrend
full,2024-05-02,bearish,17422.455,17546.1,False,ranging,downtrend
full,2024-05-03,bullish,17659.21,17895.95,True,uptrend,ranging
full,2024-05-13,bearish,18174.585,18209.87,False,uptrend,uptrend
full,2024-05-22,bullish,18748.7,18726.62,False,uptrend,uptrend
full,2024-05-24,bullish,18654.92,18816.11,True,uptrend,uptrend
full,2024-05-28,bearish,18862.364999999998,18895.53,False,uptrend,uptrend
full,2024-05-29,bullish,18870.760000000002,18766.46,False,uptrend,uptrend
full,2024-05-30,bullish,18669.295,18568.59,False,ranging,uptrend
full,2024-06-03,bearish,18584.215,18627.42,False,ranging,ranging
full,2024-06-05,bullish,18721.690000000002,19054.19,True,uptrend,uptrend
full,2024-06-07,bearish,19061.050000000003,19024.02,True,uptrend,uptrend
full,2024-06-10,bullish,19025.25,19104.96,True,uptrend,uptrend
full,2024-06-11,bearish,19081.565000000002,19240.4,False,uptrend,uptrend
full,2024-06-13,bearish,19611.325,19597.72,True,uptrend,uptrend
full,2024-06-14,bearish,19623.57,19688.61,False,uptrend,uptrend
full,2024-06-17,bullish,19715.09,19947.8,True,uptrend,uptrend
full,2024-06-21,bullish,19815.775,19739.85,False,uptrend,uptrend
full,2024-06-26,bearish,19761.085,19782.47,False,uptrend,uptrend
full,2024-07-01,bearish,19756.795,19840.07,False,uptrend,uptrend
full,2024-07-02,bullish,19790.489999999998,20044.77,True,uptrend,uptrend
full,2024-07-12,bullish,20242.42,20341.38,True,uptrend,uptrend
full,2024-07-18,bearish,19880.525,19725.84,True,downtrend,downtrend
full,2024-07-23,bullish,19793.309999999998,19774.91,False,downtrend,downtrend
full,2024-07-25,bullish,19113.475,18846.31,False,downtrend,downtrend
full,2024-07-26,bearish,18903.864999999998,19032.45,False,downtrend,downtrend
full,2024-07-30,bearish,19019.535,18810.76,True,downtrend,downtrend
full,2024-08-01,bullish,19543.53,18904.79,False,downtrend,ranging
full,2024-08-02,bullish,18698.805,18443.28,False,downtrend,downtrend
full,2024-08-12,bearish,18535.46,18554.62,False,downtrend,downtrend
full,2024-08-16,bearish,19522.225,19516.44,True,uptrend,uptrend
full,2024-08-20,bearish,19803.625,19732.22,True,uptrend,uptrend
full,2024-08-23,bearish,19584.300000000003,19723.46,False,uptrend,uptrend
full,2024-08-27,bearish,19515.115,19593.39,False,uptrend,uptrend
full,2024-08-30,bearish,19390.395,19571.79,False,uptrend,ranging
full,2024-09-10,bullish,18667.575,18840.67,True,downtrend,downtrend
full,2024-09-12,bearish,19263.205,19443.21,False,uptrend,uptrend
full,2024-09-16,bullish,19522.690000000002,19436.09,False,uptrend,uptrend
full,2024-09-17,bearish,19429.72,19449.1,False,uptrend,uptrend
full,2024-09-18,bearish,19466.4,19369.32,True,uptrend,uptrend
full,2024-09-23,bullish,19881.97,19863.47,False,uptrend,uptrend
full,2024-09-27,bullish,20120.945,20022.44,False,uptrend,uptrend
full,2024-10-03,bullish,19806.915,19796.18,False,ranging,ranging
full,2024-10-07,bullish,20056.305,19820.61,False,ranging,uptrend
full,2024-10-08,bullish,19818.050000000003,20122.73,True,uptrend,ranging
full,2024-10-09,bullish,20094.559999999998,20291.18,True,uptrend,uptrend
full,2024-10-10,bullish,20287.225,20263.22,False,uptrend,uptrend
full,2024-10-22,bullish,20357.41,20406.65,True,uptrend,uptrend
full,2024-10-25,bearish,20262.585,20372.93,False,uptrend,ranging
full,2024-10-29,bearish,20378.565000000002,20587.49,False,uptrend,uptrend
full,2024-10-30,bullish,20645.870000000003,20430.17,False,ranging,uptrend
full,2024-11-01,bearish,19954.53,20043.99,False,downtrend,downtrend
full,2024-11-05,bearish,19984.135000000002,20244.9,False,uptrend,downtrend
full,2024-11-07,bearish,20803.5,21125.41,False,uptrend,uptrend
full,2024-11-11,bearish,21197.620000000003,21136.13,True,uptrend,uptrend
full,2024-11-14,bullish,21064.35,20932.29,False,uptrend,uptrend
full,2024-11-19,bullish,20589.665,20704.42,True,ranging,ranging
full,2024-11-21,bullish,20628.535,20765.24,True,ranging,ranging
full,2024-12-06,bearish,21445.29,21636.85,False,uptrend,uptrend
full,2024-12-09,bearish,21634.010000000002,21480.57,True,uptrend,uptrend
full,2024-12-10,bullish,21467.835,21404.57,False,uptrend,uptrend
full,2024-12-11,bearish,21422.35,21790.84,False,uptrend,uptrend
full,2024-12-17,bullish,22174.46,22092.43,False,uptrend,uptrend
full,2024-12-18,bearish,22084.805,21269.93,True,downtrend,uptrend
full,2024-12-19,bearish,21276.275,21158.24,True,downtrend,downtrend
full,2024-12-23,bearish,21446.13,21542.2,False,ranging,ranging
full,2025-01-03,bearish,21028.495000000003,21330.82,False,ranging,downtrend
full,2025-01-07,bullish,21581.77,21194.67,False,downtrend,uptrend
full,2025-01-08,bullish,21246.535,21194.17,False,downtrend,downtrend
full,2025-01-15,bullish,20801.755,21251.43,True,ranging,downtrend
full,2025-01-28,bearish,21170.0,21468.9,False,ranging,downtrend
full,2025-01-30,bearish,21495.555,21514.59,False,uptrend,uptrend
full,2025-01-31,bearish,21626.309999999998,21473.26,True,ranging,uptrend
full,2025-02-05,bullish,21488.135000000002,21670.09,True,uptrend,ranging
full,2025-02-06,bearish,21694.245,21781.91,False,uptrend,uptrend
full,2025-02-10,bearish,21590.4,21763.23,False,uptrend,uptrend
full,2025-02-11,bullish,21703.455,21708.56,True,uptrend,uptrend
full,2025-02-14,bearish,22037.97,22121.25,False,uptrend,uptrend
full,2025-02-20,bullish,22130.809999999998,22082.42,False,uptrend,uptrend
full,2025-02-21,bullish,22086.254999999997,21627.3,False,downtrend,uptrend
full,2025-02-24,bullish,21712.4,21372.26,False,downtrend,ranging
full,2025-02-25,bullish,21372.475,21106.61,False,downtrend,downtrend
full,2025-03-03,bearish,20870.77,20449.18,True,downtrend,downtrend
full,2025-03-05,bearish,20493.215,20630.04,False,downtrend,downtrend
full,2025-03-07,bullish,20154.155,20222.14,True,downtrend,downtrend
full,2025-03-11,bearish,19308.559999999998,19390.94,False,downtrend,downtrend
full,2025-03-12,bullish,19455.125,19600.92,True,downtrend,downtrend
full,2025-03-19,bullish,19540.010000000002,19752.15,True,downtrend,downtrend
full,2025-03-21,bullish,19698.31,19755.59,True,downtrend,downtrend
full,2025-03-26,bullish,20320.815,19933.21,False,downtrend,uptrend
full,2025-04-01,bearish,19181.915,19440.79,False,downtrend,downtrend
full,2025-04-11,bearish,18169.885000000002,18676.09,False,ranging,downtrend
full,2025-04-14,bearish,18883.59,18804.51,True,ranging,uptrend
full,2025-04-16,bullish,18571.845,18264.92,False,downtrend,downtrend
full,2025-04-17,bearish,18322.33,18260.38,True,downtrend,downtrend
full,2025-04-22,bearish,17873.879999999997,18272.72,False,ranging,downtrend
full,2025-04-24,bullish,18699.435,19211.06,True,uptrend,uptrend
full,2025-04-28,bearish,19334.43,19428.0,False,uptrend,uptrend
full,2025-05-01,bearish,19819.16,19780.62,True,uptrend,uptrend
full,2025-05-06,bullish,19898.745000000003,19790.26,False,uptrend,uptrend
full,2025-05-07,bullish,19960.7,19864.5,False,uptrend,uptrend
full,2025-05-09,bearish,20059.64,20053.2,True,uptrend,uptrend
full,2025-05-13,bullish,20826.32,21192.21,True,uptrend,uptrend
full,2025-05-14,bearish,21200.33,21321.95,False,uptrend,uptrend
full,2025-05-15,bullish,21311.129999999997,21346.89,True,uptrend,uptrend
full,2025-05-19,bullish,21240.34,21460.83,True,uptrend,uptrend
full,2025-05-20,bullish,21436.275,21386.9,False,uptrend,uptrend
full,2025-05-22,bearish,21122.87,21131.88,False,uptrend,uptrend
full,2025-05-29,bearish,21675.46,21377.14,True,uptrend,uptrend
full,2025-05-30,bearish,21285.54,21334.99,False,uptrend,uptrend
full,2025-06-02,bullish,21250.915,21507.1,True,uptrend,uptrend
full,2025-06-03,bullish,21469.745000000003,21683.16,True,uptrend,uptrend
full,2025-06-09,bearish,21741.07,21808.19,False,uptrend,uptrend
full,2025-06-18,bearish,21713.989999999998,21735.94,False,uptrend,uptrend
full,2025-06-30,bearish,22648.225,22691.06,False,uptrend,uptrend
full,2025-07-01,bullish,22688.309999999998,22499.38,False,uptrend,uptrend
full,2025-07-02,bearish,22519.565000000002,22651.55,False,uptrend,uptrend
full,2025-07-08,bearish,22712.815000000002,22714.89,False,uptrend,uptrend
full,2025-07-09,bullish,22714.605,22879.26,True,uptrend,uptrend
full,2025-07-14,bullish,22698.28,22872.52,True,uptrend,uptrend
full,2025-07-16,bullish,22851.93,22921.03,True,uptrend,uptrend
full,2025-07-18,bearish,23122.58,23074.93,True,uptrend,uptrend
full,2025-07-22,bullish,23202.905,23083.25,False,uptrend,uptrend
full,2025-07-23,bearish,23086.385000000002,23187.67,False,uptrend,uptrend
full,2025-07-24,bullish,23266.695,23245.09,False,uptrend,uptrend
full,2025-07-28,bearish,23417.644999999997,23373.68,True,uptrend,uptrend
full,2025-07-31,bearish,23639.53,23235.95,True,ranging,uptrend
full,2025-08-04,bearish,22829.965,23192.54,False,uptrend,downtrend
full,2025-08-05,bearish,23242.69,23033.03,True,ranging,uptrend
full,2025-08-06,bearish,23012.370000000003,23326.82,False,uptrend,ranging
full,2025-08-08,bullish,23463.575,23621.01,True,uptrend,uptrend
full,2025-08-14,bullish,23859.46,23838.49,False,uptrend,uptrend
full,2025-08-15,bearish,23821.510000000002,23725.1,True,uptrend,uptrend
full,2025-08-19,bullish,23717.36,23401.31,False,downtrend,uptrend
full,2025-08-22,bullish,23151.46,23497.85,True,ranging,downtrend
full,2025-08-25,bullish,23498.21,23434.38,False,ranging,ranging
