period,date,signal,asia_mid,close_4pm,correct,regime_same_day,regime_prior_day
3y,2026-05-07,bearish,28585.405,28587.92,False,uptrend,uptrend
3y,2026-05-12,bullish,29254.965,29087.02,False,uptrend,uptrend
3y,2026-05-19,bullish,28994.83,28860.5,False,uptrend,uptrend
3y,2026-05-21,bearish,29215.434999999998,29385.32,False,uptrend,uptrend
3y,2026-05-26,bullish,29791.0,30034.29,True,uptrend,uptrend
3y,2026-05-29,bearish,30236.425,30361.26,False,uptrend,uptrend
3y,2026-06-03,bearish,30635.495000000003,30624.88,True,uptrend,uptrend
3y,2026-06-04,bearish,30432.165,30476.06,False,uptrend,uptrend
3y,2026-06-10,bullish,29072.545,28537.28,False,downtrend,downtrend
3y,2026-06-11,bearish,28526.33,29471.04,False,ranging,downtrend
3y,2026-06-12,bullish,29571.510000000002,29673.48,True,uptrend,ranging
3y,2026-06-25,bearish,29796.550000000003,29517.03,True,downtrend,ranging
3y,2026-06-29,bearish,29302.705,29829.27,False,uptrend,downtrend
3y,2026-06-30,bearish,29816.84,30297.46,False,uptrend,uptrend
1y,2025-07-01,bullish,22688.309999999998,22499.38,False,uptrend,uptrend
1y,2025-07-02,bearish,22519.565000000002,22651.55,False,uptrend,uptrend
1y,2025-07-08,bearish,22712.815000000002,22714.89,False,uptrend,uptrend
1y,2025-07-09,bullish,22714.605,22879.26,True,uptrend,uptrend
1y,2025-07-14,bullish,22698.28,22872.52,True,uptrend,uptrend
1y,2025-07-16,bullish,22851.93,22921.03,True,uptrend,uptrend
1y,2025-07-18,bearish,23122.58,23074.93,True,uptrend,uptrend
1y,2025-07-22,bullish,23202.905,23083.25,False,uptrend,uptrend
1y,2025-07-23,bearish,23086.385000000002,23187.67,False,uptrend,uptrend
1y,2025-07-24,bullish,23266.695,23245.09,False,uptrend,uptrend
1y,2025-07-28,bearish,23417.644999999997,23373.68,True,uptrend,uptrend
1y,2025-07-31,bearish,23639.53,23235.95,True,ranging,uptrend
1y,2025-08-04,bearish,22829.965,23192.54,False,uptrend,downtrend
1y,2025-08-05,bearish,23242.69,23033.03,True,ranging,uptrend
1y,2025-08-06,bearish,23012.370000000003,23326.82,False,uptrend,ranging
1y,2025-08-08,bullish,23463.575,23621.01,True,uptrend,uptrend
1y,2025-08-14,bullish,23859.46,23838.49,False,uptrend,uptrend
1y,2025-08-15,bearish,23821.510000000002,23725.1,True,uptrend,uptrend
1y,2025-08-19,bullish,23717.36,23401.31,False,downtrend,uptrend
1y,2025-08-22,bullish,23151.46,23497.85,True,ranging,downtrend
1y,2025-08-25,bullish,23498.21,23434.38,False,ranging,ranging
1y,2025-09-03,bearish,23295.405,23421.74,False,ranging,downtrend
1y,2025-09-09,bearish,23806.915,23856.84,False,uptrend,uptrend
1y,2025-09-10,bearish,23889.525,23869.29,True,uptrend,uptrend
1y,2025-09-15,bearish,24123.39,24326.48,False,uptrend,uptrend
1y,2025-09-19,bullish,24502.864999999998,24640.41,True,uptrend,uptrend
1y,2025-09-24,bearish,24624.315,24529.4,True,uptrend,uptrend
1y,2025-09-25,bullish,24561.15,24424.42,False,uptrend,uptrend
1y,2025-09-26,bearish,24407.504999999997,24521.0,False,uptrend,uptrend
1y,2025-10-02,bearish,24853.73,24920.68,False,uptrend,uptrend
1y,2025-10-07,bearish,24967.455,24867.5,True,uptrend,uptrend
1y,2025-10-10,bullish,25163.35,24237.97,False,downtrend,uptrend
1y,2025-10-13,bearish,24595.875,24765.22,False,ranging,ranging
1y,2025-10-20,bearish,24888.79,25160.22,False,uptrend,uptrend
1y,2025-10-22,bearish,25122.72,24906.95,True,uptrend,uptrend
1y,2025-10-23,bearish,24903.690000000002,25124.35,False,uptrend,uptrend
1y,2025-11-03,bullish,25991.79,26019.46,True,uptrend,uptrend
1y,2025-11-05,bearish,25316.945,25657.07,False,uptrend,ranging
1y,2025-11-10,bearish,25311.010000000002,25647.81,False,uptrend,ranging
1y,2025-11-17,bearish,25149.699999999997,24837.65,True,downtrend,downtrend
1y,2025-11-21,bullish,24119.165,24266.22,True,downtrend,downtrend
1y,2025-11-24,bearish,24421.965,24894.5,False,ranging,downtrend
1y,2025-11-25,bullish,24900.25,25041.95,True,uptrend,ranging
1y,2025-11-26,bearish,25097.050000000003,25265.4,False,uptrend,uptrend
1y,2025-12-02,bullish,25388.36,25590.75,True,uptrend,uptrend
1y,2025-12-05,bearish,25658.89,25722.14,False,uptrend,uptrend
1y,2025-12-08,bearish,25754.480000000003,25672.45,True,uptrend,uptrend
1y,2025-12-10,bearish,25683.39,25814.94,False,ranging,uptrend
1y,2025-12-16,bullish,24992.46,25159.11,True,downtrend,downtrend
1y,2025-12-22,bearish,25467.4,25483.52,False,uptrend,uptrend
1y,2025-12-23,bullish,25506.485,25608.32,True,uptrend,uptrend
1y,2025-12-26,bullish,25703.78,25674.62,False,uptrend,uptrend
1y,2025-12-30,bullish,25542.655,25497.16,False,ranging,ranging
1y,2025-12-31,bullish,25444.96,25278.58,False,downtrend,ranging
1y,2026-01-02,bearish,25386.745,25215.58,True,downtrend,ranging
1y,2026-01-05,bearish,25301.845,25424.28,False,ranging,ranging
1y,2026-01-08,bullish,25650.82,25528.45,False,ranging,uptrend
1y,2026-01-13,bearish,25731.835,25758.68,False,uptrend,uptrend
1y,2026-01-16,bearish,25634.59,25547.44,True,ranging,ranging
1y,2026-01-21,bearish,25049.11,25346.97,False,ranging,downtrend
1y,2026-01-26,bearish,25493.745,25734.18,False,uptrend,ranging
1y,2026-01-27,bearish,25831.72,25967.03,False,uptrend,uptrend
1y,2026-01-29,bearish,26053.6,25885.3,True,ranging,uptrend
1y,2026-01-30,bullish,25756.86,25569.33,False,ranging,ranging
1y,2026-02-03,bearish,25852.69,25352.85,True,downtrend,uptrend
1y,2026-02-04,bearish,25335.205,24911.87,True,downtrend,downtrend
1y,2026-02-06,bearish,24331.345,25067.91,False,downtrend,downtrend
1y,2026-02-09,bullish,25191.545,25266.22,True,ranging,downtrend
1y,2026-02-11,bullish,25236.415,25208.37,False,ranging,ranging
1y,2026-02-12,bearish,25211.36,24700.47,True,downtrend,ranging
1y,2026-02-13,bullish,24719.875,24738.33,True,downtrend,downtrend
1y,2026-02-19,bearish,24898.005,24807.31,True,downtrend,downtrend
1y,2026-02-20,bearish,24845.010000000002,25022.65,False,ranging,downtrend
1y,2026-02-24,bullish,24789.515,24992.59,True,ranging,downtrend
1y,2026-02-27,bearish,24962.28,24965.67,False,ranging,ranging
1y,2026-03-05,bullish,25120.765,25037.22,False,uptrend,uptrend
1y,2026-03-10,bearish,24911.985,24981.26,False,uptrend,ranging
1y,2026-03-11,bullish,25042.145,24980.16,False,downtrend,uptrend
1y,2026-03-13,bullish,24577.775,24396.31,False,downtrend,downtrend
1y,2026-03-16,bearish,24482.295,24680.97,False,downtrend,downtrend
1y,2026-03-17,bullish,24630.835,24809.88,True,uptrend,downtrend
1y,2026-03-19,bullish,24461.96,24382.67,False,downtrend,downtrend
1y,2026-03-20,bullish,24430.17,23922.61,False,downtrend,downtrend
1y,2026-03-24,bearish,24168.46,24031.88,True,downtrend,downtrend
1y,2026-03-26,bullish,24154.415,23609.85,False,downtrend,downtrend
1y,2026-03-27,bearish,23680.370000000003,23133.81,True,downtrend,downtrend
1y,2026-04-01,bearish,23836.535,24040.86,False,downtrend,downtrend
1y,2026-04-02,bullish,23869.6,24060.81,True,ranging,downtrend
1y,2026-04-09,bullish,24875.405,25100.14,True,uptrend,uptrend
1y,2026-04-14,bearish,25458.14,25867.25,False,uptrend,uptrend
1y,2026-04-15,bullish,25885.625,26232.75,True,uptrend,uptrend
1y,2026-04-16,bearish,26296.675,26355.53,False,uptrend,uptrend
1y,2026-04-21,bearish,26691.695,26520.24,True,uptrend,uptrend
1y,2026-04-22,bearish,26666.589999999997,26962.74,False,uptrend,uptrend
1y,2026-04-29,bearish,27132.739999999998,27224.05,False,uptrend,uptrend
1y,2026-05-05,bearish,27692.655,28038.54,False,uptrend,uptrend
1y,2026-05-07,bearish,28585.405,28587.92,False,uptrend,uptrend
1y,2026-05-12,bullish,29254.965,29087.02,False,uptrend,uptrend
1y,2026-05-19,bullish,28994.83,28860.5,False,uptrend,uptrend
1y,2026-05-21,bearish,29215.434999999998,29385.32,False,uptrend,uptrend
1y,2026-05-26,bullish,29791.0,30034.29,True,uptrend,uptrend
1y,2026-05-29,bearish,30236.425,30361.26,False,uptrend,uptrend
1y,2026-06-03,bearish,30635.495000000003,30624.88,True,uptrend,uptrend
1y,2026-06-04,bearish,30432.165,30476.06,False,uptrend,uptrend
1y,2026-06-10,bullish,29072.545,28537.28,False,downtrend,downtrend
1y,2026-06-11,bearish,28526.33,29471.04,False,ranging,downtrend
1y,2026-06-12,bullish,29571.510000000002,29673.48,True,uptrend,ranging
1y,2026-06-25,bearish,29796.550000000003,29517.03,True,downtrend,ranging
1y,2026-06-29,bearish,29302.705,29829.27,False,uptrend,downtrend
1y,2026-06-30,bearish,29816.84,30297.46,False,uptrend,uptrend
