symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
us30,raw5,-50.512,0.79,35.89,53.38,496,-5.0,-0.91,-102.78216800225283,98%,-550.01,-222.54,Backtest Reports\screen\us30--raw5--screen.htm
ustec,retest10,-18.5327,0.75,33.33,26.88,114,-5.0,-0.62,-48.79988486942136,98%,-179.35,-122.33,Backtest Reports\screen\ustec--retest10--screen.htm
ustec,bounce10,-24.7784,0.81,35.71,27.4,210,-5.0,-0.87,-54.65155237578783,98%,-331.11,-169.57,Backtest Reports\screen\ustec--bounce10--screen.htm
ustec,raw20,-27.6625,0.87,38.33,40.46,420,-2.76,-0.66,-66.02564480800208,98%,-665.34,-211.27,Backtest Reports\screen\ustec--raw20--screen.htm
ustec,breakout10,-48.3497,0.71,33.54,50.95,322,-5.0,-0.9,-99.8320837073613,98%,-360.93,-166.65,Backtest Reports\screen\ustec--breakout10--screen.htm
ustec,auto10,-48.2646,0.74,34.56,52.15,379,-5.0,-0.86,-100.25636111340707,98%,-437.56,-194.96,Backtest Reports\screen\ustec--auto10--screen.htm
ustec,raw5,-51.05159999999999,0.78,36.55,54.14,539,-5.0,-0.94,-104.13113631158198,98%,-811.26,-131.23,Backtest Reports\screen\ustec--raw5--screen.htm
xagusd,bounce10,-12.673099999999998,0.53,28.21,14.15,39,-5.0,-0.9,-36.734139269231626,98%,-260.88,-23.78,Backtest Reports\screen\xagusd--bounce10--screen.htm
xagusd,retest10,-11.0704,0.43,25.93,12.55,27,-5.0,-0.88,-40.473540843534344,98%,-165.85,-34.44,Backtest Reports\screen\xagusd--retest10--screen.htm
xagusd,auto10,-17.8324,0.67,34.74,23.43,95,-5.0,-0.74,-46.562630799165504,98%,-510.41,-77.08,Backtest Reports\screen\xagusd--auto10--screen.htm
xagusd,breakout10,-17.5538,0.63,34.57,23.16,81,-5.0,-0.74,-46.7932255151587,98%,-442.93,-63.55,Backtest Reports\screen\xagusd--breakout10--screen.htm
xagusd,raw20,-32.3148,0.58,32.87,36.85,143,-5.0,-0.88,-74.23202610530008,98%,-768.91,-54.12,Backtest Reports\screen\xagusd--raw20--screen.htm
xagusd,raw5,-43.296899999999994,0.55,32.09,48.75,187,-5.0,-0.87,-95.96294400906744,98%,-1108.63,-55.76,Backtest Reports\screen\xagusd--raw5--screen.htm
xauusd,auto10,-6.595199999999999,0.97,40.79,14.33,380,-0.73,-0.43,-19.8392104898165,98%,-551.32,-124.47,Backtest Reports\screen\xauusd--auto10--screen.htm
xauusd,breakout10,-16.851399999999998,0.91,38.84,20.54,327,-2.24,-0.78,-37.395128153654895,98%,-398.74,-63.02,Backtest Reports\screen\xauusd--breakout10--screen.htm
xauusd,retest10,-17.9633,0.73,33.33,20.32,111,-5.0,-0.87,-43.0663289380764,98%,-149.76,-41.48,Backtest Reports\screen\xauusd--retest10--screen.htm
xauusd,bounce10,-19.2027,0.84,37.96,22.99,216,-4.61,-0.81,-44.57744064573733,98%,-327.65,-83.51,Backtest Reports\screen\xauusd--bounce10--screen.htm
xauusd,raw20,-16.7427,0.9,40.28,32.61,360,-1.98,-0.51,-47.38902618789391,98%,-491.75,-136.79,Backtest Reports\screen\xauusd--raw20--screen.htm
xauusd,raw5,-16.4906,0.94,40.51,39.83,590,-1.26,-0.4,-52.17360484461705,98%,-1022.3,-167.54,Backtest Reports\screen\xauusd--raw5--screen.htm
