symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
us30,rr500,-25.7473,0.73,23.65,30.96,148,-3.0,-0.8,-58.36982893807641,98%,-93.14,-245.39,Backtest Reports\rr\us30--rr500--rr.htm
us30,rr400,-27.139999999999997,0.71,24.32,30.3,148,-3.38,-0.87,-59.180834061183106,98%,-93.09,-233.16,Backtest Reports\rr\us30--rr400--rr.htm
ustec,rr300,-10.5299,0.84,29.7,18.71,101,-2.01,-0.51,-33.19817208148134,98%,-87.02,-155.79,Backtest Reports\rr\ustec--rr300--rr.htm
ustec,rr100,-12.038,0.78,42.59,15.63,108,-4.21,-0.74,-33.41318193301909,98%,-88.28,-88.06,Backtest Reports\rr\ustec--rr100--rr.htm
ustec,rr075,-13.5602,0.72,46.79,16.41,109,-5.0,-0.8,-35.48074880366444,98%,-87.53,-68.02,Backtest Reports\rr\ustec--rr075--rr.htm
ustec,rr150,-14.032300000000001,0.76,34.31,18.1,102,-3.55,-0.74,-35.632042148421135,98%,-83.33,-117.32,Backtest Reports\rr\ustec--rr150--rr.htm
ustec,rr200,-14.1145,0.77,30.39,20.04,102,-3.11,-0.66,-36.3010264100766,98%,-85.45,-151.19,Backtest Reports\rr\ustec--rr200--rr.htm
ustec,rr050,-14.600299999999999,0.66,54.55,18.72,110,-5.0,-0.75,-37.69737889179599,98%,-87.87,-51.72,Backtest Reports\rr\ustec--rr050--rr.htm
ustec,rr400,-22.3066,0.65,25.74,28.27,101,-4.24,-0.73,-54.940994993109456,98%,-82.67,-149.05,Backtest Reports\rr\ustec--rr400--rr.htm
ustec,rr500,-23.788800000000002,0.63,25.74,28.55,101,-4.42,-0.78,-56.177246780236544,98%,-82.12,-166.13,Backtest Reports\rr\ustec--rr500--rr.htm
xagusd,rr200,-4.3950000000000005,0.8,32.43,7.43,37,-3.0,-0.57,-19.6754398350585,98%,-163.01,-50.84,Backtest Reports\rr\xagusd--rr200--rr.htm
xagusd,rr100,-5.801,0.7,42.11,8.34,38,-5.0,-0.69,-22.41107202638035,98%,-160.17,-25.83,Backtest Reports\rr\xagusd--rr100--rr.htm
xagusd,rr150,-6.909700000000001,0.68,34.21,8.05,38,-4.94,-0.85,-22.533177070628252,98%,-160.18,-48.79,Backtest Reports\rr\xagusd--rr150--rr.htm
xagusd,rr300,-7.3778,0.69,25.0,10.2,36,-4.29,-0.7,-25.363064176689985,98%,-156.36,-47.97,Backtest Reports\rr\xagusd--rr300--rr.htm
xagusd,rr400,-7.889799999999999,0.66,22.86,12.69,35,-4.14,-0.59,-28.723985327539992,98%,-149.72,-51.66,Backtest Reports\rr\xagusd--rr400--rr.htm
xagusd,rr075,-8.965399999999999,0.53,42.11,10.94,38,-5.0,-0.82,-30.619939269231637,98%,-158.28,-25.01,Backtest Reports\rr\xagusd--rr075--rr.htm
xagusd,rr500,-9.7697,0.57,22.86,12.89,35,-4.62,-0.73,-31.04396325720637,98%,-147.35,-54.12,Backtest Reports\rr\xagusd--rr500--rr.htm
xagusd,rr050,-9.9773,0.44,47.37,11.56,38,-5.0,-0.86,-32.702309314815125,98%,-156.38,-18.45,Backtest Reports\rr\xagusd--rr050--rr.htm
xauusd,rr200,17.1663,1.09,38.31,14.83,308,1.15,0.99,-2.351377204809052,98%,-328.07,-303.79,Backtest Reports\rr\xauusd--rr200--rr.htm
xauusd,rr150,0.2928,1.0,41.69,16.31,319,0.03,0.02,-13.5412,98%,-314.76,-192.59,Backtest Reports\rr\xauusd--rr150--rr.htm
xauusd,rr100,-8.574,0.94,48.39,17.05,341,-1.01,-0.48,-24.73450484461705,98%,-310.88,-111.17,Backtest Reports\rr\xauusd--rr100--rr.htm
xauusd,rr300,-6.6438,0.97,32.67,23.94,300,-0.39,-0.23,-27.731310489816508,98%,-296.84,-378.59,Backtest Reports\rr\xauusd--rr300--rr.htm
xauusd,rr500,-6.9298,0.97,30.41,29.27,296,-0.35,-0.18,-32.500310489816506,98%,-299.05,-445.72,Backtest Reports\rr\xauusd--rr500--rr.htm
xauusd,rr400,-10.3369,0.95,30.64,24.91,297,-0.57,-0.35,-32.59689546337526,98%,-287.62,-372.96,Backtest Reports\rr\xauusd--rr400--rr.htm
xauusd,rr075,-15.986199999999998,0.88,53.3,19.32,349,-2.5,-0.81,-36.100700458118624,98%,-303.62,-56.36,Backtest Reports\rr\xauusd--rr075--rr.htm
xauusd,rr050,-20.0386,0.82,62.09,21.85,364,-4.27,-0.9,-40.72582140173071,98%,-305.03,-47.14,Backtest Reports\rr\xauusd--rr050--rr.htm
